Playtype,Team,GP,Poss,Time,Points,FGM,FGA,PPP,WorsePPP,BetterPPP,FG,aFG,FT,TO,SF,PlusOne,Score
PRBallHandler,Golden State Warriors,49,863,15.471500396729,693,248,662,0.80301302671432,24,5,37.462235649547,42.296072507553,11.239860950174,14.60023174971,9.3858632676709,2.5492468134415,36.732329084589
PRBallHandler,Boston Celtics,49,966,18.344100952148,704,268,750,0.7287780046463,29,0,35.733333333333,38.666666666667,8.2815734989648,15.010351966874,7.2463768115942,0.93167701863354,34.782608695652
PRRollman,Oklahoma City Thunder,48,313,6.1192598342896,320,122,250,1.0223599672318,23,6,48.8,53.0,13.418530351438,9.9041533546326,13.418530351438,3.5143769968051,48.562300319489
PRRollman,Chicago Bulls,48,345,6.6218800544739,391,152,284,1.1333299875259,6,23,53.521126760563,57.922535211268,13.913043478261,6.0869565217391,13.04347826087,2.3188405797101,54.202898550725
PRRollman,Los Angeles Clippers,47,275,5.2732501029968,299,117,224,1.0872700214386,12,17,52.232142857143,55.803571428571,14.181818181818,7.6363636363636,13.090909090909,3.2727272727273,51.636363636364
PRRollman,Toronto Raptors,46,312,6.145359992981,310,124,262,0.99358999729156,27,2,47.328244274809,50.572519083969,10.25641025641,8.3333333333333,9.9358974358974,2.5641025641026,47.435897435897
PRRollman,New York Knicks,49,430,8.0675401687622,504,195,352,1.1720900535583,2,27,55.397727272727,61.505681818182,12.558139534884,8.6046511627907,12.093023255814,3.0232558139535,53.953488372093
PRRollman,Los Angeles Lakers,47,297,5.5524401664734,308,130,254,1.0370399951935,21,8,51.181102362205,54.330708661417,8.0808080808081,9.4276094276094,7.4074074074074,2.6936026936027,49.158249158249
PRRollman,Dallas Mavericks,48,286,5.6723499298096,302,117,233,1.0559400320053,17,12,50.214592274678,55.150214592275,13.986013986014,9.7902097902098,13.636363636364,5.2447552447552,49.300699300699
PRRollman,Phoenix Suns,48,349,6.491819858551,349,142,299,1.0,24,3,47.491638795987,50.501672240803,8.8825214899713,5.730659025788,8.8825214899713,0.5730659025788,48.137535816619
PRRollman,Portland Trail Blazers,48,356,6.8872098922729,349,135,288,0.98033702373505,28,1,46.875,51.909722222222,12.078651685393,9.5505617977528,12.078651685393,2.5280898876404,46.910112359551
PRRollman,Detroit Pistons,46,395,8.1192197799683,420,167,326,1.0632899999619,15,14,51.226993865031,56.59509202454,8.8607594936709,11.139240506329,7.3417721518987,2.5316455696203,48.607594936709
PRRollman,Memphis Grizzlies,47,294,5.9659099578857,318,127,242,1.0816299915314,13,16,52.479338842975,55.578512396694,13.265306122449,8.1632653061224,12.244897959184,3.7414965986395,52.380952380952
PRRollman,Minnesota Timberwolves,51,332,6.078360080719,357,146,286,1.0752999782562,14,15,51.048951048951,55.06993006993,9.0361445783133,7.8313253012048,9.0361445783133,3.0120481927711,50.0
PRRollman,San Antonio Spurs,50,365,6.9603400230408,385,157,316,1.054790019989,19,10,49.683544303797,53.006329113924,10.684931506849,4.6575342465753,10.684931506849,1.9178082191781,50.958904109589
PRRollman,Washington Wizards,48,298,5.6772699356079,315,123,240,1.0570499897003,16,13,51.25,54.166666666667,16.778523489933,7.7181208053691,15.771812080537,5.0335570469799,51.342281879195
PRRollman,Denver Nuggets,48,380,7.393000125885,391,159,314,1.0289499759674,22,7,50.636942675159,54.617834394904,10.263157894737,8.9473684210526,10.263157894737,1.8421052631579,50.0
PRRollman,Philadelphia 76ers,44,314,6.2938499450684,288,111,260,0.91719698905945,29,0,42.692307692308,46.538461538462,12.420382165605,6.687898089172,11.464968152866,1.9108280254777,44.267515923567
PRRollman,New Orleans Pelicans,47,391,7.3773598670959,430,171,324,1.0997400283813,9,20,52.777777777778,57.716049382716,12.020460358056,7.4168797953964,12.020460358056,2.8132992327366,52.173913043478
PRRollman,Utah Jazz,48,385,7.6041898727417,385,154,328,1.0,24,3,46.951219512195,51.067073170732,11.428571428571,6.7532467532468,10.649350649351,3.3766233766234,47.012987012987
PRRollman,Sacramento Kings,48,355,6.997829914093,406,156,297,1.1436599493027,4,25,52.525252525253,59.090909090909,12.676056338028,6.4788732394366,12.394366197183,3.0985915492958,52.676056338028
PRRollman,Milwaukee Bucks,46,309,6.3087000846863,339,132,244,1.0970900058746,10,19,54.098360655738,57.172131147541,14.239482200647,11.650485436893,13.592233009709,4.8543689320388,51.456310679612
PRRollman,Miami Heat,48,414,8.2110300064087,482,184,344,1.1642500162125,3,26,53.488372093023,57.703488372093,14.009661835749,5.7971014492754,14.009661835749,2.8985507246377,55.072463768116
PRRollman,Charlotte Hornets,46,385,7.7200698852539,405,169,340,1.0519499778748,20,9,49.705882352941,54.558823529412,7.2727272727273,5.7142857142857,5.974025974026,1.2987012987013,49.090909090909
PRRollman,Orlando Magic,47,345,6.6041297912598,385,156,289,1.1159399747849,7,22,53.979238754325,57.612456747405,10.434782608696,8.4057971014493,9.8550724637681,2.6086956521739,52.463768115942
PRRollman,Atlanta Hawks,47,404,7.8538098335266,404,167,343,1.0,24,3,48.68804664723,53.3527696793,8.4158415841584,8.1683168316832,7.4257425742574,1.4851485148515,47.029702970297
PRRollman,Indiana Pacers,48,397,7.6552300453186,435,182,337,1.0957200527191,11,18,54.005934718101,59.19881305638,8.0604534005038,9.0680100755668,8.5642317380353,2.5188916876574,50.88161209068
PRRollman,Brooklyn Nets,48,413,7.7253999710083,488,198,356,1.1815999746323,1,28,55.61797752809,60.393258426966,11.864406779661,6.2953995157385,11.38014527845,4.3583535108959,55.44794188862
PRRollman,Houston Rockets,46,251,5.0411701202393,265,109,207,1.0557800531387,18,11,52.657004830918,54.830917874396,13.147410358566,8.3665338645418,11.553784860558,3.9840637450199,51.792828685259
PRRollman,Boston Celtics,49,331,6.2856101989746,369,145,269,1.1147999763489,8,21,53.903345724907,58.921933085502,13.595166163142,8.761329305136,13.293051359517,3.9274924471299,52.567975830816
PRRollman,Cleveland Cavaliers,46,323,6.4227499961853,394,159,259,1.2198100090027,0,29,61.389961389961,65.057915057915,13.003095975232,9.9071207430341,12.693498452012,3.0959752321981,58.513931888545
PRRollman,Golden State Warriors,49,274,4.9121499061584,313,124,229,1.1423399448395,5,24,54.148471615721,57.64192139738,13.868613138686,5.4744525547445,12.773722627737,2.9197080291971,55.109489051095
Postup,Dallas Mavericks,48,528,10.47200012207,460,177,384,0.87121200561523,17,12,46.09375,46.09375,14.583333333333,14.962121212121,12.689393939394,2.4621212121212,44.886363636364
Postup,Chicago Bulls,48,346,6.6410698890686,306,124,275,0.88439297676086,10,19,45.090909090909,45.090909090909,11.849710982659,10.693641618497,10.693641618497,2.0231213872832,44.797687861272
Postup,Toronto Raptors,46,354,6.972620010376,309,125,266,0.87288099527359,16,13,46.992481203008,46.992481203008,12.994350282486,13.841807909605,11.864406779661,1.9774011299435,45.762711864407
Postup,New York Knicks,49,268,5.0281400680542,218,85,199,0.81343299150467,26,3,42.713567839196,42.713567839196,12.686567164179,14.925373134328,9.7014925373134,1.865671641791,41.791044776119
Postup,Oklahoma City Thunder,48,255,4.9853401184082,224,85,180,0.87843102216721,11,18,47.222222222222,47.222222222222,15.294117647059,16.470588235294,14.117647058824,3.1372549019608,45.098039215686
Postup,Los Angeles Lakers,47,440,8.2258396148682,386,155,325,0.87727302312851,14,15,47.692307692308,47.692307692308,12.727272727273,15.227272727273,11.590909090909,2.0454545454545,45.227272727273
Postup,Los Angeles Clippers,47,356,6.8264598846436,301,118,255,0.84550601243973,21,8,46.274509803922,46.274509803922,13.76404494382,17.415730337079,12.359550561798,2.8089887640449,43.258426966292
Postup,Miami Heat,48,298,5.9103498458862,256,99,223,0.85905998945236,19,10,44.394618834081,44.394618834081,14.429530201342,13.087248322148,12.41610738255,2.3489932885906,43.624161073826
Postup,Charlotte Hornets,46,254,5.0932397842407,214,89,202,0.84251999855042,22,7,44.059405940594,44.059405940594,9.8425196850394,12.59842519685,8.6614173228346,1.9685039370079,42.913385826772
Postup,Atlanta Hawks,47,310,6.0264401435852,272,109,232,0.87741899490356,13,16,46.98275862069,46.98275862069,14.193548387097,14.516129032258,12.58064516129,3.5483870967742,44.838709677419
Postup,New Orleans Pelicans,47,321,6.0566000938416,289,114,255,0.90031200647354,8,21,44.705882352941,44.705882352941,14.018691588785,9.3457943925234,13.084112149533,2.803738317757,46.417445482866
Postup,Portland Trail Blazers,48,396,7.6610598564148,389,156,308,0.98232299089432,0,29,50.649350649351,50.649350649351,14.646464646465,9.5959595959596,13.383838383838,2.020202020202,50.505050505051
Postup,Brooklyn Nets,48,317,5.9296698570251,289,115,250,0.91167199611664,7,22,46.0,46.0,14.511041009464,8.8328075709779,12.302839116719,2.5236593059937,47.003154574132
