TEAM_NAME,VS_PLAYER_NAME,GP_ON,GP_OFF,GP_DIFF,W_ON,W_OFF,W_DIFF,L_ON,L_OFF,L_DIFF,W_PCT_ON,W_PCT_OFF,W_PCT_DIFF,MIN_ON,MIN_OFF,MIN_DIFF,OFF_RATING_ON,OFF_RATING_OFF,OFF_RATING_DIFF,DEF_RATING_ON,DEF_RATING_OFF,DEF_RATING_DIFF,NET_RATING_ON,NET_RATING_OFF,NET_RATING_DIFF,AST_PCT_ON,AST_PCT_OFF,AST_PCT_DIFF,AST_TO_ON,AST_TO_OFF,AST_TO_DIFF,AST_RATIO_ON,AST_RATIO_OFF,AST_RATIO_DIFF,OREB_PCT_ON,OREB_PCT_OFF,OREB_PCT_DIFF,DREB_PCT_ON,DREB_PCT_OFF,DREB_PCT_DIFF,REB_PCT_ON,REB_PCT_OFF,REB_PCT_DIFF,TM_TOV_PCT_ON,TM_TOV_PCT_OFF,TM_TOV_PCT_DIFF,EFG_PCT_ON,EFG_PCT_OFF,EFG_PCT_DIFF,TS_PCT_ON,TS_PCT_OFF,TS_PCT_DIFF,PACE_ON,PACE_OFF,PACE_DIFF,PIE_ON,PIE_OFF,PIE_DIFF
Cleveland Cavaliers,"Thompson, Tristan",20.0,40,-20.0,9.0,26,-17.0,11.0,14,-3.0,0.45,0.65,-0.2,376.0,1549.0,-1173.0,103.7,112.6,-8.9,107.5,109.4,-1.9,-3.9,3.2,-7.1,0.514,0.613,-0.099,1.25,1.73,-0.48,15.0,18.6,-3.6,0.223,0.197,0.026,0.827,0.749,0.078,0.524,0.482,0.042,0.155,0.143,0.012,0.513,0.559,-0.046,0.549,0.6,-0.051,101.15,98.59,2.56,0.482,0.515,-0.033
Cleveland Cavaliers,"Wade, Dwyane",37.0,40,-3.0,24.0,26,-2.0,13.0,14,-1.0,0.649,0.65,-0.001,873.0,1052.0,-179.0,110.6,111.0,-0.4,105.6,111.9,-6.3,5.0,-1.0,6.0,0.582,0.604,-0.022,1.66,1.6,0.06,17.3,18.4,-1.1,0.212,0.195,0.017,0.771,0.759,0.012,0.503,0.48,0.023,0.137,0.152,-0.015,0.536,0.561,-0.025,0.581,0.597,-0.016,100.62,97.81,2.81,0.535,0.489,0.046
Cleveland Cavaliers,"Zizic, Ante",11.0,40,-29.0,7.0,26,-19.0,4.0,14,-10.0,0.636,0.65,-0.014,39.0,1886.0,-1847.0,86.2,111.3,-25.1,105.2,109.1,-3.9,-19.0,2.2,-21.2,0.478,0.596,-0.118,0.73,1.65,-0.92,11.3,18.0,-6.7,0.171,0.204,-0.033,0.737,0.765,-0.028,0.443,0.492,-0.049,0.19,0.144,0.046,0.437,0.552,-0.115,0.479,0.592,-0.113,100.06,99.07,0.99,0.331,0.512,-0.181
New Orleans Pelicans,"Allen, Tony",22.0,39,-17.0,12.0,20,-8.0,10.0,19,-9.0,0.545,0.513,0.032,273.0,1614.0,-1341.0,105.1,109.0,-3.9,103.3,108.6,-5.3,1.8,0.4,1.4,0.62,0.643,-0.023,1.54,1.68,-0.14,18.0,19.6,-1.6,0.221,0.193,0.028,0.76,0.773,-0.013,0.506,0.494,0.012,0.156,0.156,0.0,0.529,0.56,-0.031,0.562,0.592,-0.03,103.22,101.49,1.73,0.5,0.515,-0.015
New Orleans Pelicans,"Asik, Omer",10.0,39,-29.0,6.0,20,-14.0,4.0,19,-15.0,0.6,0.513,0.087,78.0,1809.0,-1731.0,111.5,108.3,3.2,113.7,107.5,6.2,-2.2,0.8,-3.0,0.528,0.645,-0.117,1.41,1.67,-0.26,17.4,19.5,-2.1,0.221,0.196,0.025,0.833,0.769,0.064,0.536,0.494,0.042,0.164,0.156,0.008,0.595,0.554,0.041,0.601,0.587,0.014,101.61,101.74,-0.13,0.474,0.515,-0.041
New Orleans Pelicans,"Clark, Ian",33.0,39,-6.0,17.0,20,-3.0,16.0,19,-3.0,0.515,0.513,0.002,486.0,1401.0,-915.0,109.4,108.1,1.3,110.0,107.0,3.0,-0.6,1.1,-1.7,0.597,0.654,-0.057,1.43,1.75,-0.32,18.0,19.9,-1.9,0.208,0.194,0.014,0.749,0.779,-0.03,0.495,0.496,-0.001,0.167,0.153,0.014,0.56,0.554,0.006,0.597,0.584,0.013,100.28,102.24,-1.96,0.504,0.516,-0.012
New Orleans Pelicans,"Cooke, Charles",6.0,39,-33.0,3.0,20,-17.0,3.0,19,-16.0,0.5,0.513,-0.013,18.0,1869.0,-1851.0,87.5,108.6,-21.1,114.8,107.7,7.1,-27.3,0.9,-28.2,0.417,0.642,-0.225,1.67,1.66,0.01,10.0,19.5,-9.5,0.273,0.196,0.077,0.733,0.772,-0.039,0.459,0.496,-0.037,0.077,0.157,-0.08,0.365,0.558,-0.193,0.406,0.589,-0.183,97.85,101.78,-3.93,0.31,0.515,-0.205
New Orleans Pelicans,"Cousins, DeMarcus",39.0,39,0.0,20.0,20,0.0,19.0,19,0.0,0.513,0.513,0.0,1387.0,500.0,887.0,108.0,109.6,-1.6,107.6,108.2,-0.6,0.4,1.4,-1.0,0.64,0.64,0.0,1.59,1.9,-0.31,19.3,19.7,-0.4,0.198,0.194,0.004,0.782,0.745,0.037,0.501,0.483,0.018,0.162,0.14,0.022,0.554,0.559,-0.005,0.589,0.583,0.006,100.96,103.91,-2.95,0.519,0.498,0.021
New Orleans Pelicans,"Crawford, Jordan",2.0,39,-37.0,0.0,20,-20.0,2.0,19,-17.0,0.0,0.513,-0.513,37.0,1850.0,-1813.0,114.9,108.3,6.6,124.0,107.4,16.6,-9.1,0.9,-10.0,0.688,0.639,0.049,1.38,1.67,-0.29,19.9,19.4,0.5,0.324,0.194,0.13,0.711,0.773,-0.062,0.528,0.495,0.033,0.207,0.155,0.052,0.6,0.555,0.045,0.614,0.587,0.027,102.21,101.73,0.48,0.464,0.514,-0.05
New Orleans Pelicans,"Cunningham, Dante",38.0,39,-1.0,20.0,20,0.0,18.0,19,-1.0,0.526,0.513,0.013,856.0,1031.0,-175.0,108.0,108.8,-0.8,106.1,109.2,-3.1,1.9,-0.4,2.3,0.642,0.638,0.004,1.7,1.63,0.07,19.3,19.5,-0.2,0.2,0.194,0.006,0.791,0.756,0.035,0.5,0.492,0.008,0.153,0.159,-0.006,0.55,0.56,-0.01,0.58,0.594,-0.014,102.5,101.11,1.39,0.509,0.517,-0.008
New Orleans Pelicans,"Davis, Anthony",34.0,39,-5.0,17.0,20,-3.0,17.0,19,-2.0,0.5,0.513,-0.013,1197.0,690.0,507.0,109.1,107.2,1.9,103.7,114.8,-11.1,5.4,-7.6,13.0,0.656,0.611,0.045,1.77,1.49,0.28,20.1,18.3,1.8,0.198,0.196,0.002,0.764,0.786,-0.022,0.5,0.488,0.012,0.153,0.162,-0.009,0.555,0.557,-0.002,0.59,0.583,0.007,102.04,101.21,0.83,0.55,0.451,0.099
New Orleans Pelicans,"Diallo, Cheick",21.0,39,-18.0,10.0,20,-10.0,11.0,19,-8.0,0.476,0.513,-0.037,140.0,1747.0,-1607.0,96.0,109.4,-13.4,124.4,106.4,18.0,-28.4,3.0,-31.4,0.64,0.64,0.0,1.39,1.69,-0.3,17.8,19.5,-1.7,0.228,0.194,0.034,0.678,0.779,-0.101,0.44,0.5,-0.06,0.171,0.155,0.016,0.486,0.561,-0.075,0.515,0.593,-0.078,103.6,101.59,2.01,0.342,0.527,-0.185
New Orleans Pelicans,"Holiday, Jrue",39.0,39,0.0,20.0,20,0.0,19.0,19,0.0,0.513,0.513,0.0,1426.0,461.0,965.0,109.7,104.4,5.3,105.0,116.7,-11.7,4.7,-12.3,17.0,0.632,0.669,-0.037,1.65,1.7,-0.05,19.6,18.8,0.8,0.2,0.19,0.01,0.781,0.739,0.042,0.507,0.459,0.048,0.159,0.148,0.011,0.566,0.523,0.043,0.596,0.56,0.036,102.26,100.14,2.12,0.539,0.432,0.107
New Orleans Pelicans,"Jones, Jalen",4.0,39,-35.0,1.0,20,-19.0,3.0,19,-16.0,0.25,0.513,-0.263,19.0,1868.0,-1849.0,106.0,108.5,-2.5,135.9,107.5,28.4,-30.0,0.9,-30.9,0.588,0.64,-0.052,1.67,1.66,0.01,17.1,19.4,-2.3,0.333,0.195,0.138,0.714,0.772,-0.058,0.486,0.496,-0.01,0.145,0.156,-0.011,0.513,0.556,-0.043,0.517,0.588,-0.071,98.35,101.77,-3.42,0.366,0.515,-0.149
New Orleans Pelicans,"Miller, Darius",39.0,39,0.0,20.0,20,0.0,19.0,19,0.0,0.513,0.513,0.0,828.0,1059.0,-231.0,108.9,108.0,0.9,109.1,106.8,2.3,-0.2,1.3,-1.5,0.621,0.654,-0.033,1.6,1.71,-0.11,18.6,20.1,-1.5,0.184,0.208,-0.024,0.774,0.769,0.005,0.487,0.503,-0.016,0.153,0.159,-0.006,0.558,0.553,0.005,0.591,0.585,0.006,101.68,101.78,-0.1,0.49,0.53,-0.04
New Orleans Pelicans,"Moore, E'Twaun",39.0,39,0.0,20.0,20,0.0,19.0,19,0.0,0.513,0.513,0.0,1257.0,630.0,627.0,108.7,107.9,0.8,109.2,104.9,4.3,-0.5,2.9,-3.4,0.649,0.62,0.029,1.76,1.48,0.28,20.0,18.2,1.8,0.186,0.22,-0.034,0.772,0.771,0.001,0.49,0.507,-0.017,0.152,0.165,-0.013,0.56,0.547,0.013,0.589,0.583,0.006,101.59,102.03,-0.44,0.512,0.516,-0.004
New Orleans Pelicans,"Nelson, Jameer",35.0,39,-4.0,19.0,20,-1.0,16.0,19,-3.0,0.543,0.513,0.03,793.0,1094.0,-301.0,107.2,109.3,-2.1,108.4,107.3,1.1,-1.2,1.9,-3.1,0.667,0.622,0.045,1.67,1.66,0.01,19.4,19.4,0.0,0.184,0.206,-0.022,0.768,0.774,-0.006,0.487,0.502,-0.015,0.155,0.157,-0.002,0.548,0.561,-0.013,0.583,0.59,-0.007,100.2,102.85,-2.65,0.501,0.522,-0.021
New Orleans Pelicans,"Rondo, Rajon",25.0,39,-14.0,13.0,20,-7.0,12.0,19,-7.0,0.52,0.513,0.007,626.0,1261.0,-635.0,110.1,107.6,2.5,113.1,105.1,8.0,-3.0,2.5,-5.5,0.66,0.629,0.031,1.85,1.57,0.28,20.8,18.7,2.1,0.19,0.201,-0.011,0.754,0.78,-0.026,0.483,0.502,-0.019,0.152,0.158,-0.006,0.573,0.546,0.027,0.597,0.582,0.015,103.17,101.03,2.14,0.5,0.521,-0.021
New Orleans Pelicans,"Smith, Josh",3.0,39,-36.0,2.0,20,-18.0,1.0,19,-18.0,0.667,0.513,0.154,12.0,1875.0,-1863.0,77.5,108.6,-31.1,103.7,107.8,-4.1,-26.2,0.8,-27.0,0.333,0.641,-0.308,2.0,1.66,0.34,6.2,19.5,-13.3,0.316,0.196,0.12,1.0,0.771,0.229,0.5,0.496,0.004,0.041,0.157,-0.116,0.25,0.558,-0.308,0.322,0.589,-0.267,106.54,101.71,4.83,0.149,0.515,-0.366
Chicago Bulls,"Arcidiacono, Ryan",1.0,41,-40.0,0.0,14,-14.0,1.0,27,-26.0,0.0,0.341,-0.341,5.0,1978.0,-1973.0,75.0,100.9,-25.9,159.0,107.7,51.3,-84.0,-6.8,-77.2,0.25,0.611,-0.361,0.5,1.69,-1.19,7.1,17.7,-10.6,0.167,0.199,-0.032,1.0,0.81,0.19,0.444,0.495,-0.051,0.167,0.138,0.029,0.409,0.499,-0.09,0.409,0.529,-0.12,105.27,99.77,5.5,0.02,0.459,-0.439
Chicago Bulls,"Blakeney, Antonio",11.0,41,-30.0,1.0,14,-13.0,10.0,27,-17.0,0.091,0.341,-0.25,163.0,1820.0,-1657.0,100.4,100.9,-0.5,109.3,107.8,1.5,-8.9,-6.9,-2.0,0.524,0.618,-0.094,1.74,1.69,0.05,15.3,17.8,-2.5,0.185,0.2,-0.015,0.781,0.813,-0.032,0.478,0.496,-0.018,0.112,0.141,-0.029,0.48,0.501,-0.021,0.517,0.53,-0.013,98.39,99.91,-1.52,0.436,0.459,-0.023
Chicago Bulls,"Dunn, Kris",36.0,41,-5.0,12.0,14,-2.0,24.0,27,-3.0,0.333,0.341,-0.008,1045.0,938.0,107.0,100.3,101.5,-1.2,108.2,107.5,0.7,-7.9,-6.0,-1.9,0.6,0.623,-0.023,1.63,1.76,-0.13,17.7,17.6,0.1,0.189,0.21,-0.021,0.821,0.799,0.022,0.494,0.495,-0.001,0.143,0.133,0.01,0.504,0.494,0.01,0.532,0.526,0.006,101.65,97.72,3.93,0.453,0.463,-0.01
Chicago Bulls,"Felder, Kay",14.0,41,-27.0,4.0,14,-10.0,10.0,27,-17.0,0.286,0.341,-0.055,134.0,1849.0,-1715.0,91.0,101.6,-10.6,109.1,107.8,1.3,-18.1,-6.2,-11.9,0.612,0.61,0.002,1.4,1.71,-0.31,16.4,17.7,-1.3,0.183,0.2,-0.017,0.817,0.81,0.007,0.48,0.496,-0.016,0.152,0.137,0.015,0.453,0.503,-0.05,0.488,0.532,-0.044,100.58,99.73,0.85,0.392,0.462,-0.07
Chicago Bulls,"Felicio, Cristiano",24.0,41,-17.0,5.0,14,-9.0,19.0,27,-8.0,0.208,0.341,-0.133,329.0,1654.0,-1325.0,88.2,103.3,-15.1,114.7,106.6,8.1,-26.5,-3.2,-23.3,0.572,0.617,-0.045,1.16,1.82,-0.66,15.1,18.1,-3.0,0.188,0.201,-0.013,0.805,0.811,-0.006,0.48,0.497,-0.017,0.167,0.133,0.034,0.455,0.508,-0.053,0.479,0.538,-0.059,98.11,100.12,-2.01,0.334,0.48,-0.146
Chicago Bulls,"Grant, Jerian",41.0,41,0.0,14.0,14,0.0,27.0,27,0.0,0.341,0.341,0.0,904.0,1079.0,-175.0,102.4,99.7,2.7,109.2,106.8,2.4,-6.8,-7.2,0.4,0.62,0.603,0.017,1.78,1.62,0.16,17.8,17.5,0.3,0.207,0.192,0.015,0.801,0.818,-0.017,0.493,0.496,-0.003,0.133,0.142,-0.009,0.501,0.497,0.004,0.531,0.527,0.004,97.8,101.45,-3.65,0.459,0.456,0.003
Chicago Bulls,"Holiday, Justin",40.0,41,-1.0,14.0,14,0.0,26.0,27,-1.0,0.35,0.341,0.009,1360.0,623.0,737.0,103.2,95.5,7.7,107.0,109.9,-2.9,-3.8,-14.4,10.6,0.626,0.574,0.052,1.83,1.41,0.42,18.3,16.1,2.2,0.197,0.203,-0.006,0.821,0.786,0.035,0.499,0.484,0.015,0.134,0.149,-0.015,0.509,0.478,0.031,0.539,0.506,0.033,100.98,97.19,3.79,0.479,0.405,0.074
Chicago Bulls,"Lopez, Robin",41.0,41,0.0,14.0,14,0.0,27.0,27,0.0,0.341,0.341,0.0,1158.0,825.0,333.0,100.4,101.5,-1.1,106.5,109.9,-3.4,-6.0,-8.4,2.4,0.613,0.607,0.006,1.78,1.57,0.21,18.1,17.0,1.1,0.194,0.206,-0.012,0.826,0.788,0.038,0.498,0.49,0.008,0.135,0.143,-0.008,0.5,0.498,0.002,0.525,0.534,-0.009,99.73,99.87,-0.14,0.467,0.443,0.024
Chicago Bulls,"Markkanen, Lauri",38.0,41,-3.0,11.0,14,-3.0,27.0,27,0.0,0.289,0.341,-0.052,1130.0,853.0,277.0,100.3,101.7,-1.4,109.1,106.3,2.8,-8.8,-4.7,-4.1,0.635,0.578,0.057,1.66,1.73,-0.07,18.1,17.0,1.1,0.196,0.203,-0.007,0.814,0.805,0.009,0.494,0.495,-0.001,0.145,0.129,0.016,0.5,0.498,0.002,0.531,0.527,0.004,100.09,99.39,0.7,0.453,0.464,-0.011
Chicago Bulls,"Mirotic, Nikola",17.0,41,-24.0,11.0,14,-3.0,6.0,27,-21.0,0.647,0.341,0.306,426.0,1557.0,-1131.0,108.9,98.6,10.3,105.5,108.6,-3.1,3.4,-9.9,13.3,0.598,0.614,-0.016,1.96,1.63,0.33,17.8,17.6,0.2,0.211,0.196,0.015,0.804,0.812,-0.008,0.506,0.492,0.014,0.12,0.143,-0.023,0.522,0.493,0.029,0.56,0.52,0.04,101.54,99.31,2.23,0.513,0.442,0.071
Chicago Bulls,"Nwaba, David",29.0,41,-12.0,13.0,14,-1.0,16.0,27,-11.0,0.448,0.341,0.107,662.0,1321.0,-659.0,104.8,98.9,5.9,104.1,109.9,-5.8,0.8,-11.0,11.8,0.591,0.62,-0.029,1.64,1.72,-0.08,17.4,17.8,-0.4,0.219,0.189,0.03,0.815,0.808,0.007,0.519,0.483,0.036,0.141,0.137,0.004,0.515,0.491,0.024,0.548,0.519,0.029,100.9,99.23,1.67,0.494,0.44,0.054
Chicago Bulls,"Pondexter, Quincy",19.0,41,-22.0,5.0,14,-9.0,14.0,27,-13.0,0.263,0.341,-0.078,183.0,1800.0,-1617.0,85.5,102.4,-16.9,112.2,107.5,4.7,-26.7,-5.0,-21.7,0.583,0.613,-0.03,1.09,1.77,-0.68,14.3,18.0,-3.7,0.193,0.2,-0.007,0.826,0.809,0.017,0.469,0.497,-0.028,0.167,0.135,0.032,0.419,0.507,-0.088,0.46,0.536,-0.076,98.94,99.87,-0.93,0.317,0.47,-0.153
Chicago Bulls,"Portis, Bobby",32.0,41,-9.0,12.0,14,-2.0,20.0,27,-7.0,0.375,0.341,0.034,665.0,1318.0,-653.0,107.6,97.5,10.1,107.9,107.9,0.0,-0.2,-10.4,10.2,0.586,0.624,-0.038,1.97,1.58,0.39,17.6,17.7,-0.1,0.22,0.188,0.032,0.78,0.826,-0.046,0.494,0.495,-0.001,0.119,0.148,-0.029,0.515,0.491,0.024,0.549,0.519,0.03,100.03,99.67,0.36,0.492,0.44,0.052
Chicago Bulls,"Valentine, Denzel",41.0,41,0.0,14.0,14,0.0,27.0,27,0.0,0.341,0.341,0.0,1170.0,813.0,357.0,98.6,104.1,-5.5,107.7,108.2,-0.5,-9.0,-4.1,-4.9,0.617,0.602,0.015,1.65,1.74,-0.09,17.6,17.7,-0.1,0.196,0.203,-0.007,0.813,0.807,0.006,0.49,0.501,-0.011,0.141,0.135,0.006,0.491,0.511,-0.02,0.518,0.545,-0.027,99.15,100.71,-1.56,0.445,0.475,-0.03
Chicago Bulls,"Zipser, Paul",38.0,41,-3.0,13.0,14,-1.0,25.0,27,-2.0,0.342,0.341,0.001,581.0,1402.0,-821.0,96.7,102.5,-5.8,108.4,107.7,0.7,-11.7,-5.2,-6.5,0.631,0.603,0.028,1.58,1.74,-0.16,17.8,17.6,0.2,0.189,0.202,-0.013,0.774,0.825,-0.051,0.477,0.501,-0.024,0.148,0.134,0.014,0.491,0.502,-0.011,0.515,0.534,-0.019,96.11,101.31,-5.2,0.431,0.467,-0.036
Dallas Mavericks,"Barea, J.J.",42.0,42,0.0,14.0,14,0.0,28.0,28,0.0,0.333,0.333,0.0,972.0,1049.0,-77.0,105.5,104.1,1.4,107.0,107.4,-0.4,-1.6,-3.3,1.7,0.634,0.557,0.077,1.89,1.71,0.18,18.9,16.6,2.3,0.18,0.166,0.014,0.796,0.796,0.0,0.481,0.466,0.015,0.133,0.126,0.007,0.527,0.516,0.011,0.558,0.547,0.011,96.95,97.39,-0.44,0.501,0.459,0.042
Dallas Mavericks,"Barnes, Harrison",42.0,42,0.0,14.0,14,0.0,28.0,28,0.0,0.333,0.333,0.0,1461.0,560.0,901.0,103.8,107.2,-3.4,110.2,99.6,10.6,-6.3,7.6,-13.9,0.578,0.638,-0.06,1.71,2.03,-0.32,17.1,19.4,-2.3,0.169,0.18,-0.011,0.795,0.798,-0.003,0.467,0.487,-0.02,0.13,0.128,0.002,0.516,0.534,-0.018,0.548,0.563,-0.015,97.43,96.5,0.93,0.451,0.555,-0.104
Dallas Mavericks,"Clavell, Gian",7.0,42,-35.0,0.0,14,-14.0,7.0,28,-21.0,0.0,0.333,-0.333,64.0,1957.0,-1893.0,105.1,104.7,0.4,91.7,107.8,-16.1,13.4,-3.0,16.4,0.542,0.596,-0.054,1.44,1.81,-0.37,15.7,17.8,-2.1,0.103,0.175,-0.072,0.833,0.795,0.038,0.455,0.473,-0.018,0.135,0.129,0.006,0.532,0.521,0.011,0.578,0.551,0.027,100.02,97.08,2.94,0.553,0.477,0.076
Dallas Mavericks,"Cleveland, Antonius",13.0,28,-15.0,5.0,12,-7.0,8.0,16,-8.0,0.385,0.429,-0.044,81.0,1268.0,-1187.0,88.3,108.7,-20.4,99.1,107.1,-8.0,-10.8,1.6,-12.4,0.579,0.607,-0.028,1.22,2.11,-0.89,15.7,18.9,-3.2,0.208,0.162,0.046,0.797,0.804,-0.007,0.497,0.475,0.022,0.168,0.118,0.05,0.445,0.541,-0.096,0.474,0.57,-0.096,98.73,96.15,2.58,0.436,0.503,-0.067
Dallas Mavericks,"Collinsworth, Kyle",4.0,12,-8.0,2.0,6,-4.0,2.0,6,-4.0,0.5,0.5,0.0,23.0,553.0,-530.0,126.9,111.8,15.1,121.1,111.2,9.9,5.8,0.6,5.2,0.524,0.622,-0.098,2.75,2.22,0.53,20.8,19.7,1.1,0.0,0.177,-0.177,0.833,0.804,0.029,0.37,0.475,-0.105,0.096,0.119,-0.023,0.694,0.557,0.137,0.702,0.584,0.118,91.4,97.49,-6.09,0.502,0.499,0.003
Dallas Mavericks,"Ferrell, Yogi",42.0,42,0.0,14.0,14,0.0,28.0,28,0.0,0.333,0.333,0.0,1181.0,840.0,341.0,105.1,104.2,0.9,102.2,114.2,-12.0,2.9,-10.0,12.9,0.582,0.612,-0.03,1.79,1.81,-0.02,17.3,18.4,-1.1,0.178,0.165,0.013,0.787,0.81,-0.023,0.476,0.468,0.008,0.126,0.134,-0.008,0.517,0.527,-0.01,0.55,0.555,-0.005,96.41,98.25,-1.84,0.508,0.444,0.064
Dallas Mavericks,"Finney-Smith, Dorian",8.0,42,-34.0,2.0,14,-12.0,6.0,28,-22.0,0.25,0.333,-0.083,94.0,1927.0,-1833.0,96.0,105.2,-9.2,102.2,107.5,-5.3,-6.3,-2.3,-4.0,0.615,0.594,0.021,1.6,1.81,-0.21,15.7,17.9,-2.2,0.255,0.168,0.087,0.8,0.796,0.004,0.503,0.471,0.032,0.133,0.129,0.004,0.451,0.525,-0.074,0.477,0.556,-0.079,96.35,97.22,-0.87,0.449,0.48,-0.031
Dallas Mavericks,"Harris, Devin",36.0,42,-6.0,14.0,14,0.0,22.0,28,-6.0,0.389,0.333,0.056,667.0,1354.0,-687.0,111.1,101.6,9.5,103.7,109.0,-5.3,7.3,-7.4,14.7,0.657,0.561,0.096,2.09,1.65,0.44,20.2,16.5,3.7,0.163,0.176,-0.013,0.784,0.802,-0.018,0.481,0.469,0.012,0.129,0.13,-0.001,0.558,0.503,0.055,0.592,0.533,0.059,98.04,96.75,1.29,0.551,0.443,0.108
Dallas Mavericks,"Kleber, Maxi",36.0,42,-6.0,12.0,14,-2.0,24.0,28,-4.0,0.333,0.333,0.0,667.0,1354.0,-687.0,102.0,106.1,-4.1,105.6,108.1,-2.5,-3.5,-2.0,-1.5,0.565,0.609,-0.044,1.86,1.77,0.09,17.0,18.1,-1.1,0.171,0.173,-0.002,0.828,0.781,0.047,0.477,0.471,0.006,0.119,0.134,-0.015,0.505,0.529,-0.024,0.53,0.563,-0.033,96.55,97.48,-0.93,0.453,0.492,-0.039
Dallas Mavericks,"Matthews, Wesley",42.0,42,0.0,14.0,14,0.0,28.0,28,0.0,0.333,0.333,0.0,1441.0,580.0,861.0,104.5,105.3,-0.8,111.6,96.3,15.3,-7.1,9.0,-16.1,0.579,0.635,-0.056,1.77,1.86,-0.09,17.4,18.6,-1.2,0.163,0.196,-0.033,0.795,0.798,-0.003,0.46,0.503,-0.043,0.128,0.134,-0.006,0.521,0.52,0.001,0.552,0.553,-0.001,97.26,96.95,0.31,0.449,0.564,-0.115
Dallas Mavericks,"McRoberts, Josh",1.0,42,-41.0,1.0,14,-13.0,0.0,28,-28.0,1.0,0.333,0.667,3.0,2018.0,-2015.0,0.0,104.9,-104.9,60.0,107.3,-47.3,-60.0,-2.4,-57.6,0.0,0.595,-0.595,0.0,1.8,-1.8,0.0,17.8,-17.8,0.0,0.173,-0.173,1.0,0.796,0.204,0.375,0.473,-0.098,0.0,0.13,-0.13,0.0,0.522,-0.522,0.0,0.553,-0.553,91.72,97.18,-5.46,-1.0,0.479,-1.479
Dallas Mavericks,"Mejri, Salah",37.0,42,-5.0,13.0,14,-1.0,24.0,28,-4.0,0.351,0.333,0.018,428.0,1593.0,-1165.0,107.9,103.9,4.0,102.7,108.4,-5.7,5.2,-4.5,9.7,0.577,0.6,-0.023,1.85,1.78,0.07,17.6,17.8,-0.2,0.204,0.164,0.04,0.788,0.798,-0.01,0.495,0.466,0.029,0.127,0.13,-0.003,0.534,0.518,0.016,0.557,0.551,0.006,95.09,97.74,-2.65,0.519,0.468,0.051
Dallas Mavericks,"Motley, Johnathan",1.0,42,-41.0,0.0,14,-14.0,1.0,28,-27.0,0.0,0.333,-0.333,2.0,2019.0,-2017.0,159.6,104.7,54.9,50.0,107.3,-57.3,109.6,-2.6,112.2,0.5,0.595,-0.095,0.0,1.79,-1.79,17.4,17.7,-0.3,0.5,0.172,0.328,1.0,0.796,0.204,0.8,0.472,0.328,0.0,0.13,-0.13,0.667,0.521,0.146,0.63,0.552,0.078,95.51,97.18,-1.67,1.333,0.478,0.855
Dallas Mavericks,"Noel, Nerlens",18.0,42,-24.0,4.0,14,-10.0,14.0,28,-14.0,0.222,0.333,-0.111,225.0,1796.0,-1571.0,93.0,106.2,-13.2,115.7,106.2,9.5,-22.7,0.0,-22.7,0.614,0.593,0.021,1.13,1.92,-0.79,15.7,18.0,-2.3,0.213,0.167,0.046,0.796,0.796,0.0,0.462,0.474,-0.012,0.181,0.123,0.058,0.469,0.527,-0.058,0.503,0.558,-0.055,96.85,97.22,-0.37,0.343,0.495,-0.152
Dallas Mavericks,"Nowitzki, Dirk",42.0,42,0.0,14.0,14,0.0,28.0,28,0.0,0.333,0.333,0.0,1059.0,962.0,97.0,105.5,104.0,1.5,109.4,104.9,4.5,-3.9,-0.9,-3.0,0.62,0.565,0.055,1.97,1.61,0.36,18.9,16.4,2.5,0.149,0.197,-0.048,0.793,0.799,-0.006,0.462,0.484,-0.022,0.127,0.133,-0.006,0.532,0.509,0.023,0.561,0.542,0.019,97.39,96.94,0.45,0.484,0.472,0.012
Dallas Mavericks,"Powell, Dwight",41.0,42,-1.0,14.0,14,0.0,27.0,28,-1.0,0.341,0.333,0.008,755.0,1266.0,-511.0,107.0,103.4,3.6,100.9,111.0,-10.1,6.1,-7.6,13.7,0.622,0.578,0.044,1.9,1.74,0.16,18.5,17.3,1.2,0.182,0.167,0.015,0.788,0.801,-0.013,0.485,0.465,0.02,0.129,0.13,-0.001,0.527,0.517,0.01,0.563,0.546,0.017,97.0,97.28,-0.28,0.541,0.445,0.096
Dallas Mavericks,"Smith Jr., Dennis",34.0,42,-8.0,13.0,14,-1.0,21.0,28,-7.0,0.382,0.333,0.049,945.0,1076.0,-131.0,103.3,106.1,-2.8,112.1,102.9,9.2,-8.8,3.2,-12.0,0.557,0.627,-0.07,1.68,1.9,-0.22,16.6,18.7,-2.1,0.167,0.177,-0.01,0.803,0.79,0.013,0.467,0.478,-0.011,0.128,0.131,-0.003,0.514,0.528,-0.014,0.544,0.559,-0.015,98.36,96.14,2.22,0.434,0.522,-0.088
Dallas Mavericks,"Withey, Jeff",9.0,42,-33.0,2.0,14,-12.0,7.0,28,-21.0,0.222,0.333,-0.111,39.0,1982.0,-1943.0,108.5,104.7,3.8,82.4,107.8,-25.4,26.1,-3.1,29.2,0.452,0.598,-0.146,1.27,1.81,-0.54,13.2,17.8,-4.6,0.256,0.171,0.085,0.865,0.794,0.071,0.553,0.471,0.082,0.134,0.129,0.005,0.507,0.521,-0.014,0.549,0.552,-0.003,100.45,97.11,3.34,0.667,0.476,0.191
