TEAM_NAME,VS_PLAYER_NAME,GP_ON,GP_OFF,GP_DIFF,W_ON,W_OFF,W_DIFF,L_ON,L_OFF,L_DIFF,W_PCT_ON,W_PCT_OFF,W_PCT_DIFF,MIN_ON,MIN_OFF,MIN_DIFF,OFF_RATING_ON,OFF_RATING_OFF,OFF_RATING_DIFF,DEF_RATING_ON,DEF_RATING_OFF,DEF_RATING_DIFF,NET_RATING_ON,NET_RATING_OFF,NET_RATING_DIFF,AST_PCT_ON,AST_PCT_OFF,AST_PCT_DIFF,AST_TO_ON,AST_TO_OFF,AST_TO_DIFF,AST_RATIO_ON,AST_RATIO_OFF,AST_RATIO_DIFF,OREB_PCT_ON,OREB_PCT_OFF,OREB_PCT_DIFF,DREB_PCT_ON,DREB_PCT_OFF,DREB_PCT_DIFF,REB_PCT_ON,REB_PCT_OFF,REB_PCT_DIFF,TM_TOV_PCT_ON,TM_TOV_PCT_OFF,TM_TOV_PCT_DIFF,EFG_PCT_ON,EFG_PCT_OFF,EFG_PCT_DIFF,TS_PCT_ON,TS_PCT_OFF,TS_PCT_DIFF,PACE_ON,PACE_OFF,PACE_DIFF,PIE_ON,PIE_OFF,PIE_DIFF
Denver Nuggets,"Arthur, Darrell",5.0,40,-35.0,2.0,21,-19.0,3.0,19,-16.0,0.4,0.525,-0.125,43.0,1892.0,-1849.0,95.4,108.1,-12.7,122.0,106.4,15.6,-26.6,1.7,-28.3,0.529,0.592,-0.063,1.64,1.52,0.12,15.3,17.6,-2.3,0.111,0.269,-0.158,0.703,0.784,-0.081,0.378,0.527,-0.149,0.117,0.157,-0.04,0.469,0.532,-0.063,0.509,0.563,-0.054,104.7,98.67,6.03,0.379,0.512,-0.133
Denver Nuggets,"Barton, Will",39.0,40,-1.0,21.0,21,0.0,18.0,19,-1.0,0.538,0.525,0.013,1198.0,737.0,461.0,106.5,109.8,-3.3,108.3,104.2,4.1,-1.8,5.7,-7.5,0.578,0.611,-0.033,1.5,1.55,-0.05,17.1,18.3,-1.2,0.25,0.292,-0.042,0.775,0.795,-0.02,0.51,0.547,-0.037,0.152,0.163,-0.011,0.527,0.537,-0.01,0.557,0.571,-0.014,99.24,98.1,1.14,0.494,0.532,-0.038
Denver Nuggets,"Beasley, Malik",35.0,40,-5.0,19.0,21,-2.0,16.0,19,-3.0,0.543,0.525,0.018,362.0,1573.0,-1211.0,106.0,108.2,-2.2,103.6,107.5,-3.9,2.4,0.7,1.7,0.582,0.593,-0.011,1.53,1.52,0.01,16.8,17.7,-0.9,0.269,0.264,0.005,0.77,0.786,-0.016,0.519,0.525,-0.006,0.149,0.158,-0.009,0.507,0.536,-0.029,0.544,0.566,-0.022,100.44,98.43,2.01,0.519,0.506,0.013
Denver Nuggets,"Chandler, Wilson",36.0,40,-4.0,18.0,21,-3.0,18.0,19,-1.0,0.5,0.525,-0.025,1127.0,808.0,319.0,108.3,107.1,1.2,105.3,108.7,-3.4,3.0,-1.6,4.6,0.595,0.584,0.011,1.56,1.47,0.09,18.0,17.0,1.0,0.262,0.27,-0.008,0.793,0.767,0.026,0.532,0.513,0.019,0.156,0.156,0.0,0.535,0.525,0.01,0.566,0.557,0.009,98.52,99.21,-0.69,0.516,0.497,0.019
Denver Nuggets,"Craig, Torrey",13.0,40,-27.0,6.0,21,-15.0,7.0,19,-12.0,0.462,0.525,-0.063,201.0,1734.0,-1533.0,109.0,107.6,1.4,109.9,106.4,3.5,-0.9,1.3,-2.2,0.613,0.588,0.025,1.87,1.49,0.38,19.1,17.4,1.7,0.189,0.273,-0.084,0.784,0.782,0.002,0.504,0.526,-0.022,0.135,0.158,-0.023,0.553,0.528,0.025,0.579,0.56,0.019,97.0,99.02,-2.02,0.508,0.509,-0.001
Denver Nuggets,"Faried, Kenneth",26.0,40,-14.0,14.0,21,-7.0,12.0,19,-7.0,0.538,0.525,0.013,406.0,1529.0,-1123.0,105.3,108.4,-3.1,111.2,105.5,5.7,-6.0,2.9,-8.9,0.582,0.593,-0.011,1.39,1.56,-0.17,16.2,17.9,-1.7,0.329,0.247,0.082,0.821,0.773,0.048,0.562,0.514,0.048,0.16,0.155,0.005,0.489,0.542,-0.053,0.531,0.571,-0.04,98.06,99.01,-0.95,0.474,0.517,-0.043
Denver Nuggets,"Harris, Gary",37.0,40,-3.0,20.0,21,-1.0,17.0,19,-2.0,0.541,0.525,0.016,1288.0,647.0,641.0,110.0,103.5,6.5,104.4,111.4,-7.0,5.6,-7.9,13.5,0.592,0.589,0.003,1.59,1.39,0.2,17.8,17.0,0.8,0.268,0.26,0.008,0.782,0.784,-0.002,0.529,0.515,0.014,0.152,0.164,-0.012,0.539,0.513,0.026,0.572,0.543,0.029,98.39,99.65,-1.26,0.531,0.465,0.066
Denver Nuggets,"Hernangomez, Juan",17.0,40,-23.0,10.0,21,-11.0,7.0,19,-12.0,0.588,0.525,0.063,206.0,1729.0,-1523.0,107.2,107.8,-0.6,109.9,106.4,3.5,-2.7,1.5,-4.2,0.562,0.594,-0.032,1.32,1.55,-0.23,16.4,17.7,-1.3,0.355,0.253,0.102,0.804,0.78,0.024,0.555,0.52,0.035,0.175,0.154,0.021,0.515,0.533,-0.018,0.536,0.565,-0.029,95.52,99.2,-3.68,0.484,0.511,-0.027
Denver Nuggets,"Jefferson, Richard",10.0,40,-30.0,6.0,21,-15.0,4.0,19,-15.0,0.6,0.525,0.075,60.0,1875.0,-1815.0,93.3,108.2,-14.9,115.1,106.5,8.6,-21.8,1.8,-23.6,0.561,0.591,-0.03,1.21,1.53,-0.32,14.5,17.7,-3.2,0.158,0.269,-0.111,0.774,0.783,-0.009,0.455,0.526,-0.071,0.15,0.156,-0.006,0.461,0.533,-0.072,0.506,0.564,-0.058,99.49,98.79,0.7,0.374,0.512,-0.138
Denver Nuggets,"Jokic, Nikola",33.0,40,-7.0,18.0,21,-3.0,15.0,19,-4.0,0.545,0.525,0.02,1018.0,917.0,101.0,109.1,106.3,2.8,103.2,110.6,-7.4,5.8,-4.2,10.0,0.601,0.579,0.022,1.58,1.45,0.13,18.1,17.0,1.1,0.279,0.251,0.028,0.814,0.748,0.066,0.548,0.498,0.05,0.156,0.156,0.0,0.534,0.527,0.007,0.566,0.557,0.009,98.61,99.03,-0.42,0.539,0.475,0.064
Denver Nuggets,"Lydon, Tyler",1.0,40,-39.0,1.0,21,-20.0,0.0,19,-19.0,1.0,0.525,0.475,2.0,1933.0,-1931.0,104.2,107.8,-3.6,225.0,106.6,118.4,-120.8,1.2,-122.0,0.0,0.591,-0.591,0.0,1.52,-1.52,0.0,17.6,-17.6,0.5,0.265,0.235,0.0,0.783,-0.783,0.4,0.524,-0.124,0.0,0.156,-0.156,0.25,0.531,-0.281,0.307,0.562,-0.255,76.21,98.83,-22.62,0.0,0.509,-0.509
Denver Nuggets,"Lyles, Trey",35.0,40,-5.0,18.0,21,-3.0,17.0,19,-2.0,0.514,0.525,-0.011,687.0,1248.0,-561.0,107.2,108.1,-0.9,107.3,106.4,0.9,-0.1,1.7,-1.8,0.585,0.594,-0.009,1.51,1.53,-0.02,17.1,17.8,-0.7,0.258,0.269,-0.011,0.798,0.774,0.024,0.524,0.524,0.0,0.152,0.159,-0.007,0.525,0.534,-0.009,0.558,0.564,-0.006,98.45,99.01,-0.56,0.5,0.513,-0.013
Denver Nuggets,"Millsap, Paul",16.0,40,-24.0,9.0,21,-12.0,7.0,19,-12.0,0.563,0.525,0.038,475.0,1460.0,-985.0,109.1,107.3,1.8,104.6,107.4,-2.8,4.5,-0.1,4.6,0.608,0.585,0.023,1.57,1.51,0.06,18.2,17.3,0.9,0.276,0.262,0.014,0.752,0.792,-0.04,0.514,0.527,-0.013,0.159,0.155,0.004,0.536,0.529,0.007,0.568,0.56,0.008,98.82,98.81,0.00999999999999,0.517,0.506,0.011
Denver Nuggets,"Morris, Monte",1.0,40,-39.0,1.0,21,-20.0,0.0,19,-19.0,1.0,0.525,0.475,3.0,1932.0,-1929.0,50.0,107.9,-57.9,84.1,106.8,-22.7,-34.1,1.1,-35.2,1.0,0.59,0.41,0.5,1.52,-1.02,14.3,17.6,-3.3,0.0,0.266,-0.266,0.667,0.783,-0.116,0.333,0.524,-0.191,0.333,0.156,0.177,0.375,0.531,-0.156,0.375,0.562,-0.187,114.56,98.78,15.78,0.222,0.509,-0.287
Denver Nuggets,"Mudiay, Emmanuel",31.0,40,-9.0,18.0,21,-3.0,13.0,19,-6.0,0.581,0.525,0.056,615.0,1320.0,-705.0,100.9,111.1,-10.2,111.6,104.4,7.2,-10.7,6.7,-17.4,0.589,0.591,-0.002,1.22,1.7,-0.48,16.4,18.1,-1.7,0.256,0.27,-0.014,0.743,0.802,-0.059,0.497,0.537,-0.04,0.178,0.145,0.033,0.507,0.542,-0.035,0.54,0.573,-0.033,101.46,97.57,3.89,0.446,0.536,-0.09
Denver Nuggets,"Murray, Jamal",40.0,40,0.0,21.0,21,0.0,19.0,19,0.0,0.525,0.525,0.0,1174.0,761.0,413.0,111.1,102.8,8.3,106.1,107.7,-1.6,5.0,-4.9,9.9,0.594,0.585,0.009,1.68,1.31,0.37,18.2,16.5,1.7,0.265,0.266,-0.001,0.799,0.759,0.04,0.532,0.512,0.02,0.147,0.169,-0.022,0.544,0.51,0.034,0.575,0.541,0.034,98.11,99.88,-1.77,0.527,0.477,0.05
Denver Nuggets,"Plumlee, Mason",40.0,40,0.0,21.0,21,0.0,19.0,19,0.0,0.525,0.525,0.0,811.0,1124.0,-313.0,108.0,107.6,0.4,108.3,105.6,2.7,-0.3,2.0,-2.3,0.593,0.589,0.004,1.41,1.61,-0.2,17.8,17.4,0.4,0.255,0.273,-0.018,0.743,0.812,-0.069,0.506,0.536,-0.03,0.17,0.146,0.024,0.554,0.515,0.039,0.578,0.551,0.027,99.36,98.41,0.95,0.504,0.512,-0.008
Golden State Warriors,"Bell, Jordan",35.0,41,-6.0,30.0,33,-3.0,5.0,8,-3.0,0.857,0.805,0.052,518.0,1460.0,-942.0,115.9,112.3,3.6,100.6,102.8,-2.2,15.3,9.5,5.8,0.681,0.713,-0.032,1.9,1.94,-0.04,21.4,21.8,-0.4,0.241,0.21,0.031,0.742,0.775,-0.033,0.525,0.514,0.011,0.156,0.156,0.0,0.583,0.574,0.009,0.619,0.606,0.013,102.77,102.56,0.21,0.611,0.564,0.047
Golden State Warriors,"Casspi, Omri",34.0,41,-7.0,28.0,33,-5.0,6.0,8,-2.0,0.824,0.805,0.019,552.0,1426.0,-874.0,108.4,115.1,-6.7,101.0,102.7,-1.7,7.4,12.4,-5.0,0.689,0.71,-0.021,1.74,2.0,-0.26,20.7,22.1,-1.4,0.208,0.222,-0.014,0.766,0.766,0.0,0.516,0.518,-0.002,0.162,0.154,0.008,0.553,0.586,-0.033,0.589,0.617,-0.028,101.64,102.99,-1.35,0.571,0.578,-0.007
Golden State Warriors,"Cook, Quinn",10.0,41,-31.0,8.0,33,-25.0,2.0,8,-6.0,0.8,0.805,-0.005,103.0,1875.0,-1772.0,100.2,113.9,-13.7,107.1,102.0,5.1,-6.9,11.9,-18.8,0.734,0.703,0.031,1.53,1.95,-0.42,20.9,21.7,-0.8,0.163,0.221,-0.058,0.747,0.767,-0.02,0.467,0.52,-0.053,0.184,0.155,0.029,0.536,0.579,-0.043,0.57,0.612,-0.042,95.48,103.0,-7.52,0.485,0.581,-0.096
Golden State Warriors,"Curry, Stephen",28.0,41,-13.0,23.0,33,-10.0,5.0,8,-3.0,0.821,0.805,0.016,911.0,1067.0,-156.0,120.3,106.6,13.7,103.5,101.1,2.4,16.9,5.5,11.4,0.699,0.71,-0.011,2.07,1.81,0.26,22.1,21.3,0.8,0.211,0.224,-0.013,0.773,0.76,0.013,0.519,0.515,0.004,0.148,0.163,-0.015,0.612,0.545,0.067,0.648,0.574,0.074,107.22,98.68,8.54,0.594,0.558,0.036
Golden State Warriors,"Durant, Kevin",33.0,41,-8.0,26.0,33,-7.0,7.0,8,-1.0,0.788,0.805,-0.017,1146.0,832.0,314.0,115.3,110.4,4.9,103.9,99.9,4.0,11.3,10.5,0.8,0.692,0.723,-0.031,1.92,1.94,-0.02,21.6,21.8,-0.2,0.225,0.21,0.015,0.75,0.788,-0.038,0.514,0.521,-0.007,0.156,0.156,0.0,0.586,0.563,0.023,0.62,0.595,0.025,102.76,102.42,0.34,0.577,0.576,0.001
Golden State Warriors,"Green, Draymond",35.0,41,-6.0,27.0,33,-6.0,8.0,8,0.0,0.771,0.805,-0.034,1117.0,861.0,256.0,113.0,113.5,-0.5,101.0,103.9,-2.9,12.1,9.6,2.5,0.74,0.657,0.083,1.99,1.83,0.16,22.6,20.5,2.1,0.205,0.236,-0.031,0.773,0.757,0.016,0.514,0.521,-0.007,0.158,0.154,0.004,0.583,0.568,0.015,0.614,0.604,0.01,103.92,100.91,3.01,0.582,0.569,0.013
Golden State Warriors,"Iguodala, Andre",35.0,41,-6.0,28.0,33,-5.0,7.0,8,-1.0,0.8,0.805,-0.005,921.0,1057.0,-136.0,109.4,116.5,-7.1,101.3,103.0,-1.7,8.1,13.5,-5.4,0.685,0.72,-0.035,1.83,2.01,-0.18,20.4,22.8,-2.4,0.22,0.217,0.003,0.764,0.767,-0.003,0.511,0.522,-0.011,0.152,0.159,-0.007,0.549,0.601,-0.052,0.584,0.633,-0.049,101.8,103.32,-1.52,0.561,0.588,-0.027
Golden State Warriors,"Jones, Damian",1.0,41,-40.0,1.0,33,-32.0,0.0,8,-8.0,1.0,0.805,0.195,2.0,1976.0,-1974.0,100.0,113.2,-13.2,100.0,102.2,-2.2,0.0,11.0,-11.0,1.0,0.704,0.296,0.0,1.93,-1.93,25.0,21.7,3.3,1.0,0.218,0.782,0.333,0.766,-0.433,0.5,0.517,-0.017,0.0,0.156,-0.156,0.333,0.577,-0.244,0.333,0.61,-0.277,80.0,102.63,-22.63,0.375,0.576,-0.201
Golden State Warriors,"Livingston, Shaun",34.0,41,-7.0,27.0,33,-6.0,7.0,8,-1.0,0.794,0.805,-0.011,539.0,1439.0,-900.0,115.5,112.4,3.1,99.9,103.1,-3.2,15.6,9.3,6.3,0.675,0.716,-0.041,2.09,1.87,0.22,22.2,21.5,0.7,0.207,0.222,-0.015,0.746,0.773,-0.027,0.517,0.517,0.0,0.147,0.159,-0.012,0.593,0.571,0.022,0.622,0.606,0.016,100.47,103.41,-2.94,0.607,0.565,0.042
Golden State Warriors,"Looney, Kevon",31.0,41,-10.0,25.0,33,-8.0,6.0,8,-2.0,0.806,0.805,0.001,302.0,1676.0,-1374.0,108.6,114.1,-5.5,102.9,102.1,0.8,5.7,11.9,-6.2,0.631,0.716,-0.085,1.54,2.0,-0.46,18.5,22.3,-3.8,0.224,0.217,0.007,0.814,0.758,0.056,0.53,0.515,0.015,0.16,0.155,0.005,0.538,0.583,-0.045,0.584,0.614,-0.03,102.22,102.68,-0.46,0.53,0.584,-0.054
Golden State Warriors,"McCaw, Patrick",37.0,41,-4.0,30.0,33,-3.0,7.0,8,-1.0,0.811,0.805,0.006,596.0,1382.0,-786.0,109.2,114.9,-5.7,106.2,100.5,5.7,3.0,14.4,-11.4,0.725,0.696,0.029,1.96,1.91,0.05,21.3,21.9,-0.6,0.226,0.215,0.011,0.747,0.773,-0.026,0.495,0.526,-0.031,0.151,0.158,-0.007,0.54,0.593,-0.053,0.579,0.623,-0.044,102.18,102.8,-0.62,0.531,0.595,-0.064
Golden State Warriors,"McGee, JaVale",31.0,41,-10.0,25.0,33,-8.0,6.0,8,-2.0,0.806,0.805,0.001,256.0,1722.0,-1466.0,116.7,112.7,4.0,111.3,100.9,10.4,5.5,11.8,-6.3,0.687,0.707,-0.02,1.8,1.95,-0.15,20.9,21.8,-0.9,0.233,0.216,0.017,0.738,0.77,-0.032,0.501,0.519,-0.018,0.16,0.155,0.005,0.587,0.575,0.012,0.628,0.607,0.021,104.89,102.27,2.62,0.538,0.583,-0.045
Golden State Warriors,"Pachulia, Zaza",32.0,41,-9.0,25.0,33,-8.0,7.0,8,-1.0,0.781,0.805,-0.024,463.0,1515.0,-1052.0,118.2,111.7,6.5,98.8,103.3,-4.5,19.4,8.4,11.0,0.751,0.688,0.063,2.15,1.85,0.3,24.2,20.9,3.3,0.208,0.221,-0.013,0.808,0.753,0.055,0.542,0.51,0.032,0.159,0.155,0.004,0.62,0.563,0.057,0.646,0.599,0.047,104.51,102.03,2.48,0.611,0.564,0.047
Golden State Warriors,"Thompson, Klay",41.0,41,0.0,33.0,33,0.0,8.0,8,0.0,0.805,0.805,0.0,1393.0,585.0,808.0,112.9,114.0,-1.1,101.3,104.5,-3.2,11.7,9.5,2.2,0.731,0.639,0.092,1.95,1.87,0.08,22.5,19.7,2.8,0.218,0.218,0.0,0.774,0.746,0.028,0.524,0.5,0.024,0.162,0.143,0.019,0.582,0.564,0.018,0.612,0.605,0.007,102.11,103.81,-1.7,0.585,0.556,0.029
Golden State Warriors,"West, David",39.0,41,-2.0,31.0,33,-2.0,8.0,8,0.0,0.795,0.805,-0.01,510.0,1468.0,-958.0,109.1,114.5,-5.4,98.4,103.5,-5.1,10.7,11.1,-0.4,0.721,0.698,0.023,2.08,1.88,0.2,22.7,21.4,1.3,0.238,0.211,0.027,0.771,0.764,0.007,0.528,0.513,0.015,0.155,0.156,-0.001,0.56,0.583,-0.023,0.579,0.62,-0.041,97.26,104.47,-7.21,0.586,0.573,0.013
Golden State Warriors,"Young, Nick",39.0,41,-2.0,31.0,33,-2.0,8.0,8,0.0,0.795,0.805,-0.01,560.0,1418.0,-858.0,111.1,114.1,-3.0,104.6,101.3,3.3,6.4,12.8,-6.4,0.654,0.723,-0.069,1.74,2.0,-0.26,19.7,22.5,-2.8,0.219,0.218,0.001,0.772,0.763,0.009,0.512,0.519,-0.007,0.154,0.157,-0.003,0.559,0.584,-0.025,0.595,0.616,-0.021,102.0,102.85,-0.85,0.545,0.588,-0.043
Houston Rockets,"Anderson, Ryan",38.0,39,-1.0,27.0,28,-1.0,11.0,11,0.0,0.711,0.718,-0.007,1074.0,808.0,266.0,110.7,115.1,-4.4,108.0,101.2,6.8,2.7,13.9,-11.2,0.598,0.544,0.054,1.53,1.43,0.1,17.3,16.3,1.0,0.216,0.224,-0.008,0.803,0.818,-0.015,0.508,0.527,-0.019,0.149,0.148,0.001,0.548,0.569,-0.021,0.588,0.61,-0.022,100.48,102.68,-2.2,0.504,0.564,-0.06
Houston Rockets,"Ariza, Trevor",37.0,39,-2.0,26.0,28,-2.0,11.0,11,0.0,0.703,0.718,-0.015,1337.0,545.0,792.0,114.6,107.7,6.9,105.5,103.9,1.6,9.1,3.8,5.3,0.583,0.552,0.031,1.65,1.16,0.49,17.4,15.4,2.0,0.214,0.234,-0.02,0.815,0.797,0.018,0.513,0.522,-0.009,0.139,0.172,-0.033,0.565,0.536,0.029,0.604,0.583,0.021,101.31,101.71,-0.4,0.536,0.51,0.026
Houston Rockets,"Black, Tarik",31.0,39,-8.0,23.0,28,-5.0,8.0,11,-3.0,0.742,0.718,0.024,306.0,1576.0,-1270.0,103.5,114.4,-10.9,107.5,104.6,2.9,-4.0,9.9,-13.9,0.5,0.588,-0.088,1.02,1.59,-0.57,13.8,17.4,-3.6,0.23,0.218,0.012,0.801,0.812,-0.011,0.514,0.516,-0.002,0.172,0.144,0.028,0.521,0.564,-0.043,0.56,0.605,-0.045,102.59,101.2,1.39,0.453,0.542,-0.089
Houston Rockets,"Brown, Bobby",20.0,39,-19.0,17.0,28,-11.0,3.0,11,-8.0,0.85,0.718,0.132,115.0,1767.0,-1652.0,94.1,113.8,-19.7,115.5,104.4,11.1,-21.4,9.5,-30.9,0.442,0.582,-0.14,0.72,1.55,-0.83,11.5,17.2,-5.7,0.207,0.22,-0.013,0.83,0.809,0.021,0.502,0.517,-0.015,0.197,0.146,0.051,0.492,0.561,-0.069,0.523,0.602,-0.079,101.12,101.44,-0.32,0.337,0.541,-0.204
Houston Rockets,"Canaan, Isaiah",1.0,39,-38.0,1.0,28,-27.0,0.0,11,-11.0,1.0,0.718,0.282,4.0,1878.0,-1874.0,118.0,112.6,5.4,152.3,105.0,47.3,-34.3,7.7,-42.0,0.75,0.574,0.176,3.0,1.48,1.52,24.4,16.8,7.6,0.0,0.22,-0.22,1.0,0.81,0.19,0.4,0.516,-0.116,0.107,0.149,-0.042,0.643,0.557,0.086,0.661,0.597,0.064,104.51,101.42,3.09,0.383,0.53,-0.147
Houston Rockets,"Capela, Clint",34.0,39,-5.0,27.0,28,-1.0,7.0,11,-4.0,0.794,0.718,0.076,887.0,995.0,-108.0,113.9,111.6,2.3,105.4,104.8,0.6,8.5,6.8,1.7,0.625,0.528,0.097,1.71,1.3,0.41,18.4,15.4,3.0,0.234,0.206,0.028,0.822,0.799,0.023,0.525,0.507,0.018,0.145,0.152,-0.007,0.558,0.555,0.003,0.595,0.6,-0.005,100.23,102.49,-2.26,0.535,0.524,0.011
Houston Rockets,"Gordon, Eric",37.0,39,-2.0,27.0,28,-1.0,10.0,11,-1.0,0.73,0.718,0.012,1211.0,671.0,540.0,114.9,108.5,6.4,102.7,109.4,-6.7,12.3,-0.9,13.2,0.581,0.562,0.019,1.56,1.36,0.2,17.0,16.6,0.4,0.239,0.184,0.055,0.806,0.817,-0.011,0.526,0.497,0.029,0.144,0.157,-0.013,0.557,0.557,0.0,0.601,0.591,0.01,101.87,100.61,1.26,0.555,0.484,0.071
Houston Rockets,"Green, Gerald",7.0,7,0.0,3.0,3,0.0,4.0,4,0.0,0.429,0.429,0.0,177.0,169.0,8.0,111.6,105.1,6.5,113.8,105.0,8.8,-2.2,0.2,-2.4,0.565,0.603,-0.038,1.46,1.8,-0.34,17.0,16.6,0.4,0.2,0.225,-0.025,0.797,0.807,-0.01,0.502,0.491,0.011,0.151,0.123,0.028,0.571,0.494,0.077,0.602,0.533,0.069,102.23,100.82,1.41,0.48,0.477,0.003
Houston Rockets,"Harden, James",35.0,39,-4.0,26.0,28,-2.0,9.0,11,-2.0,0.743,0.718,0.025,1271.0,611.0,660.0,115.1,107.4,7.7,106.1,102.8,3.3,9.0,4.5,4.5,0.573,0.578,-0.005,1.53,1.4,0.13,16.9,16.7,0.2,0.215,0.229,-0.014,0.81,0.809,0.001,0.514,0.519,-0.005,0.145,0.158,-0.013,0.564,0.542,0.022,0.611,0.57,0.041,101.62,101.0,0.62,0.538,0.508,0.03
Houston Rockets,"Jackson, Demetrius",12.0,39,-27.0,9.0,28,-19.0,3.0,11,-8.0,0.75,0.718,0.032,63.0,1819.0,-1756.0,80.3,113.7,-33.4,97.4,105.3,-7.9,-17.1,8.4,-25.5,0.459,0.577,-0.118,0.57,1.53,-0.96,10.9,17.0,-6.1,0.242,0.219,0.023,0.907,0.807,0.1,0.542,0.515,0.027,0.243,0.146,0.097,0.421,0.561,-0.14,0.453,0.602,-0.149,96.23,101.6,-5.37,0.333,0.534,-0.201
Houston Rockets,"Mbah a Moute, Luc",24.0,39,-15.0,20.0,28,-8.0,4.0,11,-7.0,0.833,0.718,0.115,607.0,1275.0,-668.0,111.0,113.4,-2.4,97.3,108.8,-11.5,13.7,4.6,9.1,0.555,0.584,-0.029,1.3,1.58,-0.28,16.4,17.0,-0.6,0.211,0.223,-0.012,0.81,0.81,0.0,0.525,0.512,0.013,0.164,0.142,0.022,0.564,0.553,0.011,0.603,0.595,0.008,101.41,101.43,-0.02,0.565,0.514,0.051
Houston Rockets,Nene,27.0,39,-12.0,20.0,28,-8.0,7.0,11,-4.0,0.741,0.718,0.023,401.0,1481.0,-1080.0,115.2,111.9,3.3,99.7,106.6,-6.9,15.5,5.4,10.1,0.601,0.567,0.034,1.5,1.48,0.02,17.6,16.6,1.0,0.185,0.228,-0.043,0.82,0.807,0.013,0.512,0.517,-0.005,0.153,0.148,0.005,0.579,0.551,0.028,0.627,0.59,0.037,104.5,100.59,3.91,0.584,0.515,0.069
Houston Rockets,"Paul, Chris",22.0,39,-17.0,18.0,28,-10.0,4.0,11,-7.0,0.818,0.718,0.1,704.0,1178.0,-474.0,115.9,110.7,5.2,104.1,105.6,-1.5,11.8,5.1,6.7,0.582,0.569,0.013,1.77,1.34,0.43,18.1,16.1,2.0,0.205,0.228,-0.023,0.803,0.814,-0.011,0.51,0.52,-0.01,0.135,0.157,-0.022,0.583,0.541,0.042,0.61,0.59,0.02,100.63,101.9,-1.27,0.554,0.513,0.041
Houston Rockets,"Tucker, PJ",39.0,39,0.0,28.0,28,0.0,11.0,11,0.0,0.718,0.718,0.0,1050.0,832.0,218.0,113.8,111.2,2.6,104.0,106.4,-2.4,9.7,4.8,4.9,0.539,0.619,-0.08,1.34,1.68,-0.34,15.8,18.1,-2.3,0.225,0.214,0.011,0.807,0.813,-0.006,0.522,0.509,0.013,0.153,0.144,0.009,0.56,0.552,0.008,0.607,0.586,0.021,101.95,100.76,1.19,0.542,0.513,0.029
Houston Rockets,"Weber, Briante",12.0,39,-27.0,6.0,28,-22.0,6.0,11,-5.0,0.5,0.718,-0.218,111.0,1771.0,-1660.0,100.4,113.4,-13.0,122.7,103.9,18.8,-22.3,9.5,-31.8,0.525,0.577,-0.052,1.31,1.49,-0.18,13.8,17.0,-3.2,0.229,0.219,0.01,0.753,0.813,-0.06,0.459,0.52,-0.061,0.135,0.15,-0.015,0.471,0.562,-0.091,0.517,0.603,-0.086,101.79,101.4,0.39,0.358,0.54,-0.182
Houston Rockets,"Williams, Troy",4.0,39,-35.0,3.0,28,-25.0,1.0,11,-10.0,0.75,0.718,0.032,17.0,1865.0,-1848.0,73.0,113.0,-40.0,132.3,104.8,27.5,-59.4,8.2,-67.6,0.222,0.577,-0.355,0.25,1.5,-1.25,4.4,17.0,-12.6,0.348,0.218,0.13,0.857,0.809,0.048,0.541,0.516,0.025,0.224,0.148,0.076,0.333,0.559,-0.226,0.365,0.6,-0.235,100.56,101.43,-0.87,0.092,0.533,-0.441
Houston Rockets,Zhou Qi,14.0,39,-25.0,11.0,28,-17.0,3.0,11,-8.0,0.786,0.718,0.068,75.0,1807.0,-1732.0,83.3,113.8,-30.5,111.9,104.8,7.1,-28.7,9.1,-37.8,0.435,0.579,-0.144,0.69,1.53,-0.84,10.3,17.1,-6.8,0.217,0.22,-0.003,0.767,0.812,-0.045,0.474,0.518,-0.044,0.186,0.147,0.039,0.419,0.563,-0.144,0.448,0.604,-0.156,101.75,101.41,0.34,0.285,0.538,-0.253
LA Clippers,"Beverley, Patrick",11.0,39,-28.0,5.0,18,-13.0,6.0,21,-15.0,0.455,0.462,-0.007,334.0,1543.0,-1209.0,109.9,105.4,4.5,105.4,106.7,-1.3,4.5,-1.2,5.7,0.557,0.54,0.017,1.47,1.4,0.07,16.1,15.9,0.2,0.294,0.226,0.068,0.754,0.757,-0.003,0.515,0.493,0.022,0.149,0.148,0.001,0.515,0.516,-0.001,0.555,0.555,0.0,96.15,100.56,-4.41,0.52,0.483,0.037
LA Clippers,"Dekker, Sam",35.0,39,-4.0,16.0,18,-2.0,19.0,21,-2.0,0.457,0.462,-0.005,519.0,1358.0,-839.0,104.0,107.1,-3.1,102.4,108.1,-5.7,1.6,-1.0,2.6,0.523,0.551,-0.028,1.47,1.39,0.08,15.9,15.9,0.0,0.222,0.244,-0.022,0.748,0.76,-0.012,0.487,0.5,-0.013,0.141,0.151,-0.01,0.508,0.519,-0.011,0.544,0.559,-0.015,102.09,98.9,3.19,0.494,0.488,0.006
