TEAM_NAME,VS_PLAYER_NAME,GP_ON,GP_OFF,GP_DIFF,W_ON,W_OFF,W_DIFF,L_ON,L_OFF,L_DIFF,W_PCT_ON,W_PCT_OFF,W_PCT_DIFF,MIN_ON,MIN_OFF,MIN_DIFF,EFG_PCT_ON,EFG_PCT_OFF,EFG_PCT_DIFF,FTA_RATE_ON,FTA_RATE_OFF,FTA_RATE_DIFF,TM_TOV_PCT_ON,TM_TOV_PCT_OFF,TM_TOV_PCT_DIFF,OREB_PCT_ON,OREB_PCT_OFF,OREB_PCT_DIFF,OPP_EFG_PCT_ON,OPP_EFG_PCT_OFF,OPP_EFG_PCT_DIFF,OPP_FTA_RATE_ON,OPP_FTA_RATE_OFF,OPP_FTA_RATE_DIFF,OPP_TOV_PCT_ON,OPP_TOV_PCT_OFF,OPP_TOV_PCT_DIFF,OPP_OREB_PCT_ON,OPP_OREB_PCT_OFF,OPP_OREB_PCT_DIFF
Los Angeles Lakers,"Randle, Julius",39.0,39,0.0,12.0,12,0.0,27.0,27,0.0,0.308,0.308,0.0,886.0,1016.0,-130.0,0.515,0.495,0.02,0.297,0.238,0.059,0.158,0.156,0.002,0.229,0.253,-0.024,0.514,0.523,-0.009,0.279,0.231,0.048,0.144,0.148,-0.004,0.231,0.226,0.005
Los Angeles Lakers,"Zubac, Ivica",11.0,39,-28.0,4.0,12,-8.0,7.0,27,-20.0,0.364,0.308,0.056,37.0,1865.0,-1828.0,0.478,0.505,-0.027,0.134,0.268,-0.134,0.225,0.156,0.069,0.237,0.243,-0.006,0.586,0.518,0.068,0.094,0.256,-0.162,0.13,0.146,-0.016,0.0,0.233,-0.233
Miami Heat,"Adebayo, Bam",30.0,39,-9.0,15.0,22,-7.0,15.0,17,-2.0,0.5,0.564,-0.064,572.0,1310.0,-738.0,0.514,0.53,-0.016,0.222,0.23,-0.008,0.156,0.154,0.002,0.188,0.203,-0.015,0.54,0.505,0.035,0.246,0.285,-0.039,0.155,0.14,0.015,0.194,0.214,-0.02
Miami Heat,"Dragic, Goran",36.0,39,-3.0,20.0,22,-2.0,16.0,17,-1.0,0.556,0.564,-0.008,1141.0,741.0,400.0,0.517,0.539,-0.022,0.232,0.221,0.011,0.153,0.158,-0.005,0.211,0.179,0.032,0.521,0.507,0.014,0.277,0.268,0.009,0.15,0.137,0.013,0.221,0.19,0.031
Miami Heat,"Ellington, Wayne",39.0,39,0.0,22.0,22,0.0,17.0,17,0.0,0.564,0.564,0.0,943.0,939.0,4.0,0.538,0.514,0.024,0.253,0.204,0.049,0.152,0.158,-0.006,0.204,0.193,0.011,0.521,0.51,0.011,0.26,0.286,-0.026,0.138,0.151,-0.013,0.197,0.22,-0.023
Miami Heat,"Haslem, Udonis",8.0,39,-31.0,3.0,22,-19.0,5.0,17,-12.0,0.375,0.564,-0.189,45.0,1837.0,-1792.0,0.5,0.526,-0.026,0.333,0.225,0.108,0.108,0.156,-0.048,0.205,0.198,0.007,0.445,0.517,-0.072,0.178,0.276,-0.098,0.138,0.145,-0.007,0.103,0.211,-0.108
Miami Heat,"Johnson, James",32.0,39,-7.0,17.0,22,-5.0,15.0,17,-2.0,0.531,0.564,-0.033,861.0,1021.0,-160.0,0.543,0.511,0.032,0.231,0.225,0.006,0.164,0.147,0.017,0.189,0.206,-0.017,0.5,0.528,-0.028,0.317,0.237,0.08,0.14,0.149,-0.009,0.216,0.202,0.014
Miami Heat,"Johnson, Tyler",37.0,39,-2.0,21.0,22,-1.0,16.0,17,-1.0,0.568,0.564,0.004,1088.0,794.0,294.0,0.529,0.52,0.009,0.222,0.235,-0.013,0.153,0.157,-0.004,0.199,0.198,0.001,0.517,0.513,0.004,0.285,0.258,0.027,0.147,0.141,0.006,0.208,0.209,-0.001
Miami Heat,"Jones Jr., Derrick",2.0,4,-2.0,2.0,4,-2.0,0.0,0,0.0,1.0,1.0,0.0,21.0,176.0,-155.0,0.545,0.528,0.017,0.273,0.185,0.088,0.195,0.127,0.068,0.235,0.266,-0.031,0.486,0.502,-0.016,0.27,0.243,0.027,0.05,0.155,-0.105,0.167,0.197,-0.03
Miami Heat,"Mickey, Jordan",16.0,39,-23.0,10.0,22,-12.0,6.0,17,-11.0,0.625,0.564,0.061,231.0,1651.0,-1420.0,0.542,0.523,0.019,0.248,0.225,0.023,0.159,0.154,0.005,0.216,0.196,0.02,0.545,0.511,0.034,0.251,0.276,-0.025,0.149,0.144,0.005,0.235,0.205,0.03
Miami Heat,"Olynyk, Kelly",39.0,39,0.0,22.0,22,0.0,17.0,17,0.0,0.564,0.564,0.0,929.0,953.0,-24.0,0.55,0.502,0.048,0.225,0.231,-0.006,0.152,0.157,-0.005,0.189,0.207,-0.018,0.531,0.5,0.031,0.28,0.267,0.013,0.15,0.139,0.011,0.211,0.206,0.005
Miami Heat,"Richardson, Josh",39.0,39,0.0,22.0,22,0.0,17.0,17,0.0,0.564,0.564,0.0,1317.0,565.0,752.0,0.524,0.529,-0.005,0.218,0.251,-0.033,0.15,0.166,-0.016,0.206,0.18,0.026,0.506,0.537,-0.031,0.276,0.266,0.01,0.142,0.15,-0.008,0.208,0.208,0.0
Miami Heat,"Waiters, Dion",30.0,39,-9.0,16.0,22,-6.0,14.0,17,-3.0,0.533,0.564,-0.031,918.0,964.0,-46.0,0.513,0.537,-0.024,0.222,0.233,-0.011,0.16,0.15,0.01,0.182,0.215,-0.033,0.517,0.514,0.003,0.276,0.271,0.005,0.148,0.141,0.007,0.201,0.216,-0.015
Miami Heat,"Walton Jr., Derrick",12.0,39,-27.0,5.0,22,-17.0,7.0,17,-10.0,0.417,0.564,-0.147,105.0,1777.0,-1672.0,0.515,0.526,-0.011,0.305,0.223,0.082,0.149,0.155,-0.006,0.141,0.202,-0.061,0.564,0.512,0.052,0.233,0.276,-0.043,0.14,0.145,-0.005,0.231,0.207,0.024
Miami Heat,"White, Okaro",6.0,39,-33.0,2.0,22,-20.0,4.0,17,-13.0,0.333,0.564,-0.231,80.0,1802.0,-1722.0,0.553,0.524,0.029,0.203,0.229,-0.026,0.178,0.154,0.024,0.164,0.2,-0.036,0.486,0.517,-0.031,0.222,0.276,-0.054,0.123,0.145,-0.022,0.205,0.209,-0.004
Miami Heat,"Whiteside, Hassan",21.0,39,-18.0,13.0,22,-9.0,8.0,17,-9.0,0.619,0.564,0.055,535.0,1347.0,-812.0,0.492,0.54,-0.048,0.195,0.242,-0.047,0.15,0.156,-0.006,0.227,0.186,0.041,0.486,0.527,-0.041,0.259,0.279,-0.02,0.136,0.148,-0.012,0.208,0.209,-0.001
Miami Heat,"Williams Jr., Matt",3.0,39,-36.0,1.0,22,-21.0,2.0,17,-15.0,0.333,0.564,-0.231,11.0,1871.0,-1860.0,0.639,0.525,0.114,0.389,0.227,0.162,0.091,0.155,-0.064,0.143,0.199,-0.056,0.267,0.516,-0.249,0.467,0.272,0.195,0.26,0.144,0.116,0.091,0.209,-0.118
Miami Heat,"Winslow, Justise",27.0,39,-12.0,13.0,22,-9.0,14.0,17,-3.0,0.481,0.564,-0.083,611.0,1271.0,-660.0,0.509,0.534,-0.025,0.23,0.227,0.003,0.161,0.152,0.009,0.191,0.202,-0.011,0.507,0.519,-0.012,0.251,0.285,-0.034,0.14,0.147,-0.007,0.213,0.206,0.007
Milwaukee Bucks,"Antetokounmpo, Giannis",37.0,39,-2.0,20.0,21,-1.0,17.0,18,-1.0,0.541,0.538,0.003,1395.0,487.0,908.0,0.542,0.528,0.014,0.308,0.235,0.073,0.136,0.145,-0.009,0.194,0.172,0.022,0.529,0.551,-0.022,0.303,0.356,-0.053,0.157,0.155,0.002,0.219,0.255,-0.036
Milwaukee Bucks,"Bledsoe, Eric",29.0,31,-2.0,17.0,17,0.0,12.0,14,-2.0,0.586,0.548,0.038,913.0,585.0,328.0,0.534,0.538,-0.004,0.316,0.275,0.041,0.139,0.13,0.009,0.204,0.192,0.012,0.526,0.548,-0.022,0.307,0.332,-0.025,0.162,0.15,0.012,0.243,0.215,0.028
Milwaukee Bucks,"Bolomboy, Joel",6.0,39,-33.0,3.0,21,-18.0,3.0,18,-15.0,0.5,0.538,-0.038,38.0,1844.0,-1806.0,0.391,0.542,-0.151,0.232,0.291,-0.059,0.167,0.138,0.029,0.289,0.186,0.103,0.534,0.535,-0.001,0.237,0.318,-0.081,0.197,0.156,0.041,0.133,0.23,-0.097
Milwaukee Bucks,"Brogdon, Malcolm",38.0,39,-1.0,20.0,21,-1.0,18.0,18,0.0,0.526,0.538,-0.012,1161.0,721.0,440.0,0.538,0.539,-0.001,0.282,0.301,-0.019,0.138,0.139,-0.001,0.193,0.18,0.013,0.54,0.526,0.014,0.344,0.275,0.069,0.155,0.159,-0.004,0.221,0.238,-0.017
Milwaukee Bucks,"Brown, Sterling",14.0,39,-25.0,6.0,21,-15.0,8.0,18,-10.0,0.429,0.538,-0.109,99.0,1783.0,-1684.0,0.518,0.54,-0.022,0.284,0.29,-0.006,0.153,0.138,0.015,0.232,0.186,0.046,0.456,0.539,-0.083,0.38,0.314,0.066,0.169,0.156,0.013,0.205,0.229,-0.024
Milwaukee Bucks,"Dellavedova, Matthew",24.0,39,-15.0,13.0,21,-8.0,11.0,18,-7.0,0.542,0.538,0.004,453.0,1429.0,-976.0,0.539,0.538,0.001,0.244,0.304,-0.06,0.122,0.144,-0.022,0.157,0.198,-0.041,0.547,0.531,0.016,0.32,0.316,0.004,0.14,0.162,-0.022,0.241,0.224,0.017
Milwaukee Bucks,"Henson, John",38.0,39,-1.0,20.0,21,-1.0,18.0,18,0.0,0.526,0.538,-0.012,923.0,959.0,-36.0,0.551,0.526,0.025,0.307,0.272,0.035,0.145,0.132,0.013,0.223,0.156,0.067,0.526,0.543,-0.017,0.313,0.321,-0.008,0.154,0.159,-0.005,0.216,0.24,-0.024
Milwaukee Bucks,"Kilpatrick, Sean",6.0,11,-5.0,2.0,6,-4.0,4.0,5,-1.0,0.333,0.545,-0.212,54.0,479.0,-425.0,0.663,0.538,0.125,0.242,0.303,-0.061,0.066,0.15,-0.084,0.167,0.192,-0.025,0.489,0.551,-0.062,0.287,0.31,-0.023,0.083,0.141,-0.058,0.14,0.225,-0.085
Milwaukee Bucks,"Liggins, DeAndre",31.0,39,-8.0,16.0,21,-5.0,15.0,18,-3.0,0.516,0.538,-0.022,480.0,1402.0,-922.0,0.493,0.554,-0.061,0.267,0.297,-0.03,0.132,0.14,-0.008,0.175,0.194,-0.019,0.536,0.534,0.002,0.352,0.305,0.047,0.167,0.153,0.014,0.26,0.218,0.042
Milwaukee Bucks,"Maker, Thon",39.0,39,0.0,21.0,21,0.0,18.0,18,0.0,0.538,0.538,0.0,718.0,1164.0,-446.0,0.526,0.546,-0.02,0.287,0.291,-0.004,0.127,0.145,-0.018,0.167,0.202,-0.035,0.551,0.525,0.026,0.311,0.32,-0.009,0.161,0.154,0.007,0.255,0.212,0.043
Milwaukee Bucks,"Middleton, Khris",39.0,39,0.0,21.0,21,0.0,18.0,18,0.0,0.538,0.538,0.0,1449.0,433.0,1016.0,0.545,0.514,0.031,0.292,0.281,0.011,0.14,0.134,0.006,0.187,0.195,-0.008,0.54,0.517,0.023,0.312,0.332,-0.02,0.159,0.148,0.011,0.23,0.22,0.01
Milwaukee Bucks,"Monroe, Greg",5.0,39,-34.0,3.0,21,-18.0,2.0,18,-16.0,0.6,0.538,0.062,79.0,1803.0,-1724.0,0.523,0.539,-0.016,0.174,0.294,-0.12,0.177,0.137,0.04,0.104,0.192,-0.088,0.468,0.538,-0.07,0.266,0.319,-0.053,0.142,0.157,-0.015,0.219,0.228,-0.009
Milwaukee Bucks,"Payton II, Gary",12.0,39,-27.0,6.0,21,-15.0,6.0,18,-12.0,0.5,0.538,-0.038,106.0,1776.0,-1670.0,0.528,0.539,-0.011,0.356,0.286,0.07,0.13,0.139,-0.009,0.244,0.185,0.059,0.547,0.534,0.013,0.2,0.324,-0.124,0.182,0.155,0.027,0.235,0.227,0.008
Milwaukee Bucks,"Snell, Tony",34.0,39,-5.0,19.0,21,-2.0,15.0,18,-3.0,0.559,0.538,0.021,1030.0,852.0,178.0,0.552,0.521,0.031,0.292,0.287,0.005,0.142,0.134,0.008,0.183,0.195,-0.012,0.535,0.535,0.0,0.314,0.321,-0.007,0.154,0.159,-0.005,0.22,0.237,-0.017
Milwaukee Bucks,"Teletovic, Mirza",10.0,39,-29.0,4.0,21,-17.0,6.0,18,-12.0,0.4,0.538,-0.138,159.0,1723.0,-1564.0,0.543,0.538,0.005,0.202,0.297,-0.095,0.185,0.134,0.051,0.11,0.195,-0.085,0.52,0.536,-0.016,0.303,0.318,-0.015,0.126,0.159,-0.033,0.221,0.229,-0.008
Milwaukee Bucks,"Terry, Jason",15.0,39,-24.0,7.0,21,-14.0,8.0,18,-10.0,0.467,0.538,-0.071,145.0,1737.0,-1592.0,0.517,0.54,-0.023,0.251,0.293,-0.042,0.139,0.138,0.001,0.122,0.194,-0.072,0.601,0.53,0.071,0.333,0.316,0.017,0.165,0.156,0.009,0.135,0.233,-0.098
Milwaukee Bucks,"Vaughn, Rashad",16.0,39,-23.0,8.0,21,-13.0,8.0,18,-10.0,0.5,0.538,-0.038,162.0,1720.0,-1558.0,0.544,0.538,0.006,0.262,0.292,-0.03,0.144,0.138,0.006,0.219,0.186,0.033,0.515,0.536,-0.021,0.362,0.313,0.049,0.142,0.158,-0.016,0.265,0.224,0.041
Milwaukee Bucks,"Wilson, D.J.",12.0,39,-27.0,7.0,21,-14.0,5.0,18,-13.0,0.583,0.538,0.045,46.0,1836.0,-1790.0,0.5,0.539,-0.039,0.26,0.29,-0.03,0.123,0.139,-0.016,0.075,0.191,-0.116,0.618,0.533,0.085,0.441,0.314,0.127,0.193,0.156,0.037,0.2,0.228,-0.028
Minnesota Timberwolves,"Aldrich, Cole",9.0,42,-33.0,6.0,26,-20.0,3.0,16,-13.0,0.667,0.619,0.048,20.0,2011.0,-1991.0,0.487,0.522,-0.035,0.103,0.29,-0.187,0.168,0.131,0.037,0.286,0.248,0.038,0.688,0.536,0.152,0.375,0.226,0.149,0.237,0.162,0.075,0.385,0.234,0.151
Minnesota Timberwolves,"Bjelica, Nemanja",27.0,42,-15.0,17.0,26,-9.0,10.0,16,-6.0,0.63,0.619,0.011,383.0,1648.0,-1265.0,0.508,0.525,-0.017,0.271,0.292,-0.021,0.142,0.128,0.014,0.219,0.256,-0.037,0.544,0.536,0.008,0.22,0.23,-0.01,0.157,0.164,-0.007,0.218,0.239,-0.021
Minnesota Timberwolves,"Brooks, Aaron",19.0,42,-23.0,10.0,26,-16.0,9.0,16,-7.0,0.526,0.619,-0.093,147.0,1884.0,-1737.0,0.5,0.524,-0.024,0.158,0.298,-0.14,0.142,0.13,0.012,0.265,0.247,0.018,0.598,0.533,0.065,0.258,0.225,0.033,0.144,0.164,-0.02,0.246,0.235,0.011
Minnesota Timberwolves,"Butler, Jimmy",40.0,42,-2.0,26.0,26,0.0,14.0,16,-2.0,0.65,0.619,0.031,1476.0,555.0,921.0,0.529,0.505,0.024,0.297,0.265,0.032,0.131,0.132,-0.001,0.259,0.223,0.036,0.524,0.572,-0.048,0.236,0.209,0.027,0.168,0.148,0.02,0.229,0.254,-0.025
Minnesota Timberwolves,"Crawford, Jamal",42.0,42,0.0,26.0,26,0.0,16.0,16,0.0,0.619,0.619,0.0,789.0,1242.0,-453.0,0.512,0.528,-0.016,0.282,0.292,-0.01,0.144,0.123,0.021,0.213,0.271,-0.058,0.568,0.518,0.05,0.219,0.234,-0.015,0.156,0.166,-0.01,0.246,0.229,0.017
Minnesota Timberwolves,"Dieng, Gorgui",39.0,42,-3.0,24.0,26,-2.0,15.0,16,-1.0,0.615,0.619,-0.004,712.0,1319.0,-607.0,0.509,0.529,-0.02,0.287,0.289,-0.002,0.141,0.125,0.016,0.232,0.258,-0.026,0.56,0.526,0.034,0.234,0.224,0.01,0.157,0.165,-0.008,0.238,0.234,0.004
Minnesota Timberwolves,"Georges-Hunt, Marcus",23.0,42,-19.0,15.0,26,-11.0,8.0,16,-8.0,0.652,0.619,0.033,84.0,1947.0,-1863.0,0.51,0.522,-0.012,0.219,0.291,-0.072,0.099,0.132,-0.033,0.267,0.248,0.019,0.578,0.536,0.042,0.265,0.226,0.039,0.196,0.161,0.035,0.391,0.229,0.162
Minnesota Timberwolves,"Gibson, Taj",42.0,42,0.0,26.0,26,0.0,16.0,16,0.0,0.619,0.619,0.0,1411.0,620.0,791.0,0.524,0.517,0.007,0.295,0.272,0.023,0.125,0.144,-0.019,0.26,0.223,0.037,0.52,0.577,-0.057,0.234,0.215,0.019,0.163,0.161,0.002,0.231,0.246,-0.015
Minnesota Timberwolves,"Jones, Tyus",42.0,42,0.0,26.0,26,0.0,16.0,16,0.0,0.619,0.619,0.0,797.0,1234.0,-437.0,0.533,0.515,0.018,0.284,0.29,-0.006,0.13,0.132,-0.002,0.25,0.248,0.002,0.518,0.55,-0.032,0.191,0.252,-0.061,0.168,0.159,0.009,0.229,0.24,-0.011
Minnesota Timberwolves,"Muhammad, Shabazz",24.0,42,-18.0,14.0,26,-12.0,10.0,16,-6.0,0.583,0.619,-0.036,258.0,1773.0,-1515.0,0.488,0.527,-0.039,0.253,0.293,-0.04,0.152,0.128,0.024,0.213,0.254,-0.041,0.624,0.524,0.1,0.179,0.235,-0.056,0.14,0.166,-0.026,0.255,0.233,0.022
Minnesota Timberwolves,"Teague, Jeff",31.0,42,-11.0,20.0,26,-6.0,11.0,16,-5.0,0.645,0.619,0.026,1060.0,971.0,89.0,0.522,0.521,0.001,0.302,0.272,0.03,0.129,0.133,-0.004,0.244,0.254,-0.01,0.541,0.534,0.007,0.25,0.203,0.047,0.162,0.162,0.0,0.237,0.234,0.003
Minnesota Timberwolves,"Towns, Karl-Anthony",42.0,42,0.0,26.0,26,0.0,16.0,16,0.0,0.619,0.619,0.0,1500.0,531.0,969.0,0.533,0.491,0.042,0.28,0.31,-0.03,0.128,0.14,-0.012,0.257,0.227,0.03,0.534,0.548,-0.014,0.217,0.257,-0.04,0.163,0.16,0.003,0.238,0.228,0.01
Minnesota Timberwolves,"Wiggins, Andrew",42.0,42,0.0,26.0,26,0.0,16.0,16,0.0,0.619,0.619,0.0,1519.0,512.0,1007.0,0.521,0.525,-0.004,0.306,0.233,0.073,0.124,0.153,-0.029,0.26,0.214,0.046,0.525,0.575,-0.05,0.235,0.207,0.028,0.162,0.164,-0.002,0.231,0.249,-0.018
Brooklyn Nets,"Acy, Quincy",35.0,40,-5.0,14.0,15,-1.0,21.0,25,-4.0,0.4,0.375,0.025,664.0,1266.0,-602.0,0.535,0.492,0.043,0.258,0.285,-0.027,0.174,0.143,0.031,0.212,0.23,-0.018,0.499,0.514,-0.015,0.258,0.259,-0.001,0.131,0.125,0.006,0.206,0.226,-0.02
Brooklyn Nets,"Allen, Jarrett",31.0,40,-9.0,12.0,15,-3.0,19.0,25,-6.0,0.387,0.375,0.012,524.0,1405.0,-881.0,0.489,0.512,-0.023,0.269,0.279,-0.01,0.164,0.15,0.014,0.239,0.219,0.02,0.504,0.511,-0.007,0.25,0.262,-0.012,0.124,0.128,-0.004,0.238,0.212,0.026
Brooklyn Nets,"Booker, Trevor",18.0,40,-22.0,7.0,15,-8.0,11.0,25,-14.0,0.389,0.375,0.014,395.0,1535.0,-1140.0,0.554,0.493,0.061,0.281,0.275,0.006,0.147,0.155,-0.008,0.256,0.217,0.039,0.52,0.506,0.014,0.304,0.247,0.057,0.151,0.12,0.031,0.252,0.211,0.041
Brooklyn Nets,"Carroll, DeMarre",36.0,40,-4.0,15.0,15,0.0,21.0,25,-4.0,0.417,0.375,0.042,1037.0,892.0,145.0,0.498,0.516,-0.018,0.289,0.261,0.028,0.149,0.158,-0.009,0.223,0.227,-0.004,0.502,0.518,-0.016,0.279,0.236,0.043,0.135,0.117,0.018,0.233,0.203,0.03
Brooklyn Nets,"Crabbe, Allen",36.0,40,-4.0,13.0,15,-2.0,23.0,25,-2.0,0.361,0.375,-0.014,1035.0,895.0,140.0,0.502,0.51,-0.008,0.275,0.277,-0.002,0.147,0.161,-0.014,0.221,0.229,-0.008,0.499,0.521,-0.022,0.294,0.219,0.075,0.128,0.125,0.003,0.224,0.213,0.011
Brooklyn Nets,"Dinwiddie, Spencer",39.0,40,-1.0,15.0,15,0.0,24.0,25,-1.0,0.385,0.375,0.01,1088.0,842.0,246.0,0.513,0.497,0.016,0.267,0.288,-0.021,0.139,0.171,-0.032,0.228,0.22,0.008,0.504,0.516,-0.012,0.262,0.255,0.007,0.123,0.131,-0.008,0.209,0.232,-0.023
Brooklyn Nets,"Doyle, Milton",4.0,11,-7.0,0.0,4,-4.0,4.0,7,-3.0,0.0,0.364,-0.364,40.0,498.0,-458.0,0.527,0.501,0.026,0.187,0.23,-0.043,0.139,0.154,-0.015,0.2,0.249,-0.049,0.513,0.481,0.032,0.173,0.264,-0.091,0.14,0.107,0.033,0.184,0.203,-0.019
Brooklyn Nets,"Harris, Joe",38.0,40,-2.0,15.0,15,0.0,23.0,25,-2.0,0.395,0.375,0.02,944.0,986.0,-42.0,0.517,0.495,0.022,0.27,0.282,-0.012,0.159,0.148,0.011,0.241,0.21,0.031,0.51,0.508,0.002,0.276,0.243,0.033,0.123,0.13,-0.007,0.21,0.228,-0.018
Brooklyn Nets,"Hollis-Jefferson, Rondae",37.0,40,-3.0,14.0,15,-1.0,23.0,25,-2.0,0.378,0.375,0.003,1056.0,873.0,183.0,0.506,0.506,0.0,0.296,0.252,0.044,0.135,0.175,-0.04,0.226,0.223,0.003,0.516,0.501,0.015,0.257,0.262,-0.005,0.122,0.133,-0.011,0.221,0.217,0.004
Brooklyn Nets,"Kilpatrick, Sean",16.0,40,-24.0,6.0,15,-9.0,10.0,25,-15.0,0.375,0.375,0.0,183.0,1747.0,-1564.0,0.451,0.512,-0.061,0.288,0.275,0.013,0.157,0.153,0.004,0.234,0.223,0.011,0.541,0.506,0.035,0.202,0.265,-0.063,0.134,0.126,0.008,0.205,0.221,-0.016
Brooklyn Nets,"LeVert, Caris",38.0,40,-2.0,14.0,15,-1.0,24.0,25,-1.0,0.368,0.375,-0.007,1021.0,909.0,112.0,0.499,0.513,-0.014,0.277,0.275,0.002,0.155,0.151,0.004,0.232,0.215,0.017,0.516,0.502,0.014,0.246,0.274,-0.028,0.127,0.126,0.001,0.228,0.21,0.018
Brooklyn Nets,"Lin, Jeremy",1.0,40,-39.0,0.0,15,-15.0,1.0,25,-24.0,0.0,0.375,-0.375,25.0,1905.0,-1880.0,0.52,0.506,0.014,0.388,0.274,0.114,0.189,0.153,0.036,0.261,0.224,0.037,0.583,0.508,0.075,0.259,0.259,0.0,0.129,0.127,0.002,0.273,0.219,0.054
Brooklyn Nets,"Mozgov, Timofey",24.0,40,-16.0,10.0,15,-5.0,14.0,25,-11.0,0.417,0.375,0.042,312.0,1617.0,-1305.0,0.474,0.512,-0.038,0.252,0.281,-0.029,0.19,0.146,0.044,0.195,0.23,-0.035,0.534,0.504,0.03,0.215,0.268,-0.053,0.129,0.126,0.003,0.182,0.226,-0.044
Brooklyn Nets,"Okafor, Jahlil",4.0,17,-13.0,1.0,6,-5.0,3.0,11,-8.0,0.25,0.353,-0.103,56.0,770.0,-714.0,0.45,0.499,-0.049,0.211,0.253,-0.042,0.178,0.155,0.023,0.133,0.231,-0.098,0.52,0.491,0.029,0.248,0.236,0.012,0.064,0.114,-0.05,0.2,0.217,-0.017
Brooklyn Nets,"Russell, D'Angelo",12.0,40,-28.0,4.0,15,-11.0,8.0,25,-17.0,0.333,0.375,-0.042,333.0,1597.0,-1264.0,0.486,0.51,-0.024,0.355,0.259,0.096,0.152,0.154,-0.002,0.195,0.231,-0.036,0.528,0.505,0.023,0.295,0.251,0.044,0.146,0.122,0.024,0.252,0.213,0.039
Brooklyn Nets,"Stauskas, Nik",12.0,17,-5.0,4.0,6,-2.0,8.0,11,-3.0,0.333,0.353,-0.02,180.0,646.0,-466.0,0.539,0.485,0.054,0.221,0.259,-0.038,0.193,0.146,0.047,0.213,0.229,-0.016,0.499,0.491,0.008,0.198,0.248,-0.05,0.1,0.114,-0.014,0.186,0.224,-0.038
Brooklyn Nets,"Whitehead, Isaiah",10.0,40,-30.0,2.0,15,-13.0,8.0,25,-17.0,0.2,0.375,-0.175,142.0,1788.0,-1646.0,0.473,0.508,-0.035,0.338,0.272,0.066,0.204,0.149,0.055,0.23,0.224,0.006,0.5,0.51,-0.01,0.207,0.263,-0.056,0.125,0.127,-0.002,0.218,0.219,-0.001
Brooklyn Nets,"Wiley, Jacob",5.0,40,-35.0,1.0,15,-14.0,4.0,25,-21.0,0.2,0.375,-0.175,33.0,1897.0,-1864.0,0.448,0.507,-0.059,0.397,0.274,0.123,0.153,0.153,0.0,0.194,0.225,-0.031,0.424,0.511,-0.087,0.136,0.261,-0.125,0.148,0.126,0.022,0.128,0.221,-0.093
Brooklyn Nets,"Zeller, Tyler",32.0,40,-8.0,11.0,15,-4.0,21.0,25,-4.0,0.344,0.375,-0.031,580.0,1350.0,-770.0,0.508,0.505,0.003,0.233,0.295,-0.062,0.145,0.157,-0.012,0.206,0.233,-0.027,0.505,0.511,-0.006,0.202,0.284,-0.082,0.106,0.135,-0.029,0.203,0.226,-0.023
New York Knicks,"Baker, Ron",20.0,40,-20.0,8.0,19,-11.0,12.0,21,-9.0,0.4,0.475,-0.075,292.0,1638.0,-1346.0,0.511,0.508,0.003,0.305,0.221,0.084,0.154,0.155,-0.001,0.229,0.26,-0.031,0.491,0.512,-0.021,0.304,0.261,0.043,0.158,0.137,0.021,0.267,0.22,0.047
New York Knicks,"Beasley, Michael",33.0,40,-7.0,14.0,19,-5.0,19.0,21,-2.0,0.424,0.475,-0.051,615.0,1315.0,-700.0,0.52,0.503,0.017,0.242,0.229,0.013,0.165,0.15,0.015,0.269,0.249,0.02,0.516,0.505,0.011,0.34,0.235,0.105,0.135,0.142,-0.007,0.243,0.22,0.023
New York Knicks,"Dotson, Damyean",20.0,40,-20.0,6.0,19,-13.0,14.0,21,-7.0,0.3,0.475,-0.175,175.0,1755.0,-1580.0,0.478,0.511,-0.033,0.182,0.238,-0.056,0.196,0.151,0.045,0.269,0.254,0.015,0.508,0.509,-0.001,0.269,0.268,0.001,0.147,0.139,0.008,0.234,0.227,0.007
New York Knicks,"Hardaway Jr., Tim",21.0,40,-19.0,11.0,19,-8.0,10.0,21,-11.0,0.524,0.475,0.049,716.0,1214.0,-498.0,0.521,0.5,0.021,0.242,0.228,0.014,0.15,0.158,-0.008,0.265,0.25,0.015,0.512,0.506,0.006,0.25,0.278,-0.028,0.141,0.139,0.002,0.212,0.236,-0.024
New York Knicks,"Hernangomez, Willy",18.0,40,-22.0,6.0,19,-13.0,12.0,21,-9.0,0.333,0.475,-0.142,171.0,1759.0,-1588.0,0.48,0.511,-0.031,0.218,0.235,-0.017,0.191,0.151,0.04,0.263,0.255,0.008,0.47,0.512,-0.042,0.364,0.259,0.105,0.147,0.139,0.008,0.22,0.228,-0.008
New York Knicks,"Jack, Jarrett",38.0,40,-2.0,19.0,19,0.0,19.0,21,-2.0,0.5,0.475,0.025,1002.0,928.0,74.0,0.52,0.494,0.026,0.212,0.257,-0.045,0.149,0.162,-0.013,0.254,0.257,-0.003,0.523,0.492,0.031,0.233,0.308,-0.075,0.125,0.156,-0.031,0.215,0.24,-0.025
New York Knicks,"Kanter, Enes",37.0,40,-3.0,19.0,19,0.0,18.0,21,-3.0,0.514,0.475,0.039,926.0,1004.0,-78.0,0.51,0.506,0.004,0.2,0.265,-0.065,0.164,0.147,0.017,0.274,0.238,0.036,0.531,0.486,0.045,0.209,0.325,-0.116,0.133,0.146,-0.013,0.219,0.235,-0.016
