Playtype,Team,Player,P,GP,Poss,Time,Points,FGM,FGA,PPP,WorsePPP,BetterPPP,FG,aFG,FT,TO,SF,PlusOne,Score
Transition,Washington Wizards,"Jason, Smith",F-C,15,4,5.6338000297546,2,1,4,0.5,0,0,25.0,25.0,0.0,0.0,0.0,0.0,25.0
Transition,Detroit Pistons,"Reggie, Bullock",G,34,43,17.622999191284,57,22,39,1.3255800008774,321,45,56.410256410256,73.076923076923,2.3255813953488,9.3023255813953,2.3255813953488,2.3255813953488,51.162790697674
Transition,New York Knicks,"Frank, Ntilikina",G,48,54,14.136099815369,32,12,37,0.59259301424026,6,360,32.432432432432,35.135135135135,11.111111111111,24.074074074074,5.5555555555556,3.7037037037037,29.62962962963
Transition,New York Knicks,"Jarrett, Jack",G,49,69,14.139300346375,45,17,47,0.65217399597168,10,356,36.170212765957,39.36170212766,7.2463768115942,26.086956521739,7.2463768115942,1.4492753623188,30.434782608696
Transition,Sacramento Kings,"Vince, Carter",G-F,31,15,9.0361404418945,23,9,13,1.5333299636841,362,4,69.230769230769,88.461538461538,0.0,13.333333333333,0.0,0.0,60.0
Transition,Miami Heat,"Bam, Adebayo",C-F,41,21,7.9245300292969,32,10,14,1.5238100290298,361,5,71.428571428571,71.428571428571,42.857142857143,4.7619047619048,42.857142857143,14.285714285714,76.190476190476
Transition,Chicago Bulls,"Kris, Dunn",G,40,102,14.912300109863,89,38,80,0.87254899740219,48,318,47.5,51.25,6.8627450980392,16.666666666667,5.8823529411765,1.9607843137255,40.196078431373
Transition,Los Angeles Lakers,"Josh, Hart",G,44,74,30.578500747681,86,31,56,1.1621600389481,235,131,55.357142857143,59.821428571429,21.621621621622,6.7567567567568,18.918918918919,4.0540540540541,58.108108108108
Transition,Orlando Magic,"Shelvin, Mack",G,36,24,12.565400123596,34,12,16,1.4166699647903,344,22,75.0,81.25,25.0,12.5,20.833333333333,4.1666666666667,66.666666666667
Transition,Minnesota Timberwolves,"Gorgui, Dieng",C,51,28,8.2352895736694,32,11,20,1.1428600549698,221,144,55.0,60.0,17.857142857143,14.285714285714,17.857142857143,3.5714285714286,53.571428571429
Transition,Charlotte Hornets,"Michael, Kidd-Gilchrist",F,42,104,24.299100875854,125,46,78,1.2019200325012,262,104,58.974358974359,58.974358974359,23.076923076923,7.6923076923077,22.115384615385,5.7692307692308,60.576923076923
Transition,Brooklyn Nets,"Tyler, Zeller",C-F,41,24,8.3916101455688,21,8,18,0.875,50,311,44.444444444444,44.444444444444,16.666666666667,16.666666666667,16.666666666667,8.3333333333333,41.666666666667
Transition,Houston Rockets,"Bobby, Brown",G,7,3,8.3333301544189,0,0,3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transition,Atlanta Hawks,"Isaiah, Taylor",G,36,41,19.61720085144,41,17,30,1.0,115,229,56.666666666667,56.666666666667,19.512195121951,14.634146341463,19.512195121951,7.3170731707317,53.658536585366
Transition,Boston Celtics,"Semi, Ojeleye",F,45,22,17.054300308228,17,5,18,0.77272701263428,29,337,27.777777777778,33.333333333333,13.636363636364,4.5454545454545,13.636363636364,0.0,36.363636363636
Transition,Sacramento Kings,"Kosta, Koufos",C,47,23,7.8767099380493,28,13,19,1.2173899412155,266,99,68.421052631579,68.421052631579,4.3478260869565,13.04347826087,4.3478260869565,0.0,60.869565217391
Transition,Toronto Raptors,"Pascal, Siakam",F,48,73,22.324199676514,97,44,59,1.3287700414658,324,42,74.576271186441,76.271186440678,10.958904109589,12.328767123288,9.5890410958904,4.1095890410959,65.753424657534
Transition,Golden State Warriors,"David, West",F,49,27,8.3591299057007,35,16,19,1.2963000535965,316,50,84.210526315789,84.210526315789,7.4074074074074,22.222222222222,7.4074074074074,0.0,66.666666666667
Transition,Charlotte Hornets,"Johnny, O'Bryant III",,34,11,5.9459500312805,10,4,11,0.90909099578857,72,293,36.363636363636,45.454545454545,0.0,0.0,0.0,0.0,36.363636363636
Transition,Oklahoma City Thunder,"Josh, Huestis",F,45,19,13.475199699402,20,7,16,1.0526299476624,155,210,43.75,59.375,5.2631578947368,10.526315789474,5.2631578947368,0.0,42.105263157895
Transition,Houston Rockets,"Tarik, Black",C-F,34,5,3.731339931488,6,2,4,1.2000000476837,0,0,50.0,50.0,20.0,0.0,20.0,0.0,60.0
Transition,Phoenix Suns,"Alex, Len",C,43,23,6.5714302062988,33,11,16,1.4347800016403,347,18,68.75,68.75,26.086956521739,8.695652173913,26.086956521739,4.3478260869565,69.565217391304
Transition,Brooklyn Nets,"Sean, Kilpatrick",G,16,22,20.0,15,5,14,0.68181800842285,14,352,35.714285714286,35.714285714286,13.636363636364,27.272727272727,13.636363636364,4.5454545454545,31.818181818182
Transition,Oklahoma City Thunder,"Patrick, Patterson",F,51,31,17.127099990845,25,9,29,0.80645197629929,37,329,31.034482758621,43.103448275862,0.0,6.4516129032258,0.0,0.0,29.032258064516
Transition,New Orleans Pelicans,"Jameer, Nelson",,43,41,15.241600036621,36,14,32,0.87804901599884,56,310,43.75,54.6875,2.4390243902439,19.512195121951,2.4390243902439,0.0,36.585365853659
Transition,Utah Jazz,"Raul, Neto",G,25,18,14.173199653625,22,7,12,1.2222199440002,269,96,58.333333333333,70.833333333333,22.222222222222,16.666666666667,5.5555555555556,5.5555555555556,55.555555555556
Transition,Brooklyn Nets,"Jarrett, Allen",C,42,9,3.3962299823761,13,5,6,1.4444400072098,0,0,83.333333333333,83.333333333333,22.222222222222,11.111111111111,22.222222222222,0.0,77.777777777778
Transition,Chicago Bulls,"Robin, Lopez",C,50,21,3.1963500976562,21,8,16,1.0,115,229,50.0,50.0,14.285714285714,9.5238095238095,14.285714285714,0.0,52.380952380952
Transition,Boston Celtics,"Aron, Baynes",C-F,51,10,2.9154500961304,10,5,10,1.0,115,229,50.0,50.0,0.0,0.0,0.0,0.0,50.0
Transition,Utah Jazz,"Ekpe, Udoh",F,43,16,12.030099868774,24,7,9,1.5,359,6,77.777777777778,77.777777777778,56.25,0.0,50.0,12.5,81.25
Transition,Cleveland Cavaliers,"Kyle, Korver",G-F,49,50,13.192600250244,46,16,45,0.9200000166893,77,289,35.555555555556,51.111111111111,0.0,10.0,0.0,0.0,32.0
Transition,New York Knicks,"Michael, Beasley",F,44,54,9.4903297424316,64,27,37,1.1851899623871,249,116,72.972972972973,74.324324324324,14.814814814815,20.37037037037,11.111111111111,3.7037037037037,59.259259259259
Transition,New York Knicks,"Lance, Thomas",F,48,26,11.872099876404,25,10,23,0.96153801679611,98,267,43.478260869565,50.0,3.8461538461538,7.6923076923077,3.8461538461538,0.0,42.307692307692
Transition,Chicago Bulls,"Paul, Zipser",G-F,41,20,9.7560997009277,13,5,16,0.64999997615814,9,357,31.25,34.375,5.0,15.0,0.0,0.0,30.0
Transition,Sacramento Kings,"Bogdan, Bogdanovic",G,47,56,10.546099662781,78,30,47,1.3928600549698,339,27,63.829787234043,78.723404255319,7.1428571428571,12.5,7.1428571428571,3.5714285714286,57.142857142857
Transition,Miami Heat,"Wayne, Ellington",G,50,56,11.222399711609,62,23,51,1.1071399450302,206,160,45.098039215686,58.823529411765,1.7857142857143,7.1428571428571,0.0,0.0,42.857142857143
Transition,Washington Wizards,"Tim, Frazier",G,37,27,16.071399688721,23,11,18,0.85185199975967,45,321,61.111111111111,63.888888888889,0.0,33.333333333333,0.0,0.0,40.740740740741
Transition,Memphis Grizzlies,"Brandan, Wright",C-F,25,13,11.711700439453,20,10,13,1.5384600162506,363,3,76.923076923077,76.923076923077,7.6923076923077,0.0,7.6923076923077,7.6923076923077,76.923076923077
Transition,Miami Heat,"Jordan, Mickey",F,16,7,7.9545497894287,6,2,6,0.8571429848671,0,0,33.333333333333,33.333333333333,14.285714285714,0.0,14.285714285714,0.0,42.857142857143
Transition,Dallas Mavericks,"Dirk, Nowitzki",F,51,30,5.300350189209,33,12,29,1.1000000238419,201,164,41.379310344828,56.896551724138,0.0,3.3333333333333,0.0,0.0,40.0
Transition,San Antonio Spurs,"Pau, Gasol",C-F,50,35,6.2388601303101,45,14,26,1.28570997715,310,54,53.846153846154,57.692307692308,28.571428571429,2.8571428571429,22.857142857143,5.7142857142857,62.857142857143
Transition,San Antonio Spurs,"Patty, Mills",G,53,49,9.5330696105957,52,19,42,1.0612200498581,168,197,45.238095238095,57.142857142857,6.1224489795918,8.1632653061224,2.0408163265306,0.0,42.857142857143
Transition,Los Angeles Lakers,"Kentavious, Caldwell-Pope",G,41,159,28.342199325562,171,64,130,1.0754699707031,186,180,49.230769230769,58.846153846154,9.4339622641509,12.578616352201,8.1761006289308,3.7735849056604,45.283018867925
