TEAM_NAME,VS_PLAYER_NAME,GP_ON,GP_OFF,GP_DIFF,W_ON,W_OFF,W_DIFF,L_ON,L_OFF,L_DIFF,W_PCT_ON,W_PCT_OFF,W_PCT_DIFF,MIN_ON,MIN_OFF,MIN_DIFF,PCT_FGA_2PT_ON,PCT_FGA_2PT_OFF,PCT_FGA_2PT_DIFF,PCT_FGA_3PT_ON,PCT_FGA_3PT_OFF,PCT_FGA_3PT_DIFF,PCT_PTS_2PT_ON,PCT_PTS_2PT_OFF,PCT_PTS_2PT_DIFF,PCT_PTS_2PT_MR_ON,PCT_PTS_2PT_MR_OFF,PCT_PTS_2PT_MR_DIFF,PCT_PTS_3PT_ON,PCT_PTS_3PT_OFF,PCT_PTS_3PT_DIFF,PCT_PTS_FB_ON,PCT_PTS_FB_OFF,PCT_PTS_FB_DIFF,PCT_PTS_FT_ON,PCT_PTS_FT_OFF,PCT_PTS_FT_DIFF,PCT_PTS_OFF_TOV_ON,PCT_PTS_OFF_TOV_OFF,PCT_PTS_OFF_TOV_DIFF,PCT_PTS_PAINT_ON,PCT_PTS_PAINT_OFF,PCT_PTS_PAINT_DIFF,PCT_AST_2PM_ON,PCT_AST_2PM_OFF,PCT_AST_2PM_DIFF,PCT_UAST_2PM_ON,PCT_UAST_2PM_OFF,PCT_UAST_2PM_DIFF,PCT_AST_3PM_ON,PCT_AST_3PM_OFF,PCT_AST_3PM_DIFF,PCT_UAST_3PM_ON,PCT_UAST_3PM_OFF,PCT_UAST_3PM_DIFF,PCT_AST_FGM_ON,PCT_AST_FGM_OFF,PCT_AST_FGM_DIFF,PCT_UAST_FGM_ON,PCT_UAST_FGM_OFF,PCT_UAST_FGM_DIFF
Golden State Warriors,"Durant, Kevin",34.0,42,-8.0,26.0,33,-7.0,8.0,9,-1.0,0.765,0.786,-0.021,34.6,20.2,14.4,0.642,0.664,-0.022,0.358,0.336,0.022,0.541,0.566,-0.025,0.158,0.169,-0.011,0.314,0.287,0.027,0.188,0.179,0.009,0.146,0.147,-0.001,0.142,0.16,-0.018,0.383,0.397,-0.014,0.631,0.694,-0.063,0.369,0.306,0.063,0.842,0.814,0.028,0.158,0.186,-0.028,0.69,0.724,-0.034,0.31,0.276,0.034
Golden State Warriors,"Green, Draymond",36.0,42,-6.0,27.0,33,-6.0,9.0,9,0.0,0.75,0.786,-0.036,31.8,20.9,10.9,0.635,0.672,-0.037,0.365,0.328,0.037,0.539,0.567,-0.028,0.151,0.177,-0.026,0.317,0.284,0.033,0.195,0.17,0.025,0.144,0.148,-0.004,0.152,0.146,0.006,0.387,0.39,-0.003,0.695,0.61,0.085,0.305,0.39,-0.085,0.857,0.793,0.064,0.143,0.207,-0.064,0.74,0.656,0.084,0.26,0.344,-0.084
Golden State Warriors,"Iguodala, Andre",36.0,42,-6.0,28.0,33,-5.0,8.0,9,-1.0,0.778,0.786,-0.008,26.4,25.6,0.8,0.653,0.649,0.004,0.347,0.351,-0.004,0.546,0.555,-0.009,0.17,0.157,0.013,0.299,0.307,-0.008,0.192,0.178,0.014,0.156,0.138,0.018,0.147,0.151,-0.004,0.376,0.398,-0.022,0.639,0.672,-0.033,0.361,0.328,0.033,0.806,0.85,-0.044,0.194,0.15,0.044,0.683,0.72,-0.037,0.317,0.28,0.037
Golden State Warriors,"Jones, Damian",1.0,42,-41.0,1.0,33,-32.0,0.0,9,-9.0,1.0,0.786,0.214,1.8,48.2,-46.4,1.0,0.65,0.35,0.0,0.35,-0.35,1.0,0.551,0.449,1.0,0.162,0.838,0.0,0.303,-0.303,0.0,0.185,-0.185,0.0,0.146,-0.146,0.0,0.149,-0.149,0.0,0.389,-0.389,1.0,0.657,0.343,0.0,0.343,-0.343,0.0,0.831,-0.831,0.0,0.169,-0.169,1.0,0.704,0.296,0.0,0.296,-0.296
Golden State Warriors,"Livingston, Shaun",35.0,42,-7.0,27.0,33,-6.0,8.0,9,-1.0,0.771,0.786,-0.015,16.1,34.8,-18.7,0.719,0.625,0.094,0.281,0.375,-0.094,0.621,0.524,0.097,0.215,0.142,0.073,0.237,0.329,-0.092,0.17,0.19,-0.02,0.142,0.148,-0.006,0.157,0.146,0.011,0.406,0.382,0.024,0.637,0.667,-0.03,0.363,0.333,0.03,0.832,0.831,0.001,0.168,0.169,-0.001,0.676,0.715,-0.039,0.324,0.285,0.039
Golden State Warriors,"Looney, Kevon",32.0,42,-10.0,25.0,33,-8.0,7.0,9,-2.0,0.781,0.786,-0.005,9.6,40.9,-31.3,0.638,0.653,-0.015,0.362,0.347,0.015,0.537,0.553,-0.016,0.164,0.162,0.002,0.276,0.308,-0.032,0.148,0.191,-0.043,0.187,0.139,0.048,0.147,0.15,-0.003,0.374,0.391,-0.017,0.578,0.67,-0.092,0.422,0.33,0.092,0.797,0.836,-0.039,0.203,0.164,0.039,0.633,0.715,-0.082,0.367,0.285,0.082
Golden State Warriors,"McCaw, Patrick",38.0,42,-4.0,30.0,33,-3.0,8.0,9,-1.0,0.789,0.786,0.003,16.3,33.5,-17.2,0.643,0.654,-0.011,0.357,0.346,0.011,0.566,0.545,0.021,0.149,0.168,-0.019,0.274,0.315,-0.041,0.157,0.196,-0.039,0.16,0.141,0.019,0.16,0.145,0.015,0.417,0.377,0.04,0.689,0.644,0.045,0.311,0.356,-0.045,0.837,0.829,0.008,0.163,0.171,-0.008,0.725,0.695,0.03,0.275,0.305,-0.03
Golden State Warriors,"McGee, JaVale",32.0,42,-10.0,25.0,33,-8.0,7.0,9,-2.0,0.781,0.786,-0.005,8.2,42.0,-33.8,0.632,0.654,-0.022,0.368,0.346,0.022,0.498,0.559,-0.061,0.129,0.168,-0.039,0.333,0.298,0.035,0.171,0.187,-0.016,0.168,0.143,0.025,0.141,0.151,-0.01,0.369,0.391,-0.022,0.651,0.658,-0.007,0.349,0.342,0.007,0.757,0.844,-0.087,0.243,0.156,0.087,0.683,0.707,-0.024,0.317,0.293,0.024
Golden State Warriors,"Pachulia, Zaza",33.0,42,-9.0,25.0,33,-8.0,8.0,9,-1.0,0.758,0.786,-0.028,14.5,36.8,-22.3,0.645,0.653,-0.008,0.355,0.347,0.008,0.532,0.557,-0.025,0.162,0.163,-0.001,0.35,0.287,0.063,0.197,0.18,0.017,0.118,0.156,-0.038,0.142,0.152,-0.01,0.371,0.394,-0.023,0.684,0.649,0.035,0.316,0.351,-0.035,0.895,0.805,0.09,0.105,0.195,-0.09,0.748,0.688,0.06,0.252,0.312,-0.06
Golden State Warriors,"Thompson, Klay",41.0,42,-1.0,33.0,33,0.0,8.0,9,-1.0,0.805,0.786,0.019,34.0,15.1,18.9,0.651,0.649,0.002,0.349,0.351,-0.002,0.551,0.551,0.0,0.17,0.147,0.023,0.318,0.27,0.048,0.193,0.166,0.027,0.131,0.179,-0.048,0.145,0.16,-0.015,0.381,0.404,-0.023,0.678,0.612,0.066,0.322,0.388,-0.066,0.87,0.732,0.138,0.13,0.268,-0.138,0.731,0.642,0.089,0.269,0.358,-0.089
Golden State Warriors,"West, David",40.0,42,-2.0,31.0,33,-2.0,9.0,9,0.0,0.775,0.786,-0.011,13.0,35.8,-22.8,0.738,0.622,0.116,0.262,0.378,-0.116,0.672,0.514,0.158,0.235,0.141,0.094,0.224,0.327,-0.103,0.166,0.19,-0.024,0.104,0.159,-0.055,0.143,0.151,-0.008,0.437,0.374,0.063,0.685,0.646,0.039,0.315,0.354,-0.039,0.893,0.818,0.075,0.107,0.182,-0.075,0.723,0.697,0.026,0.277,0.303,-0.026
Golden State Warriors,"Young, Nick",40.0,42,-2.0,31.0,33,-2.0,9.0,9,0.0,0.775,0.786,-0.011,14.6,34.3,-19.7,0.645,0.653,-0.008,0.355,0.347,0.008,0.531,0.559,-0.028,0.141,0.171,-0.03,0.301,0.304,-0.003,0.17,0.19,-0.02,0.168,0.138,0.03,0.152,0.148,0.004,0.391,0.387,0.004,0.617,0.672,-0.055,0.383,0.328,0.055,0.759,0.859,-0.1,0.241,0.141,0.1,0.656,0.722,-0.066,0.344,0.278,0.066
Houston Rockets,"Anderson, Ryan",39.0,40,-1.0,28.0,29,-1.0,11.0,11,0.0,0.718,0.725,-0.007,28.4,20.5,7.9,0.471,0.515,-0.044,0.529,0.485,0.044,0.404,0.416,-0.012,0.054,0.033,0.021,0.428,0.393,0.035,0.092,0.098,-0.006,0.168,0.191,-0.023,0.145,0.176,-0.031,0.35,0.383,-0.033,0.507,0.473,0.034,0.493,0.527,-0.034,0.724,0.659,0.065,0.276,0.341,-0.065,0.596,0.545,0.051,0.404,0.455,-0.051
Houston Rockets,"Ariza, Trevor",38.0,40,-2.0,27.0,29,-2.0,11.0,11,0.0,0.711,0.725,-0.014,36.2,13.8,22.4,0.493,0.481,0.012,0.507,0.519,-0.012,0.414,0.397,0.017,0.04,0.058,-0.018,0.414,0.41,0.004,0.1,0.08,0.02,0.172,0.194,-0.022,0.16,0.153,0.007,0.375,0.338,0.037,0.495,0.482,0.013,0.505,0.518,-0.013,0.711,0.659,0.052,0.289,0.341,-0.052,0.581,0.554,0.027,0.419,0.446,-0.027
Houston Rockets,"Black, Tarik",32.0,40,-8.0,24.0,29,-5.0,8.0,11,-3.0,0.75,0.725,0.025,10.0,40.2,-30.2,0.482,0.491,-0.009,0.518,0.509,0.009,0.401,0.411,-0.01,0.05,0.044,0.006,0.42,0.411,0.009,0.052,0.103,-0.051,0.179,0.178,0.001,0.144,0.161,-0.017,0.35,0.367,-0.017,0.455,0.498,-0.043,0.545,0.502,0.043,0.59,0.717,-0.127,0.41,0.283,0.127,0.51,0.586,-0.076,0.49,0.414,0.076
Houston Rockets,"Brown, Bobby",20.0,40,-20.0,17.0,29,-12.0,3.0,11,-8.0,0.85,0.725,0.125,5.7,45.4,-39.7,0.394,0.495,-0.101,0.606,0.505,0.101,0.32,0.414,-0.094,0.044,0.045,-0.001,0.547,0.406,0.141,0.058,0.097,-0.039,0.133,0.18,-0.047,0.142,0.159,-0.017,0.276,0.369,-0.093,0.389,0.496,-0.107,0.611,0.504,0.107,0.488,0.711,-0.223,0.512,0.289,0.223,0.442,0.581,-0.139,0.558,0.419,0.139
Houston Rockets,"Canaan, Isaiah",1.0,40,-39.0,1.0,29,-28.0,0.0,11,-11.0,1.0,0.725,0.275,4.0,48.2,-44.2,0.857,0.489,0.368,0.143,0.511,-0.368,0.545,0.409,0.136,0.182,0.044,0.138,0.273,0.413,-0.14,0.0,0.095,-0.095,0.182,0.178,0.004,0.0,0.159,-0.159,0.364,0.365,-0.001,0.667,0.491,0.176,0.333,0.509,-0.176,1.0,0.696,0.304,0.0,0.304,-0.304,0.75,0.574,0.176,0.25,0.426,-0.176
Houston Rockets,"Capela, Clint",35.0,40,-5.0,28.0,29,-1.0,7.0,11,-4.0,0.8,0.725,0.075,26.0,25.5,0.5,0.508,0.473,0.035,0.492,0.527,-0.035,0.433,0.389,0.044,0.039,0.05,-0.011,0.403,0.422,-0.019,0.101,0.09,0.011,0.165,0.189,-0.024,0.158,0.159,-0.001,0.394,0.339,0.055,0.544,0.44,0.104,0.456,0.56,-0.104,0.749,0.652,0.097,0.251,0.348,-0.097,0.622,0.529,0.093,0.378,0.471,-0.093
Houston Rockets,"Gordon, Eric",38.0,40,-2.0,28.0,29,-1.0,10.0,11,-1.0,0.737,0.725,0.012,32.7,17.1,15.6,0.482,0.503,-0.021,0.518,0.497,0.021,0.404,0.42,-0.016,0.041,0.052,-0.011,0.409,0.421,-0.012,0.1,0.085,0.015,0.187,0.159,0.028,0.153,0.17,-0.017,0.363,0.367,-0.004,0.485,0.503,-0.018,0.515,0.497,0.018,0.722,0.648,0.074,0.278,0.352,-0.074,0.581,0.561,0.02,0.419,0.439,-0.02
Houston Rockets,"Green, Gerald",8.0,8,0.0,4.0,4,0.0,4.0,4,0.0,0.5,0.5,0.0,26.1,23.1,3.0,0.504,0.491,0.013,0.496,0.509,-0.013,0.428,0.436,-0.008,0.065,0.062,0.003,0.412,0.405,0.007,0.053,0.088,-0.035,0.16,0.159,0.001,0.133,0.171,-0.038,0.364,0.374,-0.01,0.491,0.522,-0.031,0.509,0.478,0.031,0.676,0.719,-0.043,0.324,0.281,0.043,0.563,0.597,-0.034,0.437,0.403,0.034
Houston Rockets,"Harden, James",35.0,40,-5.0,26.0,29,-3.0,9.0,11,-2.0,0.743,0.725,0.018,36.3,16.5,19.8,0.493,0.482,0.011,0.507,0.518,-0.011,0.402,0.426,-0.024,0.032,0.072,-0.04,0.402,0.436,-0.034,0.099,0.085,0.014,0.197,0.139,0.058,0.168,0.139,0.029,0.37,0.353,0.017,0.495,0.484,0.011,0.505,0.516,-0.011,0.69,0.71,-0.02,0.31,0.29,0.02,0.573,0.576,-0.003,0.427,0.424,0.003
Houston Rockets,"Jackson, Demetrius",12.0,40,-28.0,9.0,29,-20.0,3.0,11,-8.0,0.75,0.725,0.025,5.2,46.7,-41.5,0.485,0.49,-0.005,0.515,0.51,0.005,0.525,0.407,0.118,0.101,0.044,0.057,0.333,0.414,-0.081,0.04,0.096,-0.056,0.141,0.179,-0.038,0.091,0.16,-0.069,0.424,0.363,0.061,0.385,0.495,-0.11,0.615,0.505,0.11,0.636,0.698,-0.062,0.364,0.302,0.062,0.459,0.577,-0.118,0.541,0.423,0.118
Houston Rockets,"Mbah a Moute, Luc",24.0,40,-16.0,20.0,29,-9.0,4.0,11,-7.0,0.833,0.725,0.108,25.3,33.1,-7.8,0.488,0.49,-0.002,0.512,0.51,0.002,0.415,0.407,0.008,0.039,0.047,-0.008,0.415,0.412,0.003,0.092,0.096,-0.004,0.171,0.181,-0.01,0.188,0.145,0.043,0.375,0.36,0.015,0.483,0.495,-0.012,0.517,0.505,0.012,0.663,0.712,-0.049,0.337,0.288,0.049,0.555,0.582,-0.027,0.445,0.418,0.027
Houston Rockets,Nene,27.0,40,-13.0,20.0,29,-9.0,7.0,11,-4.0,0.741,0.725,0.016,14.9,38.2,-23.3,0.509,0.485,0.024,0.491,0.515,-0.024,0.396,0.413,-0.017,0.048,0.044,0.004,0.399,0.417,-0.018,0.121,0.087,0.034,0.205,0.17,0.035,0.17,0.155,0.015,0.348,0.369,-0.021,0.545,0.477,0.068,0.455,0.523,-0.068,0.684,0.7,-0.016,0.316,0.3,0.016,0.601,0.567,0.034,0.399,0.433,-0.034
Houston Rockets,"Paul, Chris",23.0,40,-17.0,19.0,29,-10.0,4.0,11,-7.0,0.826,0.725,0.101,32.0,29.8,2.2,0.502,0.481,0.021,0.498,0.519,-0.021,0.424,0.4,0.024,0.061,0.034,0.027,0.431,0.401,0.03,0.091,0.097,-0.006,0.145,0.199,-0.054,0.157,0.159,-0.002,0.362,0.366,-0.004,0.476,0.502,-0.026,0.524,0.498,0.026,0.733,0.672,0.061,0.267,0.328,-0.061,0.58,0.57,0.01,0.42,0.43,-0.01
Houston Rockets,"Tucker, PJ",40.0,40,0.0,29.0,29,0.0,11.0,11,0.0,0.725,0.725,0.0,27.0,21.3,5.7,0.489,0.49,-0.001,0.511,0.51,0.001,0.401,0.421,-0.02,0.046,0.043,0.003,0.401,0.428,-0.027,0.093,0.097,-0.004,0.198,0.151,0.047,0.167,0.147,0.02,0.355,0.377,-0.022,0.453,0.54,-0.087,0.547,0.46,0.087,0.669,0.731,-0.062,0.331,0.269,0.062,0.539,0.617,-0.078,0.461,0.383,0.078
Houston Rockets,"Weber, Briante",12.0,40,-28.0,6.0,29,-23.0,6.0,11,-5.0,0.5,0.725,-0.225,9.3,45.5,-36.2,0.52,0.488,0.032,0.48,0.512,-0.032,0.403,0.41,-0.007,0.05,0.044,0.006,0.403,0.413,-0.01,0.092,0.095,-0.003,0.193,0.177,0.016,0.118,0.161,-0.043,0.353,0.365,-0.012,0.5,0.491,0.009,0.5,0.509,-0.009,0.563,0.704,-0.141,0.438,0.296,0.142,0.525,0.577,-0.052,0.475,0.423,0.052
Houston Rockets,"Williams, Troy",4.0,40,-36.0,3.0,29,-26.0,1.0,11,-10.0,0.75,0.725,0.025,4.2,47.8,-43.6,0.394,0.49,-0.096,0.606,0.51,0.096,0.385,0.41,-0.025,0.077,0.045,0.032,0.462,0.412,0.05,0.0,0.095,-0.095,0.154,0.178,-0.024,0.0,0.159,-0.159,0.308,0.365,-0.057,0.0,0.494,-0.494,1.0,0.506,0.494,0.5,0.698,-0.198,0.5,0.302,0.198,0.222,0.576,-0.354,0.778,0.424,0.354
Houston Rockets,Zhou Qi,14.0,40,-26.0,11.0,29,-18.0,3.0,11,-8.0,0.786,0.725,0.061,5.4,46.4,-41.0,0.43,0.492,-0.062,0.57,0.508,0.062,0.385,0.41,-0.025,0.108,0.043,0.065,0.485,0.411,0.074,0.115,0.094,0.021,0.131,0.179,-0.048,0.108,0.16,-0.052,0.277,0.367,-0.09,0.4,0.494,-0.094,0.6,0.506,0.094,0.476,0.704,-0.228,0.524,0.296,0.228,0.435,0.578,-0.143,0.565,0.422,0.143
LA Clippers,"Beverley, Patrick",11.0,40,-29.0,5.0,19,-14.0,6.0,21,-15.0,0.455,0.475,-0.02,30.3,39.8,-9.5,0.607,0.669,-0.062,0.393,0.331,0.062,0.5,0.538,-0.038,0.074,0.083,-0.009,0.324,0.285,0.039,0.109,0.115,-0.006,0.176,0.177,-0.001,0.193,0.14,0.053,0.426,0.456,-0.03,0.459,0.496,-0.037,0.541,0.504,0.037,0.785,0.663,0.122,0.215,0.337,-0.122,0.557,0.539,0.018,0.443,0.461,-0.018
LA Clippers,"Dekker, Sam",36.0,40,-4.0,17.0,19,-2.0,19.0,21,-2.0,0.472,0.475,-0.003,15.0,34.6,-19.6,0.714,0.636,0.078,0.286,0.364,-0.078,0.627,0.495,0.132,0.084,0.08,0.004,0.197,0.328,-0.131,0.145,0.103,0.042,0.176,0.177,-0.001,0.159,0.146,0.013,0.543,0.415,0.128,0.504,0.483,0.021,0.496,0.517,-0.021,0.603,0.705,-0.102,0.397,0.295,0.102,0.521,0.551,-0.03,0.479,0.449,0.03
LA Clippers,"Evans, Jawun",33.0,40,-7.0,15.0,19,-4.0,18.0,21,-3.0,0.455,0.475,-0.02,18.1,33.2,-15.1,0.717,0.631,0.086,0.283,0.369,-0.086,0.578,0.51,0.068,0.098,0.073,0.025,0.238,0.316,-0.078,0.129,0.107,0.022,0.184,0.174,0.01,0.153,0.148,0.005,0.48,0.437,0.043,0.504,0.483,0.021,0.496,0.517,-0.021,0.57,0.726,-0.156,0.43,0.274,0.156,0.518,0.554,-0.036,0.482,0.446,0.036
LA Clippers,"Gallinari, Danilo",11.0,40,-29.0,6.0,19,-13.0,5.0,21,-16.0,0.545,0.475,0.07,31.8,39.4,-7.6,0.643,0.662,-0.019,0.357,0.338,0.019,0.507,0.537,-0.03,0.085,0.08,0.005,0.306,0.288,0.018,0.101,0.117,-0.016,0.187,0.175,0.012,0.171,0.145,0.026,0.422,0.457,-0.035,0.424,0.503,-0.079,0.576,0.497,0.079,0.74,0.674,0.066,0.26,0.326,-0.066,0.515,0.548,-0.033,0.485,0.452,0.033
LA Clippers,"Griffin, Blake",24.0,40,-16.0,11.0,19,-8.0,13.0,21,-8.0,0.458,0.475,-0.017,34.3,27.5,6.8,0.633,0.677,-0.044,0.367,0.323,0.044,0.486,0.567,-0.081,0.071,0.089,-0.018,0.334,0.259,0.075,0.092,0.131,-0.039,0.18,0.174,0.006,0.152,0.147,0.005,0.415,0.478,-0.063,0.477,0.499,-0.022,0.523,0.501,0.022,0.732,0.641,0.091,0.268,0.359,-0.091,0.557,0.532,0.025,0.443,0.468,-0.025
LA Clippers,"Harrell, Montrezl",34.0,40,-6.0,16.0,19,-3.0,18.0,21,-3.0,0.471,0.475,-0.004,13.3,36.9,-23.6,0.742,0.633,0.109,0.258,0.367,-0.109,0.617,0.506,0.111,0.073,0.084,-0.011,0.194,0.321,-0.127,0.154,0.102,0.052,0.189,0.173,0.016,0.143,0.151,-0.008,0.544,0.422,0.122,0.521,0.478,0.043,0.479,0.522,-0.043,0.625,0.697,-0.072,0.375,0.303,0.072,0.539,0.543,-0.004,0.461,0.457,0.004
LA Clippers,"Johnson, Brice",9.0,40,-31.0,2.0,19,-17.0,7.0,21,-14.0,0.222,0.475,-0.253,4.2,47.2,-43.0,0.767,0.656,0.111,0.233,0.344,-0.111,0.7,0.528,0.172,0.12,0.08,0.04,0.18,0.294,-0.114,0.16,0.113,0.047,0.12,0.178,-0.058,0.19,0.148,0.042,0.58,0.447,0.133,0.429,0.492,-0.063,0.571,0.508,0.063,0.667,0.686,-0.019,0.333,0.314,0.019,0.463,0.544,-0.081,0.537,0.456,0.081
LA Clippers,"Johnson, Wesley",35.0,40,-5.0,16.0,19,-3.0,19.0,21,-2.0,0.457,0.475,-0.018,23.6,27.5,-3.9,0.659,0.658,0.001,0.341,0.342,-0.001,0.536,0.529,0.007,0.091,0.074,0.017,0.294,0.29,0.004,0.101,0.124,-0.023,0.17,0.181,-0.011,0.145,0.153,-0.008,0.446,0.454,-0.008,0.505,0.478,0.027,0.495,0.522,-0.027,0.718,0.662,0.056,0.282,0.338,-0.056,0.562,0.528,0.034,0.438,0.472,-0.034
LA Clippers,"Jordan, DeAndre",40.0,40,0.0,19.0,19,0.0,21.0,21,0.0,0.475,0.475,0.0,32.6,15.5,17.1,0.63,0.718,-0.088,0.37,0.282,0.088,0.495,0.608,-0.113,0.079,0.086,-0.007,0.331,0.209,0.122,0.109,0.126,-0.017,0.174,0.183,-0.009,0.133,0.183,-0.05,0.416,0.522,-0.106,0.476,0.514,-0.038,0.524,0.486,0.038,0.689,0.677,0.012,0.311,0.323,-0.012,0.541,0.545,-0.004,0.459,0.455,0.004
LA Clippers,"Reed, Willie",32.0,40,-8.0,13.0,19,-6.0,19.0,21,-2.0,0.406,0.475,-0.069,10.2,40.0,-29.8,0.749,0.64,0.109,0.251,0.36,-0.109,0.607,0.516,0.091,0.106,0.076,0.03,0.196,0.311,-0.115,0.116,0.114,0.002,0.197,0.172,0.025,0.212,0.136,0.076,0.501,0.44,0.061,0.489,0.49,-0.001,0.511,0.51,0.001,0.625,0.694,-0.069,0.375,0.306,0.069,0.513,0.549,-0.036,0.487,0.451,0.036
LA Clippers,"Rivers, Austin",32.0,40,-8.0,15.0,19,-4.0,17.0,21,-4.0,0.469,0.475,-0.006,32.7,21.9,10.8,0.612,0.712,-0.1,0.388,0.288,0.1,0.486,0.585,-0.099,0.067,0.098,-0.031,0.346,0.228,0.118,0.098,0.134,-0.036,0.168,0.187,-0.019,0.162,0.135,0.027,0.419,0.487,-0.068,0.467,0.512,-0.045,0.533,0.488,0.045,0.683,0.691,-0.008,0.317,0.309,0.008,0.536,0.549,-0.013,0.464,0.451,0.013
LA Clippers,"Teodosic, Milos",13.0,40,-27.0,9.0,19,-10.0,4.0,21,-17.0,0.692,0.475,0.217,24.4,40.2,-15.8,0.593,0.671,-0.078,0.407,0.329,0.078,0.501,0.538,-0.037,0.072,0.083,-0.011,0.34,0.282,0.058,0.138,0.109,0.029,0.159,0.18,-0.021,0.118,0.156,-0.038,0.429,0.455,-0.026,0.508,0.486,0.022,0.492,0.514,-0.022,0.732,0.675,0.057,0.268,0.325,-0.057,0.578,0.535,0.043,0.422,0.465,-0.043
LA Clippers,"Thornwell, Sindarius",39.0,40,-1.0,19.0,19,0.0,20.0,21,-1.0,0.487,0.475,0.012,13.9,34.6,-20.7,0.707,0.64,0.067,0.293,0.36,-0.067,0.589,0.512,0.077,0.087,0.079,0.008,0.224,0.315,-0.091,0.108,0.117,-0.009,0.187,0.173,0.014,0.17,0.142,0.028,0.503,0.433,0.07,0.525,0.476,0.049,0.475,0.524,-0.049,0.728,0.676,0.052,0.272,0.324,-0.052,0.566,0.534,0.032,0.434,0.466,-0.032
LA Clippers,"Wallace, Tyrone",3.0,4,-1.0,2.0,2,0.0,1.0,2,-1.0,0.667,0.5,0.167,28.3,26.8,1.5,0.819,0.73,0.089,0.181,0.27,-0.089,0.591,0.602,-0.011,0.031,0.102,-0.071,0.155,0.28,-0.125,0.202,0.165,0.037,0.254,0.119,0.135,0.166,0.127,0.039,0.56,0.5,0.06,0.544,0.465,0.079,0.456,0.535,-0.079,0.3,0.591,-0.291,0.7,0.409,0.291,0.507,0.495,0.012,0.493,0.505,-0.012
LA Clippers,"Williams, C.J.",28.0,40,-12.0,14.0,19,-5.0,14.0,21,-7.0,0.5,0.475,0.025,19.4,34.5,-15.1,0.657,0.659,-0.002,0.343,0.341,0.002,0.547,0.526,0.021,0.1,0.074,0.026,0.298,0.289,0.009,0.114,0.114,0.0,0.156,0.185,-0.029,0.108,0.165,-0.057,0.447,0.452,-0.005,0.491,0.489,0.002,0.509,0.511,-0.002,0.681,0.688,-0.007,0.319,0.312,0.007,0.541,0.543,-0.002,0.459,0.457,0.002
LA Clippers,"Williams, Lou",39.0,40,-1.0,19.0,19,0.0,20.0,21,-1.0,0.487,0.475,0.012,31.5,17.4,14.1,0.66,0.655,0.005,0.34,0.345,-0.005,0.524,0.547,-0.023,0.076,0.091,-0.015,0.283,0.308,-0.025,0.114,0.115,-0.001,0.192,0.145,0.047,0.137,0.174,-0.037,0.448,0.455,-0.007,0.495,0.481,0.014,0.505,0.519,-0.014,0.657,0.74,-0.083,0.343,0.26,0.083,0.538,0.551,-0.013,0.462,0.449,0.013
LA Clippers,"Wilson, Jamil",15.0,40,-25.0,6.0,19,-13.0,9.0,21,-12.0,0.4,0.475,-0.075,18.3,41.3,-23.0,0.554,0.676,-0.122,0.446,0.324,0.122,0.444,0.546,-0.102,0.092,0.079,0.013,0.441,0.268,0.173,0.125,0.113,0.012,0.115,0.187,-0.072,0.137,0.151,-0.014,0.352,0.466,-0.114,0.492,0.49,0.002,0.508,0.51,-0.002,0.733,0.674,0.059,0.267,0.326,-0.059,0.588,0.535,0.053,0.412,0.465,-0.053
Los Angeles Lakers,"Ball, Lonzo",34.0,40,-6.0,13.0,13,0.0,21.0,27,-6.0,0.382,0.325,0.057,33.6,20.2,13.4,0.678,0.711,-0.033,0.322,0.289,0.033,0.589,0.595,-0.006,0.087,0.09,-0.003,0.266,0.239,0.027,0.168,0.146,0.022,0.145,0.166,-0.021,0.148,0.156,-0.008,0.503,0.505,-0.002,0.519,0.454,0.065,0.481,0.546,-0.065,0.879,0.863,0.016,0.121,0.137,-0.016,0.602,0.54,0.062,0.398,0.46,-0.062
Los Angeles Lakers,"Blue, Vander",5.0,40,-35.0,1.0,13,-12.0,4.0,27,-23.0,0.2,0.325,-0.125,9.0,47.6,-38.6,0.662,0.692,-0.03,0.338,0.308,0.03,0.612,0.591,0.021,0.102,0.088,0.014,0.184,0.257,-0.073,0.153,0.159,-0.006,0.204,0.152,0.052,0.173,0.15,0.023,0.51,0.503,0.007,0.5,0.492,0.008,0.5,0.508,-0.008,1.0,0.871,0.129,0.0,0.129,-0.129,0.583,0.577,0.006,0.417,0.423,-0.006
Los Angeles Lakers,"Bogut, Andrew",23.0,40,-17.0,7.0,13,-6.0,16.0,27,-11.0,0.304,0.325,-0.021,9.4,43.3,-33.9,0.713,0.688,0.025,0.287,0.312,-0.025,0.564,0.595,-0.031,0.115,0.085,0.03,0.319,0.248,0.071,0.143,0.16,-0.017,0.118,0.158,-0.04,0.173,0.148,0.025,0.448,0.51,-0.062,0.467,0.495,-0.028,0.533,0.505,0.028,0.935,0.864,0.071,0.065,0.136,-0.071,0.595,0.575,0.02,0.405,0.425,-0.02
