球员,球队,对阵,时间,状态,首发,出场时间,三分球命中,三分球出手,两分球命中,两分球出手,罚球命中,罚球出手,进攻,篮板,助攻,抢断,盖帽,失误,犯规,得分,编号
赵天熠,广东,辽宁,2016-12-30,133:110(已结束),0,15.3,0,0,1,2,1,1,0,2,1,0,0,0,3,3,501408
朱芳雨,广东,辽宁,2016-12-30,133:110(已结束),0,12.0,0,4,3,4,3,3,1,1,2,0,0,1,0,9,100003
周湛东,广东,辽宁,2016-12-30,133:110(已结束),0,25.6,1,4,3,5,2,2,1,2,3,1,1,4,3,11,501893
邵英伦,广东,辽宁,2016-12-30,133:110(已结束),0,18.0,0,0,2,2,0,0,1,9,1,1,1,0,4,4,501407
董瀚麟,广东,辽宁,2016-12-30,133:110(已结束),0,14.0,0,0,2,5,0,0,2,3,1,1,0,1,3,4,500539
高尚,广东,辽宁,2016-12-30,133:110(已结束),0,17.0,0,0,5,7,1,1,0,0,0,0,0,1,0,11,501401
队伍,广东,辽宁,2016-12-30,133:110(已结束),0,-,0,0,0,0,0,0,3,4,0,0,0,0,0,0,Te007
德怀特·拜克斯,福建,江苏,2016-12-30,116:106(已结束),1,40.0,1,5,8,17,9,10,1,9,8,0,0,1,2,28,502346
王哲林,福建,江苏,2016-12-30,116:106(已结束),1,43.0,0,0,16,21,5,6,2,15,2,2,3,3,4,37,501537
赵泰隆,福建,江苏,2016-12-30,116:106(已结束),1,38.5,2,4,2,3,0,0,0,2,0,0,0,1,3,10,500382
陈林坚,福建,江苏,2016-12-30,116:106(已结束),1,32.3,1,5,1,2,0,0,0,2,1,0,1,1,3,5,501476
郭磊,福建,江苏,2016-12-30,116:106(已结束),1,8.3,0,2,1,1,0,0,1,2,0,0,0,0,1,2,100219
孙椿棚,福建,江苏,2016-12-30,116:106(已结束),0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501704
陈世杰,福建,江苏,2016-12-30,116:106(已结束),0,6.1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,503542
J·J·希克森,福建,江苏,2016-12-30,116:106(已结束),0,32.0,0,0,7,16,6,7,8,14,2,1,0,3,0,20,503569
胡珑贸,福建,江苏,2016-12-30,116:106(已结束),0,5.3,0,0,0,0,0,0,0,0,0,1,0,1,2,0,503543
黄毅超,福建,江苏,2016-12-30,116:106(已结束),0,32.0,4,8,1,1,0,0,0,3,2,0,1,0,3,14,502311
李江淮,福建,江苏,2016-12-30,116:106(已结束),0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,503541
柳伟,江苏,福建,2016-12-30,116:106(已结束),1,22.2,0,0,0,5,0,0,1,5,1,0,0,0,4,0,100164
曹飞,江苏,福建,2016-12-30,116:106(已结束),1,26.8,1,2,1,2,0,0,2,4,3,0,0,0,3,5,500545
候逸凡,江苏,福建,2016-12-30,116:106(已结束),1,36.2,3,8,4,9,3,3,1,4,1,1,1,0,4,20,501160
李原宇,江苏,福建,2016-12-30,116:106(已结束),1,35.0,0,0,6,11,1,2,1,6,0,0,0,1,4,13,501166
马尚·布鲁克斯,江苏,福建,2016-12-30,116:106(已结束),1,46.5,8,17,13,20,7,8,3,7,4,1,0,2,1,57,503170
陈磊,江苏,福建,2016-12-30,116:106(已结束),0,9.9,0,2,0,2,0,0,0,1,0,0,0,0,1,0,100139
易立,江苏,福建,2016-12-30,116:106(已结束),0,14.6,0,1,2,2,0,0,1,2,1,0,0,2,1,4,100019
常林,江苏,福建,2016-12-30,116:106(已结束),0,20.9,0,1,0,0,0,2,0,2,2,0,0,1,4,0,400102
刘亚晖,江苏,福建,2016-12-30,116:106(已结束),0,8.8,0,0,1,1,0,0,0,3,0,0,1,0,2,2,500341
常亚松,江苏,福建,2016-12-30,116:106(已结束),0,19.2,1,1,1,3,0,0,0,3,3,0,0,0,3,5,500667
王征,广厦,青岛,2016-12-30,114:105(已结束),1,11.9,0,0,2,5,0,0,1,2,0,0,0,0,1,4,500347
李京龙,广厦,青岛,2016-12-30,114:105(已结束),1,37.0,3,8,4,6,0,0,1,4,1,0,0,3,2,17,501406
林志杰,广厦,青岛,2016-12-30,114:105(已结束),1,44.2,0,5,5,7,0,0,3,4,4,2,0,1,4,10,500704
胡金秋,广厦,青岛,2016-12-30,114:105(已结束),1,28.0,0,0,4,8,3,4,4,6,2,0,0,0,1,11,502672
考特尼·福特森,广厦,青岛,2016-12-30,114:105(已结束),1,45.1,4,9,5,10,7,9,3,8,11,2,0,1,4,29,503548
苏若禹,广厦,青岛,2016-12-30,114:105(已结束),0,7.6,0,0,1,3,0,0,2,2,0,0,0,0,1,2,501181
伊莱·霍尔曼,广厦,青岛,2016-12-30,114:105(已结束),0,26.9,0,0,10,13,3,4,4,8,1,1,1,1,1,23,502309
孙铭徽,广厦,青岛,2016-12-30,114:105(已结束),0,2.9,0,0,0,1,1,2,1,1,1,1,0,1,1,1,501747
张伟,广厦,青岛,2016-12-30,114:105(已结束),0,21.6,0,3,3,6,0,0,2,8,1,1,0,0,2,6,100189
刘铮,广厦,青岛,2016-12-30,114:105(已结束),0,14.9,1,1,4,7,0,0,0,3,1,1,0,1,3,11,503536
队伍,广厦,青岛,2016-12-30,114:105(已结束),0,-,0,0,0,0,0,0,3,5,0,0,0,0,0,0,Te028
王庆明,青岛,广厦,2016-12-30,114:105(已结束),1,12.4,0,0,3,4,0,0,2,3,0,0,0,1,2,6,501485
多米尼克·琼斯,青岛,广厦,2016-12-30,114:105(已结束),1,42.7,2,5,15,21,1,5,2,6,11,1,1,3,3,37,501896
张涵钧,青岛,广厦,2016-12-30,114:105(已结束),1,33.3,0,2,5,6,0,0,2,4,3,1,0,1,5,10,501472
苏伟,青岛,广厦,2016-12-30,114:105(已结束),1,32.7,0,1,3,4,0,0,1,5,1,1,1,0,4,6,101763
刁成灏,青岛,广厦,2016-12-30,114:105(已结束),1,37.9,5,13,1,1,0,0,0,5,0,1,1,2,1,17,501695
丁皓然,青岛,广厦,2016-12-30,114:105(已结束),0,20.0,2,3,0,1,0,0,0,0,2,0,0,0,0,6,501981
卢卡斯·M,青岛,广厦,2016-12-30,114:105(已结束),0,28.8,2,6,3,5,0,0,3,10,2,1,1,6,5,12,503725
孙鐿滔,青岛,广厦,2016-12-30,114:105(已结束),0,3.4,0,0,0,0,3,3,0,0,1,0,0,0,0,3,501936
田嘉夫,青岛,广厦,2016-12-30,114:105(已结束),0,4.2,0,1,1,2,0,0,0,0,0,0,0,0,0,2,501382
宗赞,青岛,广厦,2016-12-30,114:105(已结束),0,15.3,0,1,1,1,0,0,0,2,0,0,0,0,2,2,501585
刘书楠,青岛,广厦,2016-12-30,114:105(已结束),0,9.3,0,0,1,1,2,2,0,0,0,0,0,0,1,4,500531
队伍,青岛,广厦,2016-12-30,114:105(已结束),0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Te030
闫鹏飞,山西,吉林,2017-01-01,112:99(已结束),1,36.5,0,0,7,13,3,4,4,9,1,0,1,1,2,17,501318
张学文,山西,吉林,2017-01-01,112:99(已结束),1,24.2,2,4,4,6,1,3,0,3,3,1,0,2,4,15,100201
J.富兰克林,山西,吉林,2017-01-01,112:99(已结束),1,38.5,5,13,5,9,10,11,2,13,4,3,0,6,2,35,502332
任骏威,山西,吉林,2017-01-01,112:99(已结束),1,16.1,0,2,1,2,0,0,1,2,1,0,0,0,3,2,501167
原帅,山西,吉林,2017-01-01,112:99(已结束),1,26.9,0,2,0,1,0,1,1,2,2,3,0,0,2,0,501459
田桂森,山西,吉林,2017-01-01,112:99(已结束),0,9.9,0,2,0,0,0,0,0,0,0,0,0,1,2,0,501320
王磊,山西,吉林,2017-01-01,112:99(已结束),0,21.9,1,2,1,1,6,7,2,5,3,1,0,2,2,11,100198
邢志强,山西,吉林,2017-01-01,112:99(已结束),0,7.8,0,1,2,2,1,1,0,0,1,2,0,1,1,5,501319
曾令旭,山西,吉林,2017-01-01,112:99(已结束),0,24.7,1,5,0,0,0,0,0,3,2,1,0,2,4,3,501329
亨利·西姆斯,山西,吉林,2017-01-01,112:99(已结束),0,33.6,0,0,9,17,6,6,2,13,3,0,0,1,0,24,503748
队伍,山西,吉林,2017-01-01,112:99(已结束),0,-,0,0,0,0,0,0,2,4,0,0,0,0,0,0,Te027
柴长易,吉林,山西,2017-01-01,112:99(已结束),1,17.6,3,7,1,1,0,0,0,0,0,1,0,0,0,11,501338
M.I.托马斯,吉林,山西,2017-01-01,112:99(已结束),1,37.8,2,6,2,4,0,0,4,20,3,1,1,1,1,10,503554
崔晋铭,吉林,山西,2017-01-01,112:99(已结束),1,46.2,1,8,6,8,3,3,1,2,6,3,0,3,2,18,501506
张彪,吉林,山西,2017-01-01,112:99(已结束),1,25.7,0,0,4,10,2,2,1,2,1,1,0,1,5,10,500526
刘天意,吉林,山西,2017-01-01,112:99(已结束),1,13.3,0,3,1,1,0,0,0,1,0,3,0,1,3,2,501540
蔡李龙,吉林,山西,2017-01-01,112:99(已结束),0,18.8,2,5,1,2,0,0,1,1,0,0,0,0,0,8,500675
肖剑,吉林,山西,2017-01-01,112:99(已结束),0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502308
邓华德,吉林,山西,2017-01-01,112:99(已结束),0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Ca168
钟诚,吉林,山西,2017-01-01,112:99(已结束),0,25.0,1,4,2,2,1,1,1,6,1,1,0,2,5,8,500523
J.A.布朗,吉林,山西,2017-01-01,112:99(已结束),0,33.4,3,9,6,11,8,8,0,2,5,0,0,4,3,29,503281
李安,吉林,山西,2017-01-01,112:99(已结束),0,21.6,0,1,1,1,1,2,1,3,0,0,0,0,5,3,500662
队伍,吉林,山西,2017-01-01,112:99(已结束),0,-,0,0,0,0,0,0,0,5,0,0,0,0,0,0,Te002
赵睿,广东,上海,2017-01-01,116:107(已结束),1,27.4,1,1,0,3,2,2,1,4,2,1,0,0,6,5,501938
任骏飞,广东,上海,2017-01-01,116:107(已结束),1,28.1,1,2,3,6,3,5,5,6,2,1,0,4,2,12,500672
多纳德·斯隆,广东,上海,2017-01-01,116:107(已结束),1,35.7,2,9,9,13,2,2,0,6,5,2,0,2,1,26,501573
周鹏,广东,上海,2017-01-01,116:107(已结束),1,42.2,4,9,6,10,6,9,0,3,2,1,0,1,2,30,100007
董瀚麟,广东,上海,2017-01-01,116:107(已结束),1,20.9,0,0,2,5,4,6,6,12,0,1,0,0,2,8,500539
赵天熠,广东,上海,2017-01-01,116:107(已结束),0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,501408
陈江华,广东,上海,2017-01-01,116:107(已结束),0,12.3,0,1,1,3,0,0,0,2,1,2,0,1,5,2,100002
朱芳雨,广东,上海,2017-01-01,116:107(已结束),0,19.3,0,5,0,1,2,2,0,2,1,2,0,2,1,2,100003
杨金蒙,广东,上海,2017-01-01,116:107(已结束),0,12.0,0,2,0,0,0,0,0,0,1,1,0,2,6,0,501399
邵英伦,广东,上海,2017-01-01,116:107(已结束),0,1.9,0,0,1,1,1,1,0,0,0,0,0,0,2,3,501407
周湛东,广东,上海,2017-01-01,116:107(已结束),0,8.5,2,2,0,1,0,0,0,0,0,0,0,0,2,6,501893
布泽尔,广东,上海,2017-01-01,116:107(已结束),0,30.9,0,0,9,14,4,4,3,10,3,0,0,0,3,22,503552
队伍,广东,上海,2017-01-01,116:107(已结束),0,-,0,0,0,0,0,0,1,6,0,0,0,1,0,0,Te007
曾文鼎,上海,广东,2017-01-01,116:107(已结束),1,7.8,1,3,0,1,0,0,0,2,0,0,0,0,2,3,501306
刘晓宇,上海,广东,2017-01-01,116:107(已结束),1,42.7,0,0,1,4,3,3,1,3,7,3,0,6,2,5,100006
弗雷戴特,上海,广东,2017-01-01,116:107(已结束),1,37.5,3,10,5,10,16,16,0,5,3,1,0,4,2,35,503551
张兆旭,上海,广东,2017-01-01,116:107(已结束),1,36.6,0,0,5,8,1,3,1,5,0,1,1,1,3,11,501069
翟逸,上海,广东,2017-01-01,116:107(已结束),1,30.5,0,3,3,3,3,3,0,1,2,0,0,1,4,9,501470
唐子豪,上海,广东,2017-01-01,116:107(已结束),0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503537
蔡亮,上海,广东,2017-01-01,116:107(已结束),0,28.0,4,5,0,1,0,0,1,6,0,1,0,2,5,12,500367
亚布塞莱,上海,广东,2017-01-01,116:107(已结束),0,34.5,4,10,4,7,8,10,3,10,2,2,1,2,0,28,503550
卢伟,上海,广东,2017-01-01,116:107(已结束),0,13.6,0,2,2,3,0,0,0,0,0,0,0,0,2,4,100128
鞠鹏,上海,广东,2017-01-01,116:107(已结束),0,6.8,0,1,0,1,0,0,0,1,0,0,0,1,2,0,101765
队伍,上海,广东,2017-01-01,116:107(已结束),0,-,0,0,0,0,0,0,2,5,0,0,0,0,0,0,Te009
郑准,广州,福建,2017-01-01,99:101(已结束),1,31.7,1,5,7,11,1,2,3,8,1,0,0,0,3,18,500509
李学林,广州,福建,2017-01-01,99:101(已结束),1,27.8,0,0,1,3,0,0,1,3,3,1,0,1,1,2,501212
范子铭,广州,福建,2017-01-01,99:101(已结束),1,25.6,0,0,5,9,3,6,1,1,0,1,0,2,3,13,501725
巴赫拉米,广州,福建,2017-01-01,99:101(已结束),1,40.9,2,8,3,9,2,2,1,4,3,0,0,2,0,14,501903
大卫·肯尼迪,广州,福建,2017-01-01,99:101(已结束),1,41.6,1,3,9,13,8,13,3,13,4,1,0,3,2,29,503572
鞠明欣,广州,福建,2017-01-01,99:101(已结束),0,16.8,0,0,1,5,0,0,0,3,0,1,0,1,1,2,501398
TURCHETTO ANDREA,广州,福建,2017-01-01,99:101(已结束),0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Ca653
赵率舟,广州,福建,2017-01-01,99:101(已结束),0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501737
史鸿飞,广州,福建,2017-01-01,99:101(已结束),0,16.6,1,3,0,2,0,0,0,0,2,0,0,0,2,3,501345
S.A.亚历山大,广州,福建,2017-01-01,99:101(已结束),0,20.5,0,0,4,5,3,4,3,8,0,1,0,2,5,11,503571
朱旭航,广州,福建,2017-01-01,99:101(已结束),0,18.5,1,3,1,2,2,2,2,2,0,1,0,1,6,7,501546
郭磊,福建,广州,2017-01-01,99:101(已结束),1,10.3,1,2,1,1,0,0,0,1,0,0,0,1,2,5,100219
赵泰隆,福建,广州,2017-01-01,99:101(已结束),1,39.4,5,8,0,2,1,1,0,5,0,1,0,2,5,16,500382
陈林坚,福建,广州,2017-01-01,99:101(已结束),1,41.7,4,11,3,7,1,1,0,1,5,1,0,2,3,19,501476
王哲林,福建,广州,2017-01-01,99:101(已结束),1,42.7,0,0,10,12,3,5,4,8,2,1,1,4,5,23,501537
德怀特·拜克斯,福建,广州,2017-01-01,99:101(已结束),1,34.1,1,3,3,7,2,2,0,4,5,1,0,3,1,11,502346
黄毅超,福建,广州,2017-01-01,99:101(已结束),0,9.1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,502311
李江淮,福建,广州,2017-01-01,99:101(已结束),0,5.2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,503541
孙喆,福建,广州,2017-01-01,99:101(已结束),0,3.2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,500441
陈世杰,福建,广州,2017-01-01,99:101(已结束),0,8.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,503542
J·J·希克森,福建,广州,2017-01-01,99:101(已结束),0,37.9,0,0,12,17,3,8,3,13,1,1,0,3,3,27,503569
胡珑贸,福建,广州,2017-01-01,99:101(已结束),0,7.7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,503543
柳伟,江苏,四川,2017-01-01,110:94(已结束),1,21.7,0,0,2,5,0,0,0,1,2,2,0,1,6,4,100164
曹飞,江苏,四川,2017-01-01,110:94(已结束),1,24.1,0,0,5,5,0,0,0,2,1,2,0,0,2,10,500545
候逸凡,江苏,四川,2017-01-01,110:94(已结束),1,17.7,1,4,1,2,0,0,0,2,1,1,0,2,2,5,501160
李原宇,江苏,四川,2017-01-01,110:94(已结束),1,34.4,0,0,0,3,0,0,3,7,1,2,1,3,4,0,501166
马尚·布鲁克斯,江苏,四川,2017-01-01,110:94(已结束),1,43.4,7,15,12,26,11,12,1,10,2,1,1,3,2,56,503170
陈磊,江苏,四川,2017-01-01,110:94(已结束),0,30.3,2,7,1,2,4,4,2,6,0,3,0,0,2,12,100139
常林,江苏,四川,2017-01-01,110:94(已结束),0,20.0,3,3,1,2,0,0,0,5,1,1,0,6,5,11,400102
常亚松,江苏,四川,2017-01-01,110:94(已结束),0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500667
刘亚晖,江苏,四川,2017-01-01,110:94(已结束),0,19.9,2,3,1,1,0,1,0,1,0,2,0,0,2,8,500341
胡雪峰,江苏,四川,2017-01-01,110:94(已结束),0,21.9,0,3,1,2,2,2,3,4,6,1,0,0,0,4,100018
队伍,江苏,四川,2017-01-01,110:94(已结束),0,-,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Te005
孟达,四川,江苏,2017-01-01,110:94(已结束),1,41.3,3,8,3,4,5,5,1,5,0,1,0,5,5,20,100026
陈晓东,四川,江苏,2017-01-01,110:94(已结束),1,6.3,0,0,0,2,0,0,0,1,0,1,0,0,0,0,100214
哈达迪,四川,江苏,2017-01-01,110:94(已结束),1,42.3,0,1,10,15,12,18,4,17,3,3,1,7,4,32,501880
刘炜,四川,江苏,2017-01-01,110:94(已结束),1,40.6,0,1,4,7,0,1,0,2,2,1,0,1,0,8,100060
张春军,四川,江苏,2017-01-01,110:94(已结束),1,32.2,0,3,1,1,2,2,1,5,1,1,0,2,6,4,501156
王汝恒,四川,江苏,2017-01-01,110:94(已结束),0,22.8,1,3,2,2,0,0,0,2,0,0,0,2,1,7,501163
约什·史密斯,四川,江苏,2017-01-01,110:94(已结束),0,29.7,2,6,3,6,0,1,0,5,2,1,0,4,1,12,503570
蔡晨,四川,江苏,2017-01-01,110:94(已结束),0,12.0,0,1,4,6,0,0,0,2,0,1,0,3,1,8,501343
吴楠,四川,江苏,2017-01-01,110:94(已结束),0,12.8,0,2,0,0,1,2,0,1,0,0,0,1,2,3,500533
队伍,四川,江苏,2017-01-01,110:94(已结束),0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NTe003
斯蒂芬·马布里,北京,天津,2017-01-01,109:83(已结束),1,26.6,0,2,7,13,4,5,2,4,2,5,0,1,2,18,500733
吉喆,北京,天津,2017-01-01,109:83(已结束),1,18.2,2,3,1,2,0,0,3,7,1,0,2,1,5,8,500356
王骁辉,北京,天津,2017-01-01,109:83(已结束),1,12.8,0,2,0,0,0,0,1,4,0,1,0,0,1,0,500517
孙悦,北京,天津,2017-01-01,109:83(已结束),1,23.5,0,1,1,1,0,0,1,2,3,2,0,1,2,2,101492
张松涛,北京,天津,2017-01-01,109:83(已结束),1,14.7,0,0,2,4,0,0,0,2,3,1,1,1,3,4,101677
朱彦西,北京,天津,2017-01-01,109:83(已结束),0,21.6,0,2,0,0,0,0,2,3,4,0,0,0,3,0,501234
J·格兰特,北京,天津,2017-01-01,109:83(已结束),0,36.9,2,4,4,10,4,7,4,17,3,0,2,2,6,18,503747
方硕,北京,天津,2017-01-01,109:83(已结束),0,36.2,9,14,6,11,0,0,0,0,4,1,0,4,3,39,500519
李伟,北京,天津,2017-01-01,109:83(已结束),0,4.7,0,0,0,3,0,0,1,1,0,0,0,1,0,0,501883
段江鹏,北京,天津,2017-01-01,109:83(已结束),0,29.8,2,3,4,6,1,1,0,2,3,0,0,1,2,15,500389
张才仁,北京,天津,2017-01-01,109:83(已结束),0,5.4,0,0,1,1,0,0,0,0,1,0,0,0,0,2,501976
张庆鹏,北京,天津,2017-01-01,109:83(已结束),0,9.7,1,2,0,0,0,0,0,2,0,0,0,1,0,3,100126
队伍,北京,天津,2017-01-01,109:83(已结束),0,-,0,0,0,0,0,0,1,6,0,0,0,0,0,0,Te012
桑尼,天津,北京,2017-01-01,109:83(已结束),1,28.5,0,0,2,9,6,8,4,8,0,0,0,3,0,10,501255
时德帅,天津,北京,2017-01-01,109:83(已结束),1,13.0,0,2,1,2,0,2,1,2,2,0,0,0,2,2,501763
普·杰特,天津,北京,2017-01-01,109:83(已结束),1,32.3,1,3,1,8,10,10,0,0,1,0,0,2,3,15,501544
李荣培,天津,北京,2017-01-01,109:83(已结束),1,30.2,0,2,0,2,0,0,1,2,1,1,0,0,1,0,501761
张智涵,天津,北京,2017-01-01,109:83(已结束),1,43.7,1,5,3,6,1,2,2,7,0,1,0,2,2,10,500696
张楠,天津,北京,2017-01-01,109:83(已结束),0,4.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100244
杰里米-泰勒,天津,北京,2017-01-01,109:83(已结束),0,35.3,0,1,11,20,8,10,4,17,0,1,1,2,4,30,502331
史仪,天津,北京,2017-01-01,109:83(已结束),0,15.8,0,1,4,5,0,1,0,0,0,0,0,3,1,8,502748
田垒,天津,北京,2017-01-01,109:83(已结束),0,19.2,2,3,1,1,0,0,1,2,0,3,0,1,1,8,501945
孟祥龙,天津,北京,2017-01-01,109:83(已结束),0,11.3,0,0,0,1,0,0,0,1,0,0,0,1,1,0,500697
韩博林,天津,北京,2017-01-01,109:83(已结束),0,6.6,0,1,0,0,0,0,0,3,0,0,0,0,0,0,501758
队伍,天津,北京,2017-01-01,109:83(已结束),0,-,0,0,0,0,0,0,2,3,0,0,0,0,0,0,Te029
唐正东,同曦,新疆,2017-01-01,89:104(已结束),1,12.7,0,0,1,6,0,0,1,4,0,0,0,1,1,2,100017
冯欣,同曦,新疆,2017-01-01,89:104(已结束),1,34.4,0,3,2,6,0,0,1,5,5,2,0,2,3,4,501031
宋建骅,同曦,新疆,2017-01-01,89:104(已结束),1,34.0,4,6,3,4,0,1,1,3,1,3,2,1,3,18,501380
郭一飞,同曦,新疆,2017-01-01,89:104(已结束),1,30.9,1,3,4,5,2,2,3,9,0,0,0,2,5,13,501477
康宁汉姆,同曦,新疆,2017-01-01,89:104(已结束),1,45.1,3,8,8,17,6,8,1,4,2,2,0,4,1,31,503566
张财宝,同曦,新疆,2017-01-01,89:104(已结束),0,13.6,0,2,3,3,0,0,2,2,0,0,0,0,3,6,500674
买尔丹·吐尔逊,同曦,新疆,2017-01-01,89:104(已结束),0,24.6,0,0,1,2,1,2,1,4,3,1,0,0,4,3,500516
于长春,同曦,新疆,2017-01-01,89:104(已结束),0,11.4,0,2,1,1,0,0,0,1,0,0,0,0,1,2,500701
范成林,同曦,新疆,2017-01-01,89:104(已结束),0,6.4,0,1,0,1,0,0,1,1,0,0,0,0,1,0,501280
埃克·迪奥古,同曦,新疆,2017-01-01,89:104(已结束),0,26.9,0,4,4,8,2,4,3,10,2,0,0,2,4,10,501362
队伍,同曦,新疆,2017-01-01,89:104(已结束),0,-,0,0,0,0,0,0,0,3,0,0,0,2,0,0,NTe013
西热力江,新疆,同曦,2017-01-01,89:104(已结束),1,29.5,2,6,0,0,0,0,0,5,3,3,0,0,2,6,500555
俞长栋,新疆,同曦,2017-01-01,89:104(已结束),1,18.4,0,0,2,4,0,0,1,3,0,0,0,0,3,4,501179
可兰白克-马坎,新疆,同曦,2017-01-01,89:104(已结束),1,19.5,1,1,0,2,1,2,2,4,0,1,0,1,3,4,501464
周琦,新疆,同曦,2017-01-01,89:104(已结束),1,27.6,0,1,5,8,6,8,0,8,1,0,2,1,1,16,501738
达柳斯·亚当斯,新疆,同曦,2017-01-01,89:104(已结束),1,35.9,3,12,8,16,0,0,1,7,3,2,0,3,3,25,503547
孙桐林,新疆,同曦,2017-01-01,89:104(已结束),0,23.9,0,0,6,7,1,2,5,8,3,0,0,1,3,13,501177
王子瑞,新疆,同曦,2017-01-01,89:104(已结束),0,12.1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,501301
李根,新疆,同曦,2017-01-01,89:104(已结束),0,25.3,0,3,6,7,0,0,2,3,2,0,0,2,3,12,500536
安德雷.布拉切,新疆,同曦,2017-01-01,89:104(已结束),0,26.1,0,2,6,12,9,13,3,9,2,1,2,1,3,21,502328
罗旭东,新疆,同曦,2017-01-01,89:104(已结束),0,13.8,0,0,1,1,0,0,2,3,0,1,0,0,2,2,100072
唐才育,新疆,同曦,2017-01-01,89:104(已结束),0,2.1,0,0,0,0,1,2,0,0,0,0,0,2,0,1,502749
阿不都沙拉木,新疆,同曦,2017-01-01,89:104(已结束),0,5.9,0,0,0,4,0,0,1,2,0,0,0,1,0,0,501983
队伍,新疆,同曦,2017-01-01,89:104(已结束),0,-,0,0,0,0,0,0,2,4,0,0,0,0,0,0,Te008
郭艾伦,辽宁,深圳,2017-01-01,115:101(已结束),1,36.9,1,2,5,10,5,8,3,6,6,3,1,1,3,18,501070
莱斯特·哈德森,辽宁,深圳,2017-01-01,115:101(已结束),1,43.2,7,16,5,10,7,9,2,8,1,0,1,0,2,38,501217
刘志轩,辽宁,深圳,2017-01-01,115:101(已结束),1,25.9,2,2,0,1,0,0,1,2,2,0,0,0,1,6,501170
廉明,辽宁,深圳,2017-01-01,115:101(已结束),1,33.8,2,2,2,4,0,0,2,5,2,0,1,2,3,10,501171
韩德君,辽宁,深圳,2017-01-01,115:101(已结束),1,27.6,0,0,8,11,3,4,2,11,1,1,0,3,0,19,500345
高诗岩,辽宁,深圳,2017-01-01,115:101(已结束),0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501726
赵继伟,辽宁,深圳,2017-01-01,115:101(已结束),0,28.6,2,4,0,2,0,0,2,6,6,1,0,2,3,6,501736
兰多夫,辽宁,深圳,2017-01-01,115:101(已结束),0,25.9,2,3,2,8,4,4,3,6,3,0,1,4,4,14,501557
卫猛,辽宁,深圳,2017-01-01,115:101(已结束),0,8.3,0,0,0,0,0,0,1,1,1,0,0,1,1,0,501895
杨鸣,辽宁,深圳,2017-01-01,115:101(已结束),0,9.1,0,0,2,2,0,0,0,0,0,0,0,1,0,4,100129
队伍,辽宁,深圳,2017-01-01,115:101(已结束),0,-,0,0,0,0,0,0,2,3,0,0,0,0,0,0,Te011
李慕豪,深圳,辽宁,2017-01-01,115:101(已结束),1,22.6,0,0,1,3,1,2,1,3,0,2,0,1,2,3,501178
杰里米·帕戈,深圳,辽宁,2017-01-01,115:101(已结束),1,35.6,4,7,4,9,2,4,2,2,4,0,0,1,2,22,503173
孟铎,深圳,辽宁,2017-01-01,115:101(已结束),1,33.4,4,6,3,7,1,2,0,0,1,2,0,1,2,19,100111
顾全,深圳,辽宁,2017-01-01,115:101(已结束),1,25.6,0,3,2,6,0,0,1,3,0,2,1,4,2,4,501176
沈梓捷,深圳,辽宁,2017-01-01,115:101(已结束),1,7.8,0,0,1,3,0,0,0,2,0,0,0,1,2,2,501674
赵捷,深圳,辽宁,2017-01-01,115:101(已结束),0,18.8,3,7,1,4,0,0,0,0,1,0,0,0,1,11,500666
张凯,深圳,辽宁,2017-01-01,115:101(已结束),0,14.8,0,0,3,5,0,0,4,7,1,0,1,0,1,6,100107
代怀博,深圳,辽宁,2017-01-01,115:101(已结束),0,14.3,0,1,1,2,0,0,1,1,0,1,0,0,0,2,501413
马齐·兰佩,深圳,辽宁,2017-01-01,115:101(已结束),0,36.5,0,2,8,16,1,2,7,13,5,1,2,0,1,17,503546
于德豪,深圳,辽宁,2017-01-01,115:101(已结束),0,12.4,0,0,2,2,2,2,1,5,1,1,0,2,5,6,501678
何忠勉,深圳,辽宁,2017-01-01,115:101(已结束),0,18.3,2,5,1,2,1,1,1,2,1,2,0,0,2,9,500665
队伍,深圳,辽宁,2017-01-01,115:101(已结束),0,-,0,0,0,0,0,0,1,2,0,0,0,1,0,0,Te025
