PLAYER_ID,NAME,TEAM,GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK
203937,"Anderson, Kyle",SAS,Wins/Losses,Wins,37,37,0,1.0,996.57,105,203,0.517,10,24,0.417,57,77,0.74,36,171,207,111,42,60,29,13,54,58,277,292,4,0,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1
203937,"Anderson, Kyle",SAS,Wins/Losses,Losses,29,0,29,0.0,779.086666667,101,193,0.523,5,25,0.2,38,54,0.704,42,123,165,72,50,41,22,18,44,48,245,-165,2,0,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1
203937,"Anderson, Kyle",SAS,Month,October,7,4,3,0.571,186.373333333,22,52,0.423,2,5,0.4,9,14,0.643,16,34,50,13,7,3,4,5,9,10,55,-46,1,0,6,5,1,4,5,5,5,6,3,4,2,6,6,4,1,5,4,5,6,6,5,2,1,6,6,6,5,2,1
203937,"Anderson, Kyle",SAS,Month,November,14,10,4,0.714,399.386666667,54,97,0.557,1,5,0.2,30,37,0.811,15,65,80,53,19,22,14,9,22,28,139,54,3,0,2,1,3,1,2,1,1,2,5,4,5,1,1,3,3,2,2,1,2,3,2,6,5,1,1,2,2,1,1
203937,"Anderson, Kyle",SAS,Month,December,8,5,3,0.625,186.17,20,34,0.588,2,4,0.5,14,17,0.824,5,35,40,12,9,9,2,1,13,14,56,42,0,0,5,4,1,2,6,6,6,1,3,6,1,3,5,2,6,4,6,6,5,5,6,1,2,5,5,3,6,5,1
203937,"Anderson, Kyle",SAS,Month,January,16,9,7,0.563,468.846666667,45,90,0.5,6,15,0.4,17,20,0.85,16,81,97,45,27,29,16,5,24,20,113,63,1,0,1,2,5,5,1,2,2,5,1,1,2,2,3,1,1,1,1,2,1,1,1,2,6,2,2,1,1,2,1
203937,"Anderson, Kyle",SAS,Month,February,9,2,7,0.222,241.893333333,31,60,0.517,0,8,0.0,13,24,0.542,11,31,42,25,11,11,10,6,14,19,75,-26,0,0,4,6,5,6,4,4,4,4,6,3,6,4,2,6,5,6,5,4,4,4,3,5,3,3,4,5,4,5,1
203937,"Anderson, Kyle",SAS,Month,March,12,7,5,0.583,292.986666667,34,63,0.54,4,12,0.333,12,19,0.632,15,48,63,35,19,27,5,5,16,15,84,40,1,0,3,3,4,3,3,3,3,3,2,2,4,5,4,5,3,3,3,3,2,2,4,2,4,4,3,4,3,2,1
203937,"Anderson, Kyle",SAS,Pre/Post All-Star,Pre All-Star,51,29,22,0.569,1396.75666667,163,316,0.516,11,36,0.306,79,104,0.76,57,235,292,139,73,70,42,25,77,85,416,78,5,0,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1
203937,"Anderson, Kyle",SAS,Pre/Post All-Star,Post All-Star,15,8,7,0.533,378.9,43,80,0.538,4,13,0.308,16,27,0.593,21,59,80,44,19,31,9,6,21,21,106,49,1,0,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1
203937,"Anderson, Kyle",SAS,Starting Position,Starters,60,33,27,0.55,1637.57666667,192,365,0.526,14,43,0.326,91,124,0.734,73,267,340,169,87,93,49,30,93,100,489,102,6,0,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1
203937,"Anderson, Kyle",SAS,Starting Position,Bench,6,4,2,0.667,138.08,14,31,0.452,1,6,0.167,4,7,0.571,5,27,32,14,5,8,2,1,5,6,33,25,0,0,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1
