球员,球队,对阵,时间,状态,首发,出场时间,三分球命中,三分球出手,两分球命中,两分球出手,罚球命中,罚球出手,进攻,篮板,助攻,抢断,盖帽,失误,犯规,得分,编号
郭艾伦,辽宁,山西,2018-01-21,106:105(已结束),1,33.6,5,8,4,8,2,5,1,9,3,3,0,0,5,25,501070
丛明晨,辽宁,山西,2018-01-21,106:105(已结束),0,21.2,2,5,0,0,1,2,1,3,3,0,0,1,1,7,501739
巴斯,辽宁,山西,2018-01-21,106:105(已结束),0,36.7,0,0,8,17,3,3,5,13,4,3,2,3,1,19,603149
赵继伟,辽宁,山西,2018-01-21,106:105(已结束),0,30.7,2,4,0,1,5,5,1,2,5,2,0,0,4,11,501736
钟诚,辽宁,山西,2018-01-21,106:105(已结束),0,6.4,0,2,1,1,0,0,0,1,0,0,0,0,1,2,500523
李敬宇,山西,辽宁,2018-01-21,106:105(已结束),1,25.3,0,3,5,6,0,0,0,2,3,1,0,1,4,10,500331
刘冠岑,山西,辽宁,2018-01-21,106:105(已结束),1,12.0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,501697
任骏威,山西,辽宁,2018-01-21,106:105(已结束),1,16.8,1,5,1,3,1,2,1,2,2,0,0,0,3,6,501167
斯科拉,山西,辽宁,2018-01-21,106:105(已结束),1,41.1,3,6,10,19,4,4,2,10,2,1,1,2,4,33,603196
曾令旭,山西,辽宁,2018-01-21,106:105(已结束),1,38.0,2,6,4,5,0,0,1,6,7,3,0,3,2,14,501329
王洪,山西,辽宁,2018-01-21,106:105(已结束),0,12.9,2,3,0,0,0,0,0,3,1,0,0,1,2,6,503544
闫鹏飞,山西,辽宁,2018-01-21,106:105(已结束),0,7.3,0,0,1,6,0,0,1,2,1,0,2,0,0,2,501318
张泽龙,山西,辽宁,2018-01-21,106:105(已结束),0,14.4,1,2,0,1,0,0,0,2,0,0,0,1,1,3,501680
原帅,山西,辽宁,2018-01-21,106:105(已结束),0,11.7,0,2,1,1,0,0,0,1,0,1,0,0,0,2,501459
邢志强,山西,辽宁,2018-01-21,106:105(已结束),0,30.4,2,5,5,6,1,1,0,6,4,1,0,0,5,17,501319
威利·沃伦,山西,辽宁,2018-01-21,106:105(已结束),0,30.2,1,3,2,6,5,6,2,7,8,2,0,3,5,12,502297
徐煜峰,四川,同曦,2018-01-21,111:120(已结束),1,5.0,0,0,1,1,0,0,2,2,0,0,0,0,0,2,501707
艾克·迪奥古,四川,同曦,2018-01-21,111:120(已结束),1,31.2,6,11,5,9,4,4,1,14,1,0,0,1,2,32,501362
陈辰,四川,同曦,2018-01-21,111:120(已结束),1,30.9,0,3,2,9,1,2,3,6,0,1,0,1,4,5,502296
孟达,四川,同曦,2018-01-21,111:120(已结束),1,43.2,1,4,6,10,2,2,0,4,3,0,0,1,4,17,100026
王政博,四川,同曦,2018-01-21,111:120(已结束),1,31.2,1,3,0,0,0,0,0,1,2,0,0,0,3,3,501734
吴楠,四川,同曦,2018-01-21,111:120(已结束),0,17.5,0,2,1,2,0,0,1,1,1,0,0,2,3,2,500533
杨越,四川,同曦,2018-01-21,111:120(已结束),0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501309
黄荣奇,四川,同曦,2018-01-21,111:120(已结束),0,21.1,0,2,5,9,2,2,4,5,0,0,0,4,4,12,603156
左朕年,四川,同曦,2018-01-21,111:120(已结束),0,18.0,0,1,4,4,3,5,0,0,0,0,0,1,1,11,502024
哈达迪,四川,同曦,2018-01-21,111:120(已结束),0,40.9,0,2,10,16,7,9,4,18,4,0,4,2,4,27,501880
J·J·希克森,同曦,四川,2018-01-21,111:120(已结束),1,30.2,0,1,9,21,6,12,5,15,4,2,1,0,3,24,503569
巴赫拉米,同曦,四川,2018-01-21,111:120(已结束),1,41.7,0,3,12,18,2,3,3,8,1,1,0,0,2,26,501903
郭一飞,同曦,四川,2018-01-21,111:120(已结束),1,29.3,3,4,0,1,4,4,4,10,0,1,0,1,3,13,501477
冯欣,同曦,四川,2018-01-21,111:120(已结束),1,30.3,1,3,3,6,0,0,0,4,4,0,0,0,3,9,501031
周仪翔,同曦,四川,2018-01-21,111:120(已结束),1,12.2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,603171
宋建骅,同曦,四川,2018-01-21,111:120(已结束),0,29.7,1,4,2,2,1,2,0,2,2,1,0,0,1,8,501380
买尔丹·吐尔逊,同曦,四川,2018-01-21,111:120(已结束),0,24.7,0,0,3,6,1,2,3,5,0,1,2,1,6,7,500516
杰里米·帕戈,同曦,四川,2018-01-21,111:120(已结束),0,41.9,3,9,8,14,8,10,0,4,3,1,0,0,5,33,503173
付豪,八一,广厦,2018-01-21,91:125(已结束),1,40.1,0,0,5,13,4,6,2,11,3,0,0,4,5,14,501770
刘航初,八一,广厦,2018-01-21,91:125(已结束),1,28.7,0,0,3,7,1,3,1,6,0,1,0,3,6,7,501144
曹岩,八一,广厦,2018-01-21,91:125(已结束),1,29.0,6,12,1,5,0,0,1,1,1,1,0,0,2,20,501336
张祖铭,八一,广厦,2018-01-21,91:125(已结束),1,18.1,0,4,2,4,0,0,2,2,0,0,0,0,1,4,501782
阿尔斯兰,八一,广厦,2018-01-21,91:125(已结束),1,34.5,4,11,3,3,1,2,1,3,6,2,0,1,3,19,501769
田宇翔,八一,广厦,2018-01-21,91:125(已结束),0,19.3,2,6,0,3,0,0,1,3,4,1,1,1,0,6,501335
李天戈,八一,广厦,2018-01-21,91:125(已结束),0,4.7,0,0,1,1,0,0,0,1,1,0,0,0,0,2,501774
德勒黑,八一,广厦,2018-01-21,91:125(已结束),0,6.7,0,1,0,0,0,0,0,1,0,0,0,0,3,0,100254
罗凯文,八一,广厦,2018-01-21,91:125(已结束),0,34.4,2,6,1,5,1,2,0,1,4,1,0,1,1,9,501777
宁鸿宇,八一,广厦,2018-01-21,91:125(已结束),0,24.1,0,0,5,8,0,0,0,1,0,1,3,2,5,10,501779
林志杰,广厦,八一,2018-01-21,91:125(已结束),1,19.8,3,4,0,0,0,0,1,3,2,1,0,1,0,9,500704
苏若禹,广厦,八一,2018-01-21,91:125(已结束),1,21.8,0,0,5,9,5,6,0,7,2,2,0,0,3,15,501181
胡金秋,广厦,八一,2018-01-21,91:125(已结束),1,30.1,0,0,9,12,5,5,6,13,1,1,1,3,1,23,502672
考特尼·福特森,广厦,八一,2018-01-21,91:125(已结束),1,21.9,2,2,2,6,8,9,1,3,7,1,0,2,1,18,503548
刘铮,广厦,八一,2018-01-21,91:125(已结束),1,18.7,0,2,1,4,0,0,1,6,1,1,0,2,0,2,503536
鞠鹏,广厦,八一,2018-01-21,91:125(已结束),0,5.3,0,0,1,1,2,2,0,0,0,0,0,0,1,4,101765
孙铭徽,广厦,八一,2018-01-21,91:125(已结束),0,26.0,0,1,7,10,1,1,0,2,5,3,0,3,0,15,501747
博洛西斯,广厦,八一,2018-01-21,91:125(已结束),0,18.0,0,1,2,3,6,7,1,13,0,0,0,1,2,10,603162
李斌,广厦,八一,2018-01-21,91:125(已结束),0,1.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,501741
李京龙,广厦,八一,2018-01-21,91:125(已结束),0,28.1,3,6,0,2,0,0,0,3,0,0,0,1,1,9,501406
赵岩昊,广厦,八一,2018-01-21,91:125(已结束),0,27.5,1,1,4,5,4,4,0,0,2,0,0,2,1,15,501752
赵天熠,广厦,八一,2018-01-21,91:125(已结束),0,20.7,0,0,2,4,1,2,1,5,2,1,0,1,4,5,501408
孙桐林,新疆,江苏,2018-01-21,139:119(已结束),1,31.0,0,0,7,9,3,4,5,8,6,2,0,0,4,17,501177
阿不都沙拉木,新疆,江苏,2018-01-21,139:119(已结束),1,28.1,0,3,3,5,3,4,2,3,1,1,0,2,2,9,501983
俞长栋,新疆,江苏,2018-01-21,139:119(已结束),1,35.5,4,9,3,6,1,1,0,3,1,2,0,0,4,19,501179
可兰白克·马坎,新疆,江苏,2018-01-21,139:119(已结束),1,31.1,0,0,4,7,1,2,0,7,2,1,0,0,5,9,600301
达柳斯·亚当斯,新疆,江苏,2018-01-21,139:119(已结束),1,46.9,6,10,11,19,12,13,0,5,8,3,0,7,3,52,503547
西热力江,新疆,江苏,2018-01-21,139:119(已结束),0,36.8,4,7,2,4,0,0,0,3,4,3,0,1,5,16,500555
孙鸣阳,新疆,江苏,2018-01-21,139:119(已结束),0,4.8,0,0,1,2,0,0,0,0,0,0,0,0,2,2,501403
李学林,新疆,江苏,2018-01-21,139:119(已结束),0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501212
奥古斯托·利马,新疆,江苏,2018-01-21,139:119(已结束),0,24.6,0,0,5,6,5,10,8,14,1,3,2,0,4,15,603208
柳伟,江苏,新疆,2018-01-21,139:119(已结束),1,15.1,0,0,1,3,1,2,2,3,0,1,0,1,7,3,100164
米罗斯拉夫·拉杜利察,江苏,新疆,2018-01-21,139:119(已结束),1,36.0,0,1,9,15,7,8,3,8,2,1,0,3,5,25,603130
易立,江苏,新疆,2018-01-21,139:119(已结束),1,34.2,2,5,3,6,1,2,0,3,1,1,1,3,4,13,100019
侯逸凡,江苏,新疆,2018-01-21,139:119(已结束),1,8.9,0,1,0,0,0,0,3,3,0,0,0,0,0,0,600113
曹飞,江苏,新疆,2018-01-21,139:119(已结束),1,28.6,0,4,4,6,3,3,1,2,5,0,0,3,3,11,500545
李原宇,江苏,新疆,2018-01-21,139:119(已结束),0,29.2,1,2,6,9,1,1,0,5,4,2,0,1,5,16,501166
贾巴里·布朗,江苏,新疆,2018-01-21,139:119(已结束),0,30.2,3,5,3,6,8,8,1,3,1,0,0,2,0,23,503281
吴冠希,江苏,新疆,2018-01-21,139:119(已结束),0,15.7,0,0,1,3,1,2,2,6,0,1,0,1,4,3,501882
史鸿飞,江苏,新疆,2018-01-21,139:119(已结束),0,35.1,6,12,0,0,0,0,1,2,2,1,0,1,1,18,501345
陈磊,江苏,新疆,2018-01-21,139:119(已结束),0,7.2,1,2,1,2,2,2,0,2,0,0,0,1,2,7,100139
易建联,广东,青岛,2018-01-23,119:104(已结束),1,36.7,1,2,8,13,16,17,3,11,4,2,1,1,4,35,100004
周鹏,广东,青岛,2018-01-23,119:104(已结束),1,39.2,2,6,4,6,2,4,1,4,4,1,0,1,1,16,100007
尼克尔森,广东,青岛,2018-01-23,119:104(已结束),1,28.4,1,8,2,5,0,0,0,2,0,0,0,2,5,7,603195
杨金蒙,广东,青岛,2018-01-23,119:104(已结束),1,29.9,4,5,1,1,0,0,1,2,0,1,0,0,5,14,501399
赵睿,广东,青岛,2018-01-23,119:104(已结束),1,33.4,3,4,0,2,0,0,1,5,5,1,1,0,5,9,501938
胡明轩,广东,青岛,2018-01-23,119:104(已结束),0,9.8,0,1,0,1,0,0,0,1,0,0,0,1,2,0,603116
任骏飞,广东,青岛,2018-01-23,119:104(已结束),0,28.8,0,1,8,10,4,4,4,9,5,1,2,1,0,20,500672
达柳斯·莫里斯,广东,青岛,2018-01-23,119:104(已结束),0,29.8,1,3,6,11,3,6,1,4,3,2,0,1,2,18,603209
曾繁日,广东,青岛,2018-01-23,119:104(已结束),0,4.0,0,0,0,3,0,0,1,3,0,0,0,1,0,0,503258
苏伟,青岛,广东,2018-01-23,119:104(已结束),1,21.4,0,0,1,1,1,2,0,2,1,0,0,2,2,3,101763
刘书楠,青岛,广东,2018-01-23,119:104(已结束),1,40.0,0,1,5,11,4,6,0,3,1,0,0,1,3,14,500531
王庆明,青岛,广东,2018-01-23,119:104(已结束),1,29.0,0,0,4,6,0,0,1,1,1,1,0,1,3,8,501485
许家晗,青岛,广东,2018-01-23,119:104(已结束),1,30.5,0,2,3,3,1,1,0,1,2,0,0,2,3,7,501308
吉布森,青岛,广东,2018-01-23,119:104(已结束),1,38.1,7,13,4,9,6,7,3,12,3,2,0,4,3,35,603142
孙杰,青岛,广东,2018-01-23,119:104(已结束),0,11.0,0,1,0,1,0,0,0,0,1,1,0,0,3,0,100213
田嘉夫,青岛,广东,2018-01-23,119:104(已结束),0,4.2,0,0,1,1,0,0,1,2,0,0,2,0,1,2,501382
高尚,青岛,广东,2018-01-23,119:104(已结束),0,7.6,1,2,1,1,0,0,0,0,0,0,0,0,2,5,501401
詹姆斯·梅斯,青岛,广东,2018-01-23,119:104(已结束),0,33.9,2,6,6,13,4,7,6,9,3,1,2,0,4,22,500706
张骋宇,青岛,广东,2018-01-23,119:104(已结束),0,16.9,0,2,2,5,0,0,0,2,1,0,0,0,3,4,500660
丁皓然,青岛,广东,2018-01-23,119:104(已结束),0,7.5,0,2,2,2,0,0,2,3,0,0,0,0,0,4,501981
吴轲,山东,四川,2018-01-23,126:100(已结束),1,27.9,1,3,5,7,0,2,2,6,0,1,1,1,4,13,100221
陶汉林,山东,四川,2018-01-23,126:100(已结束),1,26.8,0,0,6,9,3,4,2,6,2,0,1,0,3,15,500684
丁彦雨航,山东,四川,2018-01-23,126:100(已结束),1,31.1,2,6,3,5,8,8,0,5,4,1,0,1,3,20,501310
睢冉,山东,四川,2018-01-23,126:100(已结束),1,22.2,0,0,1,2,0,0,0,4,2,1,0,1,4,2,500532
泰·劳森,山东,四川,2018-01-23,126:100(已结束),1,36.8,4,6,7,11,1,1,0,0,11,2,0,1,2,27,603146
莫泰尤纳斯,山东,四川,2018-01-23,126:100(已结束),0,30.5,2,4,10,15,1,4,2,14,2,2,0,2,4,27,603144
张辉,山东,四川,2018-01-23,126:100(已结束),0,7.8,2,3,0,0,0,0,0,0,0,1,1,0,0,6,501709
王汝恒,山东,四川,2018-01-23,126:100(已结束),0,23.3,0,2,2,3,0,0,0,1,5,2,0,1,2,4,501163
贾诚,山东,四川,2018-01-23,126:100(已结束),0,5.7,1,1,0,1,0,0,0,0,0,0,0,0,3,3,501161
张春军,山东,四川,2018-01-23,126:100(已结束),0,22.8,1,2,3,4,0,0,1,3,0,3,0,0,1,9,501156
潘宁,山东,四川,2018-01-23,126:100(已结束),0,5.1,0,2,0,1,0,0,0,1,0,0,0,0,2,0,501701
艾克·迪奥古,四川,山东,2018-01-23,126:100(已结束),1,33.8,2,4,11,18,5,6,1,13,3,0,0,2,5,33,501362
陈晓东,四川,山东,2018-01-23,126:100(已结束),1,8.4,0,0,0,0,0,0,0,3,1,1,0,0,1,0,100214
陈辰,四川,山东,2018-01-23,126:100(已结束),1,41.7,0,2,3,9,1,1,6,7,0,0,0,2,3,7,502296
黄荣奇,四川,山东,2018-01-23,126:100(已结束),1,45.6,2,4,2,10,2,2,2,6,9,1,1,4,3,12,603156
杨越,四川,山东,2018-01-23,126:100(已结束),1,25.3,2,3,2,6,0,0,0,2,0,0,0,2,1,10,501309
哈达迪,四川,山东,2018-01-23,126:100(已结束),0,35.5,0,0,7,13,10,13,0,9,3,1,1,5,4,24,501880
左朕年,四川,山东,2018-01-23,126:100(已结束),0,9.8,0,0,1,1,1,1,0,0,0,1,0,0,0,3,502024
徐煜峰,四川,山东,2018-01-23,126:100(已结束),0,8.6,0,0,1,1,0,0,1,2,0,1,0,2,4,2,501707
吴楠,四川,山东,2018-01-23,126:100(已结束),0,26.3,1,2,0,0,2,4,0,1,1,0,0,2,0,5,500533
侯天一,四川,山东,2018-01-23,126:100(已结束),0,5.1,0,0,0,2,4,4,1,1,0,0,0,0,1,4,502010
米罗斯拉夫·拉杜利察,江苏,八一,2018-01-23,110:92(已结束),1,21.6,0,0,5,10,3,4,1,4,2,1,0,4,4,13,603130
李原宇,江苏,八一,2018-01-23,110:92(已结束),1,40.6,0,0,9,14,2,3,8,16,2,2,0,5,2,20,501166
侯逸凡,江苏,八一,2018-01-23,110:92(已结束),1,29.3,4,7,1,3,3,4,1,4,2,1,0,1,2,17,600113
曹飞,江苏,八一,2018-01-23,110:92(已结束),1,28.2,0,0,2,3,0,2,1,1,4,3,0,0,2,4,500545
史鸿飞,江苏,八一,2018-01-23,110:92(已结束),1,22.8,1,5,0,0,0,0,1,3,4,1,0,1,2,3,501345
常亚松,江苏,八一,2018-01-23,110:92(已结束),0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500667
刘亚晖,江苏,八一,2018-01-23,110:92(已结束),0,1.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,500341
贾巴里·布朗,江苏,八一,2018-01-23,110:92(已结束),0,26.5,3,9,3,8,4,4,0,4,4,1,0,1,1,19,503281
吴冠希,江苏,八一,2018-01-23,110:92(已结束),0,23.0,0,0,6,7,4,6,4,6,0,0,2,1,2,16,501882
易立,江苏,八一,2018-01-23,110:92(已结束),0,26.6,2,2,3,3,1,2,0,3,2,1,2,1,2,13,100019
柳伟,江苏,八一,2018-01-23,110:92(已结束),0,8.9,0,0,0,2,0,0,0,2,0,1,0,0,3,0,100164
陈磊,江苏,八一,2018-01-23,110:92(已结束),0,9.1,1,3,1,1,0,0,0,1,1,0,0,1,0,5,100139
付豪,八一,江苏,2018-01-23,110:92(已结束),1,36.0,0,1,4,6,3,4,2,5,0,1,0,3,4,11,501770
刘航初,八一,江苏,2018-01-23,110:92(已结束),1,35.3,4,9,2,9,0,0,2,6,2,0,0,3,4,16,501144
曹岩,八一,江苏,2018-01-23,110:92(已结束),1,39.8,3,8,5,9,1,2,2,6,2,1,0,0,4,20,501336
张祖铭,八一,江苏,2018-01-23,110:92(已结束),1,20.0,1,3,1,5,0,0,2,4,1,2,0,3,3,5,501782
田宇翔,八一,江苏,2018-01-23,110:92(已结束),1,48.0,3,5,4,9,2,2,0,2,4,3,0,0,4,19,501335
罗凯文,八一,江苏,2018-01-23,110:92(已结束),0,7.8,1,2,1,1,0,0,0,0,0,0,0,1,0,5,501777
德勒黑,八一,江苏,2018-01-23,110:92(已结束),0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100254
李天戈,八一,江苏,2018-01-23,110:92(已结束),0,34.8,1,3,1,3,2,2,0,5,2,0,0,0,0,7,501774
宁鸿宇,八一,江苏,2018-01-23,110:92(已结束),0,17.9,0,0,3,6,3,3,0,0,1,1,0,3,6,9,501779
朱彦西,北京,吉林,2018-01-23,108:92(已结束),1,39.0,8,12,0,1,0,0,0,2,1,1,0,0,4,24,501234
贾斯汀·汉密尔顿,北京,吉林,2018-01-23,108:92(已结束),1,37.9,0,1,11,14,2,2,4,11,4,2,1,4,3,24,603184
翟晓川,北京,吉林,2018-01-23,108:92(已结束),1,8.8,0,1,0,2,0,0,0,3,1,0,0,2,0,0,501346
王骁辉,北京,吉林,2018-01-23,108:92(已结束),1,32.3,4,7,1,2,0,0,1,3,2,1,0,2,4,14,500517
方硕,北京,吉林,2018-01-23,108:92(已结束),1,35.2,2,4,1,2,0,0,0,2,7,1,0,2,0,8,500519
刘晓宇,北京,吉林,2018-01-23,108:92(已结束),0,18.7,0,1,4,8,6,7,0,0,2,1,0,1,2,14,100006
段江鹏,北京,吉林,2018-01-23,108:92(已结束),0,15.0,1,1,0,0,0,0,0,0,1,1,0,0,2,3,500389
吉喆,北京,吉林,2018-01-23,108:92(已结束),0,11.7,1,4,0,3,0,0,2,5,0,0,0,1,1,3,500356
艾伦·杰克逊,北京,吉林,2018-01-23,108:92(已结束),0,32.9,2,6,4,4,2,2,1,10,10,0,0,2,2,16,603181
王旭,北京,吉林,2018-01-23,108:92(已结束),0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600048
塔瑞克·加尼尤,北京,吉林,2018-01-23,108:92(已结束),0,1.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,603183
张松涛,北京,吉林,2018-01-23,108:92(已结束),0,6.1,0,0,1,2,0,0,0,1,0,1,0,1,0,2,101677
张彪,吉林,北京,2018-01-23,108:92(已结束),1,33.8,0,0,3,6,2,2,1,2,0,1,0,4,1,8,500526
代怀博,吉林,北京,2018-01-23,108:92(已结束),1,7.9,1,1,0,1,0,0,0,1,0,1,0,0,0,3,501413
崔晋铭,吉林,北京,2018-01-23,108:92(已结束),1,32.0,2,6,1,2,3,4,0,1,1,4,0,2,2,11,501506
高诗岩,吉林,北京,2018-01-23,108:92(已结束),1,33.4,0,0,2,8,0,0,3,7,3,3,0,4,4,4,501726
韦弗,吉林,北京,2018-01-23,108:92(已结束),1,41.8,2,2,11,20,3,3,1,4,5,1,0,2,0,31,603134
李安,吉林,北京,2018-01-23,108:92(已结束),0,6.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,500662
柴长易,吉林,北京,2018-01-23,108:92(已结束),0,26.2,1,4,0,0,0,0,0,1,1,0,0,2,1,3,501338
廉明,吉林,北京,2018-01-23,108:92(已结束),0,21.2,2,4,0,0,2,2,0,3,2,0,0,0,2,8,501171
蔡李龙,吉林,北京,2018-01-23,108:92(已结束),0,1.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,500675
兰德里,吉林,北京,2018-01-23,108:92(已结束),0,30.2,1,3,7,12,4,4,1,7,2,0,1,0,2,21,603133
姚天一,吉林,北京,2018-01-23,108:92(已结束),0,6.0,1,1,0,1,0,0,1,2,2,1,0,0,0,3,501979
孙桐林,新疆,同曦,2018-01-23,125:108(已结束),1,29.0,0,0,3,3,2,4,1,2,4,1,0,2,3,8,501177
阿不都沙拉木,新疆,同曦,2018-01-23,125:108(已结束),1,17.3,1,3,1,1,0,0,1,5,1,1,2,1,2,5,501983
俞长栋,新疆,同曦,2018-01-23,125:108(已结束),1,31.6,1,4,4,8,1,2,0,7,1,1,1,2,4,12,501179
可兰白克·马坎,新疆,同曦,2018-01-23,125:108(已结束),1,37.7,0,1,6,9,2,2,3,5,0,1,1,1,1,14,600301
达柳斯·亚当斯,新疆,同曦,2018-01-23,125:108(已结束),1,43.9,6,14,8,16,11,13,1,8,10,6,1,5,3,45,503547
李根,新疆,同曦,2018-01-23,125:108(已结束),0,22.9,1,4,0,4,5,6,1,2,0,2,0,0,1,8,500536
孙鸣阳,新疆,同曦,2018-01-23,125:108(已结束),0,2.3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,501403
李学林,新疆,同曦,2018-01-23,125:108(已结束),0,4.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,501212
奥古斯托·利马,新疆,同曦,2018-01-23,125:108(已结束),0,26.0,0,0,9,11,4,7,8,18,0,0,2,2,5,22,603208
西热力江,新疆,同曦,2018-01-23,125:108(已结束),0,23.6,3,6,0,1,0,0,1,2,0,1,0,1,2,9,500555
J·J·希克森,同曦,新疆,2018-01-23,125:108(已结束),1,36.5,0,0,13,24,4,6,3,12,2,2,1,3,3,30,503569
巴赫拉米,同曦,新疆,2018-01-23,125:108(已结束),1,34.4,1,2,5,9,4,5,4,7,3,0,1,3,6,17,501903
郭一飞,同曦,新疆,2018-01-23,125:108(已结束),1,40.8,2,7,1,3,3,4,1,2,1,2,0,1,3,11,501477
冯欣,同曦,新疆,2018-01-23,125:108(已结束),1,16.8,0,2,3,3,0,0,0,1,2,1,0,2,2,6,501031
周仪翔,同曦,新疆,2018-01-23,125:108(已结束),1,5.4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,603171
宋建骅,同曦,新疆,2018-01-23,125:108(已结束),0,22.6,1,4,0,1,0,0,1,5,1,0,0,1,4,3,501380
杨力,同曦,新疆,2018-01-23,125:108(已结束),0,24.7,1,2,1,1,0,0,1,5,1,2,0,1,3,5,100024
乔文瀚,同曦,新疆,2018-01-23,125:108(已结束),0,4.3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,603169
买尔丹·吐尔逊,同曦,新疆,2018-01-23,125:108(已结束),0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,500516
杰里米·帕戈,同曦,新疆,2018-01-23,125:108(已结束),0,35.5,8,15,4,9,2,4,0,2,5,3,0,4,1,34,503173
于长春,同曦,新疆,2018-01-23,125:108(已结束),0,5.3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,500701
冷振铎,同曦,新疆,2018-01-23,125:108(已结束),0,2.3,0,0,0,1,2,2,0,0,0,0,0,0,0,2,503041
徐磊,天津,广州,2018-01-24,131:126(已结束),1,32.0,1,2,2,3,0,0,3,5,3,1,1,1,6,7,400017
张智涵,天津,广州,2018-01-24,131:126(已结束),1,46.5,2,8,4,8,2,2,0,4,0,0,0,3,4,16,500696
德里克·威廉姆斯,天津,广州,2018-01-24,131:126(已结束),1,35.5,1,3,8,13,5,6,1,12,2,2,2,1,3,24,603207
李荣培,天津,广州,2018-01-24,131:126(已结束),1,39.7,8,10,3,7,1,1,3,5,3,3,0,1,5,31,501761
田野,天津,广州,2018-01-24,131:126(已结束),1,20.8,3,4,1,5,0,0,0,2,4,0,0,2,1,11,600283
于刚,天津,广州,2018-01-24,131:126(已结束),0,9.8,0,0,0,1,0,0,0,1,0,0,0,1,1,0,600281
杰特,天津,广州,2018-01-24,131:126(已结束),0,36.5,2,10,6,10,11,11,1,5,11,1,0,2,1,29,600284
时德帅,天津,广州,2018-01-24,131:126(已结束),0,13.5,0,2,3,5,2,2,3,3,1,0,0,0,6,8,600289
田垒,天津,广州,2018-01-24,131:126(已结束),0,5.7,1,2,0,0,2,2,0,1,1,1,0,0,1,5,501945
范子铭,广州,天津,2018-01-24,131:126(已结束),1,26.3,0,0,0,3,5,6,3,7,0,0,0,1,2,5,501725
桑尼,广州,天津,2018-01-24,131:126(已结束),1,43.2,1,4,5,10,7,7,3,7,3,0,1,2,3,20,501255
胡珑贸,广州,天津,2018-01-24,131:126(已结束),1,10.3,0,1,1,1,0,0,2,2,0,0,0,0,1,2,503543
罗旭东,广州,天津,2018-01-24,131:126(已结束),1,24.6,1,3,2,4,2,2,0,2,0,1,0,0,3,9,100072
弗格,广州,天津,2018-01-24,131:126(已结束),1,48.0,3,9,5,15,12,14,1,7,9,4,0,5,2,31,603137
鞠明欣,广州,天津,2018-01-24,131:126(已结束),0,29.0,1,4,4,7,0,0,0,6,2,1,0,1,4,11,501398
汉斯布鲁,广州,天津,2018-01-24,131:126(已结束),0,24.0,0,0,10,12,6,8,5,11,0,1,1,2,1,26,603138
陈盈骏,广州,天津,2018-01-24,131:126(已结束),0,32.1,6,10,2,2,0,1,0,2,0,1,0,0,4,22,603136
郑准,广州,天津,2018-01-24,131:126(已结束),0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500509
邢志强,山西,深圳,2018-01-24,127:120(已结束),1,29.4,3,5,1,3,0,0,1,6,1,0,3,1,5,11,501319
刘冠岑,山西,深圳,2018-01-24,127:120(已结束),1,24.1,0,0,3,5,0,2,2,4,2,1,0,0,1,6,501697
任骏威,山西,深圳,2018-01-24,127:120(已结束),1,38.9,2,3,1,1,0,0,0,3,0,1,0,1,5,8,501167
斯科拉,山西,深圳,2018-01-24,127:120(已结束),1,39.6,1,6,8,14,10,14,5,15,5,4,0,0,2,29,603196
曾令旭,山西,深圳,2018-01-24,127:120(已结束),1,40.1,2,6,10,13,6,9,1,5,2,1,0,4,3,32,501329
张泽龙,山西,深圳,2018-01-24,127:120(已结束),0,6.9,0,1,0,1,0,0,0,1,0,0,0,0,0,0,501680
闫鹏飞,山西,深圳,2018-01-24,127:120(已结束),0,18.9,0,0,3,5,1,2,1,9,0,0,0,0,3,7,501318
威利·沃伦,山西,深圳,2018-01-24,127:120(已结束),0,32.1,0,2,11,15,8,12,1,5,4,0,1,5,4,30,502297
原帅,山西,深圳,2018-01-24,127:120(已结束),0,5.0,1,2,0,0,0,0,0,0,0,0,0,0,1,3,501459
李慕豪,深圳,山西,2018-01-24,127:120(已结束),1,26.2,0,1,4,7,0,0,4,5,0,0,1,1,6,8,501178
孟铎,深圳,山西,2018-01-24,127:120(已结束),1,41.2,6,13,3,4,1,2,1,3,1,1,0,1,5,25,100111
顾全,深圳,山西,2018-01-24,127:120(已结束),1,45.4,3,7,6,13,6,10,1,2,1,2,0,2,2,27,501176
