球员,球队,对阵,时间,状态,首发,出场时间,三分球命中,三分球出手,两分球命中,两分球出手,罚球命中,罚球出手,进攻,篮板,助攻,抢断,盖帽,失误,犯规,得分,编号
孙桐林,新疆,吉林,2017-10-28,106:95(已结束),1,39.0,0,0,4,8,0,0,8,14,3,2,0,3,2,8,501177
俞长栋,新疆,吉林,2017-10-28,106:95(已结束),1,34.0,0,1,8,11,4,7,3,7,2,0,0,4,4,20,501179
可兰白克·马坎,新疆,吉林,2017-10-28,106:95(已结束),1,12.0,1,2,0,1,0,0,0,2,0,0,0,1,2,3,600301
阿不都沙拉木,新疆,吉林,2017-10-28,106:95(已结束),1,19.0,1,1,2,3,0,0,2,5,0,3,1,1,1,7,501983
达柳斯·亚当斯,新疆,吉林,2017-10-28,106:95(已结束),1,41.0,6,17,9,16,2,2,0,6,7,4,1,6,1,38,503547
李根,新疆,吉林,2017-10-28,106:95(已结束),0,25.0,2,3,2,5,0,0,1,4,1,1,0,1,3,10,500536
孙鸣阳,新疆,吉林,2017-10-28,106:95(已结束),0,6.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,501403
肖恩.朗,新疆,吉林,2017-10-28,106:95(已结束),0,15.0,0,0,2,5,2,7,2,3,0,1,0,1,3,6,603199
李安,吉林,新疆,2017-10-28,106:95(已结束),1,24.0,0,0,3,4,0,0,2,5,0,2,1,4,5,6,500662
柴长易,吉林,新疆,2017-10-28,106:95(已结束),1,8.0,0,1,0,1,1,2,0,0,2,0,0,0,0,1,501338
崔晋铭,吉林,新疆,2017-10-28,106:95(已结束),1,36.0,0,9,0,4,0,0,0,3,1,2,0,1,0,0,501506
高诗岩,吉林,新疆,2017-10-28,106:95(已结束),1,29.0,0,0,5,8,0,0,2,4,1,2,0,1,2,10,501726
兰德里,吉林,新疆,2017-10-28,106:95(已结束),1,37.0,0,0,13,19,9,9,3,10,1,3,0,4,4,35,603133
蔡李龙,吉林,新疆,2017-10-28,106:95(已结束),0,17.0,4,6,0,0,2,2,0,1,1,1,0,1,1,14,500675
刘天意,吉林,新疆,2017-10-28,106:95(已结束),0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,501540
姚天一,吉林,新疆,2017-10-28,106:95(已结束),0,16.0,0,1,3,3,0,0,0,1,3,2,0,2,3,6,501979
廉明,吉林,新疆,2017-10-28,106:95(已结束),0,7.0,0,1,0,2,0,0,0,2,0,0,0,1,2,0,501171
代怀博,吉林,新疆,2017-10-28,106:95(已结束),0,26.0,2,2,0,8,0,0,2,9,2,0,0,1,3,6,501413
韦弗,吉林,新疆,2017-10-28,106:95(已结束),0,33.0,3,5,3,6,2,2,1,4,2,0,1,3,0,17,603134
孟祥龙,天津,青岛,2017-10-28,117:119(已结束),1,7.0,0,0,0,2,0,2,0,1,0,0,0,0,1,0,500697
李荣培,天津,青岛,2017-10-28,117:119(已结束),1,35.0,3,9,1,5,1,4,2,4,1,2,0,3,5,12,501761
时德帅,天津,青岛,2017-10-28,117:119(已结束),1,14.0,0,1,2,2,0,0,3,4,0,0,0,1,3,4,600289
史仪,天津,青岛,2017-10-28,117:119(已结束),1,13.0,1,3,0,1,0,0,0,0,5,2,0,1,3,3,502748
伊莱·霍尔曼,天津,青岛,2017-10-28,117:119(已结束),1,37.0,0,0,11,15,10,12,5,17,3,1,2,2,5,32,502309
徐磊,天津,青岛,2017-10-28,117:119(已结束),0,17.0,4,6,0,1,0,0,0,1,1,0,0,1,2,12,400017
张智涵,天津,青岛,2017-10-28,117:119(已结束),0,33.0,2,3,2,4,4,4,0,5,1,0,0,2,3,14,500696
杰特,天津,青岛,2017-10-28,117:119(已结束),0,34.0,4,9,5,9,3,3,0,4,5,3,0,4,3,25,600284
韩博林,天津,青岛,2017-10-28,117:119(已结束),0,20.0,0,2,2,5,0,2,2,4,1,1,0,1,0,4,501758
田垒,天津,青岛,2017-10-28,117:119(已结束),0,25.0,3,8,1,1,0,0,1,5,1,1,0,0,5,11,501945
高尚,青岛,天津,2017-10-28,117:119(已结束),1,32.0,0,4,1,7,3,4,5,14,1,2,0,1,4,5,501401
孙杰,青岛,天津,2017-10-28,117:119(已结束),1,36.0,1,6,1,2,0,0,0,1,2,0,0,0,3,5,100213
苏伟,青岛,天津,2017-10-28,117:119(已结束),1,36.0,0,0,3,4,0,3,1,3,0,2,1,2,6,6,101763
王庆明,青岛,天津,2017-10-28,117:119(已结束),1,19.0,0,0,1,3,1,2,4,6,1,1,0,2,5,3,501485
吉布森,青岛,天津,2017-10-28,117:119(已结束),1,33.0,6,12,7,10,7,11,3,7,2,0,0,2,3,39,603142
张骋宇,青岛,天津,2017-10-28,117:119(已结束),0,26.0,0,1,5,11,0,0,0,2,2,0,0,1,0,10,500660
田嘉夫,青岛,天津,2017-10-28,117:119(已结束),0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501382
赵捷,青岛,天津,2017-10-28,117:119(已结束),0,16.0,0,0,1,2,1,1,1,1,0,0,0,0,0,3,500666
泰伦斯·琼斯,青岛,天津,2017-10-28,117:119(已结束),0,38.0,4,5,13,20,10,15,3,18,3,3,1,3,4,48,603192
巴赫拉米,同曦,北控,2017-10-28,119:113(已结束),1,41.0,3,8,7,10,0,2,5,13,5,2,0,4,3,23,501903
唐正东,同曦,北控,2017-10-28,119:113(已结束),1,23.0,0,0,4,8,2,3,1,5,0,0,2,0,6,10,100017
郭一飞,同曦,北控,2017-10-28,119:113(已结束),1,23.0,2,2,0,2,0,0,1,3,1,1,0,1,3,6,501477
多米尼克·琼斯,同曦,北控,2017-10-28,119:113(已结束),1,48.0,4,9,6,13,6,6,2,10,13,1,0,4,3,30,501896
周仪翔,同曦,北控,2017-10-28,119:113(已结束),1,31.0,2,6,0,4,1,4,3,4,2,1,0,0,1,7,603171
J·J·希克森,同曦,北控,2017-10-28,119:113(已结束),0,24.0,1,1,8,16,1,4,4,9,2,0,0,0,4,20,503569
买尔丹·吐尔逊,同曦,北控,2017-10-28,119:113(已结束),0,23.0,0,0,2,2,4,4,2,5,1,0,0,0,3,8,500516
张财宝,同曦,北控,2017-10-28,119:113(已结束),0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,500674
宋建骅,同曦,北控,2017-10-28,119:113(已结束),0,19.0,3,6,1,2,2,2,0,1,0,0,0,1,3,13,501380
杨力,同曦,北控,2017-10-28,119:113(已结束),0,3.0,0,1,1,1,0,0,1,1,0,0,0,1,0,2,100024
杨敬敏,北控,同曦,2017-10-28,119:113(已结束),1,43.0,6,9,4,8,0,0,1,6,4,2,0,2,2,26,501463
滕贺麒,北控,同曦,2017-10-28,119:113(已结束),1,16.0,0,2,0,2,0,0,2,2,0,0,0,0,2,0,501933
斯蒂芬·马布里,北控,同曦,2017-10-28,119:113(已结束),1,40.0,1,5,8,12,3,4,1,7,3,1,0,1,4,22,500733
赛义德·阿巴斯,北控,同曦,2017-10-28,119:113(已结束),1,42.0,0,1,2,6,4,7,2,8,6,3,2,1,2,8,500715
王征,北控,同曦,2017-10-28,119:113(已结束),1,24.0,0,0,4,10,1,1,1,6,2,0,1,0,4,9,500347
于梁,北控,同曦,2017-10-28,119:113(已结束),0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,100015
李雪松,北控,同曦,2017-10-28,119:113(已结束),0,1.0,0,0,0,0,2,2,0,0,0,0,0,0,1,2,501016
兰多夫,北控,同曦,2017-10-28,119:113(已结束),0,31.0,1,5,5,9,8,12,1,5,1,2,0,1,3,21,501557
杨庚霖,北控,同曦,2017-10-28,119:113(已结束),0,14.0,0,2,2,2,3,4,2,4,0,1,0,1,3,7,100039
许梦君,北控,同曦,2017-10-28,119:113(已结束),0,8.0,2,3,1,1,1,1,1,1,2,0,0,1,1,9,603189
于澍龙,北控,同曦,2017-10-28,119:113(已结束),0,12.0,0,0,3,5,1,2,0,1,2,1,0,0,3,7,500525
鞠明欣,广州,上海,2017-10-29,118:102(已结束),1,21.0,1,4,2,3,0,0,0,1,1,3,0,1,2,7,501398
范子铭,广州,上海,2017-10-29,118:102(已结束),1,21.0,0,0,3,5,3,4,0,4,2,1,0,0,2,9,501725
桑尼,广州,上海,2017-10-29,118:102(已结束),1,40.0,0,0,9,14,3,3,8,15,1,0,0,0,2,21,501255
罗旭东,广州,上海,2017-10-29,118:102(已结束),1,33.0,2,2,1,6,0,0,1,4,0,0,0,2,3,8,100072
弗格,广州,上海,2017-10-29,118:102(已结束),1,43.0,3,11,7,10,11,12,2,6,5,0,0,4,4,34,603137
朱旭航,广州,上海,2017-10-29,118:102(已结束),0,7.0,0,1,0,2,0,0,1,3,0,0,0,0,2,0,501546
胡珑贸,广州,上海,2017-10-29,118:102(已结束),0,4.0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,503543
衡艺丰,广州,上海,2017-10-29,118:102(已结束),0,7.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,501711
陈盈骏,广州,上海,2017-10-29,118:102(已结束),0,32.0,1,4,4,4,2,3,1,4,0,2,0,0,3,13,603136
汉斯布鲁,广州,上海,2017-10-29,118:102(已结束),0,26.0,0,1,10,18,6,6,8,15,1,0,3,4,1,26,603138
董瀚麟,上海,广州,2017-10-29,118:102(已结束),1,29.0,0,0,7,7,0,0,2,3,0,0,0,1,3,14,500539
曾文鼎,上海,广州,2017-10-29,118:102(已结束),1,7.0,0,2,0,1,0,0,0,1,1,0,1,1,2,0,501306
翟逸,上海,广州,2017-10-29,118:102(已结束),1,12.0,0,1,0,1,0,0,0,0,0,2,0,0,2,0,501470
弗雷戴特,上海,广州,2017-10-29,118:102(已结束),1,40.0,6,12,6,15,8,9,1,5,3,1,0,4,4,38,503551
罗汉琛,上海,广州,2017-10-29,118:102(已结束),1,34.0,3,4,4,8,1,2,2,4,1,0,0,3,0,18,501532
罗智,上海,广州,2017-10-29,118:102(已结束),0,8.0,1,3,0,0,0,0,0,0,0,0,0,0,1,3,100076
卢伟,上海,广州,2017-10-29,118:102(已结束),0,21.0,0,4,2,2,0,0,0,0,0,1,0,0,2,4,100128
蔡亮,上海,广州,2017-10-29,118:102(已结束),0,12.0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,500367
张兆旭,上海,广州,2017-10-29,118:102(已结束),0,29.0,0,0,0,1,1,2,2,4,1,0,0,0,4,1,501069
施宇晨,上海,广州,2017-10-29,118:102(已结束),0,11.0,1,4,0,1,0,0,0,0,3,0,0,0,1,3,502764
明纳拉斯,上海,广州,2017-10-29,118:102(已结束),0,31.0,2,6,4,6,5,5,2,9,1,1,0,0,3,19,603168
易建联,广东,深圳,2017-10-29,114:96(已结束),1,33.0,2,6,8,11,9,9,1,7,3,2,2,1,3,31,100004
周鹏,广东,深圳,2017-10-29,114:96(已结束),1,32.0,1,5,4,4,1,2,1,3,3,0,0,1,3,12,100007
杨金蒙,广东,深圳,2017-10-29,114:96(已结束),1,20.0,0,0,0,2,0,0,2,2,0,0,0,1,1,0,501399
赵睿,广东,深圳,2017-10-29,114:96(已结束),1,23.0,1,4,2,3,5,6,0,0,3,5,0,2,3,12,501938
尼克尔森,广东,深圳,2017-10-29,114:96(已结束),1,34.0,4,6,8,13,0,0,1,10,4,0,0,1,4,28,603195
任骏飞,广东,深圳,2017-10-29,114:96(已结束),0,19.0,0,1,2,5,1,1,1,4,1,0,1,1,1,5,500672
邵英伦,广东,深圳,2017-10-29,114:96(已结束),0,16.0,1,2,0,2,0,0,0,0,0,1,0,0,3,3,501407
周湛东,广东,深圳,2017-10-29,114:96(已结束),0,8.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,501893
曾繁日,广东,深圳,2017-10-29,114:96(已结束),0,4.0,0,0,0,2,0,0,2,3,0,0,0,0,0,0,503258
胡明轩,广东,深圳,2017-10-29,114:96(已结束),0,17.0,1,2,1,2,0,0,2,5,1,0,0,3,1,5,603116
杰克逊,广东,深圳,2017-10-29,114:96(已结束),0,29.0,2,4,6,10,0,0,0,4,1,1,0,1,1,18,101208
孟铎,深圳,广东,2017-10-29,114:96(已结束),1,38.0,2,4,7,13,2,3,0,5,6,1,0,1,2,22,100111
顾全,深圳,广东,2017-10-29,114:96(已结束),1,34.0,1,4,3,3,0,0,1,2,0,0,0,1,2,9,501176
李慕豪,深圳,广东,2017-10-29,114:96(已结束),1,19.0,0,1,3,6,0,0,1,3,1,1,0,0,4,6,501178
于德豪,深圳,广东,2017-10-29,114:96(已结束),1,29.0,0,0,2,2,1,3,0,2,5,5,0,2,2,5,501678
萨林杰,深圳,广东,2017-10-29,114:96(已结束),1,37.0,5,7,11,21,4,7,1,11,1,0,1,5,4,41,603197
张凯,深圳,广东,2017-10-29,114:96(已结束),0,16.0,0,0,2,2,0,0,1,2,0,0,0,1,3,4,100107
何忠勉,深圳,广东,2017-10-29,114:96(已结束),0,14.0,0,0,2,2,1,4,0,2,0,0,0,1,1,5,500665
沈梓捷,深圳,广东,2017-10-29,114:96(已结束),0,12.0,0,0,1,3,0,0,2,2,1,1,0,1,2,2,501674
杨林祎,深圳,广东,2017-10-29,114:96(已结束),0,5.0,0,0,1,1,0,0,0,1,1,0,0,1,0,2,600255
卢艺文,深圳,广东,2017-10-29,114:96(已结束),0,13.0,0,1,0,1,0,0,0,2,0,1,0,0,1,0,501672
白昊天,深圳,广东,2017-10-29,114:96(已结束),0,17.0,0,0,0,2,0,0,0,1,1,0,0,1,1,0,603174
睢冉,山东,山西,2017-10-29,116:114(已结束),1,21.0,0,4,0,1,1,2,2,3,4,4,0,2,3,1,500532
陶汉林,山东,山西,2017-10-29,116:114(已结束),1,28.0,0,0,5,7,3,4,4,10,0,2,1,1,3,13,500684
丁彦雨航,山东,山西,2017-10-29,116:114(已结束),1,37.0,6,12,12,15,0,0,1,6,0,1,1,3,2,42,501310
王汝恒,山东,山西,2017-10-29,116:114(已结束),1,15.0,0,1,1,1,1,2,0,0,1,1,0,0,0,3,501163
莫泰尤纳斯,山东,山西,2017-10-29,116:114(已结束),1,39.0,2,3,9,16,2,7,4,13,2,2,0,3,1,26,603144
张庆鹏,山东,山西,2017-10-29,116:114(已结束),0,21.0,1,6,0,0,0,0,0,2,6,0,0,0,2,3,100126
贾诚,山东,山西,2017-10-29,116:114(已结束),0,12.0,0,2,1,4,0,0,0,2,2,1,0,3,3,2,501161
潘宁,山东,山西,2017-10-29,116:114(已结束),0,10.0,0,0,1,1,0,0,1,2,0,1,0,1,0,2,501701
张辉,山东,山西,2017-10-29,116:114(已结束),0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,501709
张春军,山东,山西,2017-10-29,116:114(已结束),0,11.0,0,0,0,0,0,0,1,1,2,0,0,1,1,0,501156
泰·劳森,山东,山西,2017-10-29,116:114(已结束),0,32.0,2,7,5,10,1,2,0,5,3,3,0,1,2,17,603146
朱荣振,山东,山西,2017-10-29,116:114(已结束),0,5.0,1,1,1,1,2,2,0,0,0,0,0,0,1,7,603147
李敬宇,山西,山东,2017-10-29,116:114(已结束),1,42.0,2,5,1,4,0,0,0,2,7,2,0,1,3,8,500331
刘冠岑,山西,山东,2017-10-29,116:114(已结束),1,12.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,501697
邢志强,山西,山东,2017-10-29,116:114(已结束),1,40.0,6,10,3,3,2,3,0,6,1,2,1,1,4,26,501319
曾令旭,山西,山东,2017-10-29,116:114(已结束),1,42.0,1,4,3,9,6,6,3,9,5,0,0,7,4,15,501329
斯科拉,山西,山东,2017-10-29,116:114(已结束),1,33.0,1,4,7,9,2,2,2,14,2,3,0,6,4,19,603196
王磊,山西,山东,2017-10-29,116:114(已结束),0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100198
张学文,山西,山东,2017-10-29,116:114(已结束),0,2.0,0,0,1,1,0,0,1,2,0,0,0,0,0,2,100201
闫鹏飞,山西,山东,2017-10-29,116:114(已结束),0,18.0,0,0,4,8,1,1,2,6,2,0,0,2,3,9,501318
原帅,山西,山东,2017-10-29,116:114(已结束),0,9.0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,501459
詹宁斯,山西,山东,2017-10-29,116:114(已结束),0,34.0,8,15,1,8,6,7,1,5,7,2,0,5,1,32,603193
孟达,四川,辽宁,2017-10-29,96:107(已结束),1,36.0,2,5,2,6,0,0,0,0,1,1,0,2,3,10,100026
刘炜,四川,辽宁,2017-10-29,96:107(已结束),1,38.0,2,6,5,14,2,2,2,7,1,1,0,2,2,18,100060
吴楠,四川,辽宁,2017-10-29,96:107(已结束),1,25.0,0,4,0,1,2,4,0,1,1,0,0,0,3,2,500533
哈达迪,四川,辽宁,2017-10-29,96:107(已结束),1,34.0,0,0,3,9,0,0,1,18,8,3,0,4,3,6,501880
左朕年,四川,辽宁,2017-10-29,96:107(已结束),1,14.0,0,0,1,2,1,2,1,3,0,0,0,2,1,3,502024
徐煜峰,四川,辽宁,2017-10-29,96:107(已结束),0,9.0,0,0,2,3,2,2,1,2,0,0,1,3,4,6,501707
富兰克林,四川,辽宁,2017-10-29,96:107(已结束),0,37.0,4,10,5,9,16,21,5,10,5,1,1,3,1,38,600223
陈晓东,四川,辽宁,2017-10-29,96:107(已结束),0,33.0,1,2,4,6,0,0,1,5,0,1,0,0,2,11,100214
王政博,四川,辽宁,2017-10-29,96:107(已结束),0,5.0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,501734
侯天一,四川,辽宁,2017-10-29,96:107(已结束),0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502010
黄荣奇,四川,辽宁,2017-10-29,96:107(已结束),0,3.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,603156
李晓旭,辽宁,四川,2017-10-29,96:107(已结束),1,25.0,0,1,2,4,0,0,3,3,0,0,1,0,4,4,100130
韩德君,辽宁,四川,2017-10-29,96:107(已结束),1,22.0,0,0,3,9,1,2,1,7,0,0,0,1,1,7,500345
郭艾伦,辽宁,四川,2017-10-29,96:107(已结束),1,27.0,1,4,5,11,3,7,3,9,1,2,1,3,3,16,501070
莱斯特·哈德森,辽宁,四川,2017-10-29,96:107(已结束),1,27.0,1,10,5,7,5,5,2,7,3,2,0,2,4,18,501217
丛明晨,辽宁,四川,2017-10-29,96:107(已结束),1,32.0,3,6,2,2,0,1,2,4,0,3,0,0,4,13,501739
钟诚,辽宁,四川,2017-10-29,96:107(已结束),0,8.0,0,1,0,1,0,0,1,3,2,1,0,1,1,0,500523
杨鸣,辽宁,四川,2017-10-29,96:107(已结束),0,4.0,0,0,2,2,0,0,0,1,0,0,0,0,0,4,100129
刘志轩,辽宁,四川,2017-10-29,96:107(已结束),0,26.0,1,5,1,1,0,0,0,4,3,0,0,1,3,5,501170
赵继伟,辽宁,四川,2017-10-29,96:107(已结束),0,25.0,0,1,5,9,0,0,3,4,2,3,0,2,1,10,501736
巴斯,辽宁,四川,2017-10-29,96:107(已结束),0,37.0,0,1,10,20,10,11,4,12,1,2,1,1,2,30,603149
易立,江苏,北京,2017-10-29,93:87(已结束),1,37.0,0,2,5,12,5,6,5,11,2,0,1,3,3,15,100019
曹飞,江苏,北京,2017-10-29,93:87(已结束),1,22.0,0,1,0,0,0,0,0,1,2,0,0,2,3,0,500545
李原宇,江苏,北京,2017-10-29,93:87(已结束),1,34.0,1,3,2,6,0,0,1,6,1,0,0,1,3,7,501166
吴冠希,江苏,北京,2017-10-29,93:87(已结束),1,15.0,0,0,0,3,0,0,2,4,0,1,0,1,2,0,501882
马尚·布鲁克斯,江苏,北京,2017-10-29,93:87(已结束),1,41.0,4,7,8,18,7,8,1,7,4,5,2,4,4,35,503170
史鸿飞,江苏,北京,2017-10-29,93:87(已结束),0,28.0,2,4,0,0,3,4,1,3,4,2,0,1,3,9,501345
柳伟,江苏,北京,2017-10-29,93:87(已结束),0,22.0,0,0,2,4,4,4,1,3,1,1,0,0,3,8,100164
侯逸凡,江苏,北京,2017-10-29,93:87(已结束),0,14.0,2,2,2,2,0,2,0,0,0,0,0,0,0,10,600113
米罗斯拉夫·拉杜利察,江苏,北京,2017-10-29,93:87(已结束),0,22.0,0,0,4,11,1,2,4,5,0,0,1,3,2,9,603130
王骁辉,北京,江苏,2017-10-29,93:87(已结束),1,28.0,1,4,0,1,0,0,0,0,2,2,0,0,3,3,500517
方硕,北京,江苏,2017-10-29,93:87(已结束),1,41.0,4,9,5,9,4,4,0,3,0,1,0,5,3,26,500519
朱彦西,北京,江苏,2017-10-29,93:87(已结束),1,38.0,1,2,1,2,0,0,0,6,2,1,0,0,4,5,501234
王旭,北京,江苏,2017-10-29,93:87(已结束),1,10.0,0,1,0,0,1,2,0,0,4,0,0,2,0,1,600048
贾斯汀·汉密尔顿,北京,江苏,2017-10-29,93:87(已结束),1,34.0,1,3,7,15,2,6,3,10,2,1,1,3,3,19,603184
张松涛,北京,江苏,2017-10-29,93:87(已结束),0,4.0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,101677
段江鹏,北京,江苏,2017-10-29,93:87(已结束),0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500389
翟晓川,北京,江苏,2017-10-29,93:87(已结束),0,26.0,1,4,2,4,6,6,1,4,2,0,0,0,4,13,501346
张才仁,北京,江苏,2017-10-29,93:87(已结束),0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501976
艾伦·杰克逊,北京,江苏,2017-10-29,93:87(已结束),0,35.0,1,3,4,9,5,7,3,5,7,4,0,2,1,16,603181
塔瑞克·加尼尤,北京,江苏,2017-10-29,93:87(已结束),0,14.0,0,0,1,1,0,0,0,1,1,2,0,1,3,2,603183
许钟豪,八一,浙江,2017-10-29,96:103(已结束),1,40.0,0,0,5,12,3,6,0,1,0,0,0,0,5,13,500535
刘航初,八一,浙江,2017-10-29,96:103(已结束),1,16.0,0,2,4,4,2,2,0,0,0,1,0,2,1,10,501144
田宇翔,八一,浙江,2017-10-29,96:103(已结束),1,36.0,1,1,6,9,1,2,1,1,0,1,0,1,3,16,501335
付豪,八一,浙江,2017-10-29,96:103(已结束),1,12.0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,501770
雷蒙,八一,浙江,2017-10-29,96:103(已结束),1,26.0,2,2,2,3,6,6,0,1,0,1,0,0,1,16,501772
德勒黑,八一,浙江,2017-10-29,96:103(已结束),0,19.0,0,0,2,2,0,0,0,2,0,1,0,1,2,4,100254
余晨,八一,浙江,2017-10-29,96:103(已结束),0,21.0,0,0,5,6,0,0,0,1,0,0,0,1,3,10,501153
阿尔斯兰,八一,浙江,2017-10-29,96:103(已结束),0,11.0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,501769
宁鸿宇,八一,浙江,2017-10-29,96:103(已结束),0,30.0,0,0,3,6,2,2,1,4,1,0,0,0,4,8,501779
张祖铭,八一,浙江,2017-10-29,96:103(已结束),0,23.0,4,7,3,4,1,1,0,0,1,2,0,0,4,19,501782
张大宇,浙江,八一,2017-10-29,96:103(已结束),1,33.0,0,0,4,7,2,2,3,6,1,0,0,1,3,10,100085
张永鹏,浙江,八一,2017-10-29,96:103(已结束),1,43.0,0,0,3,4,5,6,0,5,1,1,0,2,3,11,500352
吴前,浙江,八一,2017-10-29,96:103(已结束),1,45.0,4,6,7,8,6,6,0,3,2,1,0,0,2,32,501409
程帅彭,浙江,八一,2017-10-29,96:103(已结束),1,35.0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,603118
索尼·威姆斯,浙江,八一,2017-10-29,96:103(已结束),1,29.0,1,1,8,10,2,2,0,4,2,0,0,3,2,21,603125
江凯,浙江,八一,2017-10-29,96:103(已结束),0,22.0,0,0,1,3,1,2,0,2,0,0,0,1,5,3,501539
赖俊豪,浙江,八一,2017-10-29,96:103(已结束),0,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,501651
付磊,浙江,八一,2017-10-29,96:103(已结束),0,3.0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,502029
贾内尔·斯托克斯,浙江,八一,2017-10-29,96:103(已结束),0,25.0,0,0,10,13,5,5,2,5,1,1,1,0,2,25,603121
林志杰,广厦,福建,2017-10-29,105:99(已结束),1,23.7,0,3,2,5,2,2,0,3,2,0,0,0,2,6,500704
苏若禹,广厦,福建,2017-10-29,105:99(已结束),1,16.5,0,0,0,2,3,4,2,4,0,0,1,1,3,3,501181
赵岩昊,广厦,福建,2017-10-29,105:99(已结束),1,20.2,1,5,0,3,2,2,1,3,0,1,0,1,3,5,501752
胡金秋,广厦,福建,2017-10-29,105:99(已结束),1,39.6,0,0,6,14,0,0,5,15,0,0,1,3,3,12,502672
考特尼·福特森,广厦,福建,2017-10-29,105:99(已结束),1,40.7,1,3,10,14,10,12,1,1,8,5,1,3,1,33,503548
赵天熠,广厦,福建,2017-10-29,105:99(已结束),0,3.9,0,0,0,0,0,2,0,0,0,0,0,0,2,0,501408
鞠鹏,广厦,福建,2017-10-29,105:99(已结束),0,4.5,1,1,0,0,0,0,2,2,0,0,0,1,0,3,101765
李京龙,广厦,福建,2017-10-29,105:99(已结束),0,20.7,1,7,1,2,3,4,1,1,0,0,0,1,0,8,501406
孙铭徽,广厦,福建,2017-10-29,105:99(已结束),0,7.3,0,0,0,0,0,0,1,2,0,0,0,0,3,0,501747
刘铮,广厦,福建,2017-10-29,105:99(已结束),0,31.7,1,3,5,5,0,0,3,5,2,1,0,1,0,13,503536
博洛西斯,广厦,福建,2017-10-29,105:99(已结束),0,31.3,3,7,5,6,3,6,1,12,4,1,2,5,1,22,603162
郭磊,福建,广厦,2017-10-29,105:99(已结束),1,22.7,0,2,1,2,0,0,0,1,2,0,0,0,3,2,100219
赵泰隆,福建,广厦,2017-10-29,105:99(已结束),1,26.4,1,5,2,3,0,0,2,2,0,0,0,2,5,7,500382
陈林坚,福建,广厦,2017-10-29,105:99(已结束),1,38.7,3,8,2,5,2,2,1,6,0,3,0,2,3,15,501476
王哲林,福建,广厦,2017-10-29,105:99(已结束),1,39.5,0,0,8,17,0,1,8,13,0,2,2,1,2,16,501537
拉斯·史密斯,福建,广厦,2017-10-29,105:99(已结束),1,43.2,3,8,14,25,5,9,7,16,6,2,0,5,4,42,603203
周启新,福建,广厦,2017-10-29,105:99(已结束),0,22.0,1,3,0,3,0,0,1,1,0,0,0,0,1,3,100101
孙喆,福建,广厦,2017-10-29,105:99(已结束),0,5.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,500441
谢亚财,福建,广厦,2017-10-29,105:99(已结束),0,7.5,0,0,0,0,0,0,0,1,0,0,0,2,0,0,500670
李江淮,福建,广厦,2017-10-29,105:99(已结束),0,10.0,0,0,1,2,0,0,1,1,1,1,0,0,2,2,503541
迈克·哈里斯,福建,广厦,2017-10-29,105:99(已结束),0,24.7,1,6,4,8,1,2,3,6,1,1,0,0,3,12,500400
杨凯,福建,广厦,2017-10-29,105:99(已结束),0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603191
伊莱·霍尔曼,天津,上海,2017-10-31,112:123(已结束),1,36.9,0,0,12,16,0,1,5,17,1,1,3,2,1,24,502309
时德帅,天津,上海,2017-10-31,112:123(已结束),1,31.1,2,5,1,4,4,4,4,10,3,0,0,1,2,12,600289
孟祥龙,天津,上海,2017-10-31,112:123(已结束),1,17.5,1,1,1,4,0,0,0,3,1,1,0,1,0,5,500697
李荣培,天津,上海,2017-10-31,112:123(已结束),1,26.5,0,3,0,1,0,0,2,3,3,1,0,3,5,0,501761
史仪,天津,上海,2017-10-31,112:123(已结束),1,12.9,2,5,0,1,0,0,0,1,0,0,0,1,1,6,502748
韩博林,天津,上海,2017-10-31,112:123(已结束),0,21.5,2,3,0,4,4,4,1,1,0,5,0,0,2,10,501758
杰特,天津,上海,2017-10-31,112:123(已结束),0,35.2,4,9,5,9,4,4,1,3,6,0,0,3,2,26,600284
