TEAM_NAME,VS_PLAYER_NAME,GP_ON,GP_OFF,GP_DIFF,W_ON,W_OFF,W_DIFF,L_ON,L_OFF,L_DIFF,W_PCT_ON,W_PCT_OFF,W_PCT_DIFF,MIN_ON,MIN_OFF,MIN_DIFF,PTS_OFF_TOV_ON,PTS_OFF_TOV_OFF,PTS_OFF_TOV_DIFF,PTS_2ND_CHANCE_ON,PTS_2ND_CHANCE_OFF,PTS_2ND_CHANCE_DIFF,PTS_FB_ON,PTS_FB_OFF,PTS_FB_DIFF,PTS_PAINT_ON,PTS_PAINT_OFF,PTS_PAINT_DIFF,OPP_PTS_OFF_TOV_ON,OPP_PTS_OFF_TOV_OFF,OPP_PTS_OFF_TOV_DIFF,OPP_PTS_2ND_CHANCE_ON,OPP_PTS_2ND_CHANCE_OFF,OPP_PTS_2ND_CHANCE_DIFF,OPP_PTS_FB_ON,OPP_PTS_FB_OFF,OPP_PTS_FB_DIFF,OPP_PTS_PAINT_ON,OPP_PTS_PAINT_OFF,OPP_PTS_PAINT_DIFF
Denver Nuggets,"Lydon, Tyler",1.0,40,-39.0,1.0,21,-20.0,0.0,19,-19.0,1.0,0.525,0.475,2612.2,1.2,2611.0,0.0,16.9,-16.9,0.0,15.1,-15.1,0.0,13.9,-13.9,0.0,49.3,-49.3,0.0,19.1,-19.1,69.4,10.2,59.2,104.2,11.3,92.9,138.9,46.2,92.7
Denver Nuggets,"Lyles, Trey",35.0,40,-5.0,18.0,21,-3.0,17.0,19,-2.0,0.514,0.525,-0.011,3.4,1.9,1.5,16.5,17.1,-0.6,16.0,14.5,1.5,11.8,15.1,-3.3,48.3,49.8,-1.5,17.7,19.9,-2.2,8.2,11.3,-3.1,9.5,12.3,-2.8,45.2,46.9,-1.7
Denver Nuggets,"Millsap, Paul",16.0,40,-24.0,9.0,21,-12.0,7.0,19,-12.0,0.563,0.525,0.038,5.0,1.6,3.4,17.0,16.8,0.2,16.3,14.6,1.7,14.0,13.9,0.1,48.9,49.4,-0.5,18.1,19.5,-1.4,11.5,9.8,1.7,10.8,11.5,-0.7,44.8,46.8,-2.0
Denver Nuggets,"Morris, Monte",1.0,40,-39.0,1.0,21,-20.0,0.0,19,-19.0,1.0,0.525,0.475,833.3,1.2,832.1,50.0,16.8,33.2,0.0,15.1,-15.1,0.0,13.9,-13.9,0.0,49.4,-49.4,33.3,19.1,14.2,33.3,10.2,23.1,0.0,11.3,-11.3,66.7,46.3,20.4
Denver Nuggets,"Mudiay, Emmanuel",31.0,40,-9.0,18.0,21,-3.0,13.0,19,-6.0,0.581,0.525,0.056,3.6,1.8,1.8,16.2,17.2,-1.0,14.6,15.3,-0.7,14.8,13.5,1.3,46.1,50.8,-4.7,24.1,16.7,7.4,12.6,9.1,3.5,12.2,10.9,1.3,47.2,45.9,1.3
Denver Nuggets,"Murray, Jamal",40.0,40,0.0,21.0,21,0.0,19.0,19,0.0,0.525,0.525,0.0,2.0,3.0,-1.0,18.0,15.1,2.9,14.4,16.0,-1.6,14.6,12.9,1.7,50.8,47.0,3.8,17.3,22.0,-4.7,9.5,11.4,-1.9,11.3,11.3,0.0,45.8,47.0,-1.2
Denver Nuggets,"Plumlee, Mason",40.0,40,0.0,21.0,21,0.0,19.0,19,0.0,0.525,0.525,0.0,2.9,2.1,0.8,17.9,16.1,1.8,13.7,16.1,-2.4,13.8,14.0,-0.2,49.0,49.5,-0.5,18.8,19.4,-0.6,11.7,9.2,2.5,11.0,11.6,-0.6,46.2,46.3,-0.1
Golden State Warriors,"Bell, Jordan",35.0,41,-6.0,30.0,33,-3.0,5.0,8,-3.0,0.857,0.805,0.052,4.3,1.5,2.8,18.2,16.3,1.9,11.1,10.2,0.9,22.2,20.6,1.6,47.5,43.0,4.5,17.9,18.3,-0.4,15.8,12.6,3.2,12.2,13.7,-1.5,43.1,45.2,-2.1
Golden State Warriors,"Casspi, Omri",34.0,41,-7.0,28.0,33,-5.0,6.0,8,-2.0,0.824,0.805,0.019,4.1,1.5,2.6,15.6,17.2,-1.6,10.4,10.4,0.0,18.8,21.9,-3.1,46.1,43.5,2.6,17.9,18.3,-0.4,14.6,13.0,1.6,13.7,13.2,0.5,46.8,43.8,3.0
Golden State Warriors,"Cook, Quinn",10.0,41,-31.0,8.0,33,-25.0,2.0,8,-6.0,0.8,0.805,-0.005,24.2,1.2,23.0,10.2,17.1,-6.9,6.3,10.6,-4.3,14.0,21.4,-7.4,34.9,44.7,-9.8,18.9,18.2,0.7,18.9,13.1,5.8,12.1,13.4,-1.3,50.4,44.3,6.1
Golden State Warriors,"Curry, Stephen",28.0,41,-13.0,23.0,33,-10.0,5.0,8,-3.0,0.821,0.805,0.016,2.2,2.3,-0.1,19.1,14.6,4.5,10.1,10.7,-0.6,24.6,17.7,6.9,43.7,44.7,-1.0,17.1,19.3,-2.2,12.5,14.3,-1.8,14.3,12.3,2.0,44.2,45.0,-0.8
Golden State Warriors,"Durant, Kevin",33.0,41,-8.0,26.0,33,-7.0,7.0,8,-1.0,0.788,0.805,-0.017,1.9,2.7,-0.8,16.0,17.9,-1.9,10.3,10.5,-0.2,22.0,19.7,2.3,44.5,43.8,0.7,18.4,17.9,0.5,13.7,13.0,0.7,14.4,11.8,2.6,44.3,45.0,-0.7
Golden State Warriors,"Green, Draymond",35.0,41,-6.0,27.0,33,-6.0,8.0,8,0.0,0.771,0.805,-0.034,1.9,2.7,-0.8,17.3,16.1,1.2,10.1,10.8,-0.7,22.1,19.5,2.6,43.9,44.6,-0.7,18.5,17.9,0.6,12.5,14.7,-2.2,12.6,14.3,-1.7,42.4,47.5,-5.1
Golden State Warriors,"Iguodala, Andre",35.0,41,-6.0,28.0,33,-5.0,7.0,8,-1.0,0.8,0.805,-0.005,2.4,2.1,0.3,16.1,17.4,-1.3,10.8,10.1,0.7,21.2,20.9,0.3,41.4,46.6,-5.2,19.8,16.9,2.9,14.0,12.9,1.1,13.4,13.2,0.2,44.1,45.1,-1.0
Golden State Warriors,"Jones, Damian",1.0,41,-40.0,1.0,33,-32.0,0.0,8,-8.0,1.0,0.805,0.195,4500.0,1.1,4498.9,0.0,16.8,-16.8,0.0,10.4,-10.4,0.0,21.0,-21.0,0.0,44.2,-44.2,0.0,18.2,-18.2,100.0,13.4,86.6,0.0,13.3,-13.3,100.0,44.6,55.4
Golden State Warriors,"Livingston, Shaun",34.0,41,-7.0,27.0,33,-6.0,7.0,8,-1.0,0.794,0.805,-0.011,4.3,1.5,2.8,17.2,16.6,0.6,10.1,10.5,-0.4,19.9,21.4,-1.5,47.6,43.0,4.6,17.5,18.5,-1.0,13.6,13.4,0.2,11.9,13.8,-1.9,42.2,45.5,-3.3
Golden State Warriors,"Looney, Kevon",31.0,41,-10.0,25.0,33,-8.0,6.0,8,-2.0,0.806,0.805,0.001,7.5,1.3,6.2,16.0,16.9,-0.9,10.5,10.4,0.1,16.2,21.9,-5.7,40.8,44.8,-4.0,17.9,18.3,-0.4,9.6,14.1,-4.5,13.4,13.3,0.1,43.0,44.9,-1.9
Golden State Warriors,"McCaw, Patrick",37.0,41,-4.0,30.0,33,-3.0,7.0,8,-1.0,0.811,0.805,0.006,3.8,1.6,2.2,17.3,16.6,0.7,12.1,9.7,2.4,17.1,22.7,-5.6,45.7,43.6,2.1,18.9,17.9,1.0,14.5,13.0,1.5,12.0,13.9,-1.9,49.4,42.6,6.8
Golden State Warriors,"McGee, JaVale",31.0,41,-10.0,25.0,33,-8.0,6.0,8,-2.0,0.806,0.805,0.001,8.3,1.3,7.0,16.9,16.8,0.1,11.9,10.2,1.7,20.5,21.1,-0.6,43.8,44.3,-0.5,25.5,17.1,8.4,15.4,13.1,2.3,15.8,12.9,2.9,50.6,43.7,6.9
Golden State Warriors,"Pachulia, Zaza",32.0,41,-9.0,25.0,33,-8.0,7.0,8,-1.0,0.781,0.805,-0.024,4.6,1.5,3.1,16.7,16.8,-0.1,9.6,10.7,-1.1,23.6,20.2,3.4,44.0,44.3,-0.3,15.6,19.0,-3.4,10.5,14.4,-3.9,14.3,13.0,1.3,43.0,45.1,-2.1
Golden State Warriors,"Thompson, Klay",41.0,41,0.0,33.0,33,0.0,8.0,8,0.0,0.805,0.805,0.0,1.6,3.7,-2.1,16.3,17.9,-1.6,10.0,11.3,-1.3,21.8,19.2,2.6,43.0,46.9,-3.9,17.7,19.3,-1.6,13.2,14.0,-0.8,13.9,12.0,1.9,43.4,47.4,-4.0
Golden State Warriors,"West, David",39.0,41,-2.0,31.0,33,-2.0,8.0,8,0.0,0.795,0.805,-0.01,4.9,1.5,3.4,15.8,17.1,-1.3,10.6,10.3,0.3,18.2,21.9,-3.7,47.7,43.1,4.6,15.2,19.2,-4.0,14.5,13.1,1.4,9.9,14.4,-4.5,46.1,44.1,2.0
Golden State Warriors,"Young, Nick",39.0,41,-2.0,31.0,33,-2.0,8.0,8,0.0,0.795,0.805,-0.01,4.0,1.6,2.4,17.0,16.7,0.3,10.4,10.4,0.0,19.3,21.7,-2.4,43.8,44.4,-0.6,19.8,17.6,2.2,13.0,13.6,-0.6,13.7,13.2,0.5,47.7,43.4,4.3
Houston Rockets,"Anderson, Ryan",38.0,39,-1.0,27.0,28,-1.0,11.0,11,0.0,0.711,0.718,-0.007,2.1,2.7,-0.6,16.2,20.4,-4.2,12.4,11.0,1.4,10.3,11.4,-1.1,38.7,43.8,-5.1,18.1,16.5,1.6,11.9,11.6,0.3,13.5,10.8,2.7,50.4,41.6,8.8
Houston Rockets,"Ariza, Trevor",37.0,39,-2.0,26.0,28,-2.0,11.0,11,0.0,0.703,0.718,-0.015,1.7,4.1,-2.4,18.5,16.7,1.8,11.5,12.4,-0.9,11.7,8.6,3.1,42.9,36.1,6.8,16.6,19.4,-2.8,11.1,13.4,-2.3,12.2,12.4,-0.2,47.8,43.8,4.0
Houston Rockets,"Black, Tarik",31.0,39,-8.0,23.0,28,-5.0,8.0,11,-3.0,0.742,0.718,0.024,7.1,1.4,5.7,14.8,18.6,-3.8,11.4,11.8,-0.4,5.6,11.8,-6.2,35.4,42.0,-6.6,21.1,16.7,4.4,10.8,12.0,-1.2,12.4,12.3,0.1,41.5,47.6,-6.1
Houston Rockets,"Brown, Bobby",20.0,39,-19.0,17.0,28,-11.0,3.0,11,-8.0,0.85,0.718,0.132,20.1,1.3,18.8,13.4,18.3,-4.9,9.2,11.9,-2.7,5.4,11.1,-5.7,25.9,41.9,-16.0,20.5,17.2,3.3,6.7,12.1,-5.4,10.9,12.4,-1.5,43.5,46.8,-3.3
Houston Rockets,"Canaan, Isaiah",1.0,39,-38.0,1.0,28,-27.0,0.0,11,-11.0,1.0,0.718,0.282,454.7,1.2,453.5,0.0,18.0,-18.0,0.0,11.8,-11.8,0.0,10.8,-10.8,42.9,40.9,2.0,0.0,17.4,-17.4,0.0,11.8,-11.8,0.0,12.3,-12.3,64.4,46.6,17.8
Houston Rockets,"Capela, Clint",34.0,39,-5.0,27.0,28,-1.0,7.0,11,-4.0,0.794,0.718,0.076,2.6,2.2,0.4,18.3,17.8,0.5,12.6,11.0,1.6,11.4,10.2,1.2,44.8,37.6,7.2,16.8,18.0,-1.2,10.8,12.6,-1.8,13.5,11.2,2.3,52.6,41.4,11.2
Houston Rockets,"Gordon, Eric",37.0,39,-2.0,27.0,28,-1.0,10.0,11,-1.0,0.73,0.718,0.012,1.8,3.4,-1.6,17.8,18.3,-0.5,12.7,10.0,2.7,11.6,9.3,2.3,41.7,39.6,2.1,17.0,18.1,-1.1,12.9,9.6,3.3,11.0,14.7,-3.7,46.9,46.1,0.8
Houston Rockets,"Green, Gerald",7.0,7,0.0,3.0,3,0.0,4.0,4,0.0,0.429,0.429,0.0,12.4,13.3,-0.9,15.1,19.1,-4.0,11.1,12.1,-1.0,6.4,9.0,-2.6,38.7,39.8,-1.1,17.0,14.6,2.4,16.2,8.7,7.5,12.5,14.0,-1.5,47.2,53.8,-6.6
Houston Rockets,"Harden, James",35.0,39,-4.0,26.0,28,-2.0,9.0,11,-2.0,0.743,0.718,0.025,1.7,3.7,-2.0,19.3,15.2,4.1,12.0,11.3,0.7,11.5,9.4,2.1,42.6,37.4,5.2,17.8,16.7,1.1,11.2,12.9,-1.7,12.9,11.1,1.8,46.3,47.2,-0.9
Houston Rockets,"Jackson, Demetrius",12.0,39,-27.0,9.0,28,-19.0,3.0,11,-8.0,0.75,0.718,0.032,41.1,1.2,39.9,7.3,18.3,-11.0,15.4,11.7,3.7,3.2,11.0,-7.8,34.0,41.2,-7.2,21.1,17.3,3.8,5.7,12.0,-6.3,3.2,12.6,-9.4,37.3,46.9,-9.6
Houston Rockets,"Mbah a Moute, Luc",24.0,39,-15.0,20.0,28,-8.0,4.0,11,-7.0,0.833,0.718,0.115,3.7,1.7,2.0,20.8,16.7,4.1,12.0,11.7,0.3,10.2,11.1,-0.9,41.7,40.6,1.1,18.1,17.1,1.0,11.7,11.8,-0.1,10.5,13.1,-2.6,42.4,48.6,-6.2
Houston Rockets,Nene,27.0,39,-12.0,20.0,28,-8.0,7.0,11,-4.0,0.741,0.718,0.023,5.3,1.5,3.8,19.6,17.6,2.0,10.1,12.2,-2.1,13.9,9.9,4.0,40.1,41.2,-1.1,16.8,17.6,-0.8,12.2,11.6,0.6,10.1,12.9,-2.8,37.3,49.2,-11.9
Houston Rockets,"Paul, Chris",22.0,39,-17.0,18.0,28,-10.0,4.0,11,-7.0,0.818,0.718,0.1,3.2,1.9,1.3,18.4,17.8,0.6,10.7,12.4,-1.7,10.8,10.8,0.0,41.8,40.4,1.4,15.1,18.8,-3.7,13.4,10.8,2.6,14.4,11.0,3.4,48.2,45.7,2.5
Houston Rockets,"Tucker, PJ",39.0,39,0.0,28.0,28,0.0,11.0,11,0.0,0.718,0.718,0.0,2.1,2.7,-0.6,19.2,16.5,2.7,11.1,12.6,-1.5,10.7,10.8,-0.1,40.1,42.0,-1.9,18.2,16.3,1.9,11.8,11.7,0.1,12.4,12.1,0.3,42.8,51.5,-8.7
Houston Rockets,"Weber, Briante",12.0,39,-27.0,6.0,28,-22.0,6.0,11,-5.0,0.5,0.718,-0.218,19.8,1.3,18.5,11.8,18.4,-6.6,9.7,11.9,-2.2,9.3,10.9,-1.6,35.4,41.3,-5.9,14.8,17.6,-2.8,11.8,11.8,0.0,15.6,12.1,3.5,54.0,46.1,7.9
Houston Rockets,"Williams, Troy",4.0,39,-35.0,3.0,28,-25.0,1.0,11,-10.0,0.75,0.718,0.032,133.7,1.2,132.5,0.0,18.2,-18.2,22.4,11.7,10.7,0.0,10.9,-10.9,22.4,41.1,-18.7,33.7,17.3,16.4,5.6,11.8,-6.2,14.0,12.3,1.7,56.1,46.5,9.6
Houston Rockets,Zhou Qi,14.0,39,-25.0,11.0,28,-17.0,3.0,11,-8.0,0.786,0.718,0.068,30.9,1.2,29.7,9.0,18.4,-9.4,9.6,11.9,-2.3,9.6,10.8,-1.2,23.1,41.7,-18.6,17.9,17.4,0.5,12.2,11.8,0.4,2.6,12.7,-10.1,43.6,46.7,-3.1
LA Clippers,"Beverley, Patrick",11.0,39,-28.0,5.0,18,-13.0,6.0,21,-15.0,0.455,0.462,-0.007,7.5,1.5,6.0,21.2,15.1,6.1,15.3,14.5,0.8,12.0,12.0,0.0,46.8,47.9,-1.1,17.7,17.1,0.6,11.6,13.7,-2.1,12.6,14.8,-2.2,36.9,43.1,-6.2
LA Clippers,"Dekker, Sam",35.0,39,-4.0,16.0,18,-2.0,19.0,21,-2.0,0.457,0.462,-0.005,4.3,1.7,2.6,16.7,15.9,0.8,15.0,14.5,0.5,14.9,10.8,4.1,56.5,44.3,12.2,16.4,17.5,-1.1,12.4,13.7,-1.3,15.5,14.0,1.5,41.3,42.3,-1.0
LA Clippers,"Evans, Jawun",32.0,39,-7.0,14.0,18,-4.0,18.0,21,-3.0,0.438,0.462,-0.024,4.0,1.8,2.2,16.7,15.8,0.9,16.7,13.8,2.9,13.4,11.3,2.1,50.3,46.6,3.7,16.1,17.7,-1.6,14.2,13.0,1.2,15.1,14.1,1.0,40.4,42.7,-2.3
LA Clippers,"Gallinari, Danilo",11.0,39,-28.0,6.0,18,-12.0,5.0,21,-16.0,0.545,0.462,0.083,6.9,1.5,5.4,18.1,15.7,2.4,14.6,14.7,-0.1,10.7,12.3,-1.6,44.6,48.5,-3.9,17.1,17.2,-0.1,11.4,13.8,-2.4,11.8,15.0,-3.2,44.9,41.4,3.5
LA Clippers,"Griffin, Blake",24.0,39,-15.0,11.0,18,-7.0,13.0,21,-8.0,0.458,0.462,-0.004,2.9,2.2,0.7,16.5,15.8,0.7,14.4,14.9,-0.5,9.9,13.5,-3.6,45.0,49.9,-4.9,18.4,16.3,2.1,13.3,13.4,-0.1,13.9,14.8,-0.9,41.7,42.3,-0.6
LA Clippers,"Harrell, Montrezl",33.0,39,-6.0,15.0,18,-3.0,18.0,21,-3.0,0.455,0.462,-0.007,5.4,1.6,3.8,15.6,16.2,-0.6,15.1,14.5,0.6,15.7,10.9,4.8,56.9,45.1,11.8,16.5,17.4,-0.9,15.2,12.8,2.4,14.0,14.5,-0.5,41.8,42.1,-0.3
LA Clippers,"Johnson, Brice",9.0,39,-30.0,2.0,18,-16.0,7.0,21,-14.0,0.222,0.462,-0.24,52.3,1.3,51.0,22.3,16.0,6.3,17.6,14.6,3.0,18.7,11.8,6.9,67.9,47.3,20.6,14.1,17.3,-3.2,12.9,13.4,-0.5,14.1,14.4,-0.3,32.8,42.2,-9.4
LA Clippers,"Johnson, Wesley",34.0,39,-5.0,15.0,18,-3.0,19.0,21,-2.0,0.441,0.462,-0.021,2.9,2.2,0.7,15.5,16.6,-1.1,14.5,14.8,-0.3,10.8,12.9,-2.1,47.1,48.3,-1.2,18.3,16.3,2.0,13.2,13.5,-0.3,14.0,14.7,-0.7,42.6,41.5,1.1
LA Clippers,"Jordan, DeAndre",39.0,39,0.0,18.0,18,0.0,21.0,21,0.0,0.462,0.462,0.0,1.9,3.6,-1.7,14.5,19.2,-4.7,15.1,13.8,1.3,11.4,13.1,-1.7,44.5,54.3,-9.8,17.2,17.2,0.0,13.2,13.7,-0.5,15.4,12.4,3.0,42.6,40.8,1.8
LA Clippers,"Reed, Willie",31.0,39,-8.0,12.0,18,-6.0,19.0,21,-2.0,0.387,0.462,-0.075,6.9,1.5,5.4,22.8,14.7,8.1,13.2,15.0,-1.8,12.1,11.9,0.2,52.1,46.8,5.3,18.6,16.9,1.7,12.3,13.6,-1.3,12.0,14.9,-2.9,40.0,42.4,-2.4
LA Clippers,"Rivers, Austin",32.0,39,-7.0,15.0,18,-3.0,17.0,21,-4.0,0.469,0.462,0.007,2.3,2.7,-0.4,17.4,14.5,2.9,14.4,15.0,-0.6,10.6,13.7,-3.1,45.2,50.8,-5.6,16.9,17.5,-0.6,13.1,13.6,-0.5,15.1,13.5,1.6,45.0,38.4,6.6
LA Clippers,"Teodosic, Milos",13.0,39,-26.0,9.0,18,-9.0,4.0,21,-17.0,0.692,0.462,0.23,7.3,1.5,5.8,12.9,16.8,-3.9,13.6,14.9,-1.3,15.2,11.3,3.9,47.0,47.9,-0.9,13.6,17.9,-4.3,12.9,13.4,-0.5,14.5,14.4,0.1,42.1,42.0,0.1
LA Clippers,"Thornwell, Sindarius",38.0,39,-1.0,18.0,18,0.0,20.0,21,-1.0,0.474,0.462,0.012,4.3,1.7,2.6,16.6,15.9,0.7,12.2,15.7,-3.5,10.2,12.7,-2.5,48.6,47.4,1.2,19.9,16.1,3.8,12.7,13.6,-0.9,14.3,14.4,-0.1,39.8,42.9,-3.1
LA Clippers,"Wallace, Tyrone",2.0,2,0.0,1.0,1,0.0,1.0,1,0.0,0.5,0.5,0.0,39.2,44.0,-4.8,22.0,10.8,11.2,13.2,20.7,-7.5,22.0,13.8,8.2,59.9,49.2,10.7,21.1,29.5,-8.4,25.5,15.8,9.7,15.0,29.5,-14.5,37.0,43.3,-6.3
LA Clippers,"Williams, C.J.",27.0,39,-12.0,13.0,18,-5.0,14.0,21,-7.0,0.481,0.462,0.019,4.5,1.7,2.8,11.8,17.8,-6.0,14.5,14.7,-0.2,11.8,12.0,-0.2,47.0,48.0,-1.0,16.7,17.4,-0.7,13.6,13.3,0.3,14.6,14.3,0.3,40.2,42.7,-2.5
LA Clippers,"Williams, Lou",38.0,39,-1.0,18.0,18,0.0,20.0,21,-1.0,0.474,0.462,0.012,1.9,3.7,-1.8,15.1,18.0,-2.9,14.9,14.1,0.8,12.1,11.8,0.3,48.6,46.1,2.5,17.4,16.8,0.6,14.4,11.4,3.0,14.4,14.5,-0.1,43.7,38.8,4.9
LA Clippers,"Wilson, Jamil",15.0,39,-24.0,6.0,18,-12.0,9.0,21,-12.0,0.4,0.462,-0.062,8.8,1.4,7.4,14.4,16.4,-2.0,15.5,14.5,1.0,13.1,11.8,1.3,37.0,49.5,-12.5,12.8,17.9,-5.1,12.8,13.4,-0.6,14.9,14.3,0.6,39.2,42.5,-3.3
Los Angeles Lakers,"Ball, Lonzo",33.0,39,-6.0,12.0,12,0.0,21.0,27,-6.0,0.364,0.308,0.056,1.9,2.8,-0.9,14.8,16.0,-1.2,13.4,14.1,-0.7,16.0,15.1,0.9,50.7,51.9,-1.2,16.2,21.2,-5.0,13.8,13.8,0.0,11.6,11.6,0.0,46.9,48.3,-1.4
Los Angeles Lakers,"Blue, Vander",5.0,39,-34.0,1.0,12,-11.0,4.0,27,-23.0,0.2,0.308,-0.108,50.5,1.1,49.4,18.0,15.2,2.8,10.6,13.7,-3.1,15.9,15.6,0.3,53.0,51.1,1.9,25.4,18.1,7.3,10.6,13.8,-3.2,0.0,11.9,-11.9,36.0,47.7,-11.7
Los Angeles Lakers,"Bogut, Andrew",23.0,39,-16.0,7.0,12,-5.0,16.0,27,-11.0,0.304,0.308,-0.004,10.2,1.3,8.9,16.3,15.2,1.1,16.3,13.3,3.0,13.5,15.9,-2.4,42.1,52.3,-10.2,18.9,18.2,0.7,13.9,13.8,0.1,12.2,11.5,0.7,40.8,48.3,-7.5
Los Angeles Lakers,"Brewer, Corey",39.0,39,0.0,12.0,12,0.0,27.0,27,0.0,0.308,0.308,0.0,4.5,1.5,3.0,15.2,15.3,-0.1,12.3,14.1,-1.8,15.9,15.5,0.4,54.8,50.0,4.8,21.1,17.4,3.7,15.2,13.3,1.9,14.5,10.7,3.8,46.6,47.8,-1.2
Los Angeles Lakers,"Bryant, Thomas",3.0,39,-36.0,1.0,12,-11.0,2.0,27,-25.0,0.333,0.308,0.025,568.3,1.1,567.2,0.0,15.3,-15.3,18.8,13.7,5.1,0.0,15.7,-15.7,18.8,51.2,-32.4,37.6,18.2,19.4,28.2,13.7,14.5,18.8,11.6,7.2,94.0,47.3,46.7
Los Angeles Lakers,"Caldwell-Pope, Kentavious",33.0,39,-6.0,10.0,12,-2.0,23.0,27,-4.0,0.303,0.308,-0.005,1.9,2.8,-0.9,14.6,16.3,-1.7,13.4,14.1,-0.7,16.4,14.5,1.9,50.8,51.7,-0.9,16.0,21.5,-5.5,13.3,14.4,-1.1,11.1,12.4,-1.3,49.2,45.0,4.2
Los Angeles Lakers,"Caruso, Alex",11.0,39,-28.0,2.0,12,-10.0,9.0,27,-18.0,0.182,0.308,-0.126,21.4,1.2,20.2,19.4,15.1,4.3,17.0,13.5,3.5,16.0,15.6,0.4,50.0,51.2,-1.2,29.7,17.7,12.0,15.1,13.7,1.4,18.9,11.2,7.7,58.5,46.9,11.6
Los Angeles Lakers,"Clarkson, Jordan",39.0,39,0.0,12.0,12,0.0,27.0,27,0.0,0.308,0.308,0.0,2.4,2.1,0.3,16.3,14.3,2.0,14.1,13.3,0.8,15.2,16.0,-0.8,52.3,50.1,2.2,20.1,16.6,3.5,14.2,13.4,0.8,11.2,12.0,-0.8,46.2,48.6,-2.4
Los Angeles Lakers,"Deng, Luol",1.0,39,-38.0,0.0,12,-12.0,1.0,27,-26.0,0.0,0.308,-0.308,136.0,1.1,134.9,12.9,15.3,-2.4,12.9,13.7,-0.8,6.4,15.7,-9.3,51.5,51.2,0.3,6.4,18.4,-12.0,22.5,13.7,8.8,6.4,11.7,-5.3,45.0,47.5,-2.5
Los Angeles Lakers,"Ennis, Tyler",20.0,39,-19.0,5.0,12,-7.0,15.0,27,-12.0,0.25,0.308,-0.058,10.9,1.3,9.6,16.7,15.1,1.6,11.8,13.9,-2.1,16.2,15.6,0.6,56.0,50.6,5.4,20.8,18.0,2.8,13.6,13.8,-0.2,10.9,11.7,-0.8,45.3,47.7,-2.4
Los Angeles Lakers,"Hart, Josh",34.0,39,-5.0,11.0,12,-1.0,23.0,27,-4.0,0.324,0.308,0.016,3.5,1.6,1.9,16.8,14.6,2.2,14.5,13.3,1.2,15.9,15.5,0.4,51.4,51.1,0.3,18.9,18.0,0.9,12.1,14.6,-2.5,12.1,11.4,0.7,47.3,47.5,-0.2
Los Angeles Lakers,"Ingram, Brandon",37.0,39,-2.0,12.0,12,0.0,25.0,27,-2.0,0.324,0.308,0.016,1.7,3.5,-1.8,14.4,17.2,-2.8,13.9,13.3,0.6,14.4,18.3,-3.9,49.6,54.5,-4.9,18.0,18.9,-0.9,14.3,12.6,1.7,10.9,13.0,-2.1,47.8,46.8,1.0
Los Angeles Lakers,"Kuzma, Kyle",38.0,39,-1.0,12.0,12,0.0,26.0,27,-1.0,0.316,0.308,0.008,1.8,3.1,-1.3,14.8,16.0,-1.2,14.0,13.2,0.8,14.5,17.5,-3.0,51.1,51.3,-0.2,18.3,18.3,0.0,13.6,14.1,-0.5,11.8,11.2,0.6,46.8,48.7,-1.9
Los Angeles Lakers,"Lopez, Brook",31.0,39,-8.0,11.0,12,-1.0,20.0,27,-7.0,0.355,0.308,0.047,3.0,1.8,1.2,13.5,16.3,-2.8,13.0,14.1,-1.1,17.0,14.8,2.2,51.0,51.3,-0.3,15.9,19.6,-3.7,14.6,13.3,1.3,11.1,11.9,-0.8,47.0,47.7,-0.7
Los Angeles Lakers,"Nance Jr., Larry",28.0,39,-11.0,7.0,12,-5.0,21.0,27,-6.0,0.25,0.308,-0.058,3.6,1.6,2.0,18.7,13.7,5.0,14.7,13.2,1.5,18.5,14.3,4.2,51.6,51.0,0.6,18.3,18.3,0.0,14.8,13.3,1.5,11.0,11.9,-0.9,51.9,45.4,6.5
Los Angeles Lakers,"Randle, Julius",39.0,39,0.0,12.0,12,0.0,27.0,27,0.0,0.308,0.308,0.0,2.4,2.1,0.3,14.6,15.9,-1.3,12.9,14.3,-1.4,15.0,16.2,-1.2,52.5,50.0,2.5,19.5,17.2,2.3,12.8,14.6,-1.8,12.0,11.3,0.7,47.2,47.7,-0.5
Los Angeles Lakers,"Zubac, Ivica",11.0,39,-28.0,4.0,12,-8.0,7.0,27,-20.0,0.364,0.308,0.056,58.5,1.1,57.4,17.5,15.2,2.3,12.5,13.7,-1.2,17.5,15.6,1.9,52.5,51.1,1.4,28.8,18.1,10.7,0.0,14.0,-14.0,12.5,11.6,0.9,40.0,47.6,-7.6
Miami Heat,"Adebayo, Bam",30.0,39,-9.0,15.0,22,-7.0,15.0,17,-2.0,0.5,0.564,-0.064,4.6,1.8,2.8,15.1,15.8,-0.7,9.5,10.6,-1.1,6.7,7.7,-1.0,40.2,42.3,-2.1,20.4,15.6,4.8,11.8,12.7,-0.9,10.2,9.7,0.5,45.6,44.3,1.3
Miami Heat,"Dragic, Goran",36.0,39,-3.0,20.0,22,-2.0,16.0,17,-1.0,0.556,0.564,-0.008,2.1,3.4,-1.3,16.4,14.4,2.0,11.4,8.5,2.9,8.2,6.2,2.0,45.9,35.0,10.9,16.8,17.2,-0.4,12.8,11.8,1.0,11.0,8.0,3.0,46.0,42.6,3.4
