TEAM_NAME,VS_PLAYER_NAME,GP_ON,GP_OFF,GP_DIFF,W_ON,W_OFF,W_DIFF,L_ON,L_OFF,L_DIFF,W_PCT_ON,W_PCT_OFF,W_PCT_DIFF,MIN_ON,MIN_OFF,MIN_DIFF,PTS_OFF_TOV_ON,PTS_OFF_TOV_OFF,PTS_OFF_TOV_DIFF,PTS_2ND_CHANCE_ON,PTS_2ND_CHANCE_OFF,PTS_2ND_CHANCE_DIFF,PTS_FB_ON,PTS_FB_OFF,PTS_FB_DIFF,PTS_PAINT_ON,PTS_PAINT_OFF,PTS_PAINT_DIFF,OPP_PTS_OFF_TOV_ON,OPP_PTS_OFF_TOV_OFF,OPP_PTS_OFF_TOV_DIFF,OPP_PTS_2ND_CHANCE_ON,OPP_PTS_2ND_CHANCE_OFF,OPP_PTS_2ND_CHANCE_DIFF,OPP_PTS_FB_ON,OPP_PTS_FB_OFF,OPP_PTS_FB_DIFF,OPP_PTS_PAINT_ON,OPP_PTS_PAINT_OFF,OPP_PTS_PAINT_DIFF
New York Knicks,"Ntilikina, Frank",37.0,40,-3.0,18.0,19,-1.0,19.0,21,-2.0,0.486,0.475,0.011,3.0,2.1,0.9,16.3,15.0,1.3,14.7,14.5,0.2,4.8,7.9,-3.1,44.8,48.7,-3.9,18.3,18.7,-0.4,14.4,12.1,2.3,7.9,12.2,-4.3,37.2,42.9,-5.7
New York Knicks,"O'Quinn, Kyle",40.0,40,0.0,19.0,19,0.0,21.0,21,0.0,0.475,0.475,0.0,3.6,1.9,1.7,17.3,14.6,2.7,13.7,15.0,-1.3,4.9,7.6,-2.7,48.6,46.4,2.2,19.2,18.1,1.1,13.5,12.8,0.7,9.1,11.2,-2.1,35.7,43.1,-7.4
New York Knicks,"Porzingis, Kristaps",34.0,40,-6.0,18.0,19,-1.0,16.0,21,-5.0,0.529,0.475,0.054,2.1,2.9,-0.8,14.1,17.5,-3.4,14.7,14.5,0.2,8.7,3.9,4.8,45.7,49.1,-3.4,16.1,21.8,-5.7,13.0,13.1,-0.1,10.3,10.8,-0.5,39.7,41.8,-2.1
New York Knicks,"Sessions, Ramon",13.0,40,-27.0,3.0,19,-16.0,10.0,21,-11.0,0.231,0.475,-0.244,14.3,1.3,13.0,18.4,15.3,3.1,11.7,14.8,-3.1,4.1,6.9,-2.8,48.5,47.0,1.5,20.2,18.3,1.9,12.3,13.1,-0.8,14.9,10.1,4.8,40.9,40.6,0.3
New York Knicks,"Thomas, Lance",37.0,40,-3.0,17.0,19,-2.0,20.0,21,-1.0,0.459,0.475,-0.016,3.5,1.9,1.6,16.7,14.9,1.8,13.8,15.0,-1.2,6.7,6.7,0.0,47.1,47.2,-0.1,19.1,18.2,0.9,12.5,13.4,-0.9,11.9,9.7,2.2,41.8,39.9,1.9
Orlando Magic,"Afflalo, Arron",31.0,40,-9.0,9.0,12,-3.0,22.0,28,-6.0,0.29,0.3,-0.01,5.8,1.4,4.4,11.9,15.8,-3.9,9.5,10.7,-1.2,8.7,12.8,-4.1,45.0,44.7,0.3,18.9,17.0,1.9,14.0,13.2,0.8,13.4,11.9,1.5,47.6,47.8,-0.2
Orlando Magic,"Artis, Jamel",5.0,40,-35.0,0.0,12,-12.0,5.0,28,-23.0,0.0,0.3,-0.3,40.4,1.2,39.2,19.7,14.8,4.9,18.8,10.2,8.6,10.3,12.0,-1.7,53.0,44.5,8.5,14.5,17.5,-3.0,13.7,13.4,0.3,13.7,12.2,1.5,35.9,48.1,-12.2
Orlando Magic,"Augustin, D.J.",33.0,40,-7.0,10.0,12,-2.0,23.0,28,-5.0,0.303,0.3,0.003,3.3,1.8,1.5,15.3,14.8,0.5,9.8,10.8,-1.0,9.3,13.4,-4.1,42.5,46.0,-3.5,16.9,17.7,-0.8,13.8,13.1,0.7,14.1,11.3,2.8,47.2,48.1,-0.9
Orlando Magic,"Birch, Khem",6.0,40,-34.0,2.0,12,-10.0,4.0,28,-24.0,0.333,0.3,0.033,109.8,1.2,108.6,4.7,15.1,-10.4,7.1,10.5,-3.4,16.6,11.9,4.7,47.4,44.7,2.7,11.9,17.5,-5.6,9.5,13.4,-3.9,0.0,12.4,-12.4,23.7,48.0,-24.3
Orlando Magic,"Biyombo, Bismack",40.0,40,0.0,12.0,12,0.0,28.0,28,0.0,0.3,0.3,0.0,3.4,1.8,1.6,11.3,16.9,-5.6,13.3,8.9,4.4,8.3,13.9,-5.6,40.7,47.0,-6.3,20.6,15.7,4.9,16.1,11.9,4.2,13.2,11.7,1.5,46.8,48.3,-1.5
Orlando Magic,"Fournier, Evan",32.0,40,-8.0,12.0,12,0.0,20.0,28,-8.0,0.375,0.3,0.075,2.0,2.7,-0.7,16.1,13.6,2.5,10.0,11.0,-1.0,14.0,9.4,4.6,45.4,44.0,1.4,17.1,17.8,-0.7,13.3,13.5,-0.2,12.0,12.6,-0.6,49.4,45.8,3.6
Orlando Magic,"Gordon, Aaron",31.0,40,-9.0,11.0,12,-1.0,20.0,28,-8.0,0.355,0.3,0.055,2.1,2.6,-0.5,16.8,12.8,4.0,10.9,9.9,1.0,13.7,9.9,3.8,46.4,42.8,3.6,17.2,17.7,-0.5,12.8,14.0,-1.2,12.5,12.0,0.5,51.1,43.7,7.4
Orlando Magic,"Hezonja, Mario",33.0,40,-7.0,8.0,12,-4.0,25.0,28,-3.0,0.242,0.3,-0.058,4.1,1.6,2.5,13.2,15.7,-2.5,11.0,10.2,0.8,12.6,11.7,0.9,44.9,44.7,0.2,17.9,17.2,0.7,15.1,12.7,2.4,11.1,12.7,-1.6,42.8,49.7,-6.9
Orlando Magic,"Isaac, Jonathan",15.0,40,-25.0,8.0,12,-4.0,7.0,28,-21.0,0.533,0.3,0.233,8.1,1.3,6.8,14.5,15.0,-0.5,7.9,10.9,-3.0,9.1,12.4,-3.3,40.5,45.5,-5.0,19.2,17.1,2.1,12.3,13.6,-1.3,11.1,12.4,-1.3,46.6,48.0,-1.4
Orlando Magic,"Iwundu, Wes",22.0,40,-18.0,5.0,12,-7.0,17.0,28,-11.0,0.227,0.3,-0.073,7.8,1.4,6.4,16.3,14.7,1.6,8.8,10.7,-1.9,9.9,12.3,-2.4,40.4,45.6,-5.2,15.4,17.8,-2.4,12.7,13.5,-0.8,13.1,12.1,1.0,44.5,48.3,-3.8
Orlando Magic,"Mack, Shelvin",28.0,40,-12.0,8.0,12,-4.0,20.0,28,-8.0,0.286,0.3,-0.014,4.6,1.5,3.1,14.4,15.1,-0.7,9.4,10.8,-1.4,10.3,12.5,-2.2,42.6,45.5,-2.9,17.1,17.5,-0.4,13.4,13.4,0.0,10.6,12.8,-2.2,43.4,49.2,-5.8
Orlando Magic,"Payne, Adreian",5.0,40,-35.0,0.0,12,-12.0,5.0,28,-23.0,0.0,0.3,-0.3,52.3,1.2,51.1,14.4,15.0,-0.6,22.2,10.2,12.0,8.9,12.0,-3.1,46.6,44.7,1.9,16.6,17.4,-0.8,17.7,13.3,4.4,14.4,12.2,2.2,46.6,47.8,-1.2
Orlando Magic,"Payton, Elfrid",31.0,40,-9.0,7.0,12,-5.0,24.0,28,-4.0,0.226,0.3,-0.074,2.4,2.2,0.2,15.4,14.6,0.8,11.9,9.1,2.8,15.1,9.1,6.0,49.1,40.9,8.2,18.3,16.6,1.7,12.9,13.8,-0.9,12.3,12.2,0.1,50.0,45.8,4.2
Orlando Magic,"Ross, Terrence",22.0,40,-18.0,9.0,12,-3.0,13.0,28,-15.0,0.409,0.3,0.109,3.8,1.7,2.1,16.8,14.2,2.6,9.5,10.9,-1.4,9.8,12.9,-3.1,43.5,45.3,-1.8,15.0,18.5,-3.5,13.1,13.5,-0.4,11.9,12.4,-0.5,49.5,47.0,2.5
Orlando Magic,"Simmons, Jonathon",39.0,40,-1.0,12.0,12,0.0,27.0,28,-1.0,0.308,0.3,0.008,2.0,2.7,-0.7,13.8,16.5,-2.7,10.5,10.4,0.1,13.1,10.3,2.8,44.7,44.8,-0.1,18.4,16.1,2.3,12.6,14.5,-1.9,12.1,12.4,-0.3,48.5,46.7,1.8
Orlando Magic,"Speights, Marreese",31.0,40,-9.0,8.0,12,-4.0,23.0,28,-5.0,0.258,0.3,-0.042,5.8,1.4,4.4,13.3,15.4,-2.1,9.3,10.7,-1.4,8.8,12.8,-4.0,40.6,45.9,-5.3,15.7,17.9,-2.2,15.2,12.9,2.3,12.4,12.2,0.2,42.2,49.2,-7.0
Orlando Magic,"Vucevic, Nikola",34.0,40,-6.0,11.0,12,-1.0,23.0,28,-5.0,0.324,0.3,0.024,2.1,2.5,-0.4,16.7,13.0,3.7,9.4,11.6,-2.2,13.7,9.9,3.8,47.9,41.1,6.8,16.2,18.9,-2.7,12.0,15.0,-3.0,11.8,12.8,-1.0,49.1,46.2,2.9
Indiana Pacers,"Anigbogu, Ike",7.0,40,-33.0,3.0,21,-18.0,4.0,19,-15.0,0.429,0.525,-0.096,105.3,1.2,104.1,13.5,18.6,-5.1,44.8,11.8,33.0,2.2,14.7,-12.5,44.8,44.5,0.3,9.0,15.4,-6.4,9.0,13.0,-4.0,17.9,11.3,6.6,85.2,46.6,38.6
Indiana Pacers,"Bogdanovic, Bojan",39.0,40,-1.0,20.0,21,-1.0,19.0,19,0.0,0.513,0.525,-0.012,2.0,3.3,-1.3,17.8,19.8,-2.0,11.4,13.4,-2.0,16.6,11.3,5.3,44.8,44.0,0.8,15.7,14.6,1.1,13.3,12.3,1.0,12.9,8.8,4.1,48.0,45.3,2.7
Indiana Pacers,"Collison, Darren",39.0,40,-1.0,20.0,21,-1.0,19.0,19,0.0,0.513,0.525,-0.012,2.0,3.2,-1.2,19.1,17.7,1.4,10.8,14.3,-3.5,16.2,12.0,4.2,44.1,45.1,-1.0,15.5,15.0,0.5,12.4,13.8,-1.4,11.6,10.9,0.7,48.4,44.9,3.5
Indiana Pacers,"Jefferson, Al",13.0,40,-27.0,5.0,21,-16.0,8.0,19,-11.0,0.385,0.525,-0.14,13.4,1.3,12.1,17.5,18.7,-1.2,11.6,12.2,-0.6,7.6,15.3,-7.7,41.3,44.8,-3.5,13.3,15.5,-2.2,14.4,12.8,1.6,7.6,11.7,-4.1,44.7,47.3,-2.6
Indiana Pacers,"Joseph, Cory",40.0,40,0.0,21.0,21,0.0,19.0,19,0.0,0.525,0.525,0.0,2.3,2.6,-0.3,18.0,19.2,-1.2,13.0,11.2,1.8,12.4,17.1,-4.7,44.5,44.5,0.0,14.5,16.2,-1.7,13.0,12.8,0.2,10.2,12.6,-2.4,44.3,50.1,-5.8
Indiana Pacers,"Leaf, TJ",31.0,40,-9.0,17.0,21,-4.0,14.0,19,-5.0,0.548,0.525,0.023,7.6,1.5,6.1,15.7,19.1,-3.4,16.8,11.3,5.5,10.1,15.4,-5.3,42.5,44.9,-2.4,15.0,15.4,-0.4,13.1,12.9,0.2,10.4,11.5,-1.1,50.2,46.4,3.8
Indiana Pacers,"Oladipo, Victor",35.0,40,-5.0,21.0,21,0.0,14.0,19,-5.0,0.6,0.525,0.075,2.0,3.3,-1.3,20.4,15.6,4.8,12.1,12.4,-0.3,17.4,10.0,7.4,43.7,45.9,-2.2,15.3,15.4,-0.1,13.5,12.0,1.5,11.3,11.4,-0.1,45.4,49.7,-4.3
Indiana Pacers,"Poythress, Alex",15.0,40,-25.0,6.0,21,-15.0,9.0,19,-10.0,0.4,0.525,-0.125,35.2,1.3,33.9,23.2,18.4,4.8,21.1,11.8,9.3,4.9,15.0,-10.1,54.9,44.1,10.8,8.4,15.6,-7.2,17.6,12.8,4.8,9.1,11.4,-2.3,56.3,46.7,9.6
Indiana Pacers,"Sabonis, Domantas",38.0,40,-2.0,21.0,21,0.0,17.0,19,-2.0,0.553,0.525,0.028,2.5,2.4,0.1,17.6,19.5,-1.9,13.8,10.6,3.2,13.2,15.9,-2.7,48.5,40.8,7.7,16.7,14.0,2.7,12.2,13.7,-1.5,11.3,11.4,-0.1,45.3,48.6,-3.3
Indiana Pacers,"Stephenson, Lance",40.0,40,0.0,21.0,21,0.0,19.0,19,0.0,0.525,0.525,0.0,2.5,2.4,0.1,16.9,20.2,-3.3,12.5,11.9,0.6,11.1,17.9,-6.8,45.2,43.9,1.3,16.7,14.0,2.7,12.7,13.2,-0.5,10.1,12.5,-2.4,46.5,47.5,-1.0
Indiana Pacers,"Turner, Myles",33.0,40,-7.0,17.0,21,-4.0,16.0,19,-3.0,0.515,0.525,-0.01,2.5,2.4,0.1,19.2,18.0,1.2,9.3,15.1,-5.8,17.8,11.5,6.3,40.8,48.2,-7.4,14.6,16.0,-1.4,13.0,12.9,0.1,11.0,11.7,-0.7,45.2,48.8,-3.6
Indiana Pacers,"Wilkins, Damien",19.0,40,-21.0,10.0,21,-11.0,9.0,19,-10.0,0.526,0.525,0.001,15.3,1.3,14.0,16.5,18.8,-2.3,17.1,11.7,5.4,8.2,15.1,-6.9,45.7,44.4,1.3,10.5,15.7,-5.2,11.4,13.1,-1.7,10.8,11.4,-0.6,50.8,46.7,4.1
Indiana Pacers,"Young, Joe",24.0,40,-16.0,11.0,21,-10.0,13.0,19,-6.0,0.458,0.525,-0.067,11.4,1.4,10.0,17.3,18.7,-1.4,16.6,11.6,5.0,6.9,15.5,-8.6,50.3,43.8,6.5,12.2,15.7,-3.5,9.9,13.3,-3.4,12.0,11.3,0.7,50.3,46.6,3.7
Indiana Pacers,"Young, Thaddeus",40.0,40,0.0,21.0,21,0.0,19.0,19,0.0,0.525,0.525,0.0,1.9,3.6,-1.7,20.2,15.4,4.8,11.0,14.5,-3.5,16.3,11.1,5.2,44.0,45.5,-1.5,15.7,14.4,1.3,13.5,12.0,1.5,12.4,9.2,3.2,49.0,43.2,5.8
Philadelphia 76ers,"Anderson, Justin",11.0,38,-27.0,6.0,19,-13.0,5.0,19,-14.0,0.545,0.5,0.045,16.4,1.3,15.1,11.9,16.1,-4.2,11.2,13.8,-2.6,5.9,9.5,-3.6,35.6,45.8,-10.2,19.6,18.5,1.1,9.1,12.7,-3.6,9.8,9.8,0.0,40.5,40.7,-0.2
Philadelphia 76ers,"Bayless, Jerryd",32.0,38,-6.0,16.0,19,-3.0,16.0,19,-3.0,0.5,0.5,0.0,2.7,2.1,0.6,14.5,16.8,-2.3,12.9,14.2,-1.3,8.6,9.7,-1.1,43.5,46.4,-2.9,19.6,17.8,1.8,11.6,13.1,-1.5,9.8,9.9,-0.1,41.3,40.2,1.1
Philadelphia 76ers,"Booker, Trevor",13.0,16,-3.0,6.0,6,0.0,7.0,10,-3.0,0.462,0.375,0.087,12.0,3.8,8.2,18.0,17.3,0.7,13.6,11.8,1.8,10.6,10.1,0.5,44.9,44.9,0.0,24.7,18.7,6.0,11.1,13.0,-1.9,8.1,10.2,-2.1,45.9,38.8,7.1
Philadelphia 76ers,"Covington, Robert",36.0,38,-2.0,18.0,19,-1.0,18.0,19,-1.0,0.5,0.5,0.0,1.9,3.1,-1.2,17.3,13.1,4.2,14.4,12.4,2.0,9.0,9.6,-0.6,47.9,40.3,7.6,16.4,22.2,-5.8,12.4,12.6,-0.2,9.6,10.3,-0.7,39.8,42.1,-2.3
Philadelphia 76ers,"Embiid, Joel",29.0,38,-9.0,17.0,19,-2.0,12.0,19,-7.0,0.586,0.5,0.086,2.5,2.3,0.2,15.7,15.8,-0.1,13.4,13.8,-0.4,8.2,10.2,-2.0,44.2,45.9,-1.7,16.1,20.9,-4.8,13.0,12.0,1.0,7.6,11.9,-4.3,37.7,43.4,-5.7
Philadelphia 76ers,"Fultz, Markelle",4.0,38,-34.0,1.0,19,-18.0,3.0,19,-16.0,0.25,0.5,-0.25,25.7,1.2,24.5,7.6,16.1,-8.5,9.9,13.8,-3.9,3.5,9.5,-6.0,43.1,45.2,-2.1,19.8,18.5,1.3,15.7,12.3,3.4,6.4,10.0,-3.6,43.1,40.6,2.5
Philadelphia 76ers,"Holmes, Richaun",21.0,38,-17.0,8.0,19,-11.0,13.0,19,-6.0,0.381,0.5,-0.119,6.5,1.5,5.0,15.6,15.8,-0.2,11.2,14.2,-3.0,9.3,9.2,0.1,45.8,44.9,0.9,19.3,18.4,0.9,12.1,12.5,-0.4,11.9,9.4,2.5,43.9,39.9,4.0
Philadelphia 76ers,"Johnson, Amir",36.0,38,-2.0,19.0,19,0.0,17.0,19,-2.0,0.528,0.5,0.028,3.9,1.7,2.2,16.9,15.2,1.7,13.9,13.5,0.4,10.1,8.8,1.3,47.9,43.9,4.0,20.4,17.8,2.6,12.1,12.6,-0.5,11.0,9.3,1.7,43.5,39.4,4.1
Philadelphia 76ers,"Korkmaz, Furkan",6.0,38,-32.0,3.0,19,-16.0,3.0,19,-16.0,0.5,0.5,0.0,61.5,1.2,60.3,25.0,15.6,9.4,15.3,13.6,1.7,2.8,9.4,-6.6,47.1,45.0,2.1,16.6,18.6,-2.0,5.5,12.6,-7.1,6.9,9.9,-3.0,47.1,40.6,6.5
Philadelphia 76ers,"Luwawu-Cabarrot, Timothe",34.0,38,-4.0,18.0,19,-1.0,16.0,19,-3.0,0.529,0.5,0.029,3.9,1.7,2.2,15.0,16.1,-1.1,12.7,14.1,-1.4,11.6,8.2,3.4,46.0,44.7,1.3,19.5,18.2,1.3,12.2,12.5,-0.3,12.1,8.9,3.2,42.1,40.1,2.0
Philadelphia 76ers,"McAdoo, James Michael",3.0,38,-35.0,1.0,19,-18.0,2.0,19,-17.0,0.333,0.5,-0.167,123.0,1.2,121.8,26.2,15.6,10.6,5.2,13.7,-8.5,5.2,9.3,-4.1,36.6,45.2,-8.6,10.5,18.6,-8.1,5.2,12.5,-7.3,15.7,9.8,5.9,52.4,40.6,11.8
Philadelphia 76ers,"McConnell, T.J.",33.0,38,-5.0,18.0,19,-1.0,15.0,19,-4.0,0.545,0.5,0.045,2.6,2.2,0.4,14.3,16.9,-2.6,14.1,13.3,0.8,10.4,8.3,2.1,41.4,48.1,-6.7,21.0,16.6,4.4,13.2,11.8,1.4,10.4,9.4,1.0,42.4,39.3,3.1
Philadelphia 76ers,"Okafor, Jahlil",2.0,38,-36.0,1.0,19,-18.0,1.0,19,-18.0,0.5,0.5,0.0,79.8,1.2,78.6,10.7,15.8,-5.1,14.2,13.6,0.6,0.0,9.4,-9.4,28.4,45.3,-16.9,28.4,18.4,10.0,12.4,12.5,-0.1,17.8,9.7,8.1,42.6,40.6,2.0
Philadelphia 76ers,"Pullen, Jacob",3.0,38,-35.0,2.0,19,-17.0,1.0,19,-18.0,0.667,0.5,0.167,310.4,1.2,309.2,42.9,15.7,27.2,0.0,13.7,-13.7,14.3,9.2,5.1,42.9,45.1,-2.2,14.3,18.6,-4.3,14.3,12.4,1.9,14.3,9.8,4.5,71.4,40.6,30.8
Philadelphia 76ers,"Redick, JJ",34.0,38,-4.0,17.0,19,-2.0,17.0,19,-2.0,0.5,0.5,0.0,2.0,3.0,-1.0,16.0,15.3,0.7,14.6,12.2,2.4,9.7,8.5,1.2,43.0,48.3,-5.3,17.7,19.9,-2.2,12.8,11.9,0.9,9.4,10.5,-1.1,40.0,41.6,-1.6
Philadelphia 76ers,"Saric, Dario",37.0,38,-1.0,19.0,19,0.0,18.0,19,-1.0,0.514,0.5,0.014,2.0,3.0,-1.0,15.6,15.9,-0.3,14.0,13.1,0.9,9.1,9.4,-0.3,45.6,44.4,1.2,18.6,18.5,0.1,12.1,13.0,-0.9,10.3,9.2,1.1,39.0,43.2,-4.2
Philadelphia 76ers,"Simmons, Ben",37.0,38,-1.0,18.0,19,-1.0,19.0,19,0.0,0.486,0.5,-0.014,1.7,4.1,-2.4,16.0,15.2,0.8,13.9,12.9,1.0,8.9,10.1,-1.2,48.0,37.9,10.1,18.6,18.6,0.0,13.1,10.9,2.2,9.6,10.4,-0.8,39.7,43.0,-3.3
Philadelphia 76ers,"Stauskas, Nik",6.0,38,-32.0,3.0,19,-16.0,3.0,19,-16.0,0.5,0.5,0.0,50.6,1.2,49.4,15.9,15.7,0.2,8.5,13.8,-5.3,11.7,9.2,2.5,36.1,45.3,-9.2,9.6,18.8,-9.2,13.8,12.4,1.4,7.4,9.9,-2.5,44.6,40.6,4.0
Phoenix Suns,"Bender, Dragan",42.0,42,0.0,16.0,16,0.0,26.0,26,0.0,0.381,0.381,0.0,2.4,2.0,0.4,13.3,15.7,-2.4,13.2,13.8,-0.6,11.4,15.0,-3.6,41.4,46.7,-5.3,17.2,19.0,-1.8,13.4,13.5,-0.1,13.1,14.1,-1.0,47.4,46.7,0.7
Phoenix Suns,"Bledsoe, Eric",3.0,42,-39.0,0.0,16,-16.0,3.0,26,-23.0,0.0,0.381,-0.381,23.4,1.1,22.3,14.9,14.6,0.3,12.2,13.6,-1.4,14.4,13.3,1.1,38.3,44.6,-6.3,23.4,18.0,5.4,16.5,13.3,3.2,21.3,13.3,8.0,46.8,47.0,-0.2
Phoenix Suns,"Booker, Devin",32.0,42,-10.0,13.0,16,-3.0,19.0,26,-7.0,0.406,0.381,0.025,1.9,2.5,-0.6,15.1,14.1,1.0,13.3,13.9,-0.6,13.7,13.0,0.7,45.5,42.8,2.7,19.0,17.2,1.8,11.9,15.5,-3.6,14.8,12.1,2.7,45.9,48.3,-2.4
Phoenix Suns,"Canaan, Isaiah",10.0,16,-6.0,6.0,8,-2.0,4.0,8,-4.0,0.6,0.5,0.1,10.3,4.2,6.1,13.3,12.9,0.4,12.2,15.0,-2.8,13.3,17.8,-4.5,41.4,44.6,-3.2,16.3,18.9,-2.6,16.9,14.4,2.5,12.7,14.7,-2.0,48.1,46.9,1.2
Phoenix Suns,"Chandler, Tyson",31.0,42,-11.0,13.0,16,-3.0,18.0,26,-8.0,0.419,0.381,0.038,2.8,1.8,1.0,13.9,15.2,-1.3,14.5,12.9,1.6,12.7,13.8,-1.1,44.9,43.9,1.0,19.4,17.4,2.0,13.8,13.3,0.5,14.1,13.3,0.8,45.9,47.7,-1.8
Phoenix Suns,"Chriss, Marquese",42.0,42,0.0,16.0,16,0.0,26.0,26,0.0,0.381,0.381,0.0,2.5,1.9,0.6,15.6,13.9,1.7,14.1,13.1,1.0,15.5,11.7,3.8,45.3,43.5,1.8,20.3,16.6,3.7,13.7,13.3,0.4,13.4,13.8,-0.4,48.5,45.8,2.7
Phoenix Suns,"Daniels, Troy",42.0,42,0.0,16.0,16,0.0,26.0,26,0.0,0.381,0.381,0.0,2.9,1.7,1.2,14.7,14.7,0.0,12.9,14.0,-1.1,12.9,13.7,-0.8,40.8,46.4,-5.6,17.9,18.3,-0.4,13.5,13.4,0.1,12.0,14.6,-2.6,43.7,48.9,-5.2
Phoenix Suns,"Dudley, Jared",16.0,42,-26.0,3.0,16,-13.0,13.0,26,-13.0,0.188,0.381,-0.193,10.7,1.2,9.5,24.4,13.6,10.8,10.9,13.8,-2.9,16.0,13.1,2.9,51.1,43.5,7.6,14.4,18.6,-4.2,11.4,13.7,-2.3,9.6,14.1,-4.5,37.4,48.1,-10.7
Phoenix Suns,"House, Danuel",9.0,18,-9.0,3.0,8,-5.0,6.0,10,-4.0,0.333,0.444,-0.111,19.7,3.1,16.6,13.8,12.8,1.0,12.9,14.4,-1.5,20.4,16.2,4.2,42.5,44.0,-1.5,13.3,18.1,-4.8,12.5,16.3,-3.8,10.0,14.3,-4.3,36.7,49.2,-12.5
Phoenix Suns,"Jackson, Josh",41.0,42,-1.0,15.0,16,-1.0,26.0,26,0.0,0.366,0.381,-0.015,2.4,2.0,0.4,14.2,15.0,-0.8,14.5,12.7,1.8,13.5,13.3,0.2,43.7,44.8,-1.1,18.1,18.3,-0.2,15.1,12.2,2.9,14.4,13.0,1.4,49.5,45.0,4.5
Phoenix Suns,"James, Mike",32.0,42,-10.0,10.0,16,-6.0,22.0,26,-4.0,0.313,0.381,-0.068,3.1,1.6,1.5,15.7,14.1,1.6,12.9,13.9,-1.0,13.4,13.4,0.0,44.8,44.0,0.8,15.3,19.7,-4.4,13.5,13.5,0.0,12.8,14.0,-1.2,45.4,47.8,-2.4
Phoenix Suns,"Jones Jr., Derrick",6.0,42,-36.0,0.0,16,-16.0,6.0,26,-20.0,0.0,0.381,-0.381,63.8,1.1,62.7,18.1,14.6,3.5,19.5,13.4,6.1,19.5,13.3,6.2,41.7,44.3,-2.6,13.9,18.3,-4.4,12.5,13.5,-1.0,9.7,13.7,-4.0,44.5,47.0,-2.5
Phoenix Suns,"Len, Alex",37.0,42,-5.0,16.0,16,0.0,21.0,26,-5.0,0.432,0.381,0.051,2.8,1.8,1.0,13.7,15.3,-1.6,13.5,13.6,-0.1,11.9,14.3,-2.4,42.6,45.3,-2.7,17.3,18.8,-1.5,12.6,14.0,-1.4,12.9,14.1,-1.2,45.9,47.7,-1.8
Phoenix Suns,"Monroe, Greg",14.0,33,-19.0,3.0,13,-10.0,11.0,20,-9.0,0.214,0.394,-0.18,6.8,1.8,5.0,14.0,15.4,-1.4,13.2,14.0,-0.8,14.9,14.4,0.5,49.6,43.9,5.7,18.4,18.1,0.3,13.5,14.2,-0.7,16.0,12.6,3.4,52.7,44.9,7.8
Phoenix Suns,"Peters, Alec",2.0,42,-40.0,0.0,16,-16.0,2.0,26,-24.0,0.0,0.381,-0.381,136.2,1.1,135.1,12.3,14.7,-2.4,9.2,13.6,-4.4,9.2,13.4,-4.2,18.5,44.5,-26.0,15.4,18.2,-2.8,21.5,13.4,8.1,12.3,13.6,-1.3,61.5,46.9,14.6
Phoenix Suns,"Ulis, Tyler",41.0,42,-1.0,16.0,16,0.0,25.0,26,-1.0,0.39,0.381,0.009,2.3,2.0,0.3,13.6,15.6,-2.0,13.7,13.4,0.3,12.9,13.9,-1.0,44.4,44.2,0.2,19.8,16.7,3.1,13.3,13.6,-0.3,14.1,13.2,0.9,48.5,45.6,2.9
Phoenix Suns,"Warren, TJ",41.0,42,-1.0,16.0,16,0.0,25.0,26,-1.0,0.39,0.381,0.009,1.7,3.0,-1.3,14.9,14.1,0.8,13.7,13.2,0.5,13.4,13.4,0.0,46.2,40.8,5.4,18.2,18.2,0.0,13.6,13.2,0.4,13.8,13.2,0.6,48.5,44.3,4.2
Portland Trail Blazers,"Aminu, Al-Farouq",26.0,39,-13.0,12.0,21,-9.0,14.0,18,-4.0,0.462,0.538,-0.076,3.0,2.1,0.9,16.2,13.9,2.3,12.7,13.0,-0.3,6.8,5.3,1.5,41.6,41.8,-0.2,16.1,16.1,0.0,12.9,11.1,1.8,11.1,8.8,2.3,43.3,41.5,1.8
Portland Trail Blazers,"Collins, Zach",23.0,39,-16.0,13.0,21,-8.0,10.0,18,-8.0,0.565,0.538,0.027,7.7,1.5,6.2,16.0,14.6,1.4,17.5,12.0,5.5,6.7,5.8,0.9,43.2,41.4,1.8,15.2,16.3,-1.1,11.0,12.0,-1.0,9.7,9.8,-0.1,39.8,42.7,-2.9
Portland Trail Blazers,"Connaughton, Pat",39.0,39,0.0,21.0,21,0.0,18.0,18,0.0,0.538,0.538,0.0,3.0,2.1,0.9,14.1,15.4,-1.3,15.6,10.9,4.7,6.0,5.9,0.1,44.0,40.1,3.9,15.6,16.5,-0.9,10.8,12.5,-1.7,9.7,9.8,-0.1,39.7,44.0,-4.3
Portland Trail Blazers,"Davis, Ed",39.0,39,0.0,21.0,21,0.0,18.0,18,0.0,0.538,0.538,0.0,3.5,1.9,1.6,16.5,13.9,2.6,17.8,10.0,7.8,7.0,5.3,1.7,42.0,41.6,0.4,14.6,17.0,-2.4,11.8,11.9,-0.1,8.4,10.6,-2.2,41.1,42.9,-1.8
Portland Trail Blazers,"Harkless, Maurice",32.0,39,-7.0,18.0,21,-3.0,14.0,18,-4.0,0.563,0.538,0.025,3.3,2.0,1.3,14.8,14.9,-0.1,12.0,13.4,-1.4,5.7,6.1,-0.4,42.7,41.1,1.6,17.4,15.3,2.1,12.2,11.6,0.6,9.6,9.9,-0.3,43.7,41.4,2.3
