球员,球队,对阵,时间,状态,首发,出场时间,三分球命中,三分球出手,两分球命中,两分球出手,罚球命中,罚球出手,进攻,篮板,助攻,抢断,盖帽,失误,犯规,得分,编号
约瑟夫-杨,同曦,江苏,2019-11-05 19:35,88:90(已结束),1,36.9,2,8,5,13,3,6,0,4,4,1,0,3,0,19,100014107
买尔丹·吐尔逊,同曦,江苏,2019-11-05 19:35,88:90(已结束),0,9.3,0,0,0,0,0,0,0,1,0,0,0,1,3,0,500516
王睿,同曦,江苏,2019-11-05 19:35,88:90(已结束),0,3.9,0,0,0,3,0,0,1,1,0,0,0,0,3,0,502873
孙思尧,同曦,江苏,2019-11-05 19:35,88:90(已结束),0,7.6,0,0,0,1,0,0,1,1,0,1,0,0,3,0,100024770
冯欣,同曦,江苏,2019-11-05 19:35,88:90(已结束),0,17.4,2,4,0,0,0,0,0,1,3,0,0,1,1,6,501031
于长春,同曦,江苏,2019-11-05 19:35,88:90(已结束),0,19.6,2,3,2,2,0,0,0,3,1,0,0,0,2,10,500701
何敬佳,同曦,江苏,2019-11-05 19:35,88:90(已结束),0,9.3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,501980
吴冠希,江苏,同曦,2019-11-05 19:35,88:90(已结束),1,32.9,0,0,2,8,0,0,1,3,2,1,4,1,5,4,501882
易立,江苏,同曦,2019-11-05 19:35,88:90(已结束),1,32.7,1,1,6,9,2,2,0,3,2,3,0,0,1,17,100019
黄荣奇,江苏,同曦,2019-11-05 19:35,88:90(已结束),1,26.1,2,3,0,5,0,0,0,2,1,0,0,0,3,6,502861
史鸿飞,江苏,同曦,2019-11-05 19:35,88:90(已结束),1,25.8,2,3,0,0,0,0,0,1,4,2,0,0,4,6,501345
王洪,江苏,同曦,2019-11-05 19:35,88:90(已结束),0,10.8,0,1,0,0,0,0,0,1,2,1,0,1,0,0,503544
侯逸凡,江苏,同曦,2019-11-05 19:35,88:90(已结束),0,10.2,0,0,1,1,0,0,0,0,0,0,0,1,1,2,504101
柳伟,江苏,同曦,2019-11-05 19:35,88:90(已结束),0,29.5,0,1,2,3,1,1,2,4,0,0,0,2,6,5,100164
安东尼奥-布莱克尼,江苏,同曦,2019-11-05 19:35,88:90(已结束),0,38.6,2,4,13,23,9,13,1,9,3,3,0,4,0,41,100026409
赵旭昕,江苏,同曦,2019-11-05 19:35,88:90(已结束),0,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,502834
葛昭宝,山西,福建,2019-11-05 19:35,115:107(已结束),1,16.0,0,0,3,5,0,0,0,0,2,0,0,1,4,6,501322
任骏威,山西,福建,2019-11-05 19:35,115:107(已结束),1,14.9,1,2,1,3,0,0,2,5,0,0,0,0,1,5,501167
刘冠岑,山西,福建,2019-11-05 19:35,115:107(已结束),1,36.8,0,1,2,3,2,4,4,8,3,0,2,0,2,6,501697
原帅,山西,福建,2019-11-05 19:35,115:107(已结束),1,12.8,0,1,0,0,0,0,0,0,1,0,0,0,1,0,501459
马尔科姆-托马斯,山西,福建,2019-11-05 19:35,115:107(已结束),0,33.1,0,1,5,10,8,11,3,15,2,1,0,2,3,18,411458
邢志强,山西,福建,2019-11-05 19:35,115:107(已结束),0,4.7,1,1,0,0,0,0,0,2,0,0,0,1,1,3,501319
郭晓鹏,山西,福建,2019-11-05 19:35,115:107(已结束),0,26.0,1,3,3,5,0,0,0,2,2,0,0,0,4,9,501668
田桂森,山西,福建,2019-11-05 19:35,115:107(已结束),0,29.9,3,6,2,2,0,0,0,4,2,0,1,0,2,13,501320
闫鹏飞,山西,福建,2019-11-05 19:35,115:107(已结束),0,26.9,0,1,8,12,2,3,1,3,1,0,1,4,4,18,501318
埃里克-格林,福建,山西,2019-11-05 19:35,115:107(已结束),1,38.6,4,10,7,8,0,0,1,5,4,3,0,2,2,26,100026973
王哲林,福建,山西,2019-11-05 19:35,115:107(已结束),1,40.6,3,5,9,17,2,6,7,11,3,1,2,0,4,29,501537
陈林坚,福建,山西,2019-11-05 19:35,115:107(已结束),1,36.8,1,6,2,5,0,0,0,3,2,2,0,2,4,7,501476
孙椿棚,福建,山西,2019-11-05 19:35,115:107(已结束),1,20.5,0,0,1,2,1,2,0,0,1,1,1,0,4,3,501704
谢亚财,福建,山西,2019-11-05 19:35,115:107(已结束),1,11.5,0,0,0,0,0,0,0,2,3,0,0,1,1,0,500670
孙喆,福建,山西,2019-11-05 19:35,115:107(已结束),0,5.7,0,0,1,1,0,0,0,1,1,0,0,0,2,2,500441
泰-劳森,福建,山西,2019-11-05 19:35,115:107(已结束),0,33.4,0,3,9,15,10,16,2,8,4,2,0,3,4,28,100002149
胡珑贸,福建,山西,2019-11-05 19:35,115:107(已结束),0,14.8,1,4,0,3,2,2,0,1,0,1,0,0,3,5,503543
黄毅超,福建,山西,2019-11-05 19:35,115:107(已结束),0,26.9,1,5,2,2,0,0,1,4,2,0,0,0,2,7,502311
刁成灏,福建,山西,2019-11-05 19:35,115:107(已结束),0,11.3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,501695
刘传兴,青岛,八一,2019-11-05 19:35,113:83(已结束),1,18.4,0,0,2,8,2,2,5,12,1,1,2,5,3,6,100013553
翟逸,青岛,八一,2019-11-05 19:35,113:83(已结束),1,18.3,0,0,1,2,4,6,0,1,0,0,0,2,6,6,501470
赵泰隆,青岛,八一,2019-11-05 19:35,113:83(已结束),1,29.5,4,6,0,4,0,0,1,3,0,1,0,0,1,12,500382
王庆明,青岛,八一,2019-11-05 19:35,113:83(已结束),1,26.0,0,1,1,1,0,0,1,3,2,0,1,0,2,2,501485
达柳斯·亚当斯,青岛,八一,2019-11-05 19:35,113:83(已结束),1,28.5,3,6,12,17,2,2,0,6,3,1,0,2,0,35,503547
焦海龙,青岛,八一,2019-11-05 19:35,113:83(已结束),0,27.6,1,3,2,4,0,0,1,7,0,0,1,0,4,7,502668
赵戌宏,青岛,八一,2019-11-05 19:35,113:83(已结束),0,4.3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,502745
达卡里-约翰逊,青岛,八一,2019-11-05 19:35,113:83(已结束),0,19.5,0,0,6,11,7,8,1,11,2,2,1,1,0,19,100014112
赵大鹏,青岛,八一,2019-11-05 19:35,113:83(已结束),0,24.2,2,4,2,3,3,3,2,5,1,0,0,2,5,13,501180
张骋宇,青岛,八一,2019-11-05 19:35,113:83(已结束),0,11.8,0,1,2,4,2,2,0,2,1,0,0,1,2,6,500660
林韦翰,青岛,八一,2019-11-05 19:35,113:83(已结束),0,21.1,1,1,1,2,0,1,0,2,2,2,0,1,0,5,100024774
杨金蒙,青岛,八一,2019-11-05 19:35,113:83(已结束),0,10.9,0,0,1,1,0,0,0,1,1,0,0,3,1,2,501399
许钟豪,八一,青岛,2019-11-05 19:35,113:83(已结束),1,32.0,0,0,1,9,3,3,2,7,1,0,1,2,4,5,500535
刘航初,八一,青岛,2019-11-05 19:35,113:83(已结束),1,17.5,1,3,0,4,1,1,0,1,0,0,0,0,3,4,501144
雷蒙,八一,青岛,2019-11-05 19:35,113:83(已结束),1,37.5,3,6,5,8,4,6,1,4,3,1,0,1,1,23,501772
田宇翔,八一,青岛,2019-11-05 19:35,113:83(已结束),1,33.2,2,2,3,8,2,2,0,3,2,2,1,2,1,14,501335
王俊杰,八一,青岛,2019-11-05 19:35,113:83(已结束),1,27.9,0,3,2,6,4,6,1,7,1,2,0,0,2,8,100016488
张旭,八一,青岛,2019-11-05 19:35,113:83(已结束),0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100014134
余晨,八一,青岛,2019-11-05 19:35,113:83(已结束),0,12.9,0,0,1,3,1,2,1,3,0,0,0,2,6,3,501153
阿尔斯兰,八一,青岛,2019-11-05 19:35,113:83(已结束),0,13.7,1,6,0,2,1,2,0,0,1,0,0,2,2,4,501769
宁鸿宇,八一,青岛,2019-11-05 19:35,113:83(已结束),0,11.3,0,3,0,0,0,0,1,2,1,0,0,0,0,0,501779
郭昊文,八一,青岛,2019-11-05 19:35,113:83(已结束),0,13.0,0,2,2,4,1,2,0,1,0,2,0,0,4,5,502759
罗凯文,八一,青岛,2019-11-05 19:35,113:83(已结束),0,18.7,1,2,3,5,0,0,2,5,1,1,0,0,0,9,501777
付豪,八一,青岛,2019-11-05 19:35,113:83(已结束),0,21.0,0,0,4,7,0,0,2,6,0,0,0,2,1,8,501770
周琦,新疆,浙江,2019-11-05 19:35,146:138(已结束),1,44.4,0,5,8,13,8,15,7,20,7,2,4,1,5,24,501738
阿不都沙拉木,新疆,浙江,2019-11-05 19:35,146:138(已结束),1,45.2,1,3,8,14,5,5,7,13,1,0,0,1,3,24,501983
俞长栋,新疆,浙江,2019-11-05 19:35,146:138(已结束),1,19.1,0,0,3,4,1,1,2,5,1,1,0,2,4,7,501179
西热力江,新疆,浙江,2019-11-05 19:35,146:138(已结束),1,21.8,0,8,0,0,0,0,1,2,3,0,0,1,5,0,500555
凯-费尔德,新疆,浙江,2019-11-05 19:35,146:138(已结束),1,40.0,1,4,5,13,8,10,0,2,12,1,1,4,5,21,100023572
齐麟,新疆,浙江,2019-11-05 19:35,146:138(已结束),0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502784
范子铭,新疆,浙江,2019-11-05 19:35,146:138(已结束),0,13.3,0,0,2,2,1,1,1,3,1,0,0,1,1,5,501725
唐才育,新疆,浙江,2019-11-05 19:35,146:138(已结束),0,26.0,1,4,3,4,0,0,0,0,0,3,0,0,4,9,502749
贾内尔-斯托克斯,新疆,浙江,2019-11-05 19:35,146:138(已结束),0,39.2,1,3,15,18,7,9,5,16,2,1,0,3,0,40,504151
曾令旭,新疆,浙江,2019-11-05 19:35,146:138(已结束),0,18.0,0,1,1,4,0,0,0,1,5,0,0,1,1,2,501329
张大宇,浙江,新疆,2019-11-05 19:35,146:138(已结束),1,17.3,0,0,1,3,0,0,0,1,1,1,0,1,1,2,100085
朱旭航,浙江,新疆,2019-11-05 19:35,146:138(已结束),1,42.9,3,9,1,3,2,2,3,6,1,1,0,1,6,13,501546
吴前,浙江,新疆,2019-11-05 19:35,146:138(已结束),1,49.1,5,11,2,7,9,11,4,8,3,0,0,4,5,28,501409
程帅澎,浙江,新疆,2019-11-05 19:35,146:138(已结束),1,39.6,1,1,1,1,0,0,1,1,4,5,0,1,1,5,504070
马库斯-邓蒙,浙江,新疆,2019-11-05 19:35,146:138(已结束),1,47.1,8,18,6,10,14,14,0,3,7,1,0,3,4,50,503425
鞠鹏,浙江,新疆,2019-11-05 19:35,146:138(已结束),0,10.1,0,2,1,1,0,0,0,2,0,1,0,0,4,2,101765
刘泽一,浙江,新疆,2019-11-05 19:35,146:138(已结束),0,19.1,0,0,2,3,0,0,1,2,2,0,0,0,3,4,502908
西尔文-兰兹博格,浙江,新疆,2019-11-05 19:35,146:138(已结束),0,34.3,2,8,4,11,9,11,2,7,3,1,0,1,0,23,100026427
张正昕,浙江,新疆,2019-11-05 19:35,146:138(已结束),0,27.2,0,0,4,8,1,3,2,10,0,0,0,1,6,9,501991
付磊,浙江,新疆,2019-11-05 19:35,146:138(已结束),0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502029
王奕博,浙江,新疆,2019-11-05 19:35,146:138(已结束),0,3.0,0,0,1,2,0,0,0,0,0,0,0,1,1,2,502911
易建联,广东,四川,2019-11-05 19:35,118:115(已结束),1,35.7,1,4,12,18,6,6,2,7,0,1,3,1,4,33,100004
任骏飞,广东,四川,2019-11-05 19:35,118:115(已结束),1,35.2,0,3,4,5,1,3,3,5,1,1,1,1,3,9,500672
王薪凯,广东,四川,2019-11-05 19:35,118:115(已结束),1,10.4,0,1,0,0,0,0,0,1,0,1,0,1,2,0,501675
马尚·布鲁克斯,广东,四川,2019-11-05 19:35,118:115(已结束),1,35.9,2,5,8,10,13,13,1,8,8,4,1,6,0,35,503170
胡明轩,广东,四川,2019-11-05 19:35,118:115(已结束),1,23.8,2,5,0,1,0,0,1,2,1,0,0,1,5,6,502738
克拉伦斯-威姆斯,广东,四川,2019-11-05 19:35,118:115(已结束),0,34.3,0,1,14,25,3,6,3,9,5,3,0,2,1,31,504152
杜润旺,广东,四川,2019-11-05 19:35,118:115(已结束),0,19.9,1,3,0,0,1,2,1,3,1,1,0,0,1,4,502847
徐杰,广东,四川,2019-11-05 19:35,118:115(已结束),0,29.5,0,5,0,0,0,0,1,1,4,3,0,0,5,0,100000437
刘权标,广东,四川,2019-11-05 19:35,118:115(已结束),0,3.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100016574
苏伟,广东,四川,2019-11-05 19:35,118:115(已结束),0,6.8,0,0,0,1,0,0,0,2,0,0,0,1,3,0,101763
曾繁日,广东,四川,2019-11-05 19:35,118:115(已结束),0,5.6,0,0,0,2,0,0,2,3,0,0,0,0,2,0,503258
于刚,四川,广东,2019-11-05 19:35,118:115(已结束),1,8.9,0,0,1,1,0,0,2,3,0,0,0,0,0,2,501021
李原宇,四川,广东,2019-11-05 19:35,118:115(已结束),1,33.6,2,3,3,9,0,0,3,9,2,0,0,2,4,12,501166
左朕年,四川,广东,2019-11-05 19:35,118:115(已结束),1,27.3,0,6,2,4,4,6,1,3,0,0,0,3,1,8,502024
考特尼·福特森,四川,广东,2019-11-05 19:35,118:115(已结束),1,40.5,6,10,7,9,9,11,3,5,9,3,0,4,6,41,503548
胡林森,四川,广东,2019-11-05 19:35,118:115(已结束),1,30.6,2,6,1,4,0,0,0,2,0,3,0,2,5,8,502860
托马斯-罗宾逊,四川,广东,2019-11-05 19:35,118:115(已结束),0,26.3,0,0,12,19,4,9,6,17,1,1,0,3,6,28,100016394
孟达,四川,广东,2019-11-05 19:35,118:115(已结束),0,17.5,1,2,0,2,0,0,0,2,1,0,1,1,1,3,100026
袁堂文,四川,广东,2019-11-05 19:35,118:115(已结束),0,7.5,0,0,1,1,0,0,0,0,2,0,0,1,0,2,100016831
侯天一,四川,广东,2019-11-05 19:35,118:115(已结束),0,24.0,2,4,2,3,0,0,1,5,1,0,0,1,4,10,502010
陈辰,四川,广东,2019-11-05 19:35,118:115(已结束),0,24.0,0,2,0,1,1,2,1,3,2,0,0,1,3,1,502296
朱彦西,北京,山东,2019-11-06 19:35,105:102(已结束),1,41.8,2,6,1,3,2,2,1,4,1,2,1,0,2,10,501234
加尼尤,北京,山东,2019-11-06 19:35,105:102(已结束),1,3.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,502650
翟晓川,北京,山东,2019-11-06 19:35,105:102(已结束),1,40.0,1,4,4,9,7,7,2,10,3,1,0,1,3,18,501346
方硕,北京,山东,2019-11-06 19:35,105:102(已结束),1,24.3,0,1,2,6,0,2,0,2,2,3,1,0,5,4,500519
林书豪,北京,山东,2019-11-06 19:35,105:102(已结束),1,34.6,2,5,4,11,10,12,0,8,6,1,0,3,3,24,100026408
贾斯丁-汉密尔顿,北京,山东,2019-11-06 19:35,105:102(已结束),0,37.1,2,3,12,14,5,6,3,10,5,0,8,2,0,35,504139
刘晓宇,北京,山东,2019-11-06 19:35,105:102(已结束),0,11.9,1,2,0,1,0,0,0,1,1,1,0,1,5,3,100006
段江鹏,北京,山东,2019-11-06 19:35,105:102(已结束),0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500389
常林,北京,山东,2019-11-06 19:35,105:102(已结束),0,10.5,0,0,1,2,1,2,1,4,1,0,0,2,2,3,400102
张才仁,北京,山东,2019-11-06 19:35,105:102(已结束),0,5.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,501976
周仪翔,北京,山东,2019-11-06 19:35,105:102(已结束),0,22.8,2,5,0,0,0,0,2,2,1,1,0,0,2,6,504140
张卓,北京,山东,2019-11-06 19:35,105:102(已结束),0,2.7,0,0,0,0,2,2,1,1,0,0,0,0,1,2,502651
贾诚,山东,北京,2019-11-06 19:35,105:102(已结束),1,35.4,1,1,3,9,1,4,2,8,1,0,1,2,5,10,501161
陶汉林,山东,北京,2019-11-06 19:35,105:102(已结束),1,5.0,0,0,0,1,0,2,0,3,1,0,0,0,2,0,500684
李敬宇,山东,北京,2019-11-06 19:35,105:102(已结束),1,41.3,7,8,0,0,0,0,0,3,5,0,0,0,2,21,500331
莱斯特·哈德森,山东,北京,2019-11-06 19:35,105:102(已结束),1,40.6,5,14,4,10,7,8,8,16,9,1,1,2,5,30,501217
张庆鹏,山东,北京,2019-11-06 19:35,105:102(已结束),1,38.5,2,6,1,3,2,2,1,3,4,5,0,4,3,10,100126
田嘉夫,山东,北京,2019-11-06 19:35,105:102(已结束),0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501382
陈培东,山东,北京,2019-11-06 19:35,105:102(已结束),0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502890
詹姆斯-梅斯,山东,北京,2019-11-06 19:35,105:102(已结束),0,30.9,0,2,5,8,1,2,1,3,1,1,0,4,2,11,100012421
刘大鹏,山东,北京,2019-11-06 19:35,105:102(已结束),0,13.5,0,2,0,3,0,0,1,1,0,2,0,0,4,0,500602
朱荣振,山东,北京,2019-11-06 19:35,105:102(已结束),0,15.3,0,0,2,5,4,4,2,3,0,0,0,1,1,8,504067
张辉,山东,北京,2019-11-06 19:35,105:102(已结束),0,16.9,3,3,1,5,1,2,2,4,0,0,0,1,5,12,501709
时德帅,天津,吉林,2019-11-06 19:35,107:121(已结束),1,44.4,0,3,5,8,3,6,3,4,0,3,1,1,0,13,501763
马尔科-托多罗维奇,天津,吉林,2019-11-06 19:35,107:121(已结束),1,38.2,0,0,14,16,6,7,3,17,2,1,1,4,5,34,100025549
孟子凯,天津,吉林,2019-11-06 19:35,107:121(已结束),1,24.7,0,2,1,2,2,2,2,2,3,0,0,0,3,4,501762
李荣培,天津,吉林,2019-11-06 19:35,107:121(已结束),1,41.5,3,3,6,8,0,0,0,4,6,3,0,4,5,21,501761
刘帅,天津,吉林,2019-11-06 19:35,107:121(已结束),0,7.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,100002564
查森-兰德尔,天津,吉林,2019-11-06 19:35,107:121(已结束),0,28.6,1,4,3,15,11,11,1,2,2,1,0,2,2,20,100026412
何思雨,天津,吉林,2019-11-06 19:35,107:121(已结束),0,19.1,1,2,2,3,0,2,1,4,1,2,0,2,3,7,502630
潘宁,天津,吉林,2019-11-06 19:35,107:121(已结束),0,7.6,0,1,0,2,1,2,2,2,0,0,1,0,2,1,501701
史仪,天津,吉林,2019-11-06 19:35,107:121(已结束),0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502748
金鑫,天津,吉林,2019-11-06 19:35,107:121(已结束),0,4.2,0,0,0,1,0,0,1,1,1,0,0,0,1,0,501760
多米尼克·琼斯,吉林,天津,2019-11-06 19:35,107:121(已结束),1,44.5,6,11,13,18,8,14,0,5,10,1,1,3,4,52,501896
钟诚,吉林,天津,2019-11-06 19:35,107:121(已结束),1,27.3,2,2,3,3,3,3,0,5,0,1,1,1,6,15,500523
代怀博,吉林,天津,2019-11-06 19:35,107:121(已结束),1,20.5,2,3,1,1,0,0,0,3,0,0,0,0,2,8,501413
姜宇星,吉林,天津,2019-11-06 19:35,107:121(已结束),1,42.2,0,0,1,4,7,8,1,5,2,3,1,1,4,9,501650
崔晋铭,吉林,天津,2019-11-06 19:35,107:121(已结束),1,43.3,1,4,7,8,3,4,0,3,3,1,0,2,3,20,501506
李安,吉林,天津,2019-11-06 19:35,107:121(已结束),0,5.7,0,0,0,1,0,0,0,2,0,0,0,0,0,0,500662
柴长易,吉林,天津,2019-11-06 19:35,107:121(已结束),0,4.8,0,0,0,1,0,0,0,0,1,1,0,0,0,0,501338
张彪,吉林,天津,2019-11-06 19:35,107:121(已结束),0,15.1,0,0,2,6,0,0,0,0,0,1,0,2,0,4,500526
伊莱·霍尔曼,吉林,天津,2019-11-06 19:35,107:121(已结束),0,27.5,0,0,6,9,1,2,1,7,0,1,2,2,3,13,502309
姜伟泽,吉林,天津,2019-11-06 19:35,107:121(已结束),0,9.3,0,2,0,0,0,0,1,1,1,2,0,0,0,0,100013041
李慕豪,深圳,广州,2019-11-06 20:00,103:119(已结束),1,29.8,0,0,5,8,4,5,0,1,0,1,0,2,2,14,501178
卢艺文,深圳,广州,2019-11-06 20:00,103:119(已结束),1,29.2,2,6,3,5,0,0,0,2,0,1,0,0,3,12,501672
顾全,深圳,广州,2019-11-06 20:00,103:119(已结束),1,32.9,0,2,2,4,3,4,1,5,3,1,0,4,2,7,501176
贺希宁,深圳,广州,2019-11-06 20:00,103:119(已结束),1,19.6,1,3,1,1,0,0,1,1,1,0,0,1,0,5,501994
皮埃尔-杰克逊,深圳,广州,2019-11-06 20:00,103:119(已结束),1,34.4,1,6,2,4,9,9,0,3,3,2,0,1,1,16,100014108
容子峰,深圳,广州,2019-11-06 20:00,103:119(已结束),0,4.7,0,1,0,0,0,0,1,1,0,1,0,0,0,0,504047
白昊天,深圳,广州,2019-11-06 20:00,103:119(已结束),0,18.6,0,1,2,4,0,0,0,3,6,0,0,0,4,4,502845
沙巴兹-穆罕穆德,深圳,广州,2019-11-06 20:00,103:119(已结束),0,33.9,1,3,8,10,10,13,3,8,2,0,1,0,4,29,100014197
杨林祎,深圳,广州,2019-11-06 20:00,103:119(已结束),0,13.6,2,5,0,1,0,0,0,1,1,0,0,1,1,6,504102
孟铎,深圳,广州,2019-11-06 20:00,103:119(已结束),0,5.2,0,0,0,0,0,0,0,0,1,0,0,1,2,0,100111
沈梓捷,深圳,广州,2019-11-06 20:00,103:119(已结束),0,18.2,0,0,3,3,4,4,1,2,1,0,0,0,2,10,501674
郭凯,广州,深圳,2019-11-06 20:00,103:119(已结束),1,31.2,0,0,7,9,0,0,2,6,3,3,1,0,4,14,503539
安德鲁-尼克尔森,广州,深圳,2019-11-06 20:00,103:119(已结束),1,37.4,5,7,7,10,2,2,2,7,4,1,0,3,2,31,100002140
刘丰搏,广州,深圳,2019-11-06 20:00,103:119(已结束),1,15.2,2,4,1,2,0,0,1,1,1,0,0,0,5,8,501874
陈盈骏,广州,深圳,2019-11-06 20:00,103:119(已结束),1,42.7,4,6,4,6,1,2,0,3,9,1,0,1,4,21,504143
凯弗-赛克斯,广州,深圳,2019-11-06 20:00,103:119(已结束),1,34.6,5,8,8,11,1,2,0,7,8,2,0,2,3,32,100026487
谷玥灼,广州,深圳,2019-11-06 20:00,103:119(已结束),0,19.0,0,1,2,2,1,3,0,1,0,1,0,1,0,5,503540
张永鹏,广州,深圳,2019-11-06 20:00,103:119(已结束),0,5.2,0,0,0,0,0,0,0,0,0,1,0,2,2,0,500352
孙鸣阳,广州,深圳,2019-11-06 20:00,103:119(已结束),0,22.3,1,3,0,4,1,2,0,3,1,0,0,0,5,4,501403
司坤,广州,深圳,2019-11-06 20:00,103:119(已结束),0,13.9,0,2,0,0,1,2,3,5,1,0,0,2,3,1,501746
姚天一,广州,深圳,2019-11-06 20:00,103:119(已结束),0,18.7,1,4,0,0,0,0,1,3,1,0,0,0,1,3,501979
哈达迪,同曦,四川,2019-11-07 19:35,103:101(已结束),1,27.8,0,1,6,10,3,6,2,8,6,0,3,3,4,15,501880
宋建骅,同曦,四川,2019-11-07 19:35,103:101(已结束),1,29.2,2,8,2,5,0,0,2,4,3,4,0,4,3,10,501380
郭一飞,同曦,四川,2019-11-07 19:35,103:101(已结束),1,33.2,3,3,3,5,4,4,1,5,0,1,1,1,5,19,501477
贝南-雅克查理,同曦,四川,2019-11-07 19:35,103:101(已结束),1,34.8,2,4,4,10,5,5,3,8,4,3,0,0,2,19,100001018
约瑟夫-杨,同曦,四川,2019-11-07 19:35,103:101(已结束),1,42.8,4,10,7,16,5,5,1,5,7,4,0,6,2,31,100014107
王睿,同曦,四川,2019-11-07 19:35,103:101(已结束),0,12.0,1,2,1,1,0,0,1,1,0,0,0,1,5,5,502873
张韩,同曦,四川,2019-11-07 19:35,103:101(已结束),0,2.9,0,1,0,1,0,0,0,2,0,0,0,0,1,0,501402
买尔丹·吐尔逊,同曦,四川,2019-11-07 19:35,103:101(已结束),0,20.1,0,0,0,1,0,0,1,3,1,0,0,2,4,0,500516
于长春,同曦,四川,2019-11-07 19:35,103:101(已结束),0,15.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,500701
何敬佳,同曦,四川,2019-11-07 19:35,103:101(已结束),0,13.3,0,0,2,3,0,0,1,1,1,0,0,0,2,4,501980
冯欣,同曦,四川,2019-11-07 19:35,103:101(已结束),0,8.4,0,0,0,1,0,0,1,3,1,0,0,0,0,0,501031
袁振梁,四川,同曦,2019-11-07 19:35,103:101(已结束),1,20.0,0,0,5,6,0,1,0,4,0,0,0,1,4,10,503341
李原宇,四川,同曦,2019-11-07 19:35,103:101(已结束),1,42.5,3,7,6,12,2,2,2,11,3,4,3,5,5,23,501166
左朕年,四川,同曦,2019-11-07 19:35,103:101(已结束),1,40.7,2,6,2,5,0,0,0,1,1,0,0,0,1,10,502024
考特尼·福特森,四川,同曦,2019-11-07 19:35,103:101(已结束),1,44.2,1,3,8,11,15,21,3,8,13,4,0,9,5,34,503548
胡林森,四川,同曦,2019-11-07 19:35,103:101(已结束),1,15.7,0,1,1,2,0,0,0,1,1,0,0,1,0,2,502860
孟达,四川,同曦,2019-11-07 19:35,103:101(已结束),0,32.3,1,5,0,2,0,0,0,2,4,2,0,0,3,3,100026
闵庆飞,四川,同曦,2019-11-07 19:35,103:101(已结束),0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501673
陈辰,四川,同曦,2019-11-07 19:35,103:101(已结束),0,11.8,0,2,0,0,0,0,1,2,0,0,0,1,0,0,502296
托马斯-罗宾逊,四川,同曦,2019-11-07 19:35,103:101(已结束),0,27.8,0,0,6,14,7,9,4,8,0,2,1,0,3,19,100016394
袁堂文,四川,同曦,2019-11-07 19:35,103:101(已结束),0,3.8,0,0,0,1,0,0,1,1,0,0,0,0,1,0,100016831
王哲林,福建,青岛,2019-11-07 19:35,119:125(已结束),1,39.1,1,3,13,20,4,7,2,9,3,1,2,1,5,33,501537
陈林坚,福建,青岛,2019-11-07 19:35,119:125(已结束),1,45.3,3,12,3,6,4,5,1,4,3,0,0,2,2,19,501476
孙椿棚,福建,青岛,2019-11-07 19:35,119:125(已结束),1,29.9,0,0,2,3,0,0,3,10,1,1,0,0,1,4,501704
谢亚财,福建,青岛,2019-11-07 19:35,119:125(已结束),1,6.1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,500670
埃里克-格林,福建,青岛,2019-11-07 19:35,119:125(已结束),1,29.8,3,7,2,7,2,3,1,8,6,0,0,1,0,15,100026973
李江淮,福建,青岛,2019-11-07 19:35,119:125(已结束),0,1.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,503541
孙喆,福建,青岛,2019-11-07 19:35,119:125(已结束),0,12.4,0,0,1,1,0,0,2,2,0,0,0,4,2,2,500441
黄毅超,福建,青岛,2019-11-07 19:35,119:125(已结束),0,25.4,0,2,3,3,0,0,2,2,1,2,1,2,1,6,502311
泰-劳森,福建,青岛,2019-11-07 19:35,119:125(已结束),0,40.2,4,7,9,16,10,10,1,8,2,0,0,0,0,40,100002149
胡珑贸,福建,青岛,2019-11-07 19:35,119:125(已结束),0,9.8,0,0,0,0,0,0,0,1,1,1,0,0,1,0,503543
刘传兴,青岛,福建,2019-11-07 19:35,119:125(已结束),1,8.1,0,0,1,1,0,0,1,2,0,0,0,0,1,2,100013553
翟逸,青岛,福建,2019-11-07 19:35,119:125(已结束),1,32.2,0,0,2,5,1,2,0,3,3,0,2,0,1,5,501470
赵泰隆,青岛,福建,2019-11-07 19:35,119:125(已结束),1,15.3,0,3,0,0,0,0,1,2,1,0,0,0,1,0,500382
