AST_ON_MADE,AST_ON_RECEIVED,FG2A_ON_MADE,FG2A_ON_RECEIVED,FG2M_ON_MADE,FG2M_ON_RECEIVED,FG2_PCT_ON_MADE,FG2_PCT_ON_RECEIVED,FG3A_ON_MADE,FG3A_ON_RECEIVED,FG3M_ON_MADE,FG3M_ON_RECEIVED,FG3_PCT_ON_MADE,FG3_PCT_ON_RECEIVED,FGA_ON_MADE,FGA_ON_RECEIVED,FGM_ON_MADE,FGM_ON_RECEIVED,FG_PCT_ON_MADE,FG_PCT_ON_RECEIVED,FREQUENCY_ON_MADE,FREQUENCY_ON_RECEIVED,G_ON_MADE,G_ON_RECEIVED,PASS_ON_MADE,PASS_ON_RECEIVED,PLAYER_NAME,TEAM_NAME
8.0,0.0,18.0,3.0,6.0,2.0,0.333,0.667,6.0,4.0,2.0,0.0,0.333,0.0,24.0,7.0,8.0,2.0,0.333,0.286,0.178,0.182,1,1,46.0,47.0,"Smart, Marcus",Boston Celtics
2.0,4.0,7.0,12.0,3.0,2.0,0.429,0.167,2.0,8.0,0.0,4.0,0.0,0.5,9.0,20.0,3.0,6.0,0.333,0.3,0.174,0.128,1,1,45.0,33.0,"Tatum, Jayson",Boston Celtics
2.0,1.0,16.0,13.0,2.0,3.0,0.125,0.231,3.0,6.0,0.0,1.0,0.0,0.167,19.0,19.0,2.0,4.0,0.105,0.211,0.163,0.256,1,1,42.0,66.0,"Walker, Kemba",Boston Celtics
0.0,2.0,3.0,4.0,1.0,1.0,0.333,0.25,3.0,2.0,0.0,1.0,0.0,0.5,6.0,6.0,1.0,2.0,0.167,0.333,0.089,0.07,1,1,23.0,18.0,"Brown, Jaylen",Boston Celtics
0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.031,0.035,1,1,8.0,9.0,"Theis, Daniel",Boston Celtics
3.0,1.0,9.0,9.0,4.0,4.0,0.444,0.444,4.0,1.0,1.0,0.0,0.25,0.0,13.0,10.0,5.0,4.0,0.385,0.4,0.171,0.115,1,1,55.0,37.0,"Love, Kevin",Cleveland Cavaliers
5.0,2.0,6.0,5.0,3.0,1.0,0.5,0.2,7.0,4.0,3.0,2.0,0.429,0.5,13.0,9.0,6.0,3.0,0.462,0.333,0.152,0.174,1,1,49.0,56.0,"Garland, Darius",Cleveland Cavaliers
2.0,4.0,6.0,5.0,1.0,3.0,0.167,0.6,5.0,5.0,1.0,1.0,0.2,0.2,11.0,10.0,2.0,4.0,0.182,0.4,0.13,0.112,1,1,42.0,36.0,"Nance Jr., Larry",Cleveland Cavaliers
3.0,0.0,10.0,3.0,4.0,2.0,0.4,0.667,4.0,4.0,1.0,0.0,0.25,0.0,14.0,7.0,5.0,2.0,0.357,0.286,0.124,0.14,1,1,40.0,45.0,"Dellavedova, Matthew",Cleveland Cavaliers
2.0,3.0,4.0,9.0,1.0,2.0,0.25,0.222,4.0,8.0,2.0,3.0,0.5,0.375,8.0,17.0,3.0,5.0,0.375,0.294,0.115,0.161,1,1,37.0,52.0,"Sexton, Collin",Cleveland Cavaliers
2.0,4.0,8.0,3.0,4.0,2.0,0.5,0.667,1.0,6.0,1.0,3.0,1.0,0.5,9.0,9.0,5.0,5.0,0.556,0.556,0.075,0.078,1,1,24.0,25.0,"Osman, Cedi",Cleveland Cavaliers
0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.167,2.0,5.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,0.0,0.091,0.047,0.065,1,1,15.0,21.0,"Clarkson, Jordan",Cleveland Cavaliers
2.0,0.0,3.0,5.0,2.0,0.0,0.667,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,0.5,0.0,0.04,0.037,1,1,13.0,12.0,"Porter Jr., Kevin",Cleveland Cavaliers
7.0,1.0,11.0,8.0,4.0,5.0,0.364,0.625,10.0,6.0,4.0,1.0,0.4,0.167,21.0,14.0,8.0,6.0,0.381,0.429,0.201,0.225,1,1,77.0,86.0,"Holiday, Jrue",New Orleans Pelicans
5.0,5.0,4.0,13.0,2.0,5.0,0.5,0.385,6.0,5.0,4.0,2.0,0.667,0.4,10.0,18.0,6.0,7.0,0.6,0.389,0.12,0.115,1,1,46.0,44.0,"Ingram, Brandon",New Orleans Pelicans
4.0,2.0,7.0,4.0,3.0,0.0,0.429,0.0,3.0,3.0,2.0,2.0,0.667,0.667,10.0,7.0,5.0,2.0,0.5,0.286,0.11,0.102,1,1,42.0,39.0,"Ball, Lonzo",New Orleans Pelicans
2.0,4.0,4.0,1.0,1.0,1.0,0.25,1.0,5.0,5.0,4.0,4.0,0.8,0.8,9.0,6.0,5.0,5.0,0.556,0.833,0.089,0.084,1,1,34.0,32.0,"Melli, Nicolo",New Orleans Pelicans
2.0,1.0,4.0,3.0,2.0,0.0,0.5,0.0,2.0,6.0,0.0,1.0,0.0,0.167,6.0,9.0,2.0,1.0,0.333,0.111,0.073,0.078,1,1,28.0,30.0,"Alexander-Walker, Nickeil",New Orleans Pelicans
1.0,3.0,2.0,4.0,1.0,1.0,0.5,0.25,5.0,5.0,1.0,3.0,0.2,0.6,7.0,9.0,2.0,4.0,0.286,0.444,0.07,0.07,1,1,27.0,27.0,"Hart, Josh",New Orleans Pelicans
1.0,6.0,3.0,3.0,2.0,2.0,0.667,0.667,4.0,6.0,1.0,4.0,0.25,0.667,7.0,9.0,3.0,6.0,0.429,0.667,0.044,0.073,1,1,17.0,28.0,"Redick, JJ",New Orleans Pelicans
2.0,1.0,3.0,3.0,2.0,1.0,0.667,0.333,1.0,3.0,0.0,1.0,0.0,0.333,4.0,6.0,2.0,2.0,0.5,0.333,0.042,0.05,1,1,16.0,19.0,"Moore, E'Twaun",New Orleans Pelicans
7.0,2.0,13.0,12.0,6.0,5.0,0.462,0.417,7.0,4.0,2.0,1.0,0.286,0.25,20.0,16.0,8.0,6.0,0.4,0.375,0.139,0.165,1,1,38.0,45.0,"LaVine, Zach",Chicago Bulls
2.0,0.0,7.0,2.0,2.0,2.0,0.286,1.0,5.0,2.0,2.0,0.0,0.4,0.0,12.0,4.0,4.0,2.0,0.333,0.5,0.128,0.106,1,1,35.0,29.0,"Dunn, Kris",Chicago Bulls
2.0,5.0,7.0,5.0,3.0,4.0,0.429,0.8,3.0,5.0,0.0,3.0,0.0,0.6,10.0,10.0,3.0,7.0,0.3,0.7,0.128,0.106,1,1,35.0,29.0,"Young, Thaddeus",Chicago Bulls
7.0,3.0,9.0,9.0,5.0,5.0,0.556,0.556,5.0,5.0,4.0,1.0,0.8,0.2,14.0,14.0,9.0,6.0,0.643,0.429,0.125,0.154,1,1,34.0,42.0,"White, Coby",Chicago Bulls
2.0,6.0,6.0,17.0,2.0,8.0,0.333,0.471,4.0,7.0,1.0,1.0,0.25,0.143,10.0,24.0,3.0,9.0,0.3,0.375,0.106,0.125,1,1,29.0,34.0,"Markkanen, Lauri",Chicago Bulls
1.0,3.0,3.0,6.0,1.0,2.0,0.333,0.333,1.0,5.0,0.0,1.0,0.0,0.2,4.0,11.0,1.0,3.0,0.25,0.273,0.07,0.084,1,1,19.0,23.0,"Porter Jr., Otto",Chicago Bulls
3.0,1.0,10.0,9.0,2.0,6.0,0.2,0.667,8.0,9.0,2.0,4.0,0.25,0.444,18.0,18.0,4.0,10.0,0.222,0.556,0.212,0.266,1,1,66.0,83.0,"Doncic, Luka",Dallas Mavericks
3.0,1.0,5.0,6.0,3.0,1.0,0.6,0.167,6.0,3.0,1.0,1.0,0.167,0.333,11.0,9.0,4.0,2.0,0.364,0.222,0.163,0.167,1,1,51.0,52.0,"Brunson, Jalen",Dallas Mavericks
2.0,5.0,2.0,11.0,1.0,4.0,0.5,0.364,4.0,7.0,2.0,3.0,0.5,0.429,6.0,18.0,3.0,7.0,0.5,0.389,0.122,0.125,1,1,38.0,39.0,"Porzingis, Kristaps",Dallas Mavericks
1.0,1.0,5.0,4.0,3.0,0.0,0.6,0.0,3.0,3.0,1.0,1.0,0.333,0.333,8.0,7.0,4.0,1.0,0.5,0.143,0.103,0.08,1,1,32.0,25.0,"Finney-Smith, Dorian",Dallas Mavericks
3.0,1.0,7.0,1.0,5.0,0.0,0.714,0.0,7.0,1.0,3.0,1.0,0.429,1.0,14.0,2.0,8.0,1.0,0.571,0.5,0.087,0.077,1,1,27.0,24.0,"Wright, Delon",Dallas Mavericks
2.0,4.0,5.0,4.0,3.0,4.0,0.6,1.0,1.0,2.0,1.0,0.0,1.0,0.0,6.0,6.0,4.0,4.0,0.667,0.667,0.074,0.067,1,1,23.0,21.0,"Jackson, Justin",Dallas Mavericks
1.0,1.0,4.0,4.0,2.0,2.0,0.5,0.5,1.0,2.0,0.0,1.0,0.0,0.5,5.0,6.0,2.0,3.0,0.4,0.5,0.058,0.061,1,1,18.0,19.0,"Curry, Seth",Dallas Mavericks
1.0,2.0,2.0,2.0,1.0,2.0,0.5,1.0,2.0,5.0,1.0,0.0,0.5,0.0,4.0,7.0,2.0,2.0,0.5,0.286,0.058,0.074,1,1,18.0,23.0,"Hardaway Jr., Tim",Dallas Mavericks
2.0,5.0,8.0,8.0,2.0,4.0,0.25,0.5,6.0,5.0,1.0,3.0,0.167,0.6,14.0,13.0,3.0,7.0,0.214,0.538,0.201,0.164,1,1,64.0,52.0,"Jokic, Nikola",Denver Nuggets
6.0,3.0,10.0,8.0,3.0,1.0,0.3,0.125,5.0,6.0,4.0,3.0,0.8,0.5,15.0,14.0,7.0,4.0,0.467,0.286,0.195,0.223,1,1,62.0,71.0,"Murray, Jamal",Denver Nuggets
2.0,0.0,6.0,5.0,1.0,1.0,0.167,0.2,3.0,3.0,1.0,2.0,0.333,0.667,9.0,8.0,2.0,3.0,0.222,0.375,0.104,0.119,1,1,33.0,38.0,"Barton, Will",Denver Nuggets
2.0,3.0,3.0,4.0,1.0,0.0,0.333,0.0,2.0,4.0,2.0,3.0,1.0,0.75,5.0,8.0,3.0,3.0,0.6,0.375,0.091,0.072,1,1,29.0,23.0,"Millsap, Paul",Denver Nuggets
0.0,3.0,4.0,6.0,2.0,2.0,0.5,0.333,5.0,5.0,2.0,1.0,0.4,0.2,9.0,11.0,4.0,3.0,0.444,0.273,0.079,0.107,1,1,25.0,34.0,"Harris, Gary",Denver Nuggets
1.0,3.0,3.0,2.0,1.0,1.0,0.333,0.5,1.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,2.0,3.0,0.5,0.75,0.066,0.044,1,1,21.0,14.0,"Grant, Jerami",Denver Nuggets
2.0,3.0,2.0,2.0,1.0,2.0,0.5,1.0,1.0,3.0,1.0,2.0,1.0,0.667,3.0,5.0,2.0,4.0,0.667,0.8,0.044,0.031,1,1,14.0,10.0,"Craig, Torrey",Denver Nuggets
1.0,2.0,4.0,2.0,1.0,0.0,0.25,0.0,2.0,4.0,1.0,2.0,0.5,0.5,6.0,6.0,2.0,2.0,0.333,0.333,0.028,0.047,1,1,9.0,15.0,"Beasley, Malik",Denver Nuggets
7.0,3.0,15.0,12.0,6.0,7.0,0.4,0.583,10.0,3.0,3.0,1.0,0.3,0.333,25.0,15.0,9.0,8.0,0.36,0.533,0.222,0.258,1,1,62.0,72.0,"Williams, Lou",LA Clippers
6.0,0.0,9.0,2.0,6.0,1.0,0.667,0.5,4.0,5.0,3.0,0.0,0.75,0.0,13.0,7.0,9.0,1.0,0.692,0.143,0.183,0.154,1,1,51.0,43.0,"Beverley, Patrick",LA Clippers
5.0,2.0,6.0,17.0,4.0,9.0,0.667,0.529,3.0,4.0,2.0,1.0,0.667,0.25,9.0,21.0,6.0,10.0,0.667,0.476,0.118,0.172,1,1,33.0,48.0,"Leonard, Kawhi",LA Clippers
2.0,3.0,6.0,4.0,3.0,1.0,0.5,0.25,3.0,4.0,0.0,2.0,0.0,0.5,9.0,8.0,3.0,3.0,0.333,0.375,0.097,0.104,1,1,27.0,29.0,"Shamet, Landry",LA Clippers
0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,4.0,0.0,0.571,4.0,8.0,0.0,4.0,0.0,0.5,0.065,0.057,1,1,18.0,16.0,"Green, JaMychal",LA Clippers
0.0,3.0,2.0,3.0,1.0,1.0,0.5,0.333,1.0,3.0,0.0,2.0,0.0,0.667,3.0,6.0,1.0,3.0,0.333,0.5,0.061,0.032,1,1,17.0,9.0,"Harkless, Maurice",LA Clippers
8.0,3.0,10.0,14.0,4.0,6.0,0.4,0.429,17.0,5.0,4.0,1.0,0.235,0.2,27.0,19.0,8.0,7.0,0.296,0.368,0.254,0.318,1,1,76.0,95.0,"James, LeBron",Los Angeles Lakers
5.0,1.0,7.0,20.0,3.0,7.0,0.429,0.35,6.0,2.0,2.0,0.0,0.333,0.0,13.0,22.0,5.0,7.0,0.385,0.318,0.161,0.187,1,1,48.0,56.0,"Davis, Anthony",Los Angeles Lakers
0.0,8.0,8.0,3.0,3.0,1.0,0.375,0.333,1.0,9.0,0.0,7.0,0.0,0.778,9.0,12.0,3.0,8.0,0.333,0.667,0.14,0.107,1,1,42.0,32.0,"Green, Danny",Los Angeles Lakers
3.0,0.0,5.0,1.0,3.0,0.0,0.6,0.0,3.0,2.0,3.0,0.0,1.0,0.0,8.0,3.0,6.0,0.0,0.75,0.0,0.104,0.074,1,1,31.0,22.0,"Caldwell-Pope, Kentavious",Los Angeles Lakers
2.0,0.0,5.0,3.0,3.0,2.0,0.6,0.667,3.0,3.0,2.0,0.0,0.667,0.0,8.0,6.0,5.0,2.0,0.625,0.333,0.07,0.094,1,1,21.0,28.0,"Cook, Quinn",Los Angeles Lakers
1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.2,2.0,6.0,2.0,2.0,1.0,0.333,0.03,0.047,1,1,9.0,14.0,"Daniels, Troy",Los Angeles Lakers
7.0,4.0,11.0,20.0,7.0,9.0,0.636,0.45,2.0,2.0,2.0,1.0,1.0,0.5,13.0,22.0,9.0,10.0,0.692,0.455,0.176,0.216,1,1,52.0,64.0,"Winslow, Justise",Miami Heat
3.0,2.0,10.0,4.0,3.0,1.0,0.3,0.25,4.0,4.0,2.0,2.0,0.5,0.5,14.0,8.0,5.0,3.0,0.357,0.375,0.142,0.179,1,1,42.0,53.0,"Dragic, Goran",Miami Heat
0.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,9.0,4.0,0.0,1.0,0.0,0.25,0.132,0.068,1,1,39.0,20.0,"Olynyk, Kelly",Miami Heat
1.0,3.0,8.0,11.0,1.0,4.0,0.125,0.364,6.0,2.0,0.0,1.0,0.0,0.5,14.0,13.0,1.0,5.0,0.071,0.385,0.125,0.118,1,1,37.0,35.0,"Herro, Tyler",Miami Heat
