TEAM_NAME,VS_PLAYER_NAME,GP_ON,GP_OFF,GP_DIFF,MIN_ON,MIN_OFF,MIN_DIFF,PLUS_MINUS_ON,PLUS_MINUS_OFF,PLUS_MINUS_DIFF,OFF_RATING_ON,OFF_RATING_OFF,OFF_RATING_DIFF,DEF_RATING_ON,DEF_RATING_OFF,DEF_RATING_DIFF,NET_RATING_ON,NET_RATING_OFF,NET_RATING_DIFF
Sacramento Kings,"Jackson, Justin",52.0,54,-2.0,1083.0,1514.0,-431.0,-2.8,-0.7,-2.1,104.9,108.8,-3.9,107.5,109.5,-2.0,-2.6,-0.6,-2.0
Sacramento Kings,"Koufos, Kosta",31.0,57,-26.0,379.0,2362.0,-1983.0,-1.9,-1.1,-0.8,104.1,108.6,-4.5,105.0,109.5,-4.5,-0.9,-0.9,0.0
Sacramento Kings,"Labissiere, Skal",13.0,54,-41.0,113.0,2484.0,-2371.0,-2.5,-1.6,-0.9,109.7,108.7,1.0,112.8,110.1,2.7,-3.1,-1.4,-1.7
Sacramento Kings,"Mason, Frank",34.0,57,-23.0,396.0,2345.0,-1949.0,-14.7,1.0,-15.7,98.1,109.7,-11.6,112.4,108.7,3.7,-14.3,1.0,-15.3
Sacramento Kings,"McLemore, Ben",19.0,54,-35.0,158.0,2439.0,-2281.0,-5.2,-1.4,-3.8,105.2,108.8,-3.6,108.7,110.2,-1.5,-3.5,-1.4,-2.1
Sacramento Kings,"Shumpert, Iman",42.0,54,-12.0,1099.0,1498.0,-399.0,-1.9,-1.4,-0.5,109.9,106.2,3.7,110.9,107.1,3.8,-1.1,-0.9,-0.2
Sacramento Kings,"Williams, Troy",18.0,54,-36.0,286.0,2311.0,-2025.0,-7.4,-0.2,-7.2,100.6,108.8,-8.2,107.5,109.2,-1.7,-6.9,-0.3,-6.6
San Antonio Spurs,"Aldridge, LaMarcus",58.0,59,-1.0,1896.0,956.0,940.0,0.9,1.2,-0.3,111.6,107.4,4.2,111.3,106.5,4.8,0.4,0.9,-0.5
San Antonio Spurs,"Belinelli, Marco",57.0,59,-2.0,1295.0,1557.0,-262.0,0.0,1.8,-1.8,111.7,108.3,3.4,112.1,106.5,5.6,-0.4,1.9,-2.3
San Antonio Spurs,"Bertans, Davis",53.0,59,-6.0,1130.0,1722.0,-592.0,7.4,-3.2,10.6,115.0,106.9,8.1,107.6,110.2,-2.6,7.4,-3.3,10.7
San Antonio Spurs,"Cunningham, Dante",53.0,59,-6.0,845.0,2007.0,-1162.0,-8.7,5.1,-13.8,101.9,114.2,-12.3,110.8,109.5,1.3,-8.9,4.7,-13.6
San Antonio Spurs,"DeRozan, DeMar",54.0,59,-5.0,1906.0,946.0,960.0,-1.1,5.2,-6.3,109.4,112.8,-3.4,110.6,108.1,2.5,-1.2,4.7,-5.9
San Antonio Spurs,"Eubanks, Drew",15.0,59,-44.0,73.0,2779.0,-2706.0,5.2,0.9,4.3,105.8,112.4,-6.6,100.0,111.7,-11.7,5.8,0.7,5.1
San Antonio Spurs,"Forbes, Bryn",59.0,59,0.0,1684.0,1168.0,516.0,-1.8,5.0,-6.8,107.5,111.7,-4.2,109.7,107.5,2.2,-2.2,4.2,-6.4
San Antonio Spurs,"Gasol, Pau",26.0,59,-33.0,324.0,2528.0,-2204.0,-2.4,1.4,-3.8,104.6,112.6,-8.0,108.4,111.1,-2.7,-3.8,1.5,-5.3
San Antonio Spurs,"Gay, Rudy",48.0,59,-11.0,1311.0,1541.0,-230.0,4.1,-1.7,5.8,111.4,109.4,2.0,107.4,110.9,-3.5,4.0,-1.6,5.6
San Antonio Spurs,"Metu, Chimezie",26.0,59,-33.0,135.0,2717.0,-2582.0,-2.5,1.1,-3.6,97.4,112.7,-15.3,100.7,111.8,-11.1,-3.3,1.0,-4.3
San Antonio Spurs,"Mills, Patty",59.0,59,0.0,1404.0,1448.0,-44.0,4.2,-2.2,6.4,113.7,104.7,9.0,110.2,107.3,2.9,3.5,-2.6,6.1
San Antonio Spurs,"Poeltl, Jakob",55.0,59,-4.0,814.0,2038.0,-1224.0,2.5,0.4,2.1,109.6,111.0,-1.4,107.2,110.6,-3.4,2.4,0.4,2.0
San Antonio Spurs,"Pondexter, Quincy",43.0,59,-16.0,247.0,2605.0,-2358.0,-0.2,1.1,-1.3,98.7,113.0,-14.3,98.7,112.1,-13.4,0.0,0.9,-0.9
San Antonio Spurs,"Walker IV, Lonnie",6.0,59,-53.0,57.0,2795.0,-2738.0,-28.8,1.6,-30.4,86.4,112.7,-26.3,118.3,111.2,7.1,-31.9,1.5,-33.4
San Antonio Spurs,"White, Derrick",45.0,59,-14.0,1138.0,1714.0,-576.0,4.8,-1.6,6.4,110.5,110.1,0.4,105.8,112.2,-6.4,4.7,-2.1,6.8
Oklahoma City Thunder,"Abrines, Alex",31.0,54,-23.0,588.0,2019.0,-1431.0,2.4,6.3,-3.9,100.5,111.2,-10.7,99.1,105.1,-6.0,1.3,6.1,-4.8
Oklahoma City Thunder,"Adams, Steven",55.0,57,-2.0,1866.0,885.0,981.0,9.6,-4.1,13.7,113.3,98.7,14.6,104.0,103.1,0.9,9.2,-4.4,13.6
Oklahoma City Thunder,"Burton, Deonte",20.0,57,-37.0,187.0,2564.0,-2377.0,10.8,4.8,6.0,100.5,110.6,-10.1,91.8,105.9,-14.1,8.7,4.8,3.9
Oklahoma City Thunder,"Davis, Tyler",1.0,33,-32.0,1.0,1583.0,-1582.0,0.0,6.1,-6.1,0.0,108.0,-108.0,0.0,102.3,-102.3,0.0,5.8,-5.8
Oklahoma City Thunder,"Diallo, Hamidou",45.0,57,-12.0,515.0,2236.0,-1721.0,-5.8,7.7,-13.5,103.9,110.5,-6.6,109.4,103.3,6.1,-5.5,7.3,-12.8
Oklahoma City Thunder,"Felton, Raymond",17.0,57,-40.0,210.0,2541.0,-2331.0,0.0,5.6,-5.6,95.2,111.0,-15.8,96.3,105.6,-9.3,-1.0,5.4,-6.4
Oklahoma City Thunder,"Ferguson, Terrance",49.0,57,-8.0,1198.0,1553.0,-355.0,7.2,3.7,3.5,111.4,107.1,4.3,104.1,102.7,1.4,7.2,4.4,2.8
Oklahoma City Thunder,"George, Paul",56.0,57,-1.0,2033.0,718.0,1315.0,11.0,-11.2,22.2,112.3,97.9,14.4,101.9,109.1,-7.2,10.4,-11.2,21.6
Oklahoma City Thunder,"Grant, Jerami",55.0,57,-2.0,1774.0,977.0,797.0,9.5,-2.6,12.1,112.0,102.4,9.6,102.8,105.2,-2.4,9.2,-2.8,12.0
Oklahoma City Thunder,"Grantham, Donte",1.0,24,-23.0,2.0,1165.0,-1163.0,30.6,4.0,26.6,100.0,113.5,-13.5,75.0,109.3,-34.3,25.0,4.3,20.7
Oklahoma City Thunder,"Luwawu-Cabarrot, Timothe",21.0,50,-29.0,123.0,2292.0,-2169.0,-17.6,6.2,-23.8,82.3,110.7,-28.4,100.7,104.6,-3.9,-18.5,6.1,-24.6
Oklahoma City Thunder,"Nader, Abdel",38.0,57,-19.0,385.0,2366.0,-1981.0,-13.5,8.3,-21.8,96.6,111.7,-15.1,108.1,103.8,4.3,-11.5,7.9,-19.4
Oklahoma City Thunder,"Noel, Nerlens",53.0,57,-4.0,764.0,1987.0,-1223.0,-4.1,8.8,-12.9,97.0,113.2,-16.2,101.0,104.8,-3.8,-4.0,8.4,-12.4
Oklahoma City Thunder,"Patterson, Patrick",57.0,57,0.0,839.0,1912.0,-1073.0,-5.1,9.8,-14.9,100.8,112.4,-11.6,105.7,103.0,2.7,-4.9,9.4,-14.3
Oklahoma City Thunder,"Schroder, Dennis",54.0,57,-3.0,1527.0,1224.0,303.0,4.3,6.4,-2.1,109.1,107.0,2.1,105.0,100.9,4.1,4.2,6.1,-1.9
Oklahoma City Thunder,"Westbrook, Russell",49.0,57,-8.0,1744.0,1007.0,737.0,7.9,0.6,7.3,113.1,101.0,12.1,105.6,100.8,4.8,7.4,0.2,7.2
Toronto Raptors,"Anunoby, OG",48.0,59,-11.0,976.0,1881.0,-905.0,-0.2,8.6,-8.8,105.0,113.8,-8.8,105.4,105.8,-0.4,-0.3,8.0,-8.3
Toronto Raptors,"Boucher, Chris",17.0,59,-42.0,93.0,2764.0,-2671.0,-13.5,6.2,-19.7,99.5,112.7,-13.2,113.0,106.8,6.2,-13.5,5.8,-19.3
Toronto Raptors,"Brown, Lorenzo",26.0,42,-16.0,212.0,1819.0,-1607.0,-7.7,6.8,-14.5,92.1,113.8,-21.7,99.4,107.6,-8.2,-7.3,6.2,-13.5
Toronto Raptors,"Gasol, Marc",3.0,3,0.0,60.0,84.0,-24.0,3.2,6.9,-3.7,102.2,115.5,-13.3,100.8,111.1,-10.3,1.5,4.5,-3.0
Toronto Raptors,"Green, Danny",57.0,59,-2.0,1637.0,1220.0,417.0,12.6,-3.9,16.5,116.0,102.7,13.3,104.3,107.0,-2.7,11.7,-4.3,16.0
Toronto Raptors,"Ibaka, Serge",55.0,59,-4.0,1584.0,1273.0,311.0,8.5,1.9,6.6,115.7,104.5,11.2,107.2,102.8,4.4,8.5,1.7,6.8
Toronto Raptors,"Leonard, Kawhi",43.0,59,-16.0,1494.0,1363.0,131.0,6.0,5.1,0.9,113.6,107.9,5.7,108.2,103.2,5.0,5.5,4.6,0.9
Toronto Raptors,"Lin, Jeremy",1.0,1,0.0,25.0,23.0,2.0,19.1,-2.1,21.2,115.5,105.1,10.4,98.3,108.6,-10.3,17.2,-3.5,20.7
Toronto Raptors,"Lowry, Kyle",47.0,59,-12.0,1615.0,1242.0,373.0,11.3,-1.9,13.2,115.4,104.4,11.0,105.4,106.5,-1.1,10.0,-2.2,12.2
Toronto Raptors,"Loyd, Jordan",8.0,59,-51.0,36.0,2821.0,-2785.0,-5.4,5.7,-11.1,97.7,112.6,-14.9,104.7,107.2,-2.5,-7.0,5.4,-12.4
Toronto Raptors,"McCaw, Patrick",10.0,16,-6.0,112.0,666.0,-554.0,0.0,7.5,-7.5,103.3,114.6,-11.3,104.6,107.6,-3.0,-1.3,7.0,-8.3
Toronto Raptors,"Miles, CJ",40.0,56,-16.0,562.0,2151.0,-1589.0,-8.5,9.3,-17.8,99.4,114.2,-14.8,108.5,105.5,3.0,-9.2,8.7,-17.9
Toronto Raptors,"Monroe, Greg",38.0,56,-18.0,423.0,2290.0,-1867.0,-9.3,8.3,-17.6,95.7,114.5,-18.8,104.5,106.5,-2.0,-8.8,8.0,-16.8
Toronto Raptors,"Powell, Norman",37.0,59,-22.0,695.0,2162.0,-1467.0,1.2,7.0,-5.8,106.7,112.4,-5.7,106.4,105.9,0.5,0.2,6.6,-6.4
Toronto Raptors,"Richardson, Malachi",22.0,55,-33.0,103.0,2562.0,-2459.0,-5.1,5.8,-10.9,90.5,112.9,-22.4,94.2,107.6,-13.4,-3.8,5.4,-9.2
Toronto Raptors,"Siakam, Pascal",58.0,59,-1.0,1828.0,1029.0,799.0,10.7,-3.5,14.2,114.0,103.4,10.6,104.0,107.1,-3.1,10.0,-3.7,13.7
Toronto Raptors,"Valanciunas, Jonas",30.0,56,-26.0,564.0,2149.0,-1585.0,6.0,5.5,0.5,106.7,112.5,-5.8,101.3,107.4,-6.1,5.4,5.1,0.3
Toronto Raptors,"VanVleet, Fred",51.0,59,-8.0,1369.0,1488.0,-119.0,6.1,5.1,1.0,110.7,110.3,0.4,105.0,106.2,-1.2,5.7,4.2,1.5
Toronto Raptors,"Wright, Delon",49.0,56,-7.0,897.0,1816.0,-919.0,-2.2,9.4,-11.6,103.4,114.5,-11.1,105.4,105.8,-0.4,-2.0,8.7,-10.7
Utah Jazz,"Allen, Grayson",28.0,57,-29.0,276.0,2460.0,-2184.0,-17.4,5.6,-23.0,96.7,109.0,-12.3,116.3,103.6,12.7,-19.6,5.3,-24.9
Utah Jazz,"Bradley, Tony",1.0,57,-56.0,9.0,2727.0,-2718.0,-55.8,3.4,-59.2,105.6,108.4,-2.8,152.6,105.2,47.4,-47.1,3.2,-50.3
Utah Jazz,"Burks, Alec",17.0,22,-5.0,269.0,787.0,-518.0,-4.5,-2.2,-2.3,103.8,102.0,1.8,108.1,104.5,3.6,-4.3,-2.5,-1.8
Utah Jazz,"Cavanaugh, Tyler",8.0,57,-49.0,19.0,2717.0,-2698.0,-54.3,3.6,-57.9,70.0,108.6,-38.6,125.6,105.2,20.4,-55.6,3.4,-59.0
Utah Jazz,"Crowder, Jae",56.0,57,-1.0,1536.0,1200.0,336.0,4.3,1.9,2.4,107.8,103.1,4.7,103.9,101.9,2.0,3.9,1.3,2.6
Utah Jazz,"Exum, Dante",39.0,57,-18.0,637.0,2099.0,-1462.0,3.7,3.1,0.6,103.4,107.9,-4.5,100.3,104.9,-4.6,3.1,3.0,0.1
Utah Jazz,"Favors, Derrick",56.0,57,-1.0,1292.0,1444.0,-152.0,0.9,5.4,-4.5,102.2,108.2,-6.0,101.8,103.1,-1.3,0.4,5.1,-4.7
Utah Jazz,"Gobert, Rudy",57.0,57,0.0,1800.0,936.0,864.0,6.6,-3.2,9.8,108.6,101.4,7.2,102.1,105.7,-3.6,6.4,-4.2,10.6
Utah Jazz,"Ingles, Joe",57.0,57,0.0,1772.0,964.0,808.0,7.2,-4.1,11.3,107.1,102.0,5.1,99.9,106.9,-7.0,7.2,-5.0,12.2
Utah Jazz,"Korver, Kyle",35.0,35,0.0,703.0,977.0,-274.0,5.9,7.8,-1.9,107.7,107.9,-0.2,102.8,100.5,2.3,4.9,7.4,-2.5
Utah Jazz,"Mitchell, Donovan",53.0,57,-4.0,1765.0,971.0,794.0,5.1,-0.1,5.2,107.7,103.7,4.0,102.7,104.2,-1.5,5.0,-0.5,5.5
Utah Jazz,"Mitrou-Long, Naz",10.0,57,-47.0,39.0,2697.0,-2658.0,-36.8,3.8,-40.6,91.5,108.6,-17.1,128.0,105.0,23.0,-36.6,3.6,-40.2
Utah Jazz,"Neto, Raul",22.0,57,-35.0,263.0,2473.0,-2210.0,14.6,2.0,12.6,111.9,107.3,4.6,98.8,105.4,-6.6,13.1,1.9,11.2
Utah Jazz,"Niang, Georges",42.0,57,-15.0,312.0,2424.0,-2112.0,-13.6,5.4,-19.0,97.2,108.8,-11.6,111.0,103.5,7.5,-13.8,5.4,-19.2
Utah Jazz,"O'Neale, Royce",57.0,57,0.0,1068.0,1668.0,-600.0,0.7,4.9,-4.2,101.9,108.2,-6.3,101.9,103.6,-1.7,0.0,4.6,-4.6
Utah Jazz,"Rubio, Ricky",50.0,57,-7.0,1437.0,1299.0,138.0,3.8,2.6,1.2,107.7,104.6,3.1,103.9,102.9,1.0,3.8,1.7,2.1
Utah Jazz,"Sefolosha, Thabo",27.0,57,-30.0,292.0,2444.0,-2152.0,5.6,3.0,2.6,103.4,108.2,-4.8,98.9,105.6,-6.7,4.5,2.6,1.9
Utah Jazz,"Udoh, Ekpe",35.0,57,-22.0,192.0,2544.0,-2352.0,-11.5,4.4,-15.9,100.7,108.6,-7.9,112.4,104.3,8.1,-11.7,4.3,-16.0
Memphis Grizzlies,"Anderson, Kyle",43.0,59,-16.0,1282.0,1575.0,-293.0,-2.2,-3.9,1.7,101.8,102.6,-0.8,103.7,106.0,-2.3,-1.9,-3.3,1.4
Memphis Grizzlies,"Bradley, Avery",3.0,3,0.0,91.0,53.0,38.0,-16.3,24.6,-40.9,102.2,115.3,-13.1,117.1,90.2,26.9,-14.9,25.1,-40.0
Memphis Grizzlies,"Brooks, Dillon",18.0,59,-41.0,330.0,2527.0,-2197.0,-2.3,-3.3,1.0,103.7,103.2,0.5,106.1,106.4,-0.3,-2.4,-3.2,0.8
Memphis Grizzlies,"Brooks, MarShon",29.0,37,-8.0,387.0,1409.0,-1022.0,-2.9,-0.1,-2.8,100.5,104.7,-4.2,103.0,104.6,-1.6,-2.5,0.1,-2.6
Memphis Grizzlies,"Caboclo, Bruno",11.0,11,0.0,222.0,311.0,-89.0,4.5,-7.1,11.6,109.7,96.2,13.5,102.8,101.9,0.9,6.9,-5.7,12.6
Memphis Grizzlies,"Carter, Jevon",25.0,59,-34.0,381.0,2476.0,-2095.0,-11.1,-1.9,-9.2,95.7,104.5,-8.8,105.7,106.1,-0.4,-10.0,-1.7,-8.3
Memphis Grizzlies,"Casspi, Omri",36.0,56,-20.0,520.0,2193.0,-1673.0,1.8,-4.4,6.2,103.9,102.4,1.5,102.3,106.5,-4.2,1.6,-4.1,5.7
Memphis Grizzlies,"Conley, Mike",56.0,59,-3.0,1875.0,982.0,893.0,0.3,-9.8,10.1,104.1,96.5,7.6,103.7,105.3,-1.6,0.4,-8.8,9.2
Memphis Grizzlies,"Dorsey, Tyler",1.0,3,-2.0,10.0,134.0,-124.0,15.0,-2.5,17.5,120.0,107.0,13.0,100.0,109.9,-9.9,20.0,-3.0,23.0
Memphis Grizzlies,"Gasol, Marc",53.0,55,-2.0,1788.0,877.0,911.0,-1.3,-6.2,4.9,104.3,98.3,6.0,105.0,103.4,1.6,-0.7,-5.1,4.4
Memphis Grizzlies,"Green, JaMychal",41.0,55,-14.0,900.0,1765.0,-865.0,-10.8,1.1,-11.9,98.8,104.2,-5.4,107.5,102.4,5.1,-8.8,1.7,-10.5
Memphis Grizzlies,"Harrison, Andrew",1.0,6,-5.0,5.0,283.0,-278.0,-42.5,4.4,-46.9,66.7,105.5,-38.8,111.1,101.2,9.9,-44.4,4.3,-48.7
Memphis Grizzlies,"Holiday, Justin",21.0,22,-1.0,599.0,463.0,136.0,-4.7,-10.6,5.9,101.7,99.3,2.4,105.3,110.0,-4.7,-3.6,-10.7,7.1
Memphis Grizzlies,"Jackson Jr., Jaren",58.0,59,-1.0,1515.0,1342.0,173.0,-3.3,-3.0,-0.3,100.5,103.2,-2.7,102.4,105.1,-2.7,-1.9,-1.8,-0.1
Memphis Grizzlies,"Mack, Shelvin",53.0,55,-2.0,1204.0,1461.0,-257.0,-8.1,1.4,-9.5,98.9,103.4,-4.5,106.5,101.6,4.9,-7.6,1.8,-9.4
Memphis Grizzlies,"Miles, CJ",3.0,3,0.0,68.0,76.0,-8.0,17.8,-18.2,36.0,111.4,102.0,9.4,94.6,117.8,-23.2,16.8,-15.7,32.5
Memphis Grizzlies,"Noah, Joakim",29.0,37,-8.0,416.0,1365.0,-949.0,-0.5,-7.5,7.0,98.4,101.9,-3.5,97.6,109.3,-11.7,0.8,-7.4,8.2
Memphis Grizzlies,"Parsons, Chandler",3.0,59,-56.0,46.0,2811.0,-2765.0,-11.4,-3.0,-8.4,99.0,103.9,-4.9,110.4,106.8,3.6,-11.5,-2.9,-8.6
Memphis Grizzlies,"Rabb, Ivan",29.0,59,-30.0,320.0,2537.0,-2217.0,-2.8,-3.2,0.4,101.1,103.6,-2.5,103.5,106.5,-3.0,-2.5,-2.9,0.4
Memphis Grizzlies,"Selden, Wayne",32.0,37,-5.0,455.0,1341.0,-886.0,-6.3,1.2,-7.5,99.8,104.7,-4.9,105.8,103.2,2.6,-6.0,1.5,-7.5
Memphis Grizzlies,"Stephens, DJ",1.0,35,-34.0,7.0,1693.0,-1686.0,-21.4,-0.1,-21.3,70.6,105.3,-34.7,93.8,105.1,-11.3,-23.2,0.2,-23.4
Memphis Grizzlies,"Temple, Garrett",49.0,55,-6.0,1530.0,1135.0,395.0,-3.1,-2.7,-0.4,102.6,101.5,1.1,105.7,103.4,2.3,-3.2,-1.9,-1.3
Memphis Grizzlies,"Valanciunas, Jonas",2.0,3,-1.0,44.0,100.0,-56.0,-14.2,4.3,-18.5,105.1,107.1,-2.0,118.2,101.5,16.7,-13.1,5.6,-18.7
Memphis Grizzlies,"Washburn, Julian",6.0,16,-10.0,110.0,663.0,-553.0,4.8,-8.1,12.9,106.8,101.9,4.9,100.0,109.5,-9.5,6.8,-7.7,14.5
Memphis Grizzlies,"Watanabe, Yuta",10.0,59,-49.0,98.0,2759.0,-2661.0,-1.0,-3.2,2.2,101.4,103.9,-2.5,101.0,106.9,-5.9,0.5,-2.9,3.4
Memphis Grizzlies,"Wright, Delon",3.0,3,0.0,84.0,60.0,24.0,9.7,-16.8,26.5,111.1,100.8,10.3,101.2,114.8,-13.6,9.9,-14.0,23.9
Washington Wizards,"Ariza, Trevor",28.0,28,0.0,1026.0,343.0,683.0,-1.2,-3.2,2.0,112.4,100.1,12.3,113.7,103.9,9.8,-1.4,-3.8,2.4
Washington Wizards,"Baker, Ron",4.0,8,-4.0,45.0,354.0,-309.0,-20.1,2.4,-22.5,75.0,111.9,-36.9,94.0,109.4,-15.4,-19.0,2.5,-21.5
Washington Wizards,"Beal, Bradley",58.0,58,0.0,2158.0,666.0,1492.0,-3.0,-2.7,-0.3,110.2,101.8,8.4,113.2,104.5,8.7,-3.1,-2.7,-0.4
Washington Wizards,"Brown Jr., Troy",29.0,58,-29.0,208.0,2616.0,-2408.0,10.2,-4.0,14.2,110.5,109.0,1.5,101.9,112.9,-11.0,8.6,-3.9,12.5
Washington Wizards,"Bryant, Thomas",48.0,58,-10.0,916.0,1908.0,-992.0,-5.6,-1.6,-4.0,106.7,109.3,-2.6,112.2,110.8,1.4,-5.5,-1.5,-4.0
Washington Wizards,"Dekker, Sam",26.0,33,-7.0,429.0,1185.0,-756.0,-0.7,-2.4,1.7,103.1,111.9,-8.8,104.8,114.5,-9.7,-1.7,-2.7,1.0
Washington Wizards,"Green, Jeff",56.0,58,-2.0,1559.0,1265.0,294.0,-1.5,-4.7,3.2,111.0,104.8,6.2,112.0,109.0,3.0,-1.0,-4.2,3.2
Washington Wizards,"Howard, Dwight",9.0,58,-49.0,230.0,2594.0,-2364.0,-10.5,-2.3,-8.2,104.1,109.9,-5.8,112.9,112.0,0.9,-8.8,-2.1,-6.7
Washington Wizards,"Jenkins, John",4.0,5,-1.0,14.0,226.0,-212.0,6.7,-4.9,11.6,97.0,119.3,-22.3,93.8,123.9,-30.1,3.2,-4.6,7.8
Washington Wizards,"Johnson, Wesley",4.0,4,0.0,79.0,113.0,-34.0,20.2,-12.3,32.5,116.0,110.2,5.8,97.1,122.4,-25.3,18.9,-12.3,31.2
Washington Wizards,"Mahinmi, Ian",31.0,58,-27.0,445.0,2379.0,-1934.0,-1.5,-3.2,1.7,101.5,110.2,-8.7,102.9,113.3,-10.4,-1.4,-3.1,1.7
Washington Wizards,"McRae, Jordan",19.0,58,-39.0,172.0,2652.0,-2480.0,-2.2,-3.0,0.8,104.4,109.6,-5.2,106.7,112.5,-5.8,-2.3,-2.8,0.5
Washington Wizards,"Morris, Markieff",34.0,54,-20.0,883.0,1749.0,-866.0,-8.7,-0.4,-8.3,106.6,109.2,-2.6,115.0,109.6,5.4,-8.4,-0.4,-8.0
Washington Wizards,"Oubre Jr., Kelly",29.0,30,-1.0,755.0,700.0,55.0,-8.3,0.4,-8.7,104.6,109.3,-4.7,112.4,108.6,3.8,-7.8,0.8,-8.6
Washington Wizards,"Parker, Jabari",4.0,4,0.0,112.0,80.0,32.0,11.1,-13.2,24.3,115.3,110.0,5.3,105.7,120.2,-14.5,9.6,-10.2,19.8
Washington Wizards,"Payton II, Gary",3.0,6,-3.0,16.0,272.0,-256.0,33.2,0.2,33.0,117.9,109.2,8.7,85.4,108.4,-23.0,32.6,0.8,31.8
Washington Wizards,"Porter Jr., Otto",41.0,54,-13.0,1191.0,1441.0,-250.0,-1.1,-4.9,3.8,109.7,106.5,3.2,110.6,111.4,-0.8,-0.9,-4.9,4.0
Washington Wizards,"Portis, Bobby",4.0,4,0.0,117.0,75.0,42.0,11.1,-14.7,25.8,115.6,107.4,8.2,106.3,120.6,-14.3,9.3,-13.1,22.4
Washington Wizards,"Randle, Chasson",28.0,34,-6.0,437.0,1220.0,-783.0,-4.4,-2.0,-2.4,103.1,110.7,-7.6,106.9,112.9,-6.0,-3.8,-2.2,-1.6
Washington Wizards,"Rivers, Austin",29.0,30,-1.0,683.0,772.0,-89.0,-1.8,-6.1,4.3,108.5,105.2,3.3,110.4,110.8,-0.4,-1.9,-5.5,3.6
Washington Wizards,"Robinson, Devin",4.0,58,-54.0,32.0,2792.0,-2760.0,7.5,-3.0,10.5,121.4,109.4,12.0,109.6,112.4,-2.8,11.8,-2.9,14.7
Washington Wizards,"Satoransky, Tomas",56.0,58,-2.0,1374.0,1450.0,-76.0,-1.5,-4.3,2.8,108.2,107.9,0.3,109.2,111.7,-2.5,-1.0,-3.9,2.9
Washington Wizards,"Smith, Jason",12.0,25,-13.0,130.0,1080.0,-950.0,-5.2,-4.1,-1.1,99.7,108.2,-8.5,104.2,112.0,-7.8,-4.5,-3.8,-0.7
Washington Wizards,"Wall, John",32.0,58,-26.0,1104.0,1720.0,-616.0,-6.6,-0.6,-6.0,106.7,110.2,-3.5,112.7,110.5,2.2,-6.0,-0.2,-5.8
Washington Wizards,"White, Okaro",3.0,15,-12.0,6.0,724.0,-718.0,-22.9,-3.9,-19.0,66.7,110.0,-43.3,92.9,113.7,-20.8,-26.2,-3.7,-22.5
Detroit Pistons,"Brown, Bruce",49.0,56,-7.0,970.0,1748.0,-778.0,-1.9,-1.3,-0.6,103.7,105.5,-1.8,105.2,107.2,-2.0,-1.5,-1.7,0.2
Detroit Pistons,"Bullock, Reggie",44.0,53,-9.0,1355.0,1219.0,136.0,0.4,-4.5,4.9,109.2,99.3,9.9,108.9,104.0,4.9,0.3,-4.8,5.1
Detroit Pistons,"Calderon, Jose",46.0,56,-10.0,621.0,2097.0,-1476.0,-11.4,1.4,-12.8,94.0,108.5,-14.5,105.7,107.3,-1.6,-11.7,1.2,-12.9
Detroit Pistons,"Drummond, Andre",53.0,56,-3.0,1748.0,970.0,778.0,0.6,-5.3,5.9,108.4,99.1,9.3,107.6,104.0,3.6,0.8,-4.9,5.7
Detroit Pistons,"Ellenson, Henry",2.0,54,-52.0,25.0,2597.0,-2572.0,-15.5,-1.4,-14.1,106.1,106.1,0.0,113.2,107.7,5.5,-7.1,-1.6,-5.5
Detroit Pistons,"Ellington, Wayne",2.0,2,0.0,52.0,44.0,8.0,-2.7,4.4,-7.1,112.3,115.7,-3.4,113.9,110.0,3.9,-1.6,5.7,-7.3
Detroit Pistons,"Galloway, Langston",54.0,56,-2.0,1149.0,1569.0,-420.0,0.4,-2.9,3.3,105.8,103.5,2.3,106.2,106.7,-0.5,-0.4,-3.3,2.9
Detroit Pistons,"Griffin, Blake",54.0,56,-2.0,1959.0,759.0,1200.0,0.0,-5.5,5.5,108.1,96.8,11.3,108.3,102.3,6.0,-0.2,-5.4,5.2
Detroit Pistons,"Jackson, Reggie",56.0,56,0.0,1629.0,1089.0,540.0,-0.2,-3.5,3.3,108.0,99.1,8.9,108.3,102.8,5.5,-0.3,-3.7,3.4
Detroit Pistons,"Johnson, Stanley",48.0,53,-5.0,961.0,1613.0,-652.0,-6.0,0.5,-6.5,96.0,109.1,-13.1,102.4,108.4,-6.0,-6.4,0.7,-7.1
Detroit Pistons,"Kennard, Luke",38.0,56,-18.0,794.0,1924.0,-1130.0,-2.1,-1.3,-0.8,102.6,106.3,-3.7,105.6,107.6,-2.0,-3.1,-1.4,-1.7
Detroit Pistons,"Leuer, Jon",32.0,56,-24.0,346.0,2372.0,-2026.0,-11.5,0.0,-11.5,93.8,107.6,-13.8,104.5,107.7,-3.2,-10.7,-0.1,-10.6
Detroit Pistons,"Lofton, Zach",1.0,42,-41.0,4.0,2037.0,-2033.0,0.0,-2.8,2.8,100.0,105.6,-5.6,100.0,108.4,-8.4,0.0,-2.8,2.8
Detroit Pistons,"Lucas, Kalin",1.0,14,-13.0,6.0,671.0,-665.0,-25.8,2.6,-28.4,42.9,109.7,-66.8,75.0,107.3,-32.3,-32.1,2.3,-34.4
Detroit Pistons,"Maker, Thon",3.0,3,0.0,41.0,103.0,-62.0,0.0,8.4,-8.4,106.9,119.4,-12.5,106.9,110.1,-3.2,0.0,9.4,-9.4
