RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,"Vince Carter, SG",SAC,41,17.2,-0.54,1.17,0.63,1.67
2,"Jamal Crawford, SG",MIN,62,19.3,0.23,-4.90,-4.67,-1.16
3,"Manu Ginobili, SG",SA,47,20.5,0.24,-1.52,-1.28,1.12
4,"Dirk Nowitzki, PF",DAL,61,25.1,2.04,0.49,2.53,5.46
5,"Jason Terry, SG",MIL,30,12.3,-1.85,-0.78,-2.63,0.11
6,"Tyson Chandler, C",PHX,42,25.4,-2.39,2.30,-0.09,2.09
7,"Pau Gasol, C",SA,58,24.9,-0.71,2.45,1.74,4.43
8,"Richard Jefferson, SF",DEN,16,8.6,-2.47,0.23,-2.24,0.08
9,"Joe Johnson, SG",HOU/UTAH,37,22.6,-3.16,-0.89,-4.05,-0.38
10,"Tony Parker, PG",SA,35,20.5,-1.72,-0.84,-2.56,0.25
11,"Zach Randolph, PF",SAC,52,25.8,-0.35,-1.29,-1.64,1.25
12,"Nene Hilario, C",HOU,42,14.9,-0.49,2.95,2.46,2.31
13,"LeBron James, SF",CLE,60,37.1,4.88,-0.59,4.29,10.63
14,"Carmelo Anthony, PF",OKC,60,32.4,0.78,-1.13,-0.35,3.43
15,"Nick Collison, PF",OKC,10,5.8,-1.89,1.76,-0.13,0.11
16,"Dwyane Wade, SG",CLE/MIA,52,23.2,-1.30,0.62,-0.68,1.92
17,"Kyle Korver, SG",CLE,60,21.3,2.17,0.07,2.24,4.46
18,"Zaza Pachulia, C",GS,52,14.5,0.07,2.65,2.72,2.99
19,"David West, PF",GS,58,13.6,-0.39,4.57,4.18,3.68
20,"Udonis Haslem, PF",MIA,9,5.4,-2.21,1.50,-0.71,0.07
21,"Tony Allen, SG",NO,22,12.4,-2.13,0.43,-1.70,0.26
22,"Devin Harris, PG",DAL/DEN,50,18.2,0.51,0.08,0.59,2.16
23,"Dwight Howard, C",CHA,62,30.6,-1.30,1.93,0.63,4.58
24,"Andre Iguodala, SF",GS,53,25.5,-1.16,1.10,-0.06,2.71
25,"Al Jefferson, C",IND,29,13.4,-1.31,1.09,-0.22,0.71
26,"Shaun Livingston, PG",GS,54,15.4,-1.67,0.56,-1.11,1.09
27,"Emeka Okafor, C",NO,8,14.9,-1.84,1.11,-0.73,0.01
28,"Trevor Ariza, SF",HOU,48,34.6,1.22,-0.07,1.15,4.62
29,"Luol Deng, SF",LAL,1,13.0,-1.98,0.58,-1.40,0.02
30,"Jameer Nelson, PG",NO/DET,48,20.2,-2.04,-2.66,-4.70,-0.96
31,"JR Smith, SG",CLE,59,29.3,0.12,-2.11,-1.99,1.26
32,"Damien Wilkins, SG",IND,19,8.0,-1.79,0.06,-1.73,0.11
33,"Andrew Bogut, C",LAL,24,9.0,-2.18,2.31,0.13,0.47
