RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,"LeBron James, SF",LAL,44,34.8,5.38,4.40,9.79,10.39
2,"Giannis Antetokounmpo, PF",MIL,43,30.7,5.93,1.90,7.83,7.69
3,"James Harden, SG",HOU,43,37.0,4.92,1.35,6.26,7.60
4,"Kawhi Leonard, SF",LAC,35,32.4,2.85,3.28,6.13,5.12
5,"Jayson Tatum, PF",BOS,42,34.0,0.94,3.77,4.70,5.19
6,"Dennis Schroder, PG",OKC,46,31.0,2.13,2.42,4.55,4.89
7,"Nikola Jokic, C",DEN,45,31.7,1.93,2.53,4.46,4.58
8,"Rudy Gobert, C",UTAH,43,34.3,0.79,3.56,4.35,4.86
9,"Terence Davis, SG",TOR,45,16.8,2.40,1.88,4.28,2.36
10,"Donte DiVincenzo, SG",MIL,42,22.8,1.99,2.13,4.13,3.11
11,"De'Anthony Melton, SG",MEM,34,17.9,2.73,1.09,3.82,1.86
12,"Khris Middleton, SF",MIL,39,28.6,3.02,0.70,3.72,3.31
13,"Paul Millsap, PF",DEN,32,24.9,0.35,3.33,3.68,2.24
14,"Jimmy Butler, SF",MIA,39,34.9,0.67,2.91,3.58,3.76
15,"Ben Simmons, PG",PHI,45,36.2,2.39,1.18,3.56,4.58
16,"Davis Bertans, SF",WSH,35,29.2,4.17,-0.67,3.51,3.03
17,"Chris Paul, PG",OKC,47,31.7,1.82,1.63,3.45,3.95
18,"Pascal Siakam, PF",TOR,34,35.1,2.08,1.36,3.44,3.30
19,"Alex Caruso, SG",LAL,43,18.9,-0.37,3.69,3.32,2.12
20,"Damian Lillard, PG",POR,44,37.0,4.00,-0.78,3.23,4.23
21,"Domantas Sabonis, PF",IND,43,34.2,0.03,3.20,3.23,3.70
22,"Luka Doncic, SG",DAL,41,33.0,5.04,-1.82,3.22,3.48
23,"Patrick Beverley, PG",LAC,36,28.3,0.22,2.86,3.07,2.63
24,"Eric Bledsoe, PG",MIL,38,26.2,2.47,0.58,3.05,2.61
25,"Bojan Bogdanovic, SF",UTAH,44,33.2,2.60,0.42,3.01,3.56
26,"Ivica Zubac, C",LAC,46,17.5,0.35,2.60,2.96,1.97
27,"Jalen Brunson, PG",DAL,45,16.7,0.97,1.98,2.95,1.80
28,"Donovan Mitchell, SG",UTAH,44,34.3,1.67,1.24,2.91,3.55
29,"Marc Gasol, C",TOR,33,27.9,0.07,2.84,2.91,2.20
30,"Kemba Walker, PG",BOS,39,31.8,4.07,-1.40,2.67,2.72
31,"Chris Chiozza, PG",BKN/WSH,12,11.3,0.24,2.41,2.65,0.31
32,"Will Barton, SF",DEN,42,33.6,0.13,2.48,2.62,2.91
33,"Bam Adebayo, PF",MIA,45,34.6,-0.18,2.76,2.59,3.28
34,"Devonte' Graham, PG",CHA,46,35.2,1.05,1.51,2.56,3.20
35,"CJ McCollum, SG",POR,42,35.6,1.75,0.81,2.56,3.16
36,"Joel Embiid, C",PHI,31,31.1,0.14,2.40,2.54,2.06
37,"Reggie Jackson, PG",DET,4,19.5,1.78,0.75,2.53,0.12
38,"George Hill, PG",MIL,43,21.1,2.52,-0.04,2.48,1.90
39,"Lonnie Walker IV, SG",SA,36,12.5,0.27,2.21,2.48,0.93
40,"David Nwaba, G",BKN,20,13.4,0.40,2.07,2.47,0.58
41,"Josh Hart, SG",NO,39,28.3,0.70,1.75,2.45,2.37
42,"Paul George, SG",LAC,26,30.7,2.19,0.25,2.44,1.73
43,"Ben McLemore, SG",HOU,44,23.8,2.53,-0.12,2.41,2.21
44,"Kris Dunn, PG",CHI,48,25.4,-1.39,3.79,2.40,2.44
45,"Devin Booker, SG",PHX,42,36.0,4.03,-1.68,2.35,3.10
46,"Zion Williamson, SF",NO,2,19.5,3.29,-1.01,2.27,0.04
47,"Malcolm Brogdon, PG",IND,33,30.1,0.85,1.42,2.27,1.96
48,"Enes Kanter, C",BOS,36,18.5,1.47,0.77,2.24,1.30
49,"Anthony Davis, PF",LAL,39,34.6,1.27,0.95,2.22,2.55
50,"Joe Ingles, SG",UTAH,45,29.8,-0.03,2.22,2.19,2.52
51,"Ricky Rubio, PG",PHX,38,32.3,1.48,0.70,2.18,2.37
52,"Karl-Anthony Towns, C",MIN,29,33.2,4.94,-2.76,2.18,1.80
53,"Montrezl Harrell, PF",LAC,45,28.8,2.43,-0.26,2.17,2.54
54,"Shaquille Harrison, PG",CHI,28,7.2,-0.16,2.30,2.14,0.36
55,"Tobias Harris, SF",PHI,47,34.4,-0.60,2.71,2.11,2.92
56,"Norman Powell, SG",TOR,34,28.6,2.01,0.08,2.09,1.82
57,"Steven Adams, C",OKC,41,26.9,0.71,1.36,2.07,1.97
58,"Duncan Robinson, SG",MIA,45,28.1,0.87,1.15,2.02,2.20
59,"E'Twaun Moore, SG",NO,34,21.0,0.90,1.07,1.97,1.27
60,"Trey Burke, PG",PHI,23,13.6,0.69,1.27,1.96,0.52
61,"Fred VanVleet, SG",TOR,35,36.0,0.05,1.90,1.95,2.18
62,"Jamal Murray, PG",DEN,40,32.0,-0.07,1.99,1.92,2.14
63,"Isaac Bonga, SF",WSH,39,17.5,-0.30,2.17,1.87,1.19
64,"Kyle Lowry, PG",TOR,34,37.0,1.28,0.58,1.86,2.06
65,"Doug McDermott, SF",IND,46,20.9,1.48,0.36,1.84,1.59
66,"Russell Westbrook, PG",HOU,38,35.6,3.24,-1.43,1.81,2.35
67,"Danny Green, SG",LAL,45,25.1,0.70,1.09,1.78,1.80
68,"Patty Mills, PG",SA,44,23.3,2.37,-0.61,1.76,1.69
69,"Richaun Holmes, C",SAC,37,29.4,-0.62,2.38,1.76,1.74
70,"Robert Covington, PF",MIN,45,29.3,1.12,0.62,1.75,2.11
71,"Dwight Powell, C",DAL,40,26.5,0.14,1.60,1.74,1.71
72,"Nikola Vucevic, C",ORL,35,31.7,0.99,0.73,1.72,1.73
73,"Rondae Hollis-Jefferson, SF",TOR,37,20.0,-0.22,1.90,1.68,1.12
74,"D.J. Augustin, PG",ORL,39,26.0,-1.58,3.25,1.68,1.56
75,"Gordon Hayward, SF",BOS,28,32.1,1.72,-0.05,1.67,1.39
76,"Marcus Morris Sr., SF",NY,38,32.1,0.40,1.26,1.66,1.74
77,"Jakob Poeltl, C",SA,44,17.2,1.38,0.29,1.66,1.19
78,"Kristaps Porzingis, PF",DAL,34,30.7,0.03,1.60,1.63,1.60
79,"Lou Williams, SG",LAC,43,30.1,2.94,-1.33,1.61,2.03
80,"Trae Young, PG",ATL,41,35.1,5.70,-4.11,1.59,2.25
81,"J.J. Barea, PG",DAL,13,15.0,1.07,0.46,1.53,0.28
82,"Derrick Rose, PG",DET,41,26.6,3.27,-1.74,1.52,1.50
83,"Spencer Dinwiddie, PG",BKN,44,31.2,2.45,-0.94,1.51,2.01
84,"Al Horford, PF",PHI,43,31.1,-0.64,2.15,1.50,1.91
85,"Deandre Ayton, C",PHX,15,32.1,1.02,0.47,1.50,0.67
86,"Tim Hardaway Jr., SG",DAL,42,26.3,1.56,-0.06,1.50,1.60
87,"Brandon Clarke, SF",MEM,39,21.6,1.97,-0.50,1.47,1.25
88,"Julius Randle, PF",NY,44,32.1,-0.22,1.68,1.47,1.90
89,"Denzel Valentine, SG",CHI,26,11.3,0.25,1.22,1.46,0.39
90,"Stephen Curry, PG",GS,4,28.0,3.61,-2.16,1.46,0.18
91,"Jarrett Allen, C",BKN,44,27.1,0.38,1.08,1.45,1.70
92,"Boban Marjanovic, C",DAL,23,10.0,1.72,-0.28,1.44,0.31
93,"Aaron Holiday, PG",IND,44,23.3,0.73,0.71,1.44,1.39
94,"Kendrick Nunn, SG",MIA,44,30.6,-0.23,1.63,1.41,1.85
95,"Jrue Holiday, SG",NO,37,35.6,1.13,0.26,1.40,1.84
96,"Isaiah Hartenstein, C",HOU,19,12.7,1.82,-0.44,1.39,0.34
97,"Andre Drummond, C",DET,43,33.7,-0.18,1.55,1.37,1.87
98,"Justise Winslow, SF",MIA,11,32.0,-0.16,1.51,1.35,0.50
99,"Brandon Ingram, SF",NO,41,34.6,2.40,-1.04,1.35,1.97
100,"Rudy Gay, SF",SA,41,22.0,0.32,1.01,1.32,1.23
101,"Mike Scott, PF",PHI,47,17.8,-0.02,1.34,1.32,1.10
102,"Jonathan Isaac, PF",ORL,32,29.7,-0.56,1.85,1.30,1.25
103,"Zach LaVine, PG",CHI,48,34.2,1.62,-0.37,1.25,2.06
104,"Hassan Whiteside, C",POR,42,30.5,0.57,0.68,1.25,1.59
105,"Christian Wood, PF",DET,43,17.3,1.45,-0.23,1.21,0.89
106,"Jaylen Brown, SG",BOS,36,33.4,0.51,0.69,1.20,1.51
107,"Kyrie Irving, PG",BKN,17,33.2,3.18,-1.98,1.20,0.69
108,"Garrison Mathews, SG",WSH,15,13.1,1.15,0.02,1.17,0.25
109,"John Collins, PF",ATL,20,30.5,-0.36,1.52,1.15,0.74
110,"Daniel Theis, C",BOS,40,22.1,-1.02,2.15,1.13,1.03
111,"Naz Mitrou-Long, SG",IND,3,14.3,0.33,0.80,1.13,0.05
112,"Skal Labissiere, PF",POR,33,17.2,0.44,0.68,1.12,0.67
