RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,"Vince Carter, SG",SAC,45,17.6,-0.78,0.98,0.20,1.65
2,"Jamal Crawford, SG",MIN,66,19.6,0.07,-5.12,-5.05,-1.57
3,"Manu Ginobili, SG",SA,51,20.3,0.12,-1.87,-1.75,0.90
4,"Dirk Nowitzki, C",DAL,66,24.9,1.84,0.18,2.02,5.35
5,"Jason Terry, SG",MIL,35,14.3,-1.73,-0.09,-1.82,0.41
6,"Tyson Chandler, C",PHX,46,25.0,-2.20,2.17,-0.03,2.31
7,"Pau Gasol, C",SA,61,25.0,-0.96,2.65,1.69,4.64
8,"Richard Jefferson, SF",DEN,19,8.4,-2.25,0.11,-2.14,0.10
9,"Joe Johnson, SG",HOU/UTAH,40,22.3,-3.16,-0.89,-4.05,-0.38
10,"Tony Parker, PG",SA,39,20.5,-1.68,-1.26,-2.94,0.09
11,"Zach Randolph, PF",SAC,55,25.8,-0.57,-1.51,-2.08,0.93
12,"Nene Hilario, C",HOU,45,14.7,-0.68,2.84,2.16,2.31
13,"LeBron James, SF",CLE,66,37.0,5.01,-1.17,3.84,10.97
14,"Carmelo Anthony, PF",OKC,64,32.2,0.42,-1.08,-0.66,3.25
15,"Nick Collison, PF",OKC,12,5.8,-1.66,1.70,0.04,0.14
16,"Dwyane Wade, SG",CLE/MIA,58,23.1,-1.11,0.54,-0.57,2.22
17,"Kyle Korver, SG",CLE,66,21.4,1.92,0.31,2.23,4.92
18,"Zaza Pachulia, C",GS,56,14.4,0.22,2.72,2.94,3.31
19,"David West, PF",GS,59,13.6,-0.56,4.90,4.34,3.83
20,"Udonis Haslem, PF",MIA,12,5.1,-2.29,1.37,-0.92,0.08
21,"Tony Allen, SG",NO,22,12.4,-2.13,0.43,-1.70,0.26
22,"Devin Harris, PG",DAL/DEN,56,18.1,0.70,-0.13,0.57,2.41
23,"Dwight Howard, C",CHA,67,30.5,-1.27,1.83,0.56,4.84
24,"Andre Iguodala, SF",GS,55,25.5,-1.14,1.61,0.47,3.30
25,"Al Jefferson, C",IND,29,13.4,-1.29,1.04,-0.25,0.70
26,"Shaun Livingston, PG",GS,58,15.6,-1.80,0.17,-1.63,0.88
27,"Emeka Okafor, C",NO,12,16.3,-1.84,1.11,-0.73,0.01
28,"Trevor Ariza, SF",HOU,53,34.6,0.98,0.27,1.25,5.23
29,"Luol Deng, SF",LAL,1,13.0,-1.91,0.62,-1.29,0.02
30,"Jameer Nelson, PG",NO/DET,49,20.2,-2.29,-2.72,-5.01,-1.17
31,"JR Smith, SG",CLE,64,29.2,-0.05,-2.18,-2.23,1.07
32,"Damien Wilkins, SG",IND,19,8.0,-1.79,0.06,-1.73,0.11
33,"Andrew Bogut, C",LAL,24,9.0,-2.18,2.31,0.13,0.47
34,"Raymond Felton, PG",OKC,68,17.0,-0.31,-1.03,-1.34,1.23
35,"Channing Frye, PF",CLE/LAL,45,12.4,-0.08,0.96,0.88,1.46
36,"Marcin Gortat, C",WSH,67,25.6,-2.72,1.95,-0.77,2.58
37,"Gerald Green, SG",HOU,27,21.6,-0.16,-0.46,-0.62,0.92
38,"Ersan Ilyasova, PF",ATL/PHI,52,25.1,0.62,0.30,0.92,3.03
39,"Jarrett Jack, PG",NY,57,25.9,-0.65,-0.31,-0.96,2.03
40,"Amir Johnson, C",PHI,59,15.4,-1.86,2.41,0.55,2.21
41,"Ian Mahinmi, C",WSH,64,14.7,-1.78,1.39,-0.39,1.64
42,"CJ Miles, SF",TOR,56,18.6,1.94,-1.02,0.92,2.71
43,"Chris Paul, PG",HOU,48,32.0,5.44,1.89,7.33,10.13
44,"Marvin Williams, PF",CHA,63,25.8,0.19,0.51,0.70,4.03
45,"Lou Williams, SG",LAC,64,32.7,4.40,-3.68,0.72,5.35
46,"Jose Calderon, PG",CLE,44,14.8,-0.18,0.22,0.04,1.29
47,"LaMarcus Aldridge, PF",SA,60,33.5,1.38,0.62,2.00,6.44
48,"Rudy Gay, SF",SA,41,22.2,-0.63,1.19,0.56,2.12
49,"Kyle Lowry, PG",TOR,63,32.1,3.95,0.95,4.90,10.63
50,"Paul Millsap, PF",DEN,23,28.3,-1.24,2.37,1.13,1.81
51,"JJ Redick, SG",PHI,54,31.2,2.01,-1.92,0.09,3.54
52,"Rajon Rondo, PG",NO,52,25.4,-1.16,-1.32,-2.48,0.57
53,"Thabo Sefolosha, SF",UTAH,38,21.2,-0.37,2.34,1.97,2.59
54,"PJ Tucker, SF",HOU,66,27.7,0.21,0.43,0.64,4.38
55,"J.J. Barea, PG",DAL,62,23.4,1.33,-2.00,-0.67,2.24
56,"Arron Afflalo, SG",ORL,46,12.6,-2.59,-1.21,-3.80,-0.25
57,"Marco Belinelli, SG",ATL/PHI,63,23.7,0.19,-3.04,-2.85,0.26
58,"Corey Brewer, SF",LAL/OKC,58,13.6,-2.77,-0.61,-3.38,-0.12
