RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,"Vince Carter, SG",SAC,58,17.7,-1.10,1.07,-0.03,1.97
2,"Jamal Crawford, SG",MIN,80,20.7,-0.15,-5.36,-5.51,-2.49
3,"Manu Ginobili, SG",SA,65,20.0,0.54,-1.65,-1.11,1.66
4,"Dirk Nowitzki, C",DAL,77,24.7,1.39,0.39,1.78,5.93
5,"Jason Terry, SG",MIL,51,16.0,-1.40,0.36,-1.04,1.08
6,"Tyson Chandler, C",PHX,46,25.0,-2.16,2.15,-0.01,2.33
7,"Pau Gasol, C",SA,77,23.5,-1.21,2.45,1.24,5.00
8,"Richard Jefferson, SF",DEN,20,8.2,-2.38,0.16,-2.22,0.09
9,"Joe Johnson, SG",HOU/UTAH,55,21.9,-3.16,-0.89,-4.05,-0.38
10,"Tony Parker, PG",SA,55,19.5,-2.20,-1.70,-3.90,-0.52
11,"Zach Randolph, PF",SAC,59,25.6,-0.71,-1.87,-2.58,0.51
12,"Nene Hilario, C",HOU,52,14.6,-0.65,3.33,2.68,2.89
13,"LeBron James, SF",CLE,82,36.9,5.53,-0.81,4.72,15.38
14,"Carmelo Anthony, PF",OKC,78,32.1,0.66,-0.91,-0.25,4.64
15,"Nick Collison, PF",OKC,15,5.0,-1.93,1.55,-0.38,0.13
16,"Dwyane Wade, SG",CLE/MIA,67,22.9,-1.88,0.11,-1.77,1.34
17,"Kyle Korver, SG",CLE,73,21.6,1.82,0.62,2.44,5.73
18,"Zaza Pachulia, C",GS,69,14.1,-0.30,2.27,1.97,3.32
19,"Kendrick Perkins, C",CLE,1,15.0,-1.63,1.56,-0.07,0.03
20,"David West, PF",GS,73,13.7,-1.70,4.68,2.98,3.89
21,"Udonis Haslem, PF",MIA,14,5.1,-2.47,1.43,-1.04,0.09
22,"Tony Allen, SG",NO,22,12.4,-2.13,0.43,-1.70,0.26
23,"Devin Harris, PG",DAL/DEN,71,18.9,1.03,-0.57,0.46,3.06
24,"Dwight Howard, C",CHA,81,30.4,-1.25,1.78,0.53,5.82
25,"Andre Iguodala, SF",GS,64,25.4,-1.23,2.10,0.87,4.23
26,"Al Jefferson, C",IND,36,13.4,-1.66,1.01,-0.65,0.75
27,"Shaun Livingston, PG",GS,71,15.9,-2.07,-0.06,-2.13,0.73
28,"Emeka Okafor, C",NO,26,13.6,-1.84,1.11,-0.73,0.01
29,"Trevor Ariza, SF",HOU,67,33.9,0.68,0.41,1.09,6.19
30,"Luol Deng, SF",LAL,1,13.0,-2.01,0.64,-1.37,0.02
31,"Jameer Nelson, PG",NO/DET,50,20.3,-2.68,-2.69,-5.37,-1.43
32,"JR Smith, SG",CLE,80,28.1,-0.28,-2.32,-2.60,0.76
33,"Damien Wilkins, SG",IND,19,8.0,-1.79,0.06,-1.73,0.11
34,"Andrew Bogut, C",LAL,24,9.0,-2.18,2.31,0.13,0.47
35,"Raymond Felton, PG",OKC,82,16.6,-0.44,-0.98,-1.42,1.40
36,"Channing Frye, PF",CLE/LAL,53,13.1,0.03,0.82,0.85,1.80
37,"Marcin Gortat, C",WSH,82,25.3,-2.44,2.17,-0.27,3.76
38,"Gerald Green, SG",HOU,41,22.7,-0.02,-0.21,-0.23,1.72
39,"Ersan Ilyasova, PF",ATL/PHI,69,25.1,0.62,0.30,0.92,3.03
40,"Jarrett Jack, PG",NY,62,25.0,-0.46,-0.26,-0.72,2.37
41,"Amir Johnson, C",PHI,74,15.8,-1.35,3.15,1.80,3.86
42,"Ian Mahinmi, C",WSH,77,14.9,-1.95,1.69,-0.26,2.09
43,"CJ Miles, SF",TOR,70,19.1,1.09,-1.25,-0.16,2.53
44,"Chris Paul, PG",HOU,58,31.8,5.61,1.20,6.81,11.54
45,"Marvin Williams, PF",CHA,78,25.7,0.51,1.03,1.54,6.07
46,"Lou Williams, SG",LAC,79,32.8,4.33,-3.66,0.67,6.52
47,"Jose Calderon, PG",CLE,57,16.0,0.53,-0.01,0.52,2.10
48,"LaMarcus Aldridge, PF",SA,75,33.5,2.07,1.29,3.36,10.13
49,"Rudy Gay, SF",SA,57,21.6,-0.44,0.73,0.29,2.64
