RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,"Giannis Antetokounmpo, PF",MIL,57,30.9,5.35,2.50,7.85,11.00
2,"LeBron James, SF",LAL,59,34.9,4.54,2.23,6.77,10.71
3,"James Harden, SG",HOU,60,36.8,5.52,0.21,5.72,10.25
4,"Kawhi Leonard, SF",LAC,50,32.4,2.07,1.90,3.97,5.44
5,"Luka Doncic, SG",DAL,52,33.1,4.05,-0.24,3.80,5.60
6,"Stephen Curry, PG",GS,5,27.8,4.49,-0.87,3.62,0.46
7,"Nikola Jokic, C",DEN,63,32.3,1.70,1.79,3.49,5.87
8,"Russell Westbrook, PG",HOU,52,35.9,3.56,-0.31,3.25,5.67
9,"Chris Paul, PG",OKC,63,31.8,1.66,1.48,3.14,5.52
10,"Dennis Schroder, PG",OKC,63,31.0,2.01,1.10,3.11,5.42
11,"Kyle Lowry, PG",TOR,51,36.4,2.32,0.77,3.09,5.12
12,"Anthony Davis, PF",LAL,54,34.3,1.89,1.14,3.03,5.06
13,"Kyrie Irving, PG",BKN,20,32.9,3.82,-1.03,2.78,1.74
14,"Donte DiVincenzo, SG",MIL,59,23.1,1.60,1.15,2.75,3.58
15,"Pascal Siakam, PF",TOR,52,35.5,1.61,0.99,2.60,4.56
16,"Kristaps Porzingis, PF",DAL,50,31.2,0.83,1.70,2.53,3.72
17,"Norman Powell, SG",TOR,43,29.5,1.32,1.04,2.36,2.95
18,"Karl-Anthony Towns, C",MIN,35,33.9,3.80,-1.50,2.30,2.74
19,"Zion Williamson, SF",NO,19,29.7,2.87,-0.60,2.27,1.32
20,"Rudy Gobert, C",UTAH,61,34.6,-0.98,3.25,2.27,4.60
21,"Jimmy Butler, SF",MIA,54,34.3,0.82,1.45,2.27,3.98
22,"Jayson Tatum, PF",BOS,58,34.6,0.67,1.60,2.26,4.38
23,"Terence Davis, SG",TOR,63,17.2,2.36,-0.10,2.26,2.30
24,"Damian Lillard, PG",POR,57,36.8,3.04,-0.81,2.23,4.53
25,"Ben Simmons, PG",PHI,54,35.8,1.60,0.63,2.23,4.24
26,"Davis Bertans, SF",WSH,53,29.3,2.58,-0.37,2.22,3.54
27,"Christian Wood, PF",DET,61,21.1,1.25,0.96,2.21,2.72
28,"Khris Middleton, SF",MIL,55,30.1,2.30,-0.09,2.21,3.74
29,"Joel Embiid, C",PHI,43,30.3,1.26,0.85,2.11,2.72
30,"Zach LaVine, PG",CHI,60,34.8,2.40,-0.30,2.10,4.38
31,"Mychal Mulder, G",GS,6,29.5,1.28,0.77,2.04,0.24
32,"Lou Williams, SG",LAC,60,29.3,2.60,-0.61,1.99,3.67
33,"Shaquille Harrison, PG",CHI,42,10.8,0.26,1.68,1.94,0.90
34,"Jaylen Brown, SG",BOS,50,34.0,1.16,0.69,1.85,3.24
35,"Paul George, SG",LAC,41,29.2,2.71,-0.88,1.83,2.33
36,"Chris Clemons, PG",HOU,29,8.7,2.56,-0.76,1.80,0.49
37,"Montrezl Harrell, PF",LAC,62,27.9,1.36,0.43,1.79,3.37
38,"Doug McDermott, SF",IND,62,20.0,1.29,0.49,1.77,2.32
39,"Patrick Beverley, PG",LAC,47,27.2,-0.73,2.46,1.74,2.38
40,"George Hill, PG",MIL,52,21.2,1.83,-0.11,1.72,2.06
41,"Eric Bledsoe, PG",MIL,56,27.2,2.14,-0.45,1.69,2.96
42,"Ivica Zubac, C",LAC,63,18.0,-0.42,2.07,1.65,2.03
43,"Jrue Holiday, SG",NO,55,34.9,1.30,0.26,1.56,3.44
44,"Brandon Clarke, SF",MEM,50,21.7,2.30,-0.74,1.56,1.97
45,"Danilo Gallinari, PF",OKC,55,30.7,1.21,0.30,1.51,2.80
46,"Goran Dragic, PG",MIA,53,28.4,1.28,0.18,1.47,2.49
47,"Patty Mills, PG",SA,62,22.8,1.93,-0.48,1.45,2.40
48,"Jordan Clarkson, PG",CLE/UTAH,62,24.2,1.34,0.11,1.45,2.46
49,"Devonte' Graham, PG",CHA,61,34.9,0.43,0.99,1.42,3.23
50,"CJ McCollum, SG",POR,61,36.0,0.88,0.53,1.41,3.49
51,"Duncan Robinson, SG",MIA,64,29.9,0.54,0.81,1.35,2.96
52,"De'Aaron Fox, PG",SAC,45,31.7,1.89,-0.58,1.32,2.26
53,"Kemba Walker, PG",BOS,49,31.9,2.19,-0.87,1.31,2.43
54,"Spencer Dinwiddie, PG",BKN,63,31.2,2.16,-0.85,1.31,3.11
55,"John Konchar, SG",MEM,14,11.3,0.74,0.54,1.28,0.24
56,"Devin Booker, SG",PHX,61,36.1,2.96,-1.68,1.27,3.46
57,"De'Anthony Melton, SG",MEM,51,19.3,1.26,0.01,1.26,1.58
58,"Trae Young, PG",ATL,58,35.2,4.23,-3.03,1.20,3.17
59,"Tim Hardaway Jr., SG",DAL,61,28.5,0.91,0.29,1.20,2.60
60,"Josh Jackson, SG",MEM,17,19.8,1.62,-0.44,1.18,0.52
61,"Buddy Hield, SG",SAC,64,32.0,1.39,-0.22,1.17,2.98
62,"D'Angelo Russell, SG",GS/MIN,44,32.2,2.65,-1.48,1.17,2.15
63,"Bam Adebayo, PF",MIA,64,34.4,-1.10,2.22,1.12,3.09
64,"Ricky Rubio, PG",PHX,56,31.5,0.33,0.78,1.11,2.58
65,"Nerlens Noel, C",OKC,55,18.4,0.31,0.77,1.07,1.40
66,"Robert Covington, PF",HOU/MIN,61,29.9,0.51,0.55,1.06,2.61
67,"Rondae Hollis-Jefferson, SF",TOR,51,19.2,-0.23,1.26,1.03,1.32
68,"Fred VanVleet, SG",TOR,48,35.8,0.59,0.41,1.00,2.34
69,"Bojan Bogdanovic, SF",UTAH,62,33.2,1.37,-0.40,0.97,2.71
70,"John Collins, PF",ATL,39,32.7,0.34,0.58,0.92,1.71
71,"David Nwaba, SG",BKN,20,13.4,0.77,0.15,0.92,0.36
72,"Victor Oladipo, SG",IND,12,25.8,1.07,-0.15,0.92,0.39
73,"Derrick Favors, C",NO,45,24.2,-0.10,0.99,0.89,1.45
74,"Gary Payton II, PG",WSH,28,15.0,0.69,0.18,0.87,0.54
75,"Tyus Jones, PG",MEM,64,18.9,1.26,-0.40,0.86,1.61
76,"Kris Dunn, SF",CHI,51,24.9,-0.94,1.79,0.86,1.60
77,"Daniel Theis, C",BOS,57,23.7,-1.26,2.11,0.85,1.67
78,"Alex Caruso, SG",LAL,57,17.9,-0.73,1.58,0.85,1.28
79,"Lonzo Ball, PG",NO,56,32.4,0.76,0.08,0.84,2.36
80,"Brandon Ingram, SF",NO,56,34.3,0.98,-0.17,0.81,2.46
81,"Enes Kanter, C",BOS,50,17.5,0.70,0.10,0.79,1.04
82,"Gordon Hayward, SF",BOS,44,33.3,0.94,-0.17,0.77,1.78
83,"Derrick Rose, PG",DET,50,26.0,1.73,-0.96,0.77,1.53
84,"Chris Chiozza, PG",BKN/WSH,20,11.6,0.76,-0.02,0.75,0.28
85,"Dion Waiters, SG",MIA,3,14.0,1.14,-0.43,0.71,0.05
86,"Boban Marjanovic, C",DAL,35,8.5,0.61,0.10,0.70,0.34
87,"Steven Adams, C",OKC,58,27.0,-0.07,0.74,0.68,1.75
88,"Andrew Wiggins, SG",GS/MIN,53,34.5,0.59,0.08,0.67,2.11
89,"Reggie Jackson, PG",DET/LAC,22,24.4,1.01,-0.34,0.67,0.59
90,"Marcus Smart, PG",BOS,52,32.4,-0.56,1.23,0.66,1.91
91,"Nikola Vucevic, C",ORL,53,32.6,0.02,0.64,0.66,1.93
92,"Reggie Bullock, SG",NY,28,23.4,0.60,0.05,0.65,0.67
93,"Josh Hart, SG",NO,57,27.4,0.40,0.23,0.64,1.80
94,"Donovan Mitchell, SG",UTAH,62,34.4,0.55,0.08,0.63,2.32
95,"Serge Ibaka, C",TOR,49,27.4,-0.13,0.75,0.62,1.44
96,"Wesley Matthews, SG",MIL,61,24.5,-0.77,1.39,0.62,1.72
97,"Mikal Bridges, SF",PHX,64,27.0,0.05,0.57,0.62,1.93
98,"Kyle Kuzma, PF",LAL,53,24.6,0.33,0.26,0.59,1.44
99,"Ben McLemore, SG",HOU,62,23.0,2.11,-1.53,0.57,1.57
100,"Blake Griffin, PF",DET,18,28.4,1.11,-0.55,0.56,0.50
101,"Ryan Broekhoff, SG",DAL,17,10.6,0.65,-0.09,0.56,0.20
102,"Danny Green, SG",LAL,60,25.0,-0.31,0.86,0.55,1.59
103,"Ersan Ilyasova, PF",MIL,55,16.0,0.65,-0.12,0.53,0.95
104,"Aaron Holiday, PG",IND,57,23.4,-0.28,0.81,0.53,1.36
105,"Richaun Holmes, C",SAC,39,28.9,-1.17,1.68,0.51,1.12
106,"Jonas Valanciunas, C",MEM,61,26.1,-0.47,0.98,0.51,1.67
107,"Justin Holiday, SF",IND,64,24.9,-0.05,0.56,0.50,1.64
108,"Chris Boucher, PF",TOR,54,13.3,0.11,0.39,0.50,0.72
109,"Eric Gordon, SG",HOU,33,28.6,0.86,-0.38,0.49,1.01
110,"Garrison Mathews, SG",WSH,17,12.9,0.93,-0.45,0.48,0.22
111,"Terrence Ross, SG",ORL,62,27.3,-0.10,0.56,0.46,1.65
