RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,"LeBron James, SF",LAL,41,34.8,5.29,4.16,9.44,9.63
2,"Giannis Antetokounmpo, PF",MIL,42,30.6,5.68,1.97,7.65,7.58
3,"James Harden, SG",HOU,41,37.3,5.15,1.44,6.59,7.87
4,"Kawhi Leonard, SF",LAC,34,32.2,2.70,3.51,6.21,5.05
5,"Jayson Tatum, PF",BOS,41,34.1,0.97,3.80,4.77,5.21
6,"Dennis Schroder, PG",OKC,43,30.9,1.71,2.81,4.52,4.79
7,"Nikola Jokic, C",DEN,43,31.5,2.10,2.38,4.48,4.54
8,"Rudy Gobert, C",UTAH,41,34.3,0.62,3.52,4.14,4.61
9,"Donte DiVincenzo, SG",MIL,41,22.7,1.78,2.09,3.87,2.98
10,"Paul Millsap, PF",DEN,32,24.9,0.25,3.58,3.83,2.35
11,"Terence Davis, SG",TOR,43,17.0,2.24,1.55,3.78,2.12
12,"Pascal Siakam, PF",TOR,32,35.3,2.25,1.52,3.77,3.51
13,"Jimmy Butler, SF",MIA,37,35.1,0.78,2.94,3.72,3.83
14,"De'Anthony Melton, SG",MEM,32,17.6,2.54,1.18,3.71,1.77
15,"Alex Caruso, SG",LAL,40,19.1,-0.37,4.04,3.66,2.25
16,"Ben Simmons, PG",PHI,43,36.0,2.36,1.26,3.63,4.60
17,"Khris Middleton, SF",MIL,38,28.4,2.87,0.73,3.60,3.26
18,"Domantas Sabonis, PF",IND,41,34.1,-0.01,3.36,3.35,3.78
19,"Luka Doncic, SF",DAL,39,32.9,4.87,-1.54,3.32,3.44
20,"Chris Paul, PG",OKC,44,31.8,1.79,1.40,3.19,3.68
21,"Damian Lillard, PG",POR,43,36.9,3.63,-0.48,3.14,4.09
22,"Ivica Zubac, C",LAC,44,17.5,0.49,2.65,3.14,2.01
23,"Jalen Brunson, PG",DAL,43,16.8,0.89,2.13,3.01,1.78
24,"Patrick Beverley, PG",LAC,36,28.3,0.09,2.78,2.88,2.50
25,"Eric Bledsoe, PG",MIL,37,26.1,2.45,0.42,2.86,2.52
26,"Davis Bertans, SF",WSH,33,29.2,3.67,-0.83,2.85,2.45
