RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,"Paul George, SF",OKC,69,36.7,4.57,2.92,7.49,17.18
2,"James Harden, PG",HOU,69,37.3,7.35,-0.47,6.88,15.43
3,"Nikola Jokic, C",DEN,70,31.5,4.45,1.78,6.23,12.39
4,"Giannis Antetokounmpo, PF",MIL,66,32.9,3.48,2.63,6.11,12.91
5,"Anthony Davis, PF",NO,55,33.3,2.90,2.85,5.75,10.71
6,"LeBron James, SF",LAL,52,35.3,3.77,1.75,5.52,10.37
7,"Nikola Vucevic, C",ORL,72,31.4,1.81,3.70,5.51,12.14
8,"Stephen Curry, PG",GS,60,34.3,5.50,-0.25,5.25,11.19
9,"Damian Lillard, PG",POR,70,35.4,5.74,-0.71,5.03,12.59
10,"Kevin Durant, SF",GS,68,35.3,4.19,0.61,4.80,12.14
11,"Jrue Holiday, PG",NO,67,35.9,3.65,1.13,4.78,12.55
12,"Rudy Gobert, C",UTAH,72,31.7,0.33,4.37,4.70,11.48
13,"Kyrie Irving, PG",BOS,60,33.1,4.07,0.61,4.68,9.77
14,"Joel Embiid, C",PHI,59,33.8,2.26,2.29,4.55,9.54
15,"Paul Millsap, PF",DEN,60,27.0,1.34,3.17,4.51,7.38
16,"Kyle Lowry, PG",TOR,57,34.6,3.29,1.21,4.50,9.57
17,"Jimmy Butler, SG",MIN/PHI,59,33.8,2.91,1.58,4.49,9.68
18,"Jusuf Nurkic, C",POR,70,27.3,0.74,3.57,4.31,8.95
19,"Karl-Anthony Towns, C",MIN,69,33.1,3.28,0.89,4.17,10.53
20,"Pascal Siakam, PF",TOR,72,32.1,1.91,2.08,3.99,10.40
21,"Mike Conley, PG",MEM,67,33.4,4.44,-0.46,3.98,9.93
22,"Danny Green, SG",TOR,71,28.2,1.92,2.04,3.96,9.00
23,"Chris Paul, PG",HOU,49,32.6,2.49,1.36,3.85,6.77
24,"Eric Bledsoe, PG",MIL,71,29.4,2.76,1.04,3.80,9.45
25,"Brook Lopez, C",MIL,73,28.6,0.13,3.46,3.59,9.09
26,"Joe Ingles, SF",UTAH,72,31.5,1.39,1.91,3.30,9.25
27,"Kevon Looney, C",GS,69,19.4,1.17,2.07,3.24,5.44
28,"Al Horford, C",BOS,62,28.9,1.37,1.83,3.20,7.20
29,"Marcus Smart, PG",BOS,71,27.5,1.43,1.74,3.17,7.67
