RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,"Giannis Antetokounmpo, PF",MIL,57,30.9,5.41,2.48,7.89,11.05
2,"LeBron James, SF",LAL,60,34.9,4.53,2.25,6.78,10.73
3,"James Harden, SG",HOU,61,36.7,5.57,0.17,5.74,10.27
4,"Kawhi Leonard, SF",LAC,51,32.2,2.05,1.91,3.97,5.43
5,"Luka Doncic, SG",DAL,53,33.2,4.08,-0.20,3.89,5.69
6,"Stephen Curry, PG",GS,5,27.8,4.50,-0.84,3.65,0.46
7,"Nikola Jokic, C",DEN,64,32.3,1.55,1.73,3.27,5.67
8,"Russell Westbrook, PG",HOU,53,35.9,3.52,-0.28,3.24,5.66
9,"Dennis Schroder, PG",OKC,63,31.0,2.05,1.06,3.11,5.42
10,"Kyle Lowry, PG",TOR,52,36.6,2.24,0.83,3.07,5.20
11,"Chris Paul, PG",OKC,63,31.8,1.60,1.45,3.05,5.39
12,"Anthony Davis, PF",LAL,55,34.3,1.87,1.15,3.02,5.05
13,"Donte DiVincenzo, SG",MIL,59,23.1,1.68,1.18,2.86,3.67
14,"Kyrie Irving, PG",BKN,20,32.9,3.84,-1.04,2.80,1.75
15,"Pascal Siakam, PF",TOR,53,35.5,1.47,1.16,2.64,4.69
16,"Kristaps Porzingis, PF",DAL,51,31.3,0.87,1.69,2.56,3.75
17,"Jimmy Butler, SF",MIA,54,34.3,0.89,1.47,2.37,4.10
18,"Karl-Anthony Towns, C",MIN,35,33.9,3.81,-1.49,2.33,2.76
19,"Jayson Tatum, PF",BOS,59,34.6,0.73,1.59,2.32,4.45
20,"Norman Powell, SG",TOR,44,28.8,1.32,0.95,2.28,2.88
21,"Damian Lillard, PG",POR,58,36.9,3.10,-0.83,2.27,4.57
22,"Khris Middleton, SF",MIL,55,30.1,2.36,-0.09,2.27,3.80
23,"Zion Williamson, SF",NO,19,29.7,2.87,-0.60,2.27,1.32
24,"Davis Bertans, SF",WSH,54,29.3,2.63,-0.38,2.25,3.57
25,"Christian Wood, PF",DET,61,21.1,1.23,0.98,2.21,2.72
26,"Ben Simmons, PG",PHI,54,35.8,1.54,0.67,2.21,4.21
27,"Terence Davis, SG",TOR,64,17.0,2.28,-0.13,2.15,2.23
28,"Rudy Gobert, C",UTAH,62,34.5,-1.12,3.23,2.11,4.42
29,"Mychal Mulder, G",GS,--,--,1.29,0.80,2.09,0.25
30,"Zach LaVine, PG",CHI,60,34.8,2.44,-0.37,2.07,4.34
31,"Joel Embiid, C",PHI,43,30.3,1.25,0.81,2.06,2.67
32,"Lou Williams, SG",LAC,60,29.3,2.56,-0.59,1.97,3.63
33,"Shaquille Harrison, PG",CHI,43,11.3,0.22,1.67,1.89,0.89
34,"Jaylen Brown, SG",BOS,50,34.0,1.17,0.70,1.87,3.25
35,"Paul George, SG",LAC,42,29.1,2.72,-0.87,1.85,2.34
36,"Chris Clemons, PG",HOU,29,8.7,2.58,-0.73,1.85,0.50
37,"Patrick Beverley, PG",LAC,48,27.1,-0.69,2.48,1.79,2.43
38,"Montrezl Harrell, PF",LAC,63,27.8,1.34,0.45,1.79,3.36
39,"Doug McDermott, SF",IND,62,20.0,1.28,0.43,1.71,2.27
40,"George Hill, PG",MIL,52,21.2,1.84,-0.16,1.69,2.03
41,"Ivica Zubac, C",LAC,64,18.1,-0.39,2.06,1.67,2.05
42,"Eric Bledsoe, PG",MIL,56,27.2,2.12,-0.48,1.64,2.91
43,"Jordan Clarkson, PG",CLE/UTAH,63,24.2,1.29,0.29,1.58,2.62
44,"Brandon Clarke, SF",MEM,50,21.7,2.31,-0.73,1.58,1.98
45,"Danilo Gallinari, PF",OKC,55,30.7,1.30,0.25,1.56,2.86
46,"Jrue Holiday, SG",NO,55,34.9,1.29,0.26,1.55,3.42
47,"Goran Dragic, PG",MIA,53,28.4,1.29,0.20,1.48,2.51
48,"Patty Mills, PG",SA,63,22.7,1.94,-0.47,1.48,2.42
49,"CJ McCollum, SG",POR,62,36.0,0.83,0.51,1.34,3.39
50,"Kemba Walker, PG",BOS,50,31.8,2.17,-0.86,1.32,2.43
51,"Duncan Robinson, SG",MIA,64,29.9,0.58,0.73,1.31,2.92
52,"Devonte' Graham, PG",CHA,62,35.1,0.25,1.06,1.31,3.14
53,"Devin Booker, SG",PHX,62,36.1,3.02,-1.72,1.30,3.49
54,"Tim Hardaway Jr., SG",DAL,62,28.6,0.97,0.31,1.28,2.70
55,"Bam Adebayo, PF",MIA,64,34.4,-1.06,2.29,1.23,3.24
56,"Spencer Dinwiddie, PG",BKN,64,31.2,2.14,-0.92,1.23,2.99
57,"John Konchar, SG",MEM,15,11.1,0.69,0.53,1.22,0.24
58,"De'Anthony Melton, SG",MEM,52,19.4,1.25,-0.04,1.21,1.54
59,"De'Aaron Fox, PG",SAC,45,31.7,1.87,-0.66,1.21,2.15
60,"Buddy Hield, SG",SAC,64,32.0,1.47,-0.28,1.18,3.00
61,"John Collins, PF",ATL,40,33.1,0.36,0.82,1.18,2.00
62,"Trae Young, PG",ATL,59,35.3,4.25,-3.08,1.17,3.18
63,"D'Angelo Russell, SG",GS/MIN,45,32.3,2.69,-1.53,1.16,2.15
64,"Ricky Rubio, PG",PHX,57,31.6,0.39,0.77,1.16,2.64
65,"Josh Jackson, SG",MEM,18,19.8,1.57,-0.44,1.13,0.51
66,"Nerlens Noel, C",OKC,55,18.4,0.30,0.82,1.12,1.43
67,"Fred VanVleet, SG",TOR,48,35.8,0.71,0.37,1.08,2.42
68,"Robert Covington, PF",HOU/MIN,62,30.1,0.50,0.56,1.06,2.59
69,"David Nwaba, SG",BKN,20,13.4,0.78,0.21,0.98,0.37
70,"Derrick Favors, C",NO,45,24.2,-0.01,0.96,0.95,1.49
71,"Serge Ibaka, C",TOR,50,27.5,-0.07,1.02,0.94,1.77
72,"Tyus Jones, PG",MEM,65,19.0,1.30,-0.36,0.94,1.67
