RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,"James Harden, PG",HOU,47,37.4,8.06,-0.11,7.95,11.38
2,"Paul George, SF",OKC,49,36.0,4.15,3.17,7.32,11.61
3,"Anthony Davis, PF",NO,41,37.0,3.80,2.88,6.68,9.71
4,"Nikola Jokic, C",DEN,48,31.3,4.79,1.73,6.52,8.71
5,"Stephen Curry, PG",GS,39,34.2,6.16,-0.24,5.92,7.85
6,"Kyrie Irving, PG",BOS,43,32.6,4.92,0.91,5.83,7.69
7,"Kevin Durant, SF",GS,50,35.5,4.35,0.96,5.31,9.50
8,"Giannis Antetokounmpo, PF",MIL,46,33.3,2.35,2.87,5.22,8.17
9,"Rudy Gobert, C",UTAH,51,31.7,0.59,4.59,5.18,8.79
10,"Kyle Lowry, PG",TOR,41,34.3,3.71,1.42,5.13,7.49
11,"LeBron James, SF",LAL,34,34.6,3.27,1.62,4.89,6.35
12,"Nikola Vucevic, C",ORL,50,31.3,1.77,2.99,4.76,7.54
13,"Jusuf Nurkic, C",POR,51,27.4,0.63,3.83,4.46,6.60
14,"Joel Embiid, C",PHI,47,33.4,2.05,2.31,4.36,7.23
15,"Marcus Smart, PG",BOS,49,26.7,1.68,2.47,4.15,5.63
16,"Jrue Holiday, PG",NO,51,36.8,3.43,0.55,3.98,8.58
17,"Eric Bledsoe, PG",MIL,49,29.3,2.79,1.18,3.97,6.55
18,"Danny Green, SG",TOR,50,29.3,1.58,2.30,3.88,6.68
19,"Damian Lillard, PG",POR,50,35.3,5.01,-1.17,3.84,7.53
20,"Karl-Anthony Towns, C",MIN,50,33.2,2.34,1.23,3.57,7.14
21,"Mike Conley, PG",MEM,50,33.6,3.61,-0.14,3.47,6.69
22,"Paul Millsap, PF",DEN,41,25.5,0.67,2.75,3.42,4.14
23,"Pascal Siakam, PF",TOR,51,31.3,1.82,1.54,3.36,6.70
24,"Draymond Green, PF",GS,35,31.3,-1.08,4.30,3.22,4.46
25,"Davis Bertans, SF",SA,46,20.6,2.29,0.84,3.13,3.67
26,"Kevon Looney, C",GS,50,21.0,1.29,1.81,3.10,4.16
27,"Kawhi Leonard, SF",TOR,38,35.1,3.14,-0.10,3.04,5.28
28,"Jimmy Butler, SG",MIN/PHI,39,33.0,2.42,0.54,2.96,4.92
29,"Russell Westbrook, PG",OKC,42,35.5,2.29,0.66,2.95,5.71
30,"Blake Griffin, PF",DET,47,36.4,2.54,0.41,2.95,6.31
31,"Marc Gasol, C",MEM,50,33.7,0.62,2.26,2.88,6.06
32,"Joe Ingles, SF",UTAH,51,31.3,0.95,1.88,2.83,6.11
33,"Brook Lopez, C",MIL,49,27.9,0.65,2.17,2.82,5.22
34,"Robert Covington, SF",MIN/PHI,35,34.4,-0.11,2.90,2.79,4.41
35,"Nemanja Bjelica, PF",SAC,49,24.0,0.78,1.99,2.77,4.56
