RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,"Vince Carter, SG",SAC,51,17.7,-0.94,1.16,0.22,1.87
2,"Jamal Crawford, SG",MIN,74,20.4,0.11,-5.45,-5.34,-2.03
3,"Manu Ginobili, SG",SA,59,20.0,0.07,-1.57,-1.50,1.21
4,"Dirk Nowitzki, C",DAL,74,24.7,1.38,-0.11,1.27,4.99
5,"Jason Terry, SG",MIL,43,15.7,-1.44,-0.50,-1.94,0.48
6,"Tyson Chandler, C",PHX,46,25.0,-2.09,2.19,0.10,2.41
7,"Pau Gasol, C",SA,70,24.0,-0.93,2.39,1.46,4.80
8,"Richard Jefferson, SF",DEN,20,8.2,-2.33,0.13,-2.20,0.10
9,"Joe Johnson, SG",HOU/UTAH,48,22.5,-3.16,-0.89,-4.05,-0.38
10,"Tony Parker, PG",SA,48,20.0,-1.93,-1.30,-3.23,-0.06
11,"Zach Randolph, PF",SAC,59,25.6,-0.66,-1.70,-2.36,0.72
12,"Nene Hilario, C",HOU,49,14.6,-0.77,2.91,2.14,2.42
13,"LeBron James, SF",CLE,75,37.1,5.40,-1.32,4.08,12.61
14,"Carmelo Anthony, PF",OKC,71,32.2,0.51,-0.95,-0.44,3.94
15,"Nick Collison, PF",OKC,13,5.5,-1.83,1.62,-0.21,0.14
16,"Dwyane Wade, SG",CLE/MIA,61,23.0,-1.40,0.46,-0.94,1.96
17,"Kyle Korver, SG",CLE,69,21.8,2.00,0.66,2.66,5.67
18,"Zaza Pachulia, C",GS,63,14.5,-0.01,2.54,2.53,3.44
19,"David West, PF",GS,65,13.8,-1.32,4.49,3.17,3.52
20,"Udonis Haslem, PF",MIA,13,5.1,-2.48,1.42,-1.06,0.08
21,"Tony Allen, SG",NO,22,12.4,-2.13,0.43,-1.70,0.26
22,"Devin Harris, PG",DAL/DEN,64,18.7,1.31,0.03,1.34,3.29
23,"Dwight Howard, C",CHA,75,30.6,-1.41,1.73,0.32,4.96
24,"Andre Iguodala, SF",GS,62,25.5,-0.89,1.66,0.77,3.96
25,"Al Jefferson, C",IND,34,13.6,-1.73,1.18,-0.55,0.75
26,"Shaun Livingston, PG",GS,65,15.9,-2.18,0.02,-2.16,0.64
27,"Emeka Okafor, C",NO,21,15.3,-1.84,1.11,-0.73,0.01
28,"Trevor Ariza, SF",HOU,62,34.2,0.85,0.14,0.99,5.57
29,"Luol Deng, SF",LAL,1,13.0,-1.95,0.63,-1.32,0.02
30,"Jameer Nelson, PG",NO/DET,50,20.3,-2.62,-2.76,-5.38,-1.44
31,"JR Smith, SG",CLE,73,28.5,-0.30,-2.08,-2.38,0.97
32,"Damien Wilkins, SG",IND,19,8.0,-1.79,0.06,-1.73,0.11
33,"Andrew Bogut, C",LAL,24,9.0,-2.18,2.31,0.13,0.47
34,"Raymond Felton, PG",OKC,75,16.8,-0.20,-0.78,-0.98,1.62
35,"Channing Frye, PF",CLE/LAL,46,12.2,-0.16,0.96,0.80,1.43
36,"Marcin Gortat, C",WSH,74,25.3,-2.56,1.90,-0.66,2.89
37,"Gerald Green, SG",HOU,34,21.9,0.37,0.27,0.64,1.72
38,"Ersan Ilyasova, PF",ATL/PHI,61,24.7,0.62,0.30,0.92,3.03
39,"Jarrett Jack, PG",NY,58,25.6,-0.77,-0.57,-1.34,1.68
40,"Amir Johnson, C",PHI,66,15.1,-1.73,2.90,1.17,2.81
41,"Ian Mahinmi, C",WSH,71,15.0,-1.60,1.20,-0.40,1.81
42,"CJ Miles, SF",TOR,63,18.9,1.69,-1.37,0.32,2.59
43,"Chris Paul, PG",HOU,54,31.9,5.53,1.29,6.82,10.58
44,"Marvin Williams, PF",CHA,72,25.9,0.23,1.05,1.28,5.15
45,"Lou Williams, SG",LAC,74,32.8,4.47,-3.83,0.64,5.91
46,"Jose Calderon, PG",CLE,52,15.9,0.24,-0.18,0.06,1.58
47,"LaMarcus Aldridge, PF",SA,68,33.3,1.82,1.22,3.04,8.64
48,"Rudy Gay, SF",SA,50,21.4,-0.95,0.90,-0.05,2.04
49,"Kyle Lowry, PG",TOR,71,32.3,4.37,1.22,5.59,12.90
50,"Paul Millsap, PF",DEN,31,28.9,-0.99,2.56,1.57,2.49
51,"JJ Redick, SG",PHI,63,30.3,2.00,-1.82,0.18,4.01
52,"Rajon Rondo, PG",NO,58,25.9,-0.93,-0.86,-1.79,1.35
53,"Thabo Sefolosha, SF",UTAH,38,21.2,-0.49,2.30,1.81,2.50
54,"PJ Tucker, SF",HOU,75,27.7,0.16,0.62,0.78,5.07
55,"J.J. Barea, PG",DAL,67,23.5,1.51,-2.67,-1.16,1.95
56,"Arron Afflalo, SG",ORL,51,12.9,-2.95,-1.28,-4.23,-0.45
57,"Marco Belinelli, SG",ATL/PHI,72,23.9,0.27,-2.80,-2.53,0.64
58,"Corey Brewer, SF",LAL/OKC,65,15.5,-2.77,-0.61,-3.38,-0.12
59,"Aaron Brooks, PG",MIN,30,5.7,-1.69,-1.39,-3.08,0.00
60,"Wilson Chandler, SF",DEN,68,31.5,-0.81,-0.64,-1.45,2.21
61,"Mike Conley, PG",MEM,12,31.1,-0.62,0.02,-0.60,0.58
62,"Jared Dudley, SF",PHX,45,13.9,-0.79,0.87,0.08,1.28
63,"Kevin Durant, SF",GS,60,34.7,3.78,-1.04,2.74,8.19
64,"Marc Gasol, C",MEM,69,33.5,-0.61,2.00,1.39,6.23
65,"Jeff Green, SF",CLE,71,23.2,-0.29,0.05,-0.24,2.97
66,"Al Horford, PF",BOS,67,31.6,0.96,2.71,3.67,8.92
67,"Josh McRoberts, PF",DAL,2,3.0,-1.97,1.11,-0.86,0.01
68,"Joakim Noah, C",NY,7,5.7,-2.25,1.53,-0.72,0.07
69,"Ramon Sessions, PG",NY/WSH,23,15.6,-2.20,0.01,-2.19,0.10
70,"Jason Smith, PF",WSH,30,8.6,-3.51,0.74,-2.77,0.06
71,"Brandan Wright, PF",HOU/MEM,28,13.6,-1.24,1.74,0.50,0.85
72,"Nick Young, SG",GS,72,16.8,0.33,-1.89,-1.56,1.22
73,"Thaddeus Young, PF",IND,75,32.5,-0.38,1.71,1.33,6.81
74,"Anthony Tolliver, PF",DET,71,21.0,0.49,-0.36,0.13,3.00
75,"Ryan Anderson, PF",HOU,63,26.7,0.95,-1.18,-0.23,3.09
76,"Darrell Arthur, PF",DEN,19,7.4,-1.93,0.41,-1.52,0.15
77,"Omer Asik, C",NO,14,8.6,-2.07,1.22,-0.85,0.17
78,"D.J. Augustin, PG",ORL,67,23.5,0.95,-1.08,-0.13,2.96
79,"Nicolas Batum, SG",CHA,58,31.7,0.72,-0.58,0.14,3.78
80,"Jerryd Bayless, PG",PHI,39,23.7,-2.40,-1.97,-4.37,-0.76
81,"Michael Beasley, SF",NY,69,22.5,-0.70,-0.96,-1.66,1.39
82,"Mario Chalmers, PG",MEM,62,21.8,-1.38,1.08,-0.30,2.34
83,"Goran Dragic, PG",MIA,70,31.8,1.19,-1.11,0.08,4.44
84,"Danilo Gallinari, SF",LAC,19,32.4,-1.20,1.12,-0.08,1.20
85,"Eric Gordon, SG",HOU,66,31.4,2.81,-0.94,1.87,6.55
86,"George Hill, PG",CLE/SAC,64,27.5,0.62,-1.33,-0.71,2.58
87,"Serge Ibaka, PF",TOR,70,27.4,-0.81,0.55,-0.26,3.55
88,"DeAndre Jordan, C",LAC,70,32.0,-0.53,2.00,1.47,6.47
89,"Kosta Koufos, C",SAC,70,19.6,-2.07,1.25,-0.82,1.95
90,"Courtney Lee, SG",NY,72,30.6,0.41,-1.03,-0.62,3.47
91,"Robin Lopez, C",CHI,62,26.5,-2.99,0.69,-2.30,0.87
92,"Brook Lopez, C",LAL,66,23.5,0.10,0.39,0.49,3.58
93,"Kevin Love, C",CLE,53,27.7,1.71,1.23,2.94,5.68
94,"Luc Mbah a Moute, PF",HOU,55,26.0,-0.80,2.87,2.07,4.66
95,"JaVale McGee, C",GS,58,9.4,-0.62,0.76,0.14,1.17
96,"Derrick Rose, PG",CLE/MIN,21,17.4,-1.82,-1.77,-3.59,-0.09
97,"Marreese Speights, PF",ORL,50,12.9,0.12,1.35,1.47,1.90
98,"Russell Westbrook, PG",OKC,73,36.2,4.05,0.21,4.26,12.67
99,"Bobby Brown, PG",HOU,20,5.8,-1.65,-1.29,-2.94,0.01
100,"Omri Casspi, SF",GS,53,14.0,-0.84,1.12,0.28,1.67
101,"Bojan Bogdanovic, SF",IND,74,30.9,-0.47,-1.07,-1.54,2.28
102,"Patrick Beverley, PG",LAC,11,30.4,-1.18,-0.03,-1.21,0.40
103,"DeMarre Carroll, SF",BKN,70,30.0,0.56,1.19,1.75,6.45
104,"Darren Collison, PG",IND,62,29.7,3.23,-0.97,2.26,6.22
105,"Dante Cunningham, SF",NO/BKN,67,21.6,-1.78,0.43,-1.35,1.65
106,"Stephen Curry, PG",GS,51,32.0,6.88,-0.89,5.99,10.23
107,"DeMar DeRozan, SG",TOR,74,34.1,3.66,-1.65,2.01,8.31
108,"Wayne Ellington, SG",MIA,70,26.7,1.99,-1.38,0.61,4.26
109,"Tyreke Evans, SG",MEM,52,30.9,3.20,0.59,3.79,6.79
110,"Taj Gibson, PF",MIN,76,33.5,0.01,0.62,0.63,5.90
111,"Danny Green, SG",SA,63,25.9,-0.91,1.61,0.70,3.85
112,"Blake Griffin, PF",DET/LAC,58,34.0,2.08,-0.09,1.99,6.36
113,"James Harden, PG",HOU,66,35.5,7.11,-0.08,7.03,15.19
114,"Jrue Holiday, PG",NO,74,36.4,1.44,1.59,3.03,10.66
115,"Brandon Jennings, PG",MIL,8,15.5,-1.04,-1.04,-2.08,0.08
116,"Jonas Jerebko, PF",UTAH,67,15.5,0.50,0.26,0.76,2.52
117,"James Johnson, PF",MIA,67,26.5,0.22,0.73,0.95,4.46
118,"Jodie Meeks, SG",WSH,70,14.9,-0.84,-1.90,-2.74,0.25
119,"Patty Mills, PG",SA,75,25.1,1.67,-1.97,-0.30,3.31
120,"Ricky Rubio, PG",UTAH,71,29.9,-0.16,1.26,1.10,5.56
121,"Jeff Teague, PG",MIN,65,33.0,1.29,-0.84,0.45,4.79
122,"Garrett Temple, SF",SAC,65,24.8,-1.50,-0.22,-1.72,1.42
123,"Wesley Matthews, SG",DAL,63,33.8,-0.24,-1.65,-1.89,1.66
124,"Milos Teodosic, PG",LAC,45,25.2,-0.31,-0.54,-0.85,1.70
125,"John Wall, PG",WSH,37,34.3,0.89,-0.13,0.76,3.22
126,"Eric Bledsoe, PG",MIL/PHX,66,31.3,1.65,-0.07,1.58,6.14
127,"Evan Turner, SF",POR,72,25.4,-2.77,-0.68,-3.45,-0.36
128,"Avery Bradley, SG",DET/LAC,46,31.2,-2.12,-0.88,-3.00,0.11
129,"Lance Stephenson, SG",IND,75,22.5,-0.24,-3.10,-3.34,-0.23
130,"Wesley Johnson, SF",LAC,68,20.8,-2.76,1.22,-1.54,1.43
131,"Al-Farouq Aminu, PF",POR,62,30.1,0.14,2.28,2.42,6.35
132,"Gordon Hayward, SF",BOS,1,5.0,-1.65,0.23,-1.42,0.01
133,"Luke Babbitt, SF",ATL/MIA,48,14.2,-0.10,-1.17,-1.27,0.82
134,"Paul George, SF",OKC,72,36.5,2.30,1.01,3.31,10.75
135,"Quincy Pondexter, SG",CHI,23,8.5,-3.23,-0.47,-3.70,-0.07
136,"Derrick Favors, PF",UTAH,70,27.9,-0.87,0.86,-0.01,3.78
137,"DeMarcus Cousins, C",NO,48,36.2,2.26,2.24,4.50,8.43
138,"Ed Davis, PF",POR,75,19.0,-1.13,1.99,0.86,3.45
139,"Greg Monroe, C",BOS/MIL/PHX,44,20.2,-1.12,-0.64,-1.76,0.74
