RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,"Vince Carter, SG",SAC,57,17.6,-1.35,0.99,-0.36,1.67
2,"Jamal Crawford, SG",MIN,79,20.7,0.01,-5.58,-5.57,-2.42
3,"Manu Ginobili, SG",SA,64,20.1,0.23,-1.68,-1.45,1.32
4,"Dirk Nowitzki, C",DAL,77,24.7,1.44,0.27,1.71,5.85
5,"Jason Terry, SG",MIL,50,16.2,-1.37,-0.15,-1.52,0.77
6,"Tyson Chandler, C",PHX,46,25.0,-2.18,2.14,-0.04,2.31
7,"Pau Gasol, C",SA,76,23.7,-1.23,2.44,1.21,4.80
8,"Richard Jefferson, SF",DEN,20,8.2,-2.36,0.15,-2.21,0.10
9,"Joe Johnson, SG",HOU/UTAH,54,21.8,-3.16,-0.89,-4.05,-0.38
10,"Tony Parker, PG",SA,54,19.5,-1.94,-1.44,-3.38,-0.16
11,"Zach Randolph, PF",SAC,59,25.6,-0.69,-1.78,-2.47,0.62
12,"Nene Hilario, C",HOU,52,14.6,-0.60,3.41,2.81,2.86
13,"LeBron James, SF",CLE,81,37.2,5.31,-0.95,4.36,14.02
14,"Carmelo Anthony, PF",OKC,77,32.2,0.69,-0.85,-0.16,4.61
15,"Nick Collison, PF",OKC,14,5.1,-1.84,1.62,-0.22,0.14
16,"Dwyane Wade, SG",CLE/MIA,66,23.0,-1.49,0.44,-1.05,1.97
17,"Kyle Korver, SG",CLE,73,21.6,1.91,0.52,2.43,5.50
18,"Zaza Pachulia, C",GS,69,14.1,-0.32,2.42,2.10,3.29
19,"David West, PF",GS,73,13.7,-1.52,4.67,3.15,3.78
20,"Udonis Haslem, PF",MIA,14,5.1,-2.47,1.42,-1.05,0.09
21,"Tony Allen, SG",NO,22,12.4,-2.13,0.43,-1.70,0.26
22,"Devin Harris, PG",DAL/DEN,70,19.0,0.99,-0.44,0.55,2.98
23,"Dwight Howard, C",CHA,81,30.4,-1.33,1.65,0.32,5.30
24,"Andre Iguodala, SF",GS,64,25.4,-1.15,1.72,0.57,3.86
25,"Al Jefferson, C",IND,36,13.4,-1.74,1.17,-0.57,0.74
26,"Shaun Livingston, PG",GS,71,15.9,-2.04,-0.05,-2.09,0.73
27,"Emeka Okafor, C",NO,26,13.6,-1.84,1.11,-0.73,0.01
28,"Trevor Ariza, SF",HOU,67,33.9,0.92,0.38,1.30,6.23
29,"Luol Deng, SF",LAL,1,13.0,-2.00,0.63,-1.37,0.02
30,"Jameer Nelson, PG",NO/DET,50,20.3,-2.63,-2.75,-5.38,-1.44
31,"JR Smith, SG",CLE,79,28.3,-0.19,-2.21,-2.40,1.00
32,"Damien Wilkins, SG",IND,19,8.0,-1.79,0.06,-1.73,0.11
33,"Andrew Bogut, C",LAL,24,9.0,-2.18,2.31,0.13,0.47
34,"Raymond Felton, PG",OKC,81,16.7,-0.51,-0.85,-1.36,1.40
35,"Channing Frye, PF",CLE/LAL,53,13.1,0.48,1.00,1.48,1.92
36,"Marcin Gortat, C",WSH,81,25.3,-2.37,2.05,-0.32,3.49
37,"Gerald Green, SG",HOU,40,22.6,0.37,-0.07,0.30,1.80
38,"Ersan Ilyasova, PF",ATL/PHI,68,25.2,0.62,0.30,0.92,3.03
39,"Jarrett Jack, PG",NY,61,25.1,-0.81,-0.47,-1.28,1.74
40,"Amir Johnson, C",PHI,73,15.8,-1.85,3.09,1.24,3.19
41,"Ian Mahinmi, C",WSH,76,14.8,-1.67,1.12,-0.55,1.80
42,"CJ Miles, SF",TOR,69,19.0,1.18,-1.35,-0.17,2.37
43,"Chris Paul, PG",HOU,58,31.8,5.56,1.38,6.94,11.09
44,"Marvin Williams, PF",CHA,78,25.7,0.24,0.93,1.17,5.41
45,"Lou Williams, SG",LAC,79,32.8,4.41,-3.85,0.56,6.18
46,"Jose Calderon, PG",CLE,56,16.2,0.82,-0.03,0.79,2.19
47,"LaMarcus Aldridge, PF",SA,74,33.6,2.06,1.32,3.38,9.79
48,"Rudy Gay, SF",SA,56,21.6,-0.57,0.69,0.12,2.36
49,"Kyle Lowry, PG",TOR,77,32.1,4.08,1.33,5.41,13.33
50,"Paul Millsap, PF",DEN,37,29.9,-0.42,2.37,1.95,3.24
51,"JJ Redick, SG",PHI,70,30.2,2.09,-1.46,0.63,5.01
52,"Rajon Rondo, PG",NO,64,26.1,-1.01,-0.89,-1.90,1.31
53,"Thabo Sefolosha, SF",UTAH,38,21.2,-0.54,2.30,1.76,2.48
54,"PJ Tucker, SF",HOU,81,27.8,0.24,0.78,1.02,5.69
55,"J.J. Barea, PG",DAL,69,23.2,1.59,-2.82,-1.23,1.91
56,"Arron Afflalo, SG",ORL,52,12.8,-3.01,-1.41,-4.42,-0.54
57,"Marco Belinelli, SG",ATL/PHI,79,24.4,0.71,-2.55,-1.84,1.53
58,"Corey Brewer, SF",LAL/OKC,71,16.6,-2.77,-0.61,-3.38,-0.12
59,"Aaron Brooks, PG",MIN,32,5.9,-1.80,-1.61,-3.41,-0.03
60,"Wilson Chandler, SF",DEN,73,31.4,-0.80,-0.60,-1.40,2.42
61,"Mike Conley, PG",MEM,12,31.1,-0.64,-0.01,-0.65,0.57
62,"Jared Dudley, SF",PHX,48,14.3,-1.06,0.86,-0.20,1.19
63,"Kevin Durant, SF",GS,68,34.2,3.99,-0.96,3.03,9.08
64,"Marc Gasol, C",MEM,73,33.0,-0.38,1.96,1.58,6.85
65,"Jeff Green, SF",CLE,77,23.6,-0.49,0.26,-0.23,3.22
66,"Al Horford, PF",BOS,72,31.6,1.26,2.66,3.92,9.83
67,"Josh McRoberts, PF",DAL,2,3.0,-1.97,1.11,-0.86,0.01
68,"Joakim Noah, C",NY,7,5.7,-2.27,1.53,-0.74,0.07
69,"Ramon Sessions, PG",NY/WSH,28,14.0,-2.20,0.01,-2.19,0.10
70,"Jason Smith, PF",WSH,33,8.6,-3.73,0.20,-3.53,-0.07
71,"Brandan Wright, F",HOU/MEM,28,13.6,-1.28,1.77,0.49,0.85
72,"Nick Young, SG",GS,80,17.4,0.17,-2.21,-2.04,0.93
73,"Thaddeus Young, PF",IND,81,32.2,-0.34,1.47,1.13,6.86
74,"Anthony Tolliver, PF",DET,78,22.2,1.06,-0.50,0.56,3.78
75,"Ryan Anderson, PF",HOU,66,26.1,0.68,-1.17,-0.49,2.92
76,"Darrell Arthur, PF",DEN,19,7.4,-1.97,0.42,-1.55,0.15
77,"Omer Asik, C",NO/CHI,17,9.6,-2.15,1.44,-0.71,0.18
78,"D.J. Augustin, PG",ORL,74,23.6,0.78,-0.82,-0.04,3.32
79,"Nicolas Batum, SG",CHA,64,31.0,0.54,-0.99,-0.45,3.33
80,"Jerryd Bayless, PG",PHI,39,23.7,-2.46,-2.05,-4.51,-0.84
81,"Michael Beasley, SF",NY,73,22.4,-0.26,-1.00,-1.26,1.89
82,"Mario Chalmers, PG",MEM,65,21.6,-1.21,1.02,-0.19,2.49
83,"Goran Dragic, PG",MIA,75,31.7,1.14,-0.88,0.26,4.96
84,"Danilo Gallinari, SF",LAC,21,32.0,-1.47,0.98,-0.49,1.12
85,"Eric Gordon, SG",HOU,69,31.2,2.98,-0.56,2.42,7.56
86,"George Hill, PG",CLE/SAC,66,27.3,0.56,-1.29,-0.73,2.69
87,"Serge Ibaka, PF",TOR,75,27.6,-0.62,0.64,0.02,4.13
88,"DeAndre Jordan, C",LAC,76,31.6,-0.58,1.65,1.07,6.29
89,"Kosta Koufos, C",SAC,71,19.6,-1.81,0.97,-0.84,1.98
90,"Courtney Lee, SG",NY,76,30.4,0.40,-1.24,-0.84,3.23
91,"Robin Lopez, C",CHI,64,26.4,-2.92,0.75,-2.17,1.03
92,"Brook Lopez, C",LAL,73,23.5,0.24,0.03,0.27,3.74
93,"Kevin Love, C",CLE,59,28.0,1.54,1.45,2.99,6.09
94,"Luc Mbah a Moute, PF",HOU,61,25.6,-0.86,2.63,1.77,4.63
95,"JaVale McGee, C",GS,65,9.5,-0.59,0.18,-0.41,1.06
96,"Derrick Rose, PG",CLE/MIN,24,17.0,-1.82,-1.77,-3.59,-0.09
97,"Marreese Speights, PF",ORL,51,13.2,0.15,1.32,1.47,1.90
98,"Russell Westbrook, PG",OKC,79,36.4,4.23,0.61,4.84,14.51
99,"Bobby Brown, PG",HOU,20,5.8,-1.65,-1.29,-2.94,0.01
100,"Omri Casspi, F",GS,53,14.0,-0.85,1.11,0.26,1.66
101,"Bojan Bogdanovic, SF",IND,80,30.8,-0.43,-0.92,-1.35,2.69
102,"Patrick Beverley, PG",LAC,11,30.4,-1.18,0.02,-1.16,0.41
103,"DeMarre Carroll, SF",BKN,73,29.9,0.39,1.53,1.92,7.02
104,"Darren Collison, PG",IND,69,29.2,3.29,-1.01,2.28,6.63
105,"Dante Cunningham, SF",NO/BKN,72,21.4,-1.83,0.08,-1.75,1.35
106,"Stephen Curry, PG",GS,51,32.0,6.89,-0.88,6.01,10.26
107,"DeMar DeRozan, SG",TOR,79,33.8,3.66,-1.63,2.03,8.75
108,"Wayne Ellington, SG",MIA,76,26.4,1.57,-1.66,-0.09,3.69
109,"Tyreke Evans, SG",MEM,52,30.9,3.11,0.53,3.64,6.64
110,"Taj Gibson, PF",MIN,81,33.2,-0.01,0.50,0.49,6.01
111,"Danny Green, SG",SA,69,25.7,-0.95,1.59,0.64,4.09
112,"Blake Griffin, PF",DET/LAC,58,34.0,2.06,-0.08,1.98,6.43
113,"James Harden, PG",HOU,72,35.4,7.01,-0.60,6.41,14.91
114,"Jrue Holiday, PG",NO,80,36.2,1.39,1.71,3.10,11.32
