RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,"Vince Carter, SG",SAC,56,17.6,-1.35,0.99,-0.36,1.67
2,"Jamal Crawford, SG",MIN,78,20.7,0.01,-5.58,-5.57,-2.42
3,"Manu Ginobili, SG",SA,62,20.0,0.23,-1.68,-1.45,1.32
4,"Dirk Nowitzki, C",DAL,77,24.7,1.44,0.27,1.71,5.85
5,"Jason Terry, SG",MIL,48,16.1,-1.37,-0.15,-1.52,0.77
6,"Tyson Chandler, C",PHX,46,25.0,-2.18,2.14,-0.04,2.31
7,"Pau Gasol, C",SA,74,23.7,-1.23,2.44,1.21,4.80
8,"Richard Jefferson, SF",DEN,20,8.2,-2.36,0.15,-2.21,0.10
9,"Joe Johnson, SG",HOU/UTAH,52,22.0,-3.16,-0.89,-4.05,-0.38
10,"Tony Parker, PG",SA,52,19.6,-1.94,-1.44,-3.38,-0.16
11,"Zach Randolph, PF",SAC,59,25.6,-0.69,-1.78,-2.47,0.62
12,"Nene Hilario, C",HOU,50,14.6,-0.60,3.41,2.81,2.86
13,"LeBron James, SF",CLE,80,37.2,5.31,-0.95,4.36,14.02
14,"Carmelo Anthony, PF",OKC,75,32.2,0.69,-0.85,-0.16,4.61
15,"Nick Collison, PF",OKC,13,5.5,-1.84,1.62,-0.22,0.14
16,"Dwyane Wade, SG",CLE/MIA,65,23.0,-1.49,0.44,-1.05,1.97
17,"Kyle Korver, SG",CLE,72,21.6,1.91,0.52,2.43,5.50
18,"Zaza Pachulia, C",GS,67,14.1,-0.32,2.42,2.10,3.29
19,"David West, PF",GS,70,13.7,-1.52,4.67,3.15,3.78
20,"Udonis Haslem, PF",MIA,14,5.1,-2.47,1.42,-1.05,0.09
21,"Tony Allen, SG",NO,22,12.4,-2.13,0.43,-1.70,0.26
22,"Devin Harris, PG",DAL/DEN,68,19.0,0.99,-0.44,0.55,2.98
23,"Dwight Howard, C",CHA,79,30.5,-1.33,1.65,0.32,5.30
24,"Andre Iguodala, SF",GS,63,25.4,-1.15,1.72,0.57,3.86
25,"Al Jefferson, C",IND,35,13.4,-1.74,1.17,-0.57,0.74
26,"Shaun Livingston, PG",GS,69,15.9,-2.04,-0.05,-2.09,0.73
27,"Emeka Okafor, C",NO,25,13.9,-1.84,1.11,-0.73,0.01
28,"Trevor Ariza, SF",HOU,65,33.9,0.92,0.38,1.30,6.23
29,"Luol Deng, SF",LAL,1,13.0,-2.00,0.63,-1.37,0.02
30,"Jameer Nelson, PG",NO/DET,50,20.3,-2.63,-2.75,-5.38,-1.44
31,"JR Smith, SG",CLE,78,28.3,-0.19,-2.21,-2.40,1.00
32,"Damien Wilkins, SG",IND,19,8.0,-1.79,0.06,-1.73,0.11
33,"Andrew Bogut, C",LAL,24,9.0,-2.18,2.31,0.13,0.47
34,"Raymond Felton, PG",OKC,79,16.8,-0.51,-0.85,-1.36,1.40
35,"Channing Frye, PF",CLE/LAL,51,12.9,0.48,1.00,1.48,1.92
36,"Marcin Gortat, C",WSH,80,25.4,-2.37,2.05,-0.32,3.49
37,"Gerald Green, SG",HOU,38,22.4,0.37,-0.07,0.30,1.80
38,"Ersan Ilyasova, PF",ATL/PHI,66,25.1,0.62,0.30,0.92,3.03
39,"Jarrett Jack, PG",NY,59,25.3,-0.81,-0.47,-1.28,1.74
40,"Amir Johnson, C",PHI,71,15.7,-1.85,3.09,1.24,3.19
41,"Ian Mahinmi, C",WSH,75,14.8,-1.67,1.12,-0.55,1.80
42,"CJ Miles, SF",TOR,67,18.9,1.18,-1.35,-0.17,2.37
43,"Chris Paul, PG",HOU,56,31.9,5.56,1.38,6.94,11.09
44,"Marvin Williams, PF",CHA,76,25.8,0.24,0.93,1.17,5.41
45,"Lou Williams, SG",LAC,78,32.8,4.41,-3.85,0.56,6.18
46,"Jose Calderon, PG",CLE,55,16.1,0.82,-0.03,0.79,2.19
47,"LaMarcus Aldridge, PF",SA,72,33.6,2.06,1.32,3.38,9.79
48,"Rudy Gay, SF",SA,54,21.5,-0.57,0.69,0.12,2.36
49,"Kyle Lowry, PG",TOR,75,32.2,4.08,1.33,5.41,13.33
50,"Paul Millsap, PF",DEN,35,29.8,-0.42,2.37,1.95,3.24
51,"JJ Redick, SG",PHI,68,30.2,2.09,-1.46,0.63,5.01
52,"Rajon Rondo, PG",NO,62,26.1,-1.01,-0.89,-1.90,1.31
53,"Thabo Sefolosha, SF",UTAH,38,21.2,-0.54,2.30,1.76,2.48
54,"PJ Tucker, SF",HOU,79,27.9,0.24,0.78,1.02,5.69
55,"J.J. Barea, PG",DAL,69,23.2,1.59,-2.82,-1.23,1.91
56,"Arron Afflalo, SG",ORL,52,12.8,-3.01,-1.41,-4.42,-0.54
57,"Marco Belinelli, SG",ATL/PHI,77,24.2,0.71,-2.55,-1.84,1.53
58,"Corey Brewer, SF",LAL/OKC,69,16.2,-2.77,-0.61,-3.38,-0.12
59,"Aaron Brooks, PG",MIN,31,6.1,-1.80,-1.61,-3.41,-0.03
60,"Wilson Chandler, SF",DEN,71,31.4,-0.80,-0.60,-1.40,2.42
61,"Mike Conley, PG",MEM,12,31.1,-0.64,-0.01,-0.65,0.57
62,"Jared Dudley, SF",PHX,46,13.7,-1.06,0.86,-0.20,1.19
63,"Kevin Durant, SF",GS,65,34.3,3.99,-0.96,3.03,9.08
64,"Marc Gasol, C",MEM,72,33.0,-0.38,1.96,1.58,6.85
65,"Jeff Green, SF",CLE,76,23.5,-0.49,0.26,-0.23,3.22
66,"Al Horford, PF",BOS,70,31.7,1.26,2.66,3.92,9.83
67,"Josh McRoberts, PF",DAL,2,3.0,-1.97,1.11,-0.86,0.01
68,"Joakim Noah, C",NY,7,5.7,-2.27,1.53,-0.74,0.07
69,"Ramon Sessions, PG",NY/WSH,27,14.5,-2.20,0.01,-2.19,0.10
70,"Jason Smith, PF",WSH,32,8.8,-3.73,0.20,-3.53,-0.07
71,"Brandan Wright, PF",HOU/MEM,28,13.6,-1.28,1.77,0.49,0.85
72,"Nick Young, SG",GS,77,17.2,0.17,-2.21,-2.04,0.93
73,"Thaddeus Young, PF",IND,80,32.4,-0.34,1.47,1.13,6.86
74,"Anthony Tolliver, PF",DET,76,21.8,1.06,-0.50,0.56,3.78
75,"Ryan Anderson, PF",HOU,66,26.1,0.68,-1.17,-0.49,2.92
76,"Darrell Arthur, PF",DEN,19,7.4,-1.97,0.42,-1.55,0.15
77,"Omer Asik, C",NO/CHI,15,9.1,-2.15,1.44,-0.71,0.18
78,"D.J. Augustin, PG",ORL,72,23.6,0.78,-0.82,-0.04,3.32
79,"Nicolas Batum, SG",CHA,62,31.3,0.54,-0.99,-0.45,3.33
80,"Jerryd Bayless, PG",PHI,39,23.7,-2.46,-2.05,-4.51,-0.84
81,"Michael Beasley, SF",NY,71,22.3,-0.26,-1.00,-1.26,1.89
82,"Mario Chalmers, PG",MEM,63,21.8,-1.21,1.02,-0.19,2.49
83,"Goran Dragic, PG",MIA,74,31.7,1.14,-0.88,0.26,4.96
84,"Danilo Gallinari, SF",LAC,21,32.0,-1.47,0.98,-0.49,1.12
85,"Eric Gordon, SG",HOU,68,31.3,2.98,-0.56,2.42,7.56
86,"George Hill, PG",CLE/SAC,65,27.4,0.56,-1.29,-0.73,2.69
87,"Serge Ibaka, PF",TOR,74,27.5,-0.62,0.64,0.02,4.13
88,"DeAndre Jordan, C",LAC,74,31.6,-0.58,1.65,1.07,6.29
89,"Kosta Koufos, C",SAC,71,19.6,-1.81,0.97,-0.84,1.98
90,"Courtney Lee, SG",NY,74,30.5,0.40,-1.24,-0.84,3.23
91,"Robin Lopez, C",CHI,64,26.4,-2.92,0.75,-2.17,1.03
92,"Brook Lopez, C",LAL,71,23.7,0.24,0.03,0.27,3.74
93,"Kevin Love, C",CLE,58,27.9,1.54,1.45,2.99,6.09
94,"Luc Mbah a Moute, PF",HOU,59,26.0,-0.86,2.63,1.77,4.63
95,"JaVale McGee, C",GS,63,9.5,-0.59,0.18,-0.41,1.06
96,"Derrick Rose, PG",CLE/MIN,23,16.8,-1.82,-1.77,-3.59,-0.09
97,"Marreese Speights, PF",ORL,51,13.2,0.15,1.32,1.47,1.90
98,"Russell Westbrook, PG",OKC,77,36.4,4.23,0.61,4.84,14.51
99,"Bobby Brown, PG",HOU,20,5.8,-1.65,-1.29,-2.94,0.01
100,"Omri Casspi, SF",GS,53,14.0,-0.85,1.11,0.26,1.66
101,"Bojan Bogdanovic, SF",IND,79,30.8,-0.43,-0.92,-1.35,2.69
102,"Patrick Beverley, PG",LAC,11,30.4,-1.18,0.02,-1.16,0.41
103,"DeMarre Carroll, SF",BKN,73,29.9,0.39,1.53,1.92,7.02
104,"Darren Collison, PG",IND,67,29.5,3.29,-1.01,2.28,6.63
105,"Dante Cunningham, SF",NO/BKN,70,21.4,-1.83,0.08,-1.75,1.35
106,"Stephen Curry, PG",GS,51,32.0,6.89,-0.88,6.01,10.26
107,"DeMar DeRozan, SG",TOR,78,33.9,3.66,-1.63,2.03,8.75
108,"Wayne Ellington, SG",MIA,75,26.5,1.57,-1.66,-0.09,3.69
109,"Tyreke Evans, SG",MEM,52,30.9,3.11,0.53,3.64,6.64
110,"Taj Gibson, PF",MIN,80,33.5,-0.01,0.50,0.49,6.01
111,"Danny Green, SG",SA,67,26.0,-0.95,1.59,0.64,4.09
112,"Blake Griffin, PF",DET/LAC,58,34.0,2.06,-0.08,1.98,6.43
113,"James Harden, PG",HOU,70,35.5,7.01,-0.60,6.41,14.91
114,"Jrue Holiday, PG",NO,78,36.2,1.39,1.71,3.10,11.32
115,"Brandon Jennings, PG",MIL,11,14.2,-1.68,-1.06,-2.74,0.04
116,"Jonas Jerebko, PF",UTAH,71,15.4,0.66,0.09,0.75,2.62
117,"James Johnson, PF",MIA,71,26.7,0.17,1.15,1.32,5.23
118,"Jodie Meeks, SG",WSH,76,14.5,-0.70,-1.95,-2.65,0.33
119,"Patty Mills, PG",SA,79,25.5,1.57,-2.07,-0.50,3.34
120,"Ricky Rubio, PG",UTAH,74,29.6,0.24,1.23,1.47,6.33
121,"Jeff Teague, PG",MIN,68,32.9,1.33,-0.75,0.58,5.18
122,"Garrett Temple, SF",SAC,65,24.8,-1.51,-0.23,-1.74,1.40
123,"Wesley Matthews, SG",DAL,63,33.8,-0.38,-1.97,-2.35,1.04
124,"Milos Teodosic, PG",LAC,45,25.2,-0.03,-0.48,-0.51,1.98
125,"John Wall, PG",WSH,40,34.3,0.79,-0.23,0.56,3.21
126,"Eric Bledsoe, PG",MIL/PHX,71,31.6,2.12,-0.17,1.95,7.17
127,"Evan Turner, SF",POR,76,25.5,-2.57,-0.81,-3.38,-0.31
128,"Avery Bradley, SG",DET/LAC,46,31.2,-2.21,-0.79,-3.00,0.11
129,"Lance Stephenson, SG",IND,80,22.4,-0.19,-3.01,-3.20,-0.08
130,"Wesley Johnson, SF",LAC,71,20.2,-2.59,1.42,-1.17,1.83
131,"Al-Farouq Aminu, PF",POR,66,29.9,-0.01,2.46,2.45,6.90
132,"Gordon Hayward, SF",BOS,1,5.0,-1.68,0.24,-1.44,0.01
133,"Luke Babbitt, SF",ATL/MIA,50,14.3,-0.16,-1.22,-1.38,0.80
134,"Paul George, SF",OKC,76,36.6,2.17,0.68,2.85,10.58
135,"Quincy Pondexter, SG",CHI,23,8.5,-3.23,-0.47,-3.70,-0.07
136,"Derrick Favors, PF",UTAH,74,28.0,-0.72,0.83,0.11,4.17
137,"DeMarcus Cousins, C",NO,48,36.2,2.22,2.11,4.33,8.25
138,"Ed Davis, PF",POR,76,18.9,-1.09,2.25,1.16,3.84
139,"Greg Monroe, C",BOS/MIL/PHX,48,20.4,-1.34,-0.44,-1.78,0.82
140,"Ekpe Udoh, C",UTAH,60,13.2,-1.37,3.18,1.81,2.44
141,"Hassan Whiteside, C",MIA,52,25.4,-2.89,3.65,0.76,3.26
142,"Patrick Patterson, PF",OKC,79,15.6,-1.00,0.40,-0.60,1.89
143,"Cole Aldrich, C",MIN,20,2.4,-2.04,1.14,-0.90,0.07
144,"Nemanja Bjelica, PF",MIN,65,20.6,0.05,0.97,1.02,3.46
145,"Trevor Booker, PF",IND/BKN/PHI,66,17.0,-1.15,-0.27,-1.42,0.98
146,"Jeremy Evans, SF",ATL,1,5.0,-1.73,0.03,-1.70,0.01
147,"Timofey Mozgov, C",BKN,29,11.8,-3.39,1.77,-1.62,0.34
148,"Jeremy Lin, PG",BKN,1,25.0,-1.54,-0.14,-1.68,0.03
