RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,"James Harden, PG",HOU,42,37.4,8.27,-0.06,8.21,10.36
2,"Anthony Davis, PF",NO,41,37.0,3.89,3.06,6.95,9.78
3,"Paul George, SF",OKC,44,36.0,3.49,2.95,6.44,9.28
4,"Nikola Jokic, C",DEN,45,31.0,4.40,1.80,6.20,7.66
5,"Stephen Curry, PG",GS,35,34.4,6.07,-0.06,6.01,7.13
6,"Kyrie Irving, PG",BOS,41,32.4,4.60,0.87,5.47,6.57
7,"Giannis Antetokounmpo, PF",MIL,42,33.0,2.51,2.72,5.23,7.42
8,"LeBron James, SF",LAL,34,34.6,3.63,1.45,5.08,6.50
9,"Kevin Durant, SF",GS,46,35.6,4.53,0.50,5.03,8.44
10,"Kyle Lowry, PG",TOR,37,34.1,3.39,1.62,5.01,6.30
11,"Rudy Gobert, C",UTAH,47,31.5,0.45,4.44,4.89,7.62
12,"Jusuf Nurkic, C",POR,47,27.0,0.73,4.15,4.88,6.20
13,"Nikola Vucevic, C",ORL,45,31.0,1.74,2.90,4.64,6.46
14,"Jrue Holiday, PG",NO,46,36.8,3.36,0.69,4.05,7.82
15,"Marcus Smart, PG",BOS,45,26.3,1.31,2.44,3.75,4.75
16,"Eric Bledsoe, PG",MIL,45,29.2,2.81,0.91,3.72,5.76
17,"Damian Lillard, PG",POR,47,35.3,5.06,-1.53,3.53,6.60
18,"Joel Embiid, C",PHI,44,33.5,1.63,1.85,3.48,5.79
19,"Mike Conley, PG",MEM,45,33.4,3.61,-0.20,3.41,5.79
20,"Pascal Siakam, PF",TOR,47,31.0,1.72,1.69,3.41,5.92
21,"Kawhi Leonard, SF",TOR,36,35.0,3.34,-0.06,3.28,5.21
22,"Danny Green, SG",TOR,46,29.4,1.08,2.19,3.27,5.45
23,"Jimmy Butler, SG",MIN/PHI,38,33.1,2.41,0.68,3.09,4.72
24,"Joe Ingles, SF",UTAH,47,30.9,1.10,1.97,3.07,5.68
25,"Paul Millsap, PF",DEN,37,26.0,0.13,2.93,3.06,3.49
26,"Karl-Anthony Towns, C",MIN,45,33.2,1.76,1.27,3.03,5.79
27,"Kevon Looney, SF",GS,46,21.2,1.23,1.79,3.02,3.76
28,"Robert Covington, SF",MIN/PHI,35,34.4,0.10,2.91,3.01,4.57
29,"Davis Bertans, SF",SA,43,20.0,2.19,0.75,2.94,3.24
30,"Russell Westbrook, PG",OKC,37,35.5,2.08,0.82,2.90,4.83
31,"Blake Griffin, PF",DET,43,36.2,2.38,0.50,2.88,5.52
32,"Draymond Green, PF",GS,32,31.4,-1.31,4.18,2.87,3.76
33,"Danilo Gallinari, SF",LAC,44,31.3,3.68,-0.82,2.86,5.20
34,"Marc Gasol, C",MEM,45,33.8,0.49,2.33,2.82,5.37
35,"Nemanja Bjelica, PF",SAC,46,24.3,1.14,1.62,2.76,4.20
36,"Brook Lopez, C",MIL,45,27.6,0.61,2.12,2.73,4.68
37,"Victor Oladipo, SG",IND,34,32.5,1.91,0.79,2.70,3.67
38,"Chris Paul, PG",HOU,26,33.2,1.42,1.13,2.55,2.96
39,"Kemba Walker, PG",CHA,45,34.1,3.91,-1.45,2.46,5.27
40,"Rudy Gay, SF",SA,37,26.8,0.59,1.85,2.44,3.31
41,"Ben Simmons, PG",PHI,46,33.4,1.06,1.36,2.42,5.20
42,"Dwight Powell, PF",DAL,41,16.5,0.98,1.37,2.35,2.32
43,"Khris Middleton, SF",MIL,43,30.9,1.96,0.38,2.34,4.66
44,"De'Aaron Fox, PG",SAC,46,31.6,2.16,0.12,2.28,5.03
45,"Luka Doncic, SF",DAL,44,32.0,2.91,-0.67,2.24,4.79
46,"Domantas Sabonis, PF",IND,43,25.3,1.04,1.18,2.22,3.44
