RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,"LeBron James, SF",LAL,47,34.8,5.53,4.80,10.33,12.26
2,"Giannis Antetokounmpo, PF",MIL,46,30.7,5.51,2.03,7.54,8.48
3,"Kawhi Leonard, SF",LAC,39,32.2,3.44,4.08,7.52,7.09
4,"James Harden, SG",HOU,47,37.2,4.69,1.68,6.37,8.97
5,"Jayson Tatum, PF",BOS,46,33.7,1.29,4.08,5.37,6.45
6,"Nikola Jokic, C",DEN,52,32.3,1.68,3.19,4.87,6.14
7,"Dennis Schroder, PG",OKC,50,31.2,2.17,2.67,4.84,6.03
8,"Terence Davis, SG",TOR,51,17.0,3.19,1.53,4.72,3.06
9,"Pascal Siakam, PF",TOR,40,34.9,2.69,1.77,4.46,5.05
10,"Donte DiVincenzo, SG",MIL,45,22.6,2.30,2.06,4.36,3.77
11,"Rudy Gobert, C",UTAH,48,34.4,0.66,3.42,4.07,5.44
12,"De'Anthony Melton, SG",MEM,38,18.1,2.98,0.91,3.90,2.25
13,"Damian Lillard, PG",POR,49,37.0,5.40,-1.52,3.88,5.83
14,"Chris Paul, PG",OKC,50,31.6,2.11,1.75,3.86,4.98
15,"Khris Middleton, SF",MIL,43,29.2,3.36,0.45,3.81,4.18
16,"Paul Millsap, PF",DEN,32,24.9,0.33,3.39,3.72,2.39
17,"Jimmy Butler, SF",MIA,44,34.5,0.69,2.84,3.54,4.39
18,"Jalen Brunson, PG",DAL,51,17.7,1.40,2.07,3.47,2.57
19,"Eric Bledsoe, PG",MIL,42,26.7,2.57,0.71,3.28,3.44
20,"Ivica Zubac, C",LAC,51,17.9,0.17,3.04,3.21,2.53
21,"Patrick Beverley, PG",LAC,40,28.0,0.44,2.75,3.19,3.12
22,"Davis Bertans, SF",WSH,40,29.3,4.60,-1.44,3.16,3.41
23,"Bojan Bogdanovic, SF",UTAH,49,33.2,2.82,0.30,3.11,4.35
24,"Devonte' Graham, PG",CHA,51,35.2,1.19,1.89,3.07,4.52
25,"Alex Caruso, SG",LAL,46,18.4,-0.41,3.41,3.00,2.23
26,"Paul George, SG",LAC,30,30.0,2.49,0.49,2.98,2.38
27,"Chris Chiozza, PG",BKN/WSH,14,10.4,0.40,2.57,2.97,0.37
28,"Domantas Sabonis, PF",IND,48,34.5,-0.01,2.97,2.96,4.17
29,"Luka Doncic, SG",DAL,43,32.8,4.61,-1.72,2.89,3.66
30,"Marc Gasol, C",TOR,35,27.8,0.01,2.87,2.88,2.55
31,"CJ McCollum, SG",POR,47,35.6,1.65,1.18,2.83,4.13
32,"Bam Adebayo, PF",MIA,50,34.7,0.05,2.75,2.80,4.17
33,"Duncan Robinson, SG",MIA,50,28.5,1.45,1.32,2.77,3.40
34,"Doug McDermott, SF",IND,51,21.0,2.02,0.73,2.75,2.60
35,"Josh Hart, SG",NO,44,28.2,0.74,2.00,2.75,3.22
36,"Joe Ingles, SG",UTAH,50,30.0,0.02,2.69,2.71,3.58
37,"Kemba Walker, PG",BOS,42,32.1,3.79,-1.09,2.70,3.31
38,"Will Barton, SF",DEN,48,33.3,0.70,1.99,2.69,3.74
39,"Donovan Mitchell, SG",UTAH,49,34.3,1.63,1.03,2.65,3.96
