RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,"Paul George, SF",OKC,77,36.9,4.48,3.08,7.56,19.73
2,"James Harden, PG",HOU,78,36.8,7.41,0.00,7.41,18.53
3,"Stephen Curry, PG",GS,69,33.8,5.92,0.81,6.73,15.07
4,"Giannis Antetokounmpo, PF",MIL,72,32.8,3.12,3.39,6.51,14.94
5,"Joel Embiid, C",PHI,64,33.7,2.70,3.71,6.41,12.91
6,"Nikola Jokic, C",DEN,80,31.3,3.78,2.58,6.36,14.72
7,"Anthony Davis, PF",NO,56,33.0,2.53,3.19,5.72,10.79
8,"Nikola Vucevic, C",ORL,80,31.4,1.85,3.59,5.44,13.59
9,"LeBron James, SF",LAL,55,35.2,3.49,1.84,5.33,10.90
10,"Damian Lillard, PG",POR,80,35.5,5.67,-0.48,5.19,14.72
11,"Danny Green, SG",TOR,80,27.7,2.89,2.11,5.00,11.62
12,"Kevin Durant, SF",GS,78,34.6,4.29,0.64,4.93,14.05
13,"Kyle Lowry, PG",TOR,65,34.0,2.68,2.07,4.75,11.11
14,"Rudy Gobert, C",UTAH,81,31.8,0.26,4.43,4.69,13.18
15,"Chris Paul, PG",HOU,58,32.0,2.41,2.27,4.68,9.07
16,"Jrue Holiday, PG",NO,67,35.9,3.39,1.21,4.60,12.26
17,"Jimmy Butler, SG",MIN/PHI,65,33.6,2.44,2.15,4.59,10.81
18,"Al Horford, C",BOS,68,29.0,1.75,2.67,4.42,9.50
19,"Paul Millsap, PF",DEN,70,27.1,1.54,2.75,4.29,8.75
20,"Kyrie Irving, PG",BOS,67,33.0,3.72,0.43,4.15,10.23
21,"Jusuf Nurkic, C",POR,72,27.4,0.82,3.30,4.12,8.99
22,"Brook Lopez, C",MIL,81,28.7,0.60,3.51,4.11,11.13
23,"Pascal Siakam, PF",TOR,80,31.9,1.82,2.17,3.99,11.61
24,"Karl-Anthony Towns, C",MIN,77,33.1,2.98,0.83,3.81,11.28
25,"Marc Gasol, C",TOR/MEM,79,30.8,0.67,2.99,3.66,10.14
26,"Eric Bledsoe, PG",MIL,78,29.1,2.50,1.04,3.54,10.08
27,"Danilo Gallinari, SF",LAC,68,30.3,3.50,-0.03,3.47,8.55
28,"Draymond Green, PF",GS,66,31.3,-0.32,3.72,3.40,8.66
29,"Kawhi Leonard, SF",TOR,60,34.0,3.10,0.13,3.23,8.28
30,"Kevon Looney, C",GS,80,18.5,1.29,1.94,3.23,6.03
31,"Mike Conley, PG",MEM,70,33.5,3.57,-0.46,3.11,9.16
32,"Joe Ingles, SF",UTAH,82,31.3,1.63,1.30,2.93,10.07
33,"Blake Griffin, PF",DET,75,35.0,2.47,0.43,2.90,9.64
34,"Davis Bertans, SF",SA,76,21.5,2.46,0.44,2.90,6.32
35,"Ed Davis, PF",BKN,81,17.9,-1.43,4.20,2.77,5.41
36,"Kemba Walker, PG",CHA,82,34.9,4.18,-1.48,2.70,10.58
37,"Andre Iguodala, SG",GS,68,23.2,0.71,1.96,2.67,5.69
38,"Patrick Beverley, PG",LAC,78,27.4,1.36,1.31,2.67,7.77
39,"Robert Covington, SF",MIN/PHI,35,34.4,-0.80,3.47,2.67,4.31
40,"Derrick Favors, PF",UTAH,76,23.2,-0.50,3.10,2.60,6.52
41,"DeMarcus Cousins, C",GS,30,25.7,-0.84,3.34,2.50,2.74
42,"Russell Westbrook, PG",OKC,73,36.0,2.57,-0.08,2.49,9.73
43,"Andre Drummond, C",DET,79,33.5,0.56,1.81,2.37,8.81
44,"Rudy Gay, SF",SA,69,26.7,0.49,1.78,2.27,6.27
45,"Dwight Powell, PF",DAL,77,21.6,2.22,0.03,2.25,5.63
46,"Marcus Smart, PG",BOS,80,27.5,0.97,1.28,2.25,7.43
47,"Victor Oladipo, SG",IND,36,31.9,0.92,1.28,2.20,3.72
48,"Khris Middleton, SF",MIL,77,31.1,1.78,0.37,2.15,8.32
49,"George Hill, PG",CLE/MIL,60,21.7,0.11,1.97,2.08,4.28
50,"Kelly Olynyk, PF",MIA,79,22.9,0.72,1.35,2.07,5.90
51,"Justise Winslow, SF",MIA,66,29.7,0.17,1.87,2.04,6.26
52,"Donovan Mitchell, SG",UTAH,77,33.7,1.70,0.30,2.00,8.67
53,"Derrick White, PG",SA,67,25.8,0.52,1.47,1.99,5.61
54,"Thaddeus Young, PF",IND,81,30.7,0.56,1.31,1.87,7.68
55,"Steven Adams, C",OKC,80,33.4,-0.31,2.12,1.81,8.64
56,"Clint Capela, C",HOU,67,33.6,-0.20,2.01,1.81,6.76
57,"Nemanja Bjelica, PF",SAC,77,23.2,0.69,1.11,1.80,5.83
58,"Ben Simmons, PG",PHI,79,34.2,1.25,0.54,1.79,8.56
59,"Josh Richardson, SG",MIA,73,34.8,1.45,0.33,1.78,7.79
60,"Willie Cauley-Stein, C",SAC,81,27.3,-0.77,2.55,1.78,7.20
61,"Monte Morris, PG",DEN,82,24.0,1.76,0.02,1.78,5.89
62,"De'Aaron Fox, PG",SAC,81,31.4,1.28,0.47,1.75,8.36
63,"Daniel Theis, PF",BOS,66,13.8,-0.10,1.84,1.74,2.74
64,"Tobias Harris, SF",LAC/PHI,82,34.7,1.36,0.30,1.66,8.74
