RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,"Vince Carter, SG",SAC,58,17.7,-1.15,0.91,-0.24,1.84
2,"Jamal Crawford, SG",MIN,80,20.7,-0.24,-5.45,-5.69,-2.68
3,"Manu Ginobili, SG",SA,65,20.0,0.50,-1.57,-1.07,1.69
4,"Dirk Nowitzki, C",DAL,77,24.7,1.36,0.46,1.82,5.98
5,"Jason Terry, SG",MIL,51,16.0,-1.42,0.39,-1.03,1.08
6,"Tyson Chandler, C",PHX,46,25.0,-2.14,2.11,-0.03,2.31
7,"Pau Gasol, C",SA,77,23.5,-1.04,2.21,1.17,4.92
8,"Richard Jefferson, SF",DEN,20,8.2,-2.39,0.15,-2.24,0.09
9,"Joe Johnson, SG",HOU/UTAH,55,21.9,-3.16,-0.89,-4.05,-0.38
10,"Tony Parker, PG",SA,55,19.5,-2.16,-1.50,-3.66,-0.36
11,"Zach Randolph, PF",SAC,59,25.6,-0.65,-1.90,-2.55,0.54
12,"Nene Hilario, C",HOU,52,14.6,-0.71,3.44,2.73,2.91
13,"LeBron James, SF",CLE,82,36.9,5.45,-0.76,4.69,15.33
14,"Carmelo Anthony, PF",OKC,78,32.1,0.64,-0.85,-0.21,4.70
15,"Nick Collison, PF",OKC,15,5.0,-1.94,1.59,-0.35,0.14
16,"Dwyane Wade, SG",CLE/MIA,67,22.9,-1.74,0.16,-1.58,1.53
17,"Kyle Korver, SG",CLE,73,21.6,1.94,0.50,2.44,5.73
18,"Zaza Pachulia, C",GS,69,14.1,-0.40,2.26,1.86,3.25
19,"Kendrick Perkins, C",CLE,1,15.0,-1.65,1.58,-0.07,0.03
20,"David West, PF",GS,73,13.7,-1.62,4.48,2.86,3.82
21,"Udonis Haslem, PF",MIA,14,5.1,-2.50,1.45,-1.05,0.09
22,"Tony Allen, SG",NO,22,12.4,-2.13,0.43,-1.70,0.26
23,"Devin Harris, PG",DAL/DEN,71,18.9,0.99,-0.65,0.34,2.96
24,"Dwight Howard, C",CHA,81,30.4,-1.19,1.83,0.64,5.99
25,"Andre Iguodala, SF",GS,64,25.4,-1.10,2.05,0.95,4.32
26,"Al Jefferson, C",IND,36,13.4,-1.74,0.92,-0.82,0.70
27,"Shaun Livingston, PG",GS,71,15.9,-1.99,-0.18,-2.17,0.70
28,"Emeka Okafor, C",NO,26,13.6,-1.84,1.11,-0.73,0.01
29,"Trevor Ariza, SF",HOU,67,33.9,0.65,0.54,1.19,6.33
30,"Luol Deng, SF",LAL,1,13.0,-2.02,0.67,-1.35,0.02
31,"Jameer Nelson, PG",NO/DET,50,20.3,-2.70,-2.66,-5.36,-1.42
32,"JR Smith, SG",CLE,80,28.1,-0.30,-2.38,-2.68,0.64
33,"Damien Wilkins, SG",IND,19,8.0,-1.79,0.06,-1.73,0.11
34,"Andrew Bogut, C",LAL,24,9.0,-2.18,2.31,0.13,0.47
35,"Raymond Felton, PG",OKC,82,16.6,-0.35,-1.18,-1.53,1.31
36,"Channing Frye, PF",CLE/LAL,53,13.1,0.00,0.86,0.86,1.80
37,"Marcin Gortat, C",WSH,82,25.3,-2.33,2.11,-0.22,3.83
38,"Gerald Green, SG",HOU,41,22.7,0.06,-0.14,-0.08,1.80
39,"Ersan Ilyasova, PF",ATL/PHI,69,25.1,0.62,0.30,0.92,3.03
40,"Jarrett Jack, PG",NY,62,25.0,-0.51,-0.40,-0.91,2.18
41,"Amir Johnson, C",PHI,74,15.8,-1.23,3.22,1.99,4.01
42,"Ian Mahinmi, C",WSH,77,14.9,-1.87,1.39,-0.48,1.93
43,"CJ Miles, SF",TOR,70,19.1,1.14,-1.23,-0.09,2.59
44,"Chris Paul, PG",HOU,58,31.8,5.62,1.34,6.96,11.71
45,"Marvin Williams, PF",CHA,78,25.7,0.52,1.03,1.55,6.09
46,"Lou Williams, SG",LAC,79,32.8,4.29,-3.65,0.64,6.47
47,"Jose Calderon, PG",CLE,57,16.0,0.38,0.13,0.51,2.10
48,"LaMarcus Aldridge, PF",SA,75,33.5,1.99,1.30,3.29,10.02
49,"Rudy Gay, SF",SA,57,21.6,-0.51,0.55,0.04,2.44
50,"Kyle Lowry, PG",TOR,78,32.2,4.34,1.29,5.63,14.33
51,"Paul Millsap, PF",DEN,38,30.1,-0.67,2.22,1.55,3.36
52,"JJ Redick, SG",PHI,70,30.2,2.27,-2.06,0.21,4.67
53,"Rajon Rondo, PG",NO,65,26.2,-0.69,-0.41,-1.10,2.32
54,"Thabo Sefolosha, SF",UTAH,38,21.2,-0.64,2.02,1.38,2.29
55,"PJ Tucker, SF",HOU,82,27.8,-0.11,0.87,0.76,5.62
56,"J.J. Barea, PG",DAL,69,23.2,1.53,-2.43,-0.90,2.25
57,"Arron Afflalo, SG",ORL,53,12.9,-3.03,-1.37,-4.40,-0.55
58,"Marco Belinelli, SG",ATL/PHI,80,24.3,1.03,-2.57,-1.54,2.00
59,"Corey Brewer, SF",LAL/OKC,72,16.8,-2.77,-0.61,-3.38,-0.12
60,"Aaron Brooks, PG",MIN,32,5.9,-1.89,-1.55,-3.44,-0.03
61,"Wilson Chandler, SF",DEN,74,31.6,-0.79,-0.37,-1.16,2.92
62,"Mike Conley, PG",MEM,12,31.1,-0.68,0.00,-0.68,0.56
63,"Jared Dudley, SF",PHX,48,14.3,-0.94,0.81,-0.13,1.34
64,"Kevin Durant, SF",GS,68,34.2,3.94,-0.96,2.98,9.53
65,"Marc Gasol, C",MEM,73,33.0,-0.24,1.75,1.51,6.85
66,"Jeff Green, SF",CLE,78,23.4,-0.09,0.05,-0.04,3.67
67,"Al Horford, PF",BOS,72,31.6,1.24,2.44,3.68,9.75
68,"Josh McRoberts, PF",DAL,2,3.0,-1.97,1.11,-0.86,0.01
69,"Joakim Noah, C",NY,7,5.7,-2.28,1.56,-0.72,0.07
70,"Ramon Sessions, PG",NY/WSH,28,14.0,-2.20,0.01,-2.19,0.10
71,"Jason Smith, PF",WSH,33,8.6,-3.61,0.22,-3.39,-0.05
72,"Brandan Wright, F",HOU/MEM,28,13.6,-1.28,1.77,0.49,0.85
73,"Nick Young, SG",GS,80,17.4,0.06,-2.40,-2.34,0.72
74,"Thaddeus Young, PF",IND,81,32.2,-0.25,1.73,1.48,7.62
