RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,"Vince Carter, SG",SAC,58,17.7,-1.16,0.89,-0.27,1.82
2,"Jamal Crawford, SG",MIN,80,20.7,-0.04,-5.38,-5.42,-2.40
3,"Manu Ginobili, SG",SA,65,20.0,0.67,-1.69,-1.02,1.73
4,"Dirk Nowitzki, C",DAL,77,24.7,1.37,0.46,1.83,5.99
5,"Jason Terry, SG",MIL,51,16.0,-1.40,0.30,-1.10,1.04
6,"Tyson Chandler, C",PHX,46,25.0,-2.15,2.11,-0.04,2.31
7,"Pau Gasol, C",SA,77,23.5,-1.08,2.10,1.02,4.74
8,"Richard Jefferson, SF",DEN,20,8.2,-2.39,0.15,-2.24,0.09
9,"Joe Johnson, SG",HOU/UTAH,55,21.9,-3.16,-0.89,-4.05,-0.38
10,"Tony Parker, PG",SA,55,19.5,-2.24,-1.57,-3.81,-0.46
11,"Zach Randolph, PF",SAC,59,25.6,-0.67,-2.01,-2.68,0.42
12,"Nene Hilario, C",HOU,52,14.6,-0.57,3.52,2.95,3.02
13,"LeBron James, SF",CLE,82,36.9,5.66,-0.67,4.99,15.91
14,"Carmelo Anthony, PF",OKC,78,32.1,0.44,-1.24,-0.80,3.75
15,"Nick Collison, F",OKC,15,5.0,-1.94,1.59,-0.35,0.14
16,"Dwyane Wade, SG",CLE/MIA,67,22.9,-1.92,0.23,-1.69,1.42
17,"Kyle Korver, SG",CLE,73,21.6,1.92,0.81,2.73,6.03
18,"Zaza Pachulia, C",GS,69,14.1,-0.28,1.87,1.59,3.07
19,"Kendrick Perkins, C",CLE,1,15.0,-1.65,1.57,-0.08,0.03
20,"David West, PF",GS,73,13.7,-1.40,3.77,2.37,3.50
21,"Udonis Haslem, PF",MIA,14,5.1,-2.50,1.44,-1.06,0.09
22,"Tony Allen, SG",NO,22,12.4,-2.13,0.43,-1.70,0.26
23,"Devin Harris, PG",DAL/DEN,71,18.9,0.98,-0.64,0.34,2.96
24,"Dwight Howard, C",CHA,81,30.4,-1.19,1.83,0.64,5.99
25,"Andre Iguodala, SF",GS,64,25.4,-1.01,2.23,1.22,4.60
26,"Al Jefferson, C",IND,36,13.4,-1.75,0.94,-0.81,0.70
27,"Shaun Livingston, PG",GS,71,15.9,-1.72,-0.33,-2.05,0.79
28,"Emeka Okafor, C",NO,26,13.6,-1.84,1.11,-0.73,0.01
29,"Trevor Ariza, SF",HOU,67,33.9,0.51,1.11,1.62,6.97
30,"Luol Deng, SF",LAL,1,13.0,-2.02,0.67,-1.35,0.02
31,"Jameer Nelson, PG",NO/DET,50,20.3,-2.70,-2.69,-5.39,-1.44
32,"JR Smith, SG",CLE,80,28.1,-0.01,-2.22,-2.23,1.29
33,"Damien Wilkins, SG",IND,19,8.0,-1.79,0.06,-1.73,0.11
34,"Andrew Bogut, C",LAL,24,9.0,-2.18,2.31,0.13,0.47
35,"Raymond Felton, PG",OKC,82,16.6,-0.43,-1.09,-1.52,1.31
36,"Channing Frye, PF",CLE/LAL,53,13.1,-0.04,0.78,0.74,1.75
37,"Marcin Gortat, C",WSH,82,25.3,-2.18,2.09,-0.09,4.00
38,"Gerald Green, SG",HOU,41,22.7,0.02,-0.76,-0.74,1.41
39,"Ersan Ilyasova, PF",ATL/PHI,69,25.1,0.62,0.30,0.92,3.03
40,"Jarrett Jack, PG",NY,62,25.0,-0.50,-0.41,-0.91,2.18
41,"Amir Johnson, C",PHI,74,15.8,-1.21,3.14,1.93,3.97
42,"Ian Mahinmi, C",WSH,77,14.9,-1.94,1.44,-0.50,1.92
43,"CJ Miles, SF",TOR,70,19.1,0.92,-1.24,-0.32,2.39
44,"Chris Paul, PG",HOU,58,31.8,5.44,1.60,7.04,11.80
45,"Marvin Williams, PF",CHA,78,25.7,0.52,1.03,1.55,6.09
46,"Lou Williams, SG",LAC,79,32.8,4.30,-3.65,0.65,6.48
47,"Jose Calderon, PG",CLE,57,16.0,0.22,0.45,0.67,2.19
48,"LaMarcus Aldridge, PF",SA,75,33.5,1.98,1.26,3.24,9.94
49,"Rudy Gay, SF",SA,57,21.6,-0.51,0.86,0.35,2.68
50,"Kyle Lowry, PG",TOR,78,32.2,4.23,1.02,5.25,13.71
51,"Paul Millsap, PF",DEN,38,30.1,-0.68,2.22,1.54,3.35
52,"JJ Redick, SG",PHI,70,30.2,2.53,-1.96,0.57,5.17
53,"Rajon Rondo, PG",NO,65,26.2,-0.67,-0.44,-1.11,2.30
54,"Thabo Sefolosha, SF",UTAH,38,21.2,-0.64,2.05,1.41,2.30
55,"PJ Tucker, SF",HOU,82,27.8,0.05,1.13,1.18,6.22
56,"J.J. Barea, PG",DAL,69,23.2,1.54,-2.43,-0.89,2.26
57,"Arron Afflalo, SG",ORL,53,12.9,-3.03,-1.37,-4.40,-0.55
58,"Marco Belinelli, SG",ATL/PHI,80,24.3,1.18,-2.85,-1.67,1.84
59,"Corey Brewer, SF",LAL/OKC,72,16.8,-2.77,-0.61,-3.38,-0.12
60,"Aaron Brooks, PG",MIN,32,5.9,-1.91,-1.53,-3.44,-0.03
61,"Wilson Chandler, SF",DEN,74,31.6,-0.78,-0.38,-1.16,2.92
62,"Mike Conley, PG",MEM,12,31.1,-0.67,-0.02,-0.69,0.56
63,"Jared Dudley, SF",PHX,48,14.3,-0.93,0.82,-0.11,1.35
64,"Kevin Durant, SF",GS,68,34.2,4.06,-0.89,3.17,9.82
65,"Marc Gasol, C",MEM,73,33.0,-0.23,1.74,1.51,6.85
66,"Jeff Green, SF",CLE,78,23.4,0.12,0.08,0.20,3.95
67,"Al Horford, PF",BOS,72,31.6,1.18,2.69,3.87,10.02
68,"Josh McRoberts, PF",DAL,2,3.0,-1.97,1.11,-0.86,0.01
69,"Joakim Noah, C",NY,7,5.7,-2.28,1.56,-0.72,0.07
70,"Ramon Sessions, PG",NY/WSH,28,14.0,-2.20,0.01,-2.19,0.10
71,"Jason Smith, PF",WSH,33,8.6,-3.62,0.18,-3.44,-0.06
72,"Brandan Wright, F",HOU/MEM,28,13.6,-1.28,1.77,0.49,0.85
73,"Nick Young, SG",GS,80,17.4,0.00,-2.41,-2.41,0.65
74,"Thaddeus Young, PF",IND,81,32.2,-0.32,1.60,1.28,7.29
75,"Anthony Tolliver, PF",DET,79,22.2,1.27,-0.54,0.73,4.27
76,"Ryan Anderson, PF",HOU,66,26.1,0.65,-1.95,-1.30,2.02
77,"Darrell Arthur, PF",DEN,19,7.4,-2.02,0.37,-1.65,0.14
