RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,"Vince Carter, SG",SAC,38,17.1,-1.36,0.89,-0.47,1.00
2,"Jamal Crawford, SG",MIN,58,18.9,0.16,-4.39,-4.23,-0.75
3,"Manu Ginobili, SG",SA,45,20.5,0.51,-1.11,-0.60,1.45
4,"Dirk Nowitzki, PF",DAL,57,25.1,1.83,0.12,1.95,4.48
5,"Jason Terry, SG",MIL,25,11.1,-2.02,-0.38,-2.40,0.12
6,"Tyson Chandler, C",PHX,42,25.4,-2.34,2.32,-0.02,2.14
7,"Pau Gasol, C",SA,56,24.8,-0.66,2.64,1.98,4.40
8,"Richard Jefferson, SF",DEN,16,8.6,-2.38,0.10,-2.28,0.07
9,"Joe Johnson, SG",HOU/UTAH,33,22.2,-3.16,-0.89,-4.05,-0.38
10,"Tony Parker, PG",SA,32,20.7,-1.97,-0.37,-2.34,0.31
11,"Zach Randolph, PF",SAC,49,25.6,-0.45,-1.05,-1.50,1.25
12,"Nene Hilario, C",HOU,39,14.9,-0.23,2.31,2.08,1.96
13,"LeBron James, SF",CLE,56,37.0,4.65,-0.57,4.08,9.42
14,"Carmelo Anthony, PF",OKC,56,32.3,0.86,-0.69,0.17,3.65
15,"Nick Collison, PF",OKC,9,5.8,-1.72,1.75,0.03,0.11
16,"Dwyane Wade, SG",CLE/MIA,49,23.2,-1.25,0.78,-0.47,1.89
17,"Kyle Korver, SG",CLE,56,21.3,2.19,-0.28,1.91,3.84
18,"Zaza Pachulia, C",GS,48,14.8,-0.03,2.62,2.59,2.73
19,"David West, PF",GS,54,13.6,0.00,4.50,4.50,3.49
20,"Udonis Haslem, PF",MIA,8,5.6,-2.01,1.37,-0.64,0.07
21,"Tony Allen, SG",NO,22,12.4,-2.13,0.43,-1.70,0.26
22,"Devin Harris, PG",DAL/DEN,46,18.5,0.47,0.57,1.04,2.19
23,"Dwight Howard, C",CHA,57,31.0,-1.56,1.99,0.43,3.95
24,"Andre Iguodala, SF",GS,49,25.5,-1.52,1.19,-0.33,2.23
25,"Al Jefferson, C",IND,29,13.4,-1.46,1.22,-0.24,0.69
26,"Shaun Livingston, PG",GS,50,15.5,-1.27,0.53,-0.74,1.19
27,"Emeka Okafor, C",NO,4,15.8,-1.84,1.11,-0.73,0.01
28,"Trevor Ariza, SF",HOU,44,35.0,1.17,-0.15,1.02,4.16
29,"Luol Deng, SF",LAL,1,13.0,-1.90,0.48,-1.42,0.02
30,"Jameer Nelson, PG",NO/DET,46,20.7,-1.32,-2.51,-3.83,-0.41
31,"JR Smith, SG",CLE,55,29.7,0.08,-1.81,-1.73,1.44
32,"Damien Wilkins, SG",IND,19,8.0,-1.79,0.06,-1.73,0.11
33,"Andrew Bogut, C",LAL,24,9.0,-2.18,2.31,0.13,0.47
34,"Raymond Felton, PG",OKC,59,17.3,-0.54,-0.72,-1.26,1.10
35,"Channing Frye, PF",CLE/LAL,45,12.4,0.20,1.08,1.28,1.49
36,"Marcin Gortat, C",WSH,57,26.3,-2.09,2.14,0.05,3.01
37,"Gerald Green, SG",HOU,21,24.2,0.19,-0.94,-0.75,0.71
38,"Ersan Ilyasova, PF",ATL,46,25.5,0.60,0.24,0.84,2.90
39,"Jarrett Jack, PG",NY,57,25.9,-0.46,-0.64,-1.10,1.86
40,"Amir Johnson, PF",PHI,52,15.6,-1.96,2.10,0.14,1.72
41,"Ian Mahinmi, C",WSH,55,14.8,-0.97,0.86,-0.11,1.51
42,"CJ Miles, SF",TOR,47,18.4,1.30,-0.57,0.73,2.06
43,"Chris Paul, PG",HOU,39,31.9,5.45,1.69,7.14,7.64
44,"Marvin Williams, PF",CHA,53,26.1,0.69,0.42,1.11,3.68
45,"Lou Williams, SG",LAC,55,32.4,4.08,-3.47,0.61,4.32
46,"Jose Calderon, PG",CLE,39,15.6,-0.22,0.16,-0.06,1.17
47,"LaMarcus Aldridge, PF",SA,54,33.9,1.44,0.40,1.84,5.66
48,"Rudy Gay, SF",SA,34,22.7,-0.75,1.04,0.29,1.65
49,"Kyle Lowry, PG",TOR,54,32.1,3.33,0.72,4.05,7.91
50,"Paul Millsap, PF",DEN,16,29.7,-1.30,1.91,0.61,1.15
51,"JJ Redick, SG",PHI,44,31.9,1.97,-1.68,0.29,3.04
52,"Rajon Rondo, PG",NO,43,24.6,-1.10,-1.43,-2.53,0.41
53,"Thabo Sefolosha, SF",UTAH,38,21.2,-0.30,2.23,1.93,2.57
54,"PJ Tucker, SF",HOU,57,27.8,-0.33,0.53,0.20,3.22
55,"J.J. Barea, PG",DAL,53,23.2,1.09,-1.63,-0.54,1.94
56,"Arron Afflalo, SG",ORL,43,12.9,-2.71,-1.08,-3.79,-0.23
57,"Marco Belinelli, SG",ATL/PHI,53,23.3,0.32,-3.21,-2.89,0.18
58,"Corey Brewer, SF",LAL,52,12.8,-2.89,-0.22,-3.11,0.01
59,"Aaron Brooks, PG",MIN,27,5.9,-1.74,-1.36,-3.10,0.00
60,"Wilson Chandler, SF",DEN,51,30.4,-1.20,-0.51,-1.71,1.37
61,"Mike Conley, PG",MEM,12,31.1,-0.58,-0.09,-0.67,0.56
