RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,"Vince Carter, SG",SAC,43,17.6,-0.73,0.99,0.26,1.61
2,"Jamal Crawford, SG",MIN,64,19.5,0.06,-4.98,-4.92,-1.41
3,"Manu Ginobili, SG",SA,49,20.6,0.17,-1.85,-1.68,0.90
4,"Dirk Nowitzki, C",DAL,63,25.1,1.90,0.65,2.55,5.68
5,"Jason Terry, SG",MIL,33,13.7,-1.77,-0.25,-2.02,0.30
6,"Tyson Chandler, C",PHX,44,25.2,-2.23,2.54,0.31,2.43
7,"Pau Gasol, C",SA,60,25.0,-0.81,2.45,1.64,4.45
8,"Richard Jefferson, SF",DEN,17,9.1,-2.23,0.16,-2.07,0.10
9,"Joe Johnson, SG",HOU/UTAH,38,22.3,-3.16,-0.89,-4.05,-0.38
10,"Tony Parker, PG",SA,37,20.7,-1.95,-1.12,-3.07,0.03
11,"Zach Randolph, PF",SAC,53,25.8,-0.29,-1.35,-1.64,1.27
12,"Nene Hilario, C",HOU,43,14.9,-0.52,2.80,2.28,2.29
13,"LeBron James, SF",CLE,63,37.1,4.87,-0.94,3.93,10.48
14,"Carmelo Anthony, PF",OKC,61,32.3,0.66,-1.13,-0.47,3.34
15,"Nick Collison, PF",OKC,10,5.8,-1.79,1.81,0.02,0.12
16,"Dwyane Wade, SG",CLE/MIA,55,23.2,-1.32,0.28,-1.04,1.70
17,"Kyle Korver, SG",CLE,63,21.3,2.04,0.25,2.29,4.62
18,"Zaza Pachulia, C",GS,53,14.4,0.07,2.88,2.95,3.15
19,"David West, PF",GS,59,13.6,-0.56,4.82,4.26,3.79
20,"Udonis Haslem, PF",MIA,11,4.8,-2.12,1.49,-0.63,0.07
21,"Tony Allen, SG",NO,22,12.4,-2.13,0.43,-1.70,0.26
22,"Devin Harris, PG",DAL/DEN,52,18.1,0.62,0.07,0.69,2.30
23,"Dwight Howard, C",CHA,64,30.4,-1.49,1.86,0.37,4.37
24,"Andre Iguodala, SF",GS,54,25.5,-1.25,1.44,0.19,2.99
25,"Al Jefferson, C",IND,29,13.4,-1.30,1.03,-0.27,0.69
26,"Shaun Livingston, PG",GS,54,15.4,-1.76,0.52,-1.24,1.02
27,"Emeka Okafor, C",NO,8,14.9,-1.84,1.11,-0.73,0.01
28,"Trevor Ariza, SF",HOU,49,34.6,1.20,-0.01,1.19,4.76
29,"Luol Deng, SF",LAL,1,13.0,-1.91,0.62,-1.29,0.02
30,"Jameer Nelson, PG",NO/DET,48,20.2,-2.11,-2.80,-4.91,-1.09
31,"JR Smith, SG",CLE,61,29.2,0.07,-2.07,-2.00,1.27
32,"Damien Wilkins, SG",IND,19,8.0,-1.79,0.06,-1.73,0.11
33,"Andrew Bogut, C",LAL,24,9.0,-2.18,2.31,0.13,0.47
34,"Raymond Felton, PG",OKC,65,17.2,-0.07,-0.95,-1.02,1.40
35,"Channing Frye, PF",CLE/LAL,45,12.4,-0.08,0.96,0.88,1.46
36,"Marcin Gortat, C",WSH,64,25.9,-2.55,2.02,-0.53,2.75
37,"Gerald Green, SG",HOU,24,22.3,-0.22,-0.81,-1.03,0.71
38,"Ersan Ilyasova, PF",ATL/PHI,49,25.2,0.62,0.30,0.92,3.03
39,"Jarrett Jack, PG",NY,57,25.9,-0.57,-0.39,-0.96,2.03
40,"Amir Johnson, C",PHI,57,15.4,-2.04,2.27,0.23,1.96
41,"Ian Mahinmi, C",WSH,62,15.0,-1.38,1.28,-0.10,1.79
42,"CJ Miles, SF",TOR,52,18.4,1.89,-1.19,0.70,2.35
43,"Chris Paul, PG",HOU,44,32.0,5.31,1.73,7.04,9.01
44,"Marvin Williams, PF",CHA,60,25.9,0.07,0.70,0.77,3.91
45,"Lou Williams, SG",LAC,61,32.5,4.36,-3.79,0.57,4.87
46,"Jose Calderon, PG",CLE,42,15.0,-0.20,0.29,0.09,1.23
47,"LaMarcus Aldridge, PF",SA,58,33.6,1.65,0.57,2.22,6.39
48,"Rudy Gay, SF",SA,39,22.3,-0.65,1.23,0.58,2.01
49,"Kyle Lowry, PG",TOR,59,32.2,3.60,0.95,4.55,9.56
50,"Paul Millsap, PF",DEN,19,29.0,-1.49,2.41,0.92,1.45
51,"JJ Redick, SG",PHI,51,31.5,1.91,-1.89,0.02,3.30
52,"Rajon Rondo, PG",NO,48,25.4,-1.10,-1.28,-2.38,0.61
53,"Thabo Sefolosha, SF",UTAH,38,21.2,-0.32,2.43,2.11,2.66
54,"PJ Tucker, SF",HOU,62,27.6,-0.30,0.61,0.31,3.74
55,"J.J. Barea, PG",DAL,59,23.4,1.60,-2.33,-0.73,2.07
56,"Arron Afflalo, SG",ORL,45,12.8,-2.58,-1.10,-3.68,-0.20
