RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,"Vince Carter, SG",SAC,31,16.6,-0.75,0.75,0.00,1.01
2,"Jamal Crawford, SG",MIN,53,18.8,0.02,-4.32,-4.30,-0.72
3,"Manu Ginobili, SG",SA,40,20.7,0.43,-0.95,-0.52,1.32
4,"Dirk Nowitzki, PF",DAL,52,24.9,1.49,0.18,1.67,3.91
5,"Jason Terry, SG",MIL,20,10.7,-2.11,-0.39,-2.50,0.08
6,"Tyson Chandler, C",PHX,38,25.4,-2.32,2.20,-0.12,1.88
7,"Pau Gasol, C",SA,51,25.2,-0.49,2.38,1.89,3.99
8,"Richard Jefferson, SF",DEN,16,8.6,-2.32,0.04,-2.28,0.07
9,"Joe Johnson, SG",UTAH,29,22.0,-3.26,-0.80,-4.06,-0.37
10,"Tony Parker, PG",SA,28,20.9,-2.11,-0.73,-2.84,0.10
11,"Zach Randolph, PF",SAC,43,25.5,-0.76,-0.85,-1.61,1.03
12,"Nene Hilario, C",HOU,34,14.7,-0.31,1.97,1.66,1.57
13,"LeBron James, SF",CLE,50,37.0,4.47,-0.63,3.84,8.31
14,"Carmelo Anthony, PF",OKC,51,32.7,1.25,-0.50,0.75,4.00
15,"Nick Collison, PF",OKC,8,5.5,-1.46,1.74,0.28,0.10
16,"Dwyane Wade, SG",CLE,44,23.3,-0.80,0.86,0.06,2.13
17,"Kyle Korver, SG",CLE,50,21.6,2.18,-0.56,1.62,3.30
18,"Zaza Pachulia, C",GS,41,14.7,0.04,2.69,2.73,2.41
19,"David West, PF",GS,49,13.4,-0.43,3.82,3.39,2.71
20,"Udonis Haslem, PF",MIA,8,5.6,-1.89,1.31,-0.58,0.07
21,"Tony Allen, SG",NO,22,12.4,-2.13,0.43,-1.70,0.26
22,"Devin Harris, PG",DAL,42,18.3,0.13,0.19,0.32,1.68
23,"Dwight Howard, C",CHA,50,31.0,-1.51,2.54,1.03,4.13
24,"Andre Iguodala, SF",GS,43,25.7,-1.72,1.09,-0.63,1.80
25,"Al Jefferson, C",IND,23,14.3,-1.80,1.04,-0.76,0.49
26,"Shaun Livingston, PG",GS,44,15.6,-1.25,0.23,-1.02,0.95
27,"Trevor Ariza, SF",HOU,44,35.0,1.57,-0.07,1.50,4.64
28,"Luol Deng, SF",LAL,1,13.0,-1.85,0.40,-1.45,0.02
29,"Jameer Nelson, PG",NO,43,20.9,-1.33,-2.36,-3.69,-0.32
30,"JR Smith, SG",CLE,49,29.8,-0.42,-1.61,-2.03,1.03
31,"Damien Wilkins, SG",IND,19,8.0,-1.79,0.06,-1.73,0.11
32,"Andrew Bogut, C",LAL,24,9.0,-2.18,2.31,0.13,0.47
33,"Raymond Felton, PG",OKC,52,16.8,-0.53,-0.91,-1.44,0.90
34,"Channing Frye, PF",CLE,41,12.1,0.45,0.98,1.43,1.48
35,"Marcin Gortat, C",WSH,51,26.5,-2.22,1.88,-0.34,2.37
36,"Gerald Green, SG",HOU,14,25.1,-0.24,-1.21,-1.45,0.34
37,"Ersan Ilyasova, PF",ATL,40,25.8,0.39,-0.10,0.29,2.24
38,"Jarrett Jack, PG",NY,50,26.5,-0.35,-0.59,-0.94,1.84
39,"Amir Johnson, PF",PHI,45,15.3,-1.94,1.87,-0.07,1.41
40,"Ian Mahinmi, C",WSH,49,14.3,-1.30,0.96,-0.34,1.21
41,"CJ Miles, SF",TOR,41,18.6,0.40,-0.86,-0.46,1.31
42,"Chris Paul, PG",HOU,32,32.1,4.88,1.37,6.25,5.94
43,"Marvin Williams, PF",CHA,49,26.1,1.09,0.15,1.24,3.59
44,"Lou Williams, SG",LAC,49,32.4,4.23,-3.40,0.83,4.16
45,"Jose Calderon, PG",CLE,35,16.6,-0.25,0.27,0.02,1.14
46,"LaMarcus Aldridge, PF",SA,51,34.1,1.28,0.46,1.74,5.15
47,"Rudy Gay, SF",SA,34,22.7,-0.60,0.95,0.35,1.68
48,"Kyle Lowry, PG",TOR,47,32.9,3.32,0.79,4.11,7.19
49,"Paul Millsap, PF",DEN,16,29.7,-1.13,1.76,0.63,1.16
50,"JJ Redick, SG",PHI,37,32.4,1.81,-1.94,-0.13,2.34
51,"Rajon Rondo, PG",NO,36,24.1,-1.25,-1.83,-3.08,0.03
52,"Thabo Sefolosha, SF",UTAH,38,21.2,-0.01,2.26,2.25,2.73
53,"PJ Tucker, SF",HOU,50,27.2,-0.54,0.69,0.15,2.79
54,"J.J. Barea, PG",DAL,48,22.9,1.03,-1.72,-0.69,1.67
55,"Arron Afflalo, SG",ORL,37,12.8,-2.35,-1.34,-3.69,-0.17
56,"Marco Belinelli, SG",ATL,50,23.4,0.35,-3.14,-2.79,0.25
57,"Corey Brewer, SF",LAL,46,12.7,-2.71,-0.50,-3.21,-0.03
58,"Aaron Brooks, PG",MIN,25,6.2,-1.71,-1.38,-3.09,0.00
59,"Wilson Chandler, SF",DEN,46,30.7,-1.70,-0.31,-2.01,0.97
60,"Mike Conley, PG",MEM,12,31.1,-0.56,-0.14,-0.70,0.55
61,"Jared Dudley, SF",PHX,26,14.0,-0.06,1.10,1.04,0.97
62,"Kevin Durant, SF",GS,43,34.7,3.67,-0.11,3.56,6.67
63,"Marc Gasol, C",MEM,50,34.2,-0.09,1.34,1.25,4.52
64,"Jeff Green, SF",CLE,50,22.1,0.07,-0.98,-0.91,1.58
65,"Al Horford, PF",BOS,47,32.5,1.61,2.57,4.18,6.97
66,"Josh McRoberts, PF",DAL,2,3.0,-1.87,1.05,-0.82,0.01
67,"Joakim Noah, C",NY,7,5.7,-2.17,1.33,-0.84,0.06
