RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,"Vince Carter, SG",SAC,41,17.2,-0.81,1.18,0.37,1.51
2,"Jamal Crawford, SG",MIN,62,19.3,0.24,-4.90,-4.66,-1.15
3,"Manu Ginobili, SG",SA,47,20.5,0.26,-1.29,-1.03,1.25
4,"Dirk Nowitzki, PF",DAL,61,25.1,1.84,0.50,2.34,5.20
5,"Jason Terry, SG",MIL,30,12.3,-1.87,-0.49,-2.36,0.16
6,"Tyson Chandler, C",PHX,42,25.4,-2.38,2.32,-0.06,2.11
7,"Pau Gasol, C",SA,58,24.9,-0.67,2.40,1.73,4.42
8,"Richard Jefferson, SF",DEN,16,8.6,-2.47,0.22,-2.25,0.08
9,"Joe Johnson, SG",HOU/UTAH,37,22.6,-3.16,-0.89,-4.05,-0.38
10,"Tony Parker, PG",SA,35,20.5,-1.79,-0.57,-2.36,0.33
11,"Zach Randolph, PF",SAC,52,25.8,-0.34,-1.09,-1.43,1.39
12,"Nene Hilario, C",HOU,42,14.9,-0.43,2.86,2.43,2.27
13,"LeBron James, SF",CLE,60,37.1,4.74,-0.42,4.32,10.47
14,"Carmelo Anthony, PF",OKC,60,32.4,0.81,-1.04,-0.23,3.52
15,"Nick Collison, PF",OKC,10,5.8,-1.91,1.76,-0.15,0.11
16,"Dwyane Wade, SG",CLE/MIA,52,23.2,-1.37,0.73,-0.64,1.91
17,"Kyle Korver, SG",CLE,60,21.3,2.03,0.17,2.20,4.33
18,"Zaza Pachulia, C",GS,52,14.5,0.07,2.65,2.72,2.97
19,"David West, PF",GS,58,13.6,-0.20,4.67,4.47,3.76
20,"Udonis Haslem, PF",MIA,9,5.4,-2.22,1.50,-0.72,0.07
21,"Tony Allen, SG",NO,22,12.4,-2.13,0.43,-1.70,0.26
22,"Devin Harris, PG",DAL/DEN,50,18.2,0.59,0.16,0.75,2.22
23,"Dwight Howard, C",CHA,62,30.6,-1.52,2.05,0.53,4.33
24,"Andre Iguodala, SF",GS,53,25.5,-1.26,1.14,-0.12,2.59
25,"Al Jefferson, C",IND,29,13.4,-1.32,1.10,-0.22,0.71
26,"Shaun Livingston, PG",GS,54,15.4,-1.59,0.61,-0.98,1.14
27,"Emeka Okafor, C",NO,8,14.9,-1.84,1.11,-0.73,0.01
28,"Trevor Ariza, SF",HOU,48,34.6,1.17,-0.16,1.01,4.39
29,"Luol Deng, SF",LAL,1,13.0,-1.98,0.57,-1.41,0.02
30,"Jameer Nelson, PG",NO/DET,48,20.2,-1.99,-2.68,-4.67,-0.94
31,"JR Smith, SG",CLE,59,29.3,0.22,-2.17,-1.95,1.29
32,"Damien Wilkins, SG",IND,19,8.0,-1.79,0.06,-1.73,0.11
33,"Andrew Bogut, C",LAL,24,9.0,-2.18,2.31,0.13,0.47
34,"Raymond Felton, PG",OKC,63,17.2,-0.22,-0.92,-1.14,1.26
35,"Channing Frye, PF",CLE/LAL,45,12.4,-0.07,0.74,0.67,1.38
36,"Marcin Gortat, C",WSH,62,26.0,-2.14,1.92,-0.22,2.93
37,"Gerald Green, SG",HOU,24,22.3,-0.20,-0.71,-0.91,0.75
38,"Ersan Ilyasova, PF",ATL,46,25.5,0.62,0.30,0.92,3.03
39,"Jarrett Jack, PG",NY,57,25.9,-0.48,-0.63,-1.11,1.89
40,"Amir Johnson, PF",PHI,55,15.4,-1.93,1.99,0.06,1.77
41,"Ian Mahinmi, C",WSH,60,14.9,-1.11,1.01,-0.10,1.66
42,"CJ Miles, SF",TOR,50,18.4,1.49,-0.86,0.63,2.18
43,"Chris Paul, PG",HOU,43,31.9,5.12,1.84,6.96,8.53
44,"Marvin Williams, PF",CHA,58,25.9,0.40,0.59,0.99,3.86
45,"Lou Williams, SG",LAC,59,32.5,4.28,-3.59,0.69,4.68
46,"Jose Calderon, PG",CLE,41,15.0,-0.21,0.24,0.03,1.21
47,"LaMarcus Aldridge, PF",SA,57,33.6,1.52,0.45,1.97,6.04
48,"Rudy Gay, SF",SA,37,22.4,-0.79,1.10,0.31,1.74
49,"Kyle Lowry, PG",TOR,57,32.1,3.49,0.72,4.21,8.67
50,"Paul Millsap, PF",DEN,17,29.3,-1.48,2.01,0.53,1.13
51,"JJ Redick, SG",PHI,48,31.6,1.77,-1.84,-0.07,2.96
52,"Rajon Rondo, PG",NO,47,25.2,-1.30,-1.18,-2.48,0.50
53,"Thabo Sefolosha, SF",UTAH,38,21.2,-0.29,2.28,1.99,2.60
54,"PJ Tucker, SF",HOU,61,27.6,-0.08,0.47,0.39,3.71
55,"J.J. Barea, PG",DAL,57,23.5,1.59,-1.63,-0.04,2.55
56,"Arron Afflalo, SG",ORL,45,12.8,-2.47,-1.21,-3.68,-0.20
57,"Marco Belinelli, SG",ATL/PHI,57,23.6,0.19,-3.26,-3.07,0.05
58,"Corey Brewer, SF",LAL,54,12.9,-2.77,-0.61,-3.38,-0.12
59,"Aaron Brooks, PG",MIN,29,5.5,-1.80,-1.44,-3.24,-0.01
60,"Wilson Chandler, SF",DEN,55,30.8,-1.10,-0.55,-1.65,1.56
61,"Mike Conley, PG",MEM,12,31.1,-0.64,0.03,-0.61,0.57
62,"Jared Dudley, SF",PHX,35,13.5,-0.97,0.32,-0.65,0.73
63,"Kevin Durant, SF",GS,54,34.4,4.02,-0.62,3.40,7.99
64,"Marc Gasol, C",MEM,58,33.9,-0.31,1.67,1.36,5.26
65,"Jeff Green, SF",CLE,59,22.1,0.02,-0.73,-0.71,2.04
66,"Al Horford, PF",BOS,58,31.8,1.04,2.34,3.38,7.43
67,"Josh McRoberts, PF",DAL,2,3.0,-1.97,1.11,-0.86,0.01
68,"Joakim Noah, C",NY,7,5.7,-2.34,1.46,-0.88,0.06
69,"Ramon Sessions, PG",NY,13,12.8,-2.20,0.01,-2.19,0.10
70,"Jason Smith, PF",WSH,23,9.4,-3.70,0.92,-2.78,0.05
71,"Brandan Wright, PF",HOU/MEM,28,13.6,-1.26,1.69,0.43,0.84
72,"Nick Young, SG",GS,60,14.3,0.35,-1.56,-1.21,1.08
73,"Thaddeus Young, PF",IND,61,32.7,-0.08,1.22,1.14,5.34
74,"Anthony Tolliver, PF",DET,58,21.2,0.47,-0.38,0.09,2.46
75,"Ryan Anderson, PF",HOU,57,27.5,0.88,-1.29,-0.41,2.74
76,"Darrell Arthur, PF",DEN,15,8.6,-1.94,0.47,-1.47,0.14
77,"Omer Asik, C",NO,14,8.6,-2.07,1.22,-0.85,0.17
78,"D.J. Augustin, PG",ORL,54,21.6,0.84,-0.54,0.30,2.49
79,"Nicolas Batum, SG",CHA,48,31.4,0.34,-0.42,-0.08,2.83
80,"Jerryd Bayless, PG",PHI,39,23.7,-2.10,-1.91,-4.01,-0.54
81,"Michael Beasley, SF",NY,55,21.0,-0.80,-1.11,-1.91,0.89
82,"Mario Chalmers, PG",MEM,54,22.2,-1.30,0.17,-1.13,1.47
83,"Goran Dragic, PG",MIA,56,31.8,0.58,-1.20,-0.62,2.78
84,"Danilo Gallinari, SF",LAC,19,32.4,-1.12,1.00,-0.12,1.18
85,"Eric Gordon, SG",HOU,52,31.8,2.35,-1.19,1.16,4.47
86,"George Hill, PG",CLE/SAC,49,26.8,-0.21,-1.55,-1.76,1.08
87,"Serge Ibaka, PF",TOR,55,27.7,-0.08,0.92,0.84,3.90
88,"DeAndre Jordan, C",LAC,55,31.9,-0.37,2.05,1.68,5.26
89,"Kosta Koufos, C",SAC,56,18.8,-2.20,0.59,-1.61,1.00
90,"Courtney Lee, SG",NY,62,31.7,0.74,-0.79,-0.05,3.85
91,"Robin Lopez, C",CHI,57,27.7,-2.87,0.63,-2.24,0.89
92,"Brook Lopez, C",LAL,52,21.4,-0.34,0.86,0.52,2.72
93,"Kevin Love, PF",CLE,48,28.0,1.52,0.87,2.39,4.73
94,"Luc Mbah a Moute, PF",HOU,44,26.8,-0.80,3.55,2.75,4.26
95,"JaVale McGee, C",GS,46,8.5,-0.65,0.38,-0.27,0.73
96,"Derrick Rose, PG",CLE,16,19.3,-1.82,-1.77,-3.59,-0.09
97,"Marreese Speights, PF",ORL,47,13.3,0.02,1.15,1.17,1.71
98,"Russell Westbrook, PG",OKC,61,36.2,3.93,0.52,4.45,10.61
99,"Bobby Brown, PG",HOU,20,5.8,-1.65,-1.29,-2.94,0.01
100,"Omri Casspi, SF",GS,47,14.5,-0.82,1.27,0.45,1.61
101,"Bojan Bogdanovic, SF",IND,60,30.8,-0.36,-1.24,-1.60,1.76
102,"Patrick Beverley, PG",LAC,11,30.4,-1.06,0.15,-0.91,0.47
103,"DeMarre Carroll, SF",BKN,57,29.9,-0.06,0.94,0.88,4.26
104,"Darren Collison, PG",IND,52,30.3,2.77,-0.62,2.15,5.31
105,"Dante Cunningham, SF",NO/BKN,57,21.8,-2.21,0.94,-1.27,1.48
106,"Stephen Curry, PG",GS,47,32.9,6.87,-1.19,5.68,9.18
107,"DeMar DeRozan, SG",TOR,60,34.0,3.39,-1.34,2.05,6.78
108,"Wayne Ellington, SG",MIA,60,26.4,1.90,-1.32,0.58,3.62
109,"Tyreke Evans, SG",MEM,49,31.0,3.13,0.54,3.67,6.28
110,"Taj Gibson, PF",MIN,64,33.5,0.17,0.51,0.68,5.16
111,"Danny Green, SG",SA,50,26.2,-0.90,2.24,1.34,3.57
112,"Blake Griffin, PF",DET/LAC,45,34.1,1.53,-0.95,0.58,3.63
113,"James Harden, PG",HOU,54,35.7,7.12,-0.66,6.46,11.64
114,"Jrue Holiday, PG",NO,61,36.8,1.71,1.17,2.88,8.60
115,"Jonas Jerebko, PF",UTAH,53,16.1,0.10,0.77,0.87,2.15
116,"James Johnson, PF",MIA,53,26.5,-0.20,0.78,0.58,3.24
117,"Jodie Meeks, SG",WSH,59,14.8,-1.03,-1.43,-2.46,0.35
118,"Patty Mills, PG",SA,62,24.4,1.67,-2.39,-0.72,2.24
