RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,"Vince Carter, SG",SAC,58,17.7,-1.16,0.90,-0.26,1.83
2,"Jamal Crawford, SG",MIN,80,20.7,-0.04,-5.36,-5.40,-2.38
3,"Manu Ginobili, SG",SA,65,20.0,0.66,-1.69,-1.03,1.73
4,"Dirk Nowitzki, C",DAL,77,24.7,1.36,0.46,1.82,5.98
5,"Jason Terry, SG",MIL,51,16.0,-1.40,0.30,-1.10,1.04
6,"Tyson Chandler, C",PHX,46,25.0,-2.15,2.11,-0.04,2.31
7,"Pau Gasol, C",SA,77,23.5,-1.09,2.10,1.01,4.73
8,"Richard Jefferson, SF",DEN,20,8.2,-2.39,0.15,-2.24,0.09
9,"Joe Johnson, SG",HOU/UTAH,55,21.9,-3.16,-0.89,-4.05,-0.38
10,"Tony Parker, PG",SA,55,19.5,-2.24,-1.56,-3.80,-0.46
11,"Zach Randolph, PF",SAC,59,25.6,-0.67,-1.96,-2.63,0.47
12,"Nene Hilario, C",HOU,52,14.6,-0.66,3.53,2.87,2.98
13,"LeBron James, SF",CLE,82,36.9,5.54,-0.96,4.58,15.11
14,"Carmelo Anthony, PF",OKC,78,32.1,0.43,-1.23,-0.80,3.75
15,"Nick Collison, F",OKC,15,5.0,-1.94,1.59,-0.35,0.14
16,"Dwyane Wade, SG",CLE/MIA,67,22.9,-1.90,0.32,-1.58,1.53
17,"Kyle Korver, SG",CLE,73,21.6,1.89,1.06,2.95,6.25
18,"Zaza Pachulia, C",GS,69,14.1,-0.35,2.20,1.85,3.24
19,"Kendrick Perkins, C",CLE,1,15.0,-1.65,1.58,-0.07,0.03
20,"David West, PF",GS,73,13.7,-1.42,4.02,2.60,3.65
21,"Udonis Haslem, PF",MIA,14,5.1,-2.50,1.45,-1.05,0.09
22,"Tony Allen, SG",NO,22,12.4,-2.13,0.43,-1.70,0.26
23,"Devin Harris, PG",DAL/DEN,71,18.9,0.99,-0.65,0.34,2.96
24,"Dwight Howard, C",CHA,81,30.4,-1.19,1.84,0.65,6.01
25,"Andre Iguodala, SF",GS,64,25.4,-1.13,2.46,1.33,4.72
26,"Al Jefferson, C",IND,36,13.4,-1.76,0.94,-0.82,0.70
27,"Shaun Livingston, PG",GS,71,15.9,-1.63,-0.36,-1.99,0.83
28,"Emeka Okafor, C",NO,26,13.6,-1.84,1.11,-0.73,0.01
29,"Trevor Ariza, SF",HOU,67,33.9,0.79,1.16,1.95,7.45
30,"Luol Deng, SF",LAL,1,13.0,-2.02,0.67,-1.35,0.02
31,"Jameer Nelson, PG",NO/DET,50,20.3,-2.70,-2.70,-5.40,-1.45
32,"JR Smith, SG",CLE,80,28.1,-0.12,-2.27,-2.39,1.06
33,"Damien Wilkins, SG",IND,19,8.0,-1.79,0.06,-1.73,0.11
34,"Andrew Bogut, C",LAL,24,9.0,-2.18,2.31,0.13,0.47
35,"Raymond Felton, PG",OKC,82,16.6,-0.42,-1.09,-1.51,1.32
36,"Channing Frye, PF",CLE/LAL,53,13.1,-0.03,0.79,0.76,1.76
37,"Marcin Gortat, C",WSH,82,25.3,-2.19,2.09,-0.10,3.98
38,"Gerald Green, SG",HOU,41,22.7,-0.07,-0.73,-0.80,1.38
39,"Ersan Ilyasova, PF",ATL/PHI,69,25.1,0.62,0.30,0.92,3.03
40,"Jarrett Jack, PG",NY,62,25.0,-0.51,-0.40,-0.91,2.18
41,"Amir Johnson, C",PHI,74,15.8,-1.21,3.14,1.93,3.97
42,"Ian Mahinmi, C",WSH,77,14.9,-1.94,1.45,-0.49,1.92
43,"CJ Miles, SF",TOR,70,19.1,0.91,-1.23,-0.32,2.39
44,"Chris Paul, PG",HOU,58,31.8,5.57,1.56,7.13,11.91
