RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,"Vince Carter, SG",SAC,53,17.7,-1.11,1.19,0.08,1.80
2,"Jamal Crawford, SG",MIN,75,20.5,-0.01,-5.40,-5.41,-2.18
3,"Manu Ginobili, SG",SA,60,19.9,0.03,-1.53,-1.50,1.22
4,"Dirk Nowitzki, C",DAL,75,24.7,1.49,0.18,1.67,5.58
5,"Jason Terry, SG",MIL,45,16.1,-1.42,-0.44,-1.86,0.54
6,"Tyson Chandler, C",PHX,46,25.0,-2.13,2.20,0.07,2.39
7,"Pau Gasol, C",SA,71,24.0,-0.99,2.34,1.35,4.74
8,"Richard Jefferson, SF",DEN,20,8.2,-2.34,0.15,-2.19,0.10
9,"Joe Johnson, SG",HOU/UTAH,49,22.4,-3.16,-0.89,-4.05,-0.38
10,"Tony Parker, PG",SA,49,19.9,-1.93,-1.23,-3.16,-0.02
11,"Zach Randolph, PF",SAC,59,25.6,-0.65,-1.73,-2.38,0.70
12,"Nene Hilario, C",HOU,49,14.6,-0.58,3.28,2.70,2.75
13,"LeBron James, SF",CLE,76,37.1,5.38,-1.20,4.18,13.12
14,"Carmelo Anthony, PF",OKC,73,32.2,0.49,-0.94,-0.45,3.93
15,"Nick Collison, PF",OKC,13,5.5,-1.81,1.62,-0.19,0.14
16,"Dwyane Wade, SG",CLE/MIA,63,23.0,-1.35,0.63,-0.72,2.18
17,"Kyle Korver, SG",CLE,69,21.8,2.01,0.59,2.60,5.61
18,"Zaza Pachulia, C",GS,64,14.4,-0.07,2.40,2.33,3.36
19,"David West, PF",GS,67,13.7,-1.45,4.56,3.11,3.54
20,"Udonis Haslem, PF",MIA,13,5.1,-2.47,1.42,-1.05,0.08
21,"Tony Allen, SG",NO,22,12.4,-2.13,0.43,-1.70,0.26
22,"Devin Harris, PG",DAL/DEN,65,18.9,1.26,-0.06,1.20,3.31
23,"Dwight Howard, C",CHA,76,30.6,-1.37,1.80,0.43,5.26
24,"Andre Iguodala, SF",GS,63,25.4,-0.98,1.75,0.77,4.02
25,"Al Jefferson, C",IND,34,13.6,-1.72,1.16,-0.56,0.75
26,"Shaun Livingston, PG",GS,67,15.9,-2.11,0.06,-2.05,0.72
27,"Emeka Okafor, C",NO,22,14.7,-1.84,1.11,-0.73,0.01
28,"Trevor Ariza, SF",HOU,63,34.2,1.03,0.42,1.45,6.27
29,"Luol Deng, SF",LAL,1,13.0,-1.96,0.64,-1.32,0.02
30,"Jameer Nelson, PG",NO/DET,50,20.3,-2.62,-2.76,-5.38,-1.44
31,"JR Smith, SG",CLE,74,28.4,-0.15,-2.15,-2.30,1.10
32,"Damien Wilkins, SG",IND,19,8.0,-1.79,0.06,-1.73,0.11
33,"Andrew Bogut, C",LAL,24,9.0,-2.18,2.31,0.13,0.47
34,"Raymond Felton, PG",OKC,77,16.8,-0.21,-0.78,-0.99,1.61
35,"Channing Frye, PF",CLE/LAL,47,12.3,-0.07,0.86,0.79,1.44
36,"Marcin Gortat, C",WSH,76,25.4,-2.48,1.93,-0.55,3.05
37,"Gerald Green, SG",HOU,35,22.1,0.21,0.28,0.49,1.72
38,"Ersan Ilyasova, PF",ATL/PHI,62,24.8,0.62,0.30,0.92,3.03
39,"Jarrett Jack, PG",NY,58,25.6,-0.81,-0.52,-1.33,1.69
40,"Amir Johnson, C",PHI,67,15.1,-1.83,2.75,0.92,2.68
41,"Ian Mahinmi, C",WSH,73,14.9,-1.59,1.08,-0.51,1.77
42,"CJ Miles, SF",TOR,64,19.0,1.70,-1.31,0.39,2.68
43,"Chris Paul, PG",HOU,54,31.9,5.50,1.38,6.88,10.82
44,"Marvin Williams, PF",CHA,73,25.9,0.08,0.98,1.06,5.06
45,"Lou Williams, SG",LAC,75,32.8,4.36,-3.79,0.57,5.96
46,"Jose Calderon, PG",CLE,53,15.8,0.11,-0.18,-0.07,1.59
47,"LaMarcus Aldridge, PF",SA,69,33.3,1.79,1.29,3.08,8.76
48,"Rudy Gay, SF",SA,51,21.4,-0.92,0.90,-0.02,2.09
49,"Kyle Lowry, PG",TOR,72,32.3,4.30,1.20,5.50,12.94
50,"Paul Millsap, PF",DEN,32,29.3,-0.86,2.48,1.62,2.71
51,"JJ Redick, SG",PHI,64,30.3,2.08,-1.78,0.30,4.30
52,"Rajon Rondo, PG",NO,59,25.9,-0.94,-0.90,-1.84,1.30
53,"Thabo Sefolosha, SF",UTAH,38,21.2,-0.49,2.31,1.82,2.51
54,"PJ Tucker, SF",HOU,76,27.8,0.14,0.78,0.92,5.32
55,"J.J. Barea, PG",DAL,67,23.5,1.47,-2.73,-1.26,1.85
56,"Arron Afflalo, SG",ORL,51,12.9,-3.05,-1.33,-4.38,-0.52
57,"Marco Belinelli, SG",ATL/PHI,73,23.9,0.30,-2.64,-2.34,0.87
58,"Corey Brewer, SF",LAL/OKC,67,15.9,-2.77,-0.61,-3.38,-0.12
59,"Aaron Brooks, PG",MIN,30,5.7,-1.68,-1.39,-3.07,0.01
60,"Wilson Chandler, SF",DEN,69,31.4,-0.80,-0.61,-1.41,2.34
61,"Mike Conley, PG",MEM,12,31.1,-0.64,-0.01,-0.65,0.57
62,"Jared Dudley, SF",PHX,45,13.9,-1.01,0.90,-0.11,1.23
63,"Kevin Durant, SF",GS,62,34.3,3.79,-1.02,2.77,8.23
64,"Marc Gasol, C",MEM,70,33.3,-0.50,2.12,1.62,6.71
65,"Jeff Green, SF",CLE,72,23.2,-0.36,0.16,-0.20,3.12
66,"Al Horford, PF",BOS,68,31.6,1.09,2.65,3.74,9.15
67,"Josh McRoberts, PF",DAL,2,3.0,-1.97,1.11,-0.86,0.01
68,"Joakim Noah, C",NY,7,5.7,-2.24,1.53,-0.71,0.07
69,"Ramon Sessions, PG",NY/WSH,25,15.0,-2.20,0.01,-2.19,0.10
70,"Jason Smith, PF",WSH,30,8.6,-3.55,0.51,-3.04,0.01
71,"Brandan Wright, PF",HOU/MEM,28,13.6,-1.27,1.77,0.50,0.85
72,"Nick Young, SG",GS,74,17.0,0.31,-2.00,-1.69,1.14
73,"Thaddeus Young, PF",IND,76,32.6,-0.38,1.69,1.31,6.87
74,"Anthony Tolliver, PF",DET,73,21.3,0.53,-0.30,0.23,3.16
75,"Ryan Anderson, PF",HOU,64,26.6,0.76,-1.20,-0.44,2.91
76,"Darrell Arthur, PF",DEN,19,7.4,-1.95,0.42,-1.53,0.15
77,"Omer Asik, C",NO,14,8.6,-2.07,1.22,-0.85,0.17
78,"D.J. Augustin, PG",ORL,68,23.6,0.99,-1.20,-0.21,2.94
79,"Nicolas Batum, SG",CHA,59,31.7,0.63,-0.76,-0.13,3.56
80,"Jerryd Bayless, PG",PHI,39,23.7,-2.40,-1.97,-4.37,-0.76
81,"Michael Beasley, SF",NY,70,22.6,-0.63,-0.87,-1.50,1.62
82,"Mario Chalmers, PG",MEM,62,21.8,-1.21,0.98,-0.23,2.46
83,"Goran Dragic, PG",MIA,72,31.9,1.15,-1.10,0.05,4.45
84,"Danilo Gallinari, SF",LAC,20,32.0,-1.22,1.14,-0.08,1.20
85,"Eric Gordon, SG",HOU,66,31.4,3.01,-0.77,2.24,7.13
86,"George Hill, PG",CLE/SAC,65,27.4,0.69,-1.11,-0.42,3.00
87,"Serge Ibaka, PF",TOR,71,27.5,-0.71,0.65,-0.06,3.84
88,"DeAndre Jordan, C",LAC,71,31.9,-0.49,1.87,1.38,6.53
89,"Kosta Koufos, C",SAC,71,19.6,-1.95,1.10,-0.85,1.94
90,"Courtney Lee, SG",NY,72,30.6,0.46,-1.20,-0.74,3.34
91,"Robin Lopez, C",CHI,63,26.6,-2.93,0.76,-2.17,1.00
92,"Brook Lopez, C",LAL,67,23.6,0.27,0.43,0.70,3.97
93,"Kevin Love, C",CLE,54,27.6,1.59,1.19,2.78,5.55
94,"Luc Mbah a Moute, PF",HOU,56,26.0,-0.83,2.77,1.94,4.55
95,"JaVale McGee, C",GS,60,9.5,-0.62,0.71,0.09,1.17
96,"Derrick Rose, PG",CLE/MIN,21,17.4,-1.82,-1.77,-3.59,-0.09
97,"Marreese Speights, PF",ORL,50,12.9,0.12,1.38,1.50,1.91
98,"Russell Westbrook, PG",OKC,75,36.3,4.04,0.21,4.25,12.66
99,"Bobby Brown, PG",HOU,20,5.8,-1.65,-1.29,-2.94,0.01
100,"Omri Casspi, SF",GS,53,14.0,-0.82,1.11,0.29,1.67
101,"Bojan Bogdanovic, SF",IND,75,30.9,-0.38,-0.97,-1.35,2.58
102,"Patrick Beverley, PG",LAC,11,30.4,-1.19,-0.02,-1.21,0.40
103,"DeMarre Carroll, SF",BKN,71,30.1,0.60,1.37,1.97,6.83
104,"Darren Collison, PG",IND,63,29.7,3.21,-0.99,2.22,6.25
105,"Dante Cunningham, SF",NO/BKN,68,21.5,-1.84,0.44,-1.40,1.63
106,"Stephen Curry, PG",GS,51,32.0,6.90,-0.87,6.03,10.28
107,"DeMar DeRozan, SG",TOR,75,34.1,3.63,-1.65,1.98,8.36
108,"Wayne Ellington, SG",MIA,72,26.6,1.92,-1.38,0.54,4.23
109,"Tyreke Evans, SG",MEM,52,30.9,3.12,0.50,3.62,6.62
110,"Taj Gibson, PF",MIN,77,33.5,0.04,0.51,0.55,5.95
111,"Danny Green, SG",SA,64,25.9,-0.95,1.38,0.43,3.63
112,"Blake Griffin, PF",DET/LAC,58,34.0,2.12,-0.18,1.94,6.38
113,"James Harden, PG",HOU,67,35.5,7.03,-0.26,6.77,14.80
114,"Jrue Holiday, PG",NO,75,36.3,1.44,1.68,3.12,10.94
115,"Brandon Jennings, G",MIL,10,15.3,-1.26,-1.02,-2.28,0.07
116,"Jonas Jerebko, PF",UTAH,68,15.3,0.38,0.25,0.63,2.46
117,"James Johnson, PF",MIA,69,26.7,0.27,0.92,1.19,4.81
118,"Jodie Meeks, SG",WSH,72,14.7,-0.71,-2.02,-2.73,0.26
119,"Patty Mills, PG",SA,76,25.2,1.71,-2.07,-0.36,3.28
120,"Ricky Rubio, PG",UTAH,71,29.9,-0.05,1.15,1.10,5.65
121,"Jeff Teague, PG",MIN,66,32.8,1.33,-0.89,0.44,4.94
122,"Garrett Temple, SF",SAC,65,24.8,-1.50,-0.24,-1.74,1.40
123,"Wesley Matthews, SG",DAL,63,33.8,-0.34,-1.79,-2.13,1.34
124,"Milos Teodosic, PG",LAC,45,25.2,-0.04,-0.55,-0.59,1.92
125,"John Wall, PG",WSH,38,34.3,0.83,-0.17,0.66,3.14
126,"Eric Bledsoe, PG",MIL/PHX,68,31.3,1.68,-0.13,1.55,6.20
127,"Evan Turner, SF",POR,73,25.5,-2.82,-0.96,-3.78,-0.76
128,"Avery Bradley, SG",DET/LAC,46,31.2,-2.16,-0.86,-3.02,0.10
129,"Lance Stephenson, SG",IND,76,22.4,-0.26,-3.06,-3.32,-0.21
130,"Wesley Johnson, SF",LAC,69,20.6,-2.69,1.28,-1.41,1.60
131,"Al-Farouq Aminu, PF",POR,63,30.0,-0.05,2.26,2.21,6.31
132,"Gordon Hayward, SF",BOS,1,5.0,-1.66,0.24,-1.42,0.01
133,"Luke Babbitt, SF",ATL/MIA,48,14.2,-0.15,-1.14,-1.29,0.81
134,"Paul George, SF",OKC,74,36.6,2.29,1.02,3.31,10.75
135,"Quincy Pondexter, SG",CHI,23,8.5,-3.23,-0.47,-3.70,-0.07
