RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,"LeBron James, SF",LAL,45,34.9,5.20,4.92,10.11,11.05
2,"Giannis Antetokounmpo, PF",MIL,44,30.7,5.58,2.07,7.65,7.80
3,"Kawhi Leonard, SF",LAC,36,32.4,3.02,3.91,6.93,6.15
4,"James Harden, SG",HOU,45,37.1,4.63,1.52,6.15,7.93
5,"Jayson Tatum, PF",BOS,43,33.7,0.87,3.97,4.84,5.49
6,"Dennis Schroder, PG",OKC,49,31.1,2.13,2.46,4.60,5.49
7,"Donte DiVincenzo, SG",MIL,43,22.8,2.19,2.19,4.38,3.50
8,"Pascal Siakam, PF",TOR,38,34.9,2.43,1.74,4.17,4.40
9,"Rudy Gobert, C",UTAH,46,34.4,0.76,3.40,4.16,5.25
10,"Chris Paul, PG",OKC,49,31.6,2.15,1.89,4.05,4.89
11,"Terence Davis, SG",TOR,49,16.6,2.40,1.55,3.95,2.42
12,"Damian Lillard, PG",POR,47,37.1,5.04,-1.16,3.88,5.28
13,"Paul Millsap, PF",DEN,32,24.9,0.46,3.41,3.87,2.38
14,"Nikola Jokic, C",DEN,49,32.0,1.44,2.39,3.83,4.53
15,"De'Anthony Melton, SG",MEM,36,17.9,3.23,0.60,3.83,2.03
16,"Khris Middleton, SF",MIL,41,29.0,3.31,0.47,3.78,3.64
17,"Alex Caruso, SG",LAL,44,18.7,-0.33,3.83,3.50,2.31
18,"Jimmy Butler, SF",MIA,41,34.8,0.60,2.86,3.46,3.98
19,"Jalen Brunson, PG",DAL,48,16.9,1.32,2.00,3.32,2.17
20,"Domantas Sabonis, PF",IND,45,34.4,0.14,3.06,3.20,4.06
21,"Ben Simmons, PG",PHI,47,36.1,2.39,0.81,3.19,4.57
22,"Luka Doncic, SG",DAL,43,32.8,4.77,-1.60,3.17,3.76
23,"Kemba Walker, PG",BOS,42,32.1,3.96,-0.79,3.16,3.57
24,"Ivica Zubac, C",LAC,48,17.7,0.09,3.04,3.13,2.26
25,"Bojan Bogdanovic, SF",UTAH,47,33.3,2.64,0.45,3.08,4.06
26,"Davis Bertans, SF",WSH,38,29.2,4.72,-1.75,2.97,2.94
27,"Eric Bledsoe, PG",MIL,40,26.5,2.58,0.38,2.96,2.76
28,"Marc Gasol, C",TOR,35,27.8,0.09,2.84,2.94,2.47
29,"CJ McCollum, SG",POR,45,35.8,1.75,1.14,2.89,3.75
30,"Zion Williamson, SF",NO,5,25.0,3.14,-0.26,2.88,0.24
31,"Will Barton, SF",DEN,46,33.4,0.24,2.58,2.82,3.46
32,"David Nwaba, G",BKN,20,13.4,0.55,2.17,2.72,0.64
