RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,"LeBron James, SF",LAL,35,35.1,5.25,4.88,10.13,8.82
2,"James Harden, SG",HOU,34,37.6,5.67,1.77,7.43,7.39
3,"Giannis Antetokounmpo, PF",MIL,35,31.0,5.51,1.56,7.06,5.73
4,"Kawhi Leonard, SF",LAC,28,31.9,1.80,4.20,6.00,4.16
5,"Jayson Tatum, PF",BOS,34,34.2,0.92,4.05,4.97,4.38
6,"Jimmy Butler, SF",MIA,31,35.4,0.62,4.32,4.95,4.19
7,"Nikola Jokic, C",DEN,36,31.1,1.81,2.75,4.55,3.70
8,"Paul Millsap, PF",DEN,32,24.9,0.45,3.98,4.43,2.61
9,"Dennis Schroder, PG",OKC,35,30.5,1.63,2.77,4.40,3.64
10,"Pascal Siakam, PF",TOR,27,36.7,2.36,1.84,4.20,3.38
11,"Donte DiVincenzo, SG",MIL,34,22.6,1.11,3.08,4.19,2.54
12,"Joel Embiid, C",PHI,31,31.1,0.58,3.39,3.97,2.94
13,"Domantas Sabonis, PF",IND,35,34.3,0.19,3.52,3.71,3.48
14,"Alex Caruso, SG",LAL,33,19.6,-0.20,3.67,3.47,1.83
15,"Tobias Harris, SF",PHI,38,33.9,0.10,3.33,3.43,3.57
16,"Will Barton, SG",DEN,34,33.1,0.10,3.33,3.43,2.93
17,"Rudy Gobert, C",UTAH,34,34.6,0.21,3.14,3.36,3.18
18,"Khris Middleton, SF",MIL,31,28.4,2.64,0.64,3.28,2.36
19,"Damian Lillard, PG",POR,35,36.9,2.90,0.27,3.17,3.35
20,"Terence Davis, SG",TOR,36,16.8,1.10,2.05,3.15,1.59
21,"Jalen Brunson, PG",DAL,36,17.4,1.14,1.98,3.13,1.62
22,"Ivica Zubac, C",LAC,38,17.3,0.56,2.56,3.12,1.77
23,"Ricky Rubio, PG",PHX,30,32.0,1.55,1.40,2.95,2.50
24,"Eric Bledsoe, PG",MIL,30,26.0,2.79,0.10,2.89,2.01
25,"De'Anthony Melton, SG",MEM,26,16.8,1.93,0.95,2.88,1.13
